month,tipo_redespacho,up_mwh,dn_mwh,code_str,channel,up_gwh,dn_gwh
2024-04-01,61,114429.25,528469.05,61,"RT system-security RZ, PO 3.2 (61)",114.42925,528.46905
2024-04-01,66,1700.9919999999997,362.597,66,Uncategorised (project doc silent),1.7009919999999998,0.362597
2025-01-01,24,18.924999999999997,0.0,24,Uncategorised (project doc silent),0.018924999999999997,0.0
2025-11-01,24,1275.0,0.0,24,Uncategorised (project doc silent),1.275,0.0
2024-12-01,81,252499.125,201407.35,81,Catch-all 'other' bucket (81),252.499125,201.40735
2025-10-01,94,88406.025,52512.4,94,System balancing / residual imbalance (94),88.406025,52.5124
2024-06-01,92,17125.500000000004,46034.299999999996,92,mFRR activation (92),17.125500000000002,46.034299999999995
2024-06-01,19,2708.7,0.0,19,Uncategorised (project doc silent),2.7087,0.0
2025-08-01,34,0.0,3500.5380000000027,34,RT inter-zonal / network (34),0.0,3.500538000000003
2024-10-01,24,24.917,0.0,24,Uncategorised (project doc silent),0.024917,0.0
2025-12-01,68,203.617,1426.6589999999999,68,Reserve management (68),0.203617,1.426659
2026-01-01,81,468193.25,381728.0,81,Catch-all 'other' bucket (81),468.19325,381.728
2024-03-01,33,0.0,34768.43599999998,33,RT general (33),0.0,34.76843599999998
2025-07-01,33,0.0,442056.6990000004,33,RT general (33),0.0,442.0566990000004
2025-06-01,96,33961.75,44160.5,96,Uncategorised (project doc silent),33.96175,44.1605
2025-03-01,68,0.0,66.5,68,Reserve management (68),0.0,0.0665
2024-11-01,34,0.0,514.1829999999999,34,RT inter-zonal / network (34),0.0,0.5141829999999998
2025-09-01,92,24159.800000000003,32604.65,92,mFRR activation (92),24.159800000000004,32.60465
2025-09-01,19,479.1,0.0,19,Uncategorised (project doc silent),0.4791,0.0
2025-01-01,81,183023.0,332950.9,81,Catch-all 'other' bucket (81),183.023,332.95090000000005
2025-11-01,81,319092.75,146429.375,81,Catch-all 'other' bucket (81),319.09275,146.429375
2024-12-01,24,6327.725000000001,0.0,24,Uncategorised (project doc silent),6.327725000000001,0.0
2024-12-01,85,2855.0,0.0,85,Uncategorised (project doc silent),2.855,0.0
2025-10-01,96,15003.0,21705.725,96,Uncategorised (project doc silent),15.003,21.705724999999997
2025-08-01,68,7.075,761.3,68,Reserve management (68),0.0070750000000000006,0.7613
2026-02-01,96,28493.75,12881.5,96,Uncategorised (project doc silent),28.49375,12.8815
2024-10-01,81,148670.64999999997,252094.35000000003,81,Catch-all 'other' bucket (81),148.67064999999997,252.09435000000005
2025-02-01,92,114392.52500000004,14483.800000000001,92,mFRR activation (92),114.39252500000003,14.4838
2025-02-01,19,1099.2000000000003,0.0,19,Uncategorised (project doc silent),1.0992000000000002,0.0
2025-12-01,34,0.0,54.404999999999966,34,RT inter-zonal / network (34),0.0,0.05440499999999997
2024-07-01,80,3716.5460000000003,1288.954,80,Uncategorised (project doc silent),3.716546,1.288954
2025-04-01,81,130798.75,381046.5,81,Catch-all 'other' bucket (81),130.79875,381.0465
2026-01-01,24,1297.1,0.0,24,Uncategorised (project doc silent),1.2971,0.0
2026-01-01,85,3179.5969999999998,0.0,85,Uncategorised (project doc silent),3.179597,0.0
2024-09-01,33,0.0,71492.24899999997,33,RT general (33),0.0,71.49224899999997
2025-03-01,61,146083.95,516814.6750000001,61,"RT system-security RZ, PO 3.2 (61)",146.08395000000002,516.8146750000001
2025-03-01,66,7583.9500000000035,4765.336000000005,66,Uncategorised (project doc silent),7.583950000000003,4.765336000000005
2025-09-01,69,6998.454,34417.84000000011,69,Voltage control / black-start (69),6.998454,34.41784000000011
2025-05-01,34,0.0,1319.5059999999996,34,RT inter-zonal / network (34),0.0,1.3195059999999996
2024-04-01,34,0.0,933.6649999999997,34,RT inter-zonal / network (34),0.0,0.9336649999999997
2025-01-01,80,1270.2,3422.8,80,Uncategorised (project doc silent),1.2702,3.4228
2025-11-01,80,10160.007,11042.459,80,Uncategorised (project doc silent),10.160007,11.042459000000001
2024-01-01,94,58603.99999999997,151156.39999999994,94,System balancing / residual imbalance (94),58.60399999999997,151.15639999999993
2024-06-01,33,0.0,43749.97299999988,33,RT general (33),0.0,43.74997299999988
2025-08-01,61,241457.34999999998,278312.125,61,"RT system-security RZ, PO 3.2 (61)",241.45734999999996,278.312125
2025-08-01,66,2175.4499999999994,1821.824999999999,66,Uncategorised (project doc silent),2.175449999999999,1.821824999999999
2024-10-01,80,7911.889999999999,3661.825999999999,80,Uncategorised (project doc silent),7.91189,3.661825999999999
2025-02-01,69,4494.910000000001,27518.343999999997,69,Voltage control / black-start (69),4.494910000000001,27.518344
2024-07-01,81,257151.12499999985,132030.65000000002,81,Catch-all 'other' bucket (81),257.15112499999987,132.03065000000004
2025-04-01,80,6322.499999999999,12755.616,80,Uncategorised (project doc silent),6.322499999999999,12.755616
