hour,EDP-PT,Engie,GE,GN,HC,IB,Moeve,TotalEnergies
0,150.6107929020665,599.7695652173913,280.7786978060863,385.5818982604112,232.53672131147542,356.259874581567,201.9717391304348,379.9113970588235
1,147.0801737756714,599.7695652173913,280.8181882519462,385.5852637497804,232.53672131147542,355.7468098560314,201.9717391304348,387.74008875739645
2,136.43782441886708,599.7695652173913,280.87593772116065,385.58273097873837,232.3483606557377,355.817863650297,201.9717391304348,392.71183431952664
3,107.25141051681335,555.0442934782609,280.90481245576785,385.42922403795467,222.80127504553732,352.5973826177718,201.9717391304348,395.1881656804734
4,104.5973820807944,381.83750000000003,280.8912243453645,384.85161333684766,210.91174863387977,230.46391336028782,201.9717391304348,395.18801775147926
5,99.46874294741593,297.4829008152174,280.50895258315643,383.3061171387039,127.62131147540984,174.2412991547178,201.9717391304348,395.1877218934911
6,85.48651545926428,221.83122961956522,280.5280608634112,378.72461521750085,102.6639344262295,74.6007687294784,136.09565217391307,387.42965976331357
7,79.6129541864139,189.11015851449278,280.5641542816702,375.55645442864676,74.27978142076503,69.99652382369072,136.09565217391307,365.9761094674556
8,72.91153238546603,272.62750905797105,280.5573602264685,375.2420291075399,71.175956284153,69.85494263139074,168.45978260869563,364.4287721893491
9,72.91153238546603,308.82238742236024,280.50852795470627,381.0552415663926,71.175956284153,69.42415540669397,168.45978260869563,381.1823224852071
10,72.94050446782039,296.9271001552795,280.3331564048124,393.3028086073843,71.175956284153,69.06438510472697,168.45978260869563,406.0985207100591
11,72.94050446782039,237.06563535196688,278.4996124031008,398.0724542551623,71.175956284153,68.39033339498276,168.45978260869563,410.1511834319527
12,72.94050446782039,249.83722826086958,276.9477096546864,398.11360428905897,71.175956284153,68.57032356532356,168.45978260869563,411.7114161849711
13,72.94050446782039,249.66161231884055,276.59422128259337,392.4842568593655,71.175956284153,68.61373472250051,168.45978260869563,411.71119942196526
14,72.94050446782039,249.4608152173913,276.5014094432699,379.9689687399003,71.175956284153,68.5125870798206,168.45978260869563,411.7109104046243
15,72.94050446782039,243.8658197463768,276.4233967582805,353.4133203780755,71.175956284153,68.320386738865,168.45978260869563,411.7109104046243
16,72.94050446782039,240.99858242753623,263.2590380549683,281.74834444764855,71.175956284153,68.24264942708842,168.45978260869563,408.06416184971096
17,72.94050446782039,230.7349864130435,263.29694326990835,174.08770538678309,71.175956284153,68.13395212850908,168.45978260869563,354.685549132948
18,72.94050446782039,231.13672554347826,260.97064834390414,95.86101025294047,71.175956284153,68.59322603420178,168.45978260869563,291.6471098265896
19,73.77476867524261,269.63312499999995,254.22054263565892,61.08783061103109,71.175956284153,69.03339672751065,168.45978260869563,228.96387283236993
20,73.77476867524261,305.3744859601449,254.31842847075404,49.24433877609871,71.175956284153,69.02878098226199,168.45978260869563,222.87868497109824
21,73.77476867524261,308.24082427536234,255.63523608174773,74.62886115561741,71.175956284153,69.0192232474511,168.45978260869563,259.1616329479769
22,73.77476867524261,308.52977355072466,257.45244009866104,148.4345190964636,71.175956284153,69.03640352888243,168.45978260869563,319.7038294797688
23,73.44341736694678,308.6633786231884,267.5296511627907,270.4748136444639,71.175956284153,68.70668249509542,168.45978260869563,363.2826589595375
