session,firm,tech,hour_class,n,share_price_only,share_qty_only,share_both,share_neither,mean_cv_p,mean_cv_q
1,HC,CCGT,midday,81,0.12345679012345678,0.012345679012345678,0.037037037037037035,0.8271604938271605,0.007159136248815892,0.027601830875285727
1,HC,hydro,critical,517,0.30754352030947774,0.05609284332688588,0.061895551257253385,0.574468085106383,0.06589107740766598,0.05670239544720433
1,HC,hydro,flat,80,0.45,0.0125,0.0,0.5375,0.05319994378573665,0.00021008403361344544
1,HC,hydro,midday,142,0.24647887323943662,0.04225352112676056,0.014084507042253521,0.6971830985915493,0.02634587414112319,0.01135140782527688
1,HC,other,critical,881,0.5380249716231555,0.03745743473325766,0.2542565266742338,0.170261066969353,0.6369665977413155,0.06497976202769767
1,HC,other,flat,328,0.5274390243902439,0.051829268292682924,0.19207317073170732,0.22865853658536586,1.1141613552249168,0.047555107022845544
1,HC,other,midday,474,0.47890295358649787,0.05485232067510549,0.12025316455696203,0.3459915611814346,0.07592051681235804,0.03726512159101317
1,HC,solar,critical,50,0.02,0.02,0.96,0.0,0.4256494272622689,0.3133207274934021
1,HC,solar,midday,142,0.06338028169014084,0.21830985915492956,0.7183098591549296,0.0,0.1942639166274444,0.1894617222718916
1,HC,wind,critical,1370,0.06642335766423357,0.09416058394160584,0.8277372262773722,0.01167883211678832,0.12279005632542622,0.21764491914728146
1,HC,wind,flat,368,0.043478260869565216,0.14945652173913043,0.7880434782608695,0.019021739130434784,0.06253043845703987,0.18991816538735212
1,HC,wind,midday,612,0.07679738562091504,0.1830065359477124,0.704248366013072,0.03594771241830065,0.19631620251785895,0.1893141279152275
1,IB,CCGT,critical,913,0.1829134720700986,0.004381161007667032,0.008762322015334063,0.8039430449069004,0.011005243499779618,0.007309619152387261
1,IB,CCGT,flat,305,0.013114754098360656,0.006557377049180328,0.0,0.980327868852459,0.000538379152370217,0.0015836792155222322
1,IB,CCGT,midday,483,0.0,0.0,0.0,1.0,1.1824332161413386e-06,0.0
1,IB,hydro,critical,2253,0.020861074123391034,0.11717709720372836,0.09498446515756769,0.7669773635153129,0.010222016264859034,0.10049659092216626
1,IB,hydro,flat,765,0.00392156862745098,0.048366013071895426,0.02483660130718954,0.9228758169934641,0.0018162742128998441,0.025166345489795412
1,IB,hydro,midday,926,0.008639308855291577,0.019438444924406047,0.02267818574514039,0.949244060475162,0.003410503062047964,0.016000073847592697
1,IB,other,critical,1360,0.08014705882352942,0.09191176470588236,0.8110294117647059,0.016911764705882352,0.12489492789557854,0.2221039488050761
1,IB,other,flat,316,0.07911392405063292,0.15822784810126583,0.7373417721518988,0.02531645569620253,0.09065654666609736,0.23793008236054794
1,IB,other,midday,869,0.08400460299194476,0.3003452243958573,0.5109321058688148,0.1047180667433832,0.10575903145458851,0.16568279215541104
1,IB,solar,critical,306,0.016339869281045753,0.12091503267973856,0.8594771241830066,0.0032679738562091504,0.35318995440357653,0.3265761453773863
1,IB,solar,midday,719,0.04450625869262865,0.44367176634214184,0.46453407510431155,0.04728789986091794,0.0957058690172215,0.14038978361029988
1,IB,thermal_nonRE,critical,84,0.9404761904761905,0.0,0.011904761904761904,0.047619047619047616,0.12429572330985997,0.006073620862828657
1,IB,wind,critical,2238,0.021894548704200177,0.09428060768543342,0.8757819481680071,0.00804289544235925,0.09911703983836707,0.23022109771781937
1,IB,wind,flat,541,0.014787430683918669,0.1922365988909427,0.7726432532347505,0.02033271719038817,0.05848683567779063,0.2179705953537225
1,IB,wind,midday,1105,0.019004524886877826,0.36289592760180994,0.5185520361990951,0.09954751131221719,0.05964748727847768,0.18265407005072043
1,Moeve,hydro,critical,423,0.0,0.009456264775413711,0.0,0.9905437352245863,0.0,0.0026187081113606954
1,Moeve,hydro,flat,112,0.0,0.0,0.0,1.0,0.0,0.0
1,Moeve,hydro,midday,207,0.0,0.07729468599033816,0.0,0.9227053140096618,0.0,0.021150678487583643
1,Moeve,other,critical,215,0.5813953488372093,0.009302325581395349,0.0,0.40930232558139534,0.6208061402473535,0.00424730568955872
1,Moeve,other,flat,65,0.7846153846153846,0.03076923076923077,0.0,0.18461538461538463,2.3003831695432964,0.006653903220134823
1,Moeve,other,midday,200,0.425,0.125,0.0,0.45,0.18318093148654555,0.034089107125402064
1,Moeve,thermal_nonRE,critical,2775,0.21837837837837837,0.007207207207207207,0.01009009009009009,0.7643243243243243,0.13336351421661777,0.004765074755374108
1,Moeve,thermal_nonRE,flat,651,0.16897081413210446,0.004608294930875576,0.0030721966205837174,0.8233486943164362,0.03940751013695689,0.0027372826243985747
1,Moeve,thermal_nonRE,midday,682,0.1217008797653959,0.09090909090909091,0.010263929618768328,0.7771260997067448,0.050235635650844754,0.022779162711301586
1,Repsol,other,critical,117,0.0,0.6923076923076923,0.0,0.3076923076923077,0.0,0.051495923484597354
1,Repsol,other,midday,62,0.0,0.2903225806451613,0.0,0.7096774193548387,0.0,0.010450674636782098
1,Repsol,thermal_nonRE,critical,1297,0.0,0.26137239784117194,0.0,0.7386276021588281,0.0,0.08421874767855006
1,Repsol,thermal_nonRE,flat,254,0.0,0.1889763779527559,0.0,0.8110236220472441,0.0,0.055500267020885535
1,Repsol,thermal_nonRE,midday,487,0.0,0.26283367556468173,0.0,0.7371663244353183,0.0,0.08848270970579061
1,TotalEnergies,other,critical,146,0.0,0.5,0.0,0.5,0.0,0.1300592984255732
1,TotalEnergies,other,flat,76,0.0,0.3815789473684211,0.0,0.618421052631579,0.0,0.07285915032919908
1,TotalEnergies,other,midday,101,0.0,0.33663366336633666,0.0,0.6633663366336634,0.0,0.05259986464750613
1,TotalEnergies,solar,critical,251,0.0,0.848605577689243,0.0,0.15139442231075698,1.780324599083182e-17,0.24630803568987764
1,TotalEnergies,solar,midday,1220,0.0,0.4418032786885246,0.0,0.5581967213114755,9.316125738457525e-18,0.035365464555091354
1,TotalEnergies,wind,critical,150,0.0,0.7733333333333333,0.0,0.22666666666666666,0.0,0.09932837072221891
1,TotalEnergies,wind,flat,67,0.0,0.746268656716418,0.0,0.2537313432835821,3.1815361211233536e-18,0.06952347214320229
1,TotalEnergies,wind,midday,85,0.0,0.8352941176470589,0.0,0.16470588235294117,0.0,0.09767748162424879
2,EDP-PT,CCGT,critical,199,0.135678391959799,0.01507537688442211,0.010050251256281407,0.8391959798994975,0.0052577083780134485,0.011751002424901609
2,EDP-PT,CCGT,midday,60,0.0,0.0,0.0,1.0,0.0,0.0
2,EDP-PT,hydro,critical,3198,0.04971857410881801,0.07973733583489681,0.24577861163227016,0.624765478424015,0.014537144009788809,0.1039444002506173
2,EDP-PT,hydro,flat,994,0.019114688128772636,0.06438631790744467,0.11066398390342053,0.8058350100603622,0.0062998285311563935,0.036902382637794925
2,EDP-PT,hydro,midday,1369,0.010226442658875092,0.03433162892622352,0.07158509861212564,0.8838568298027758,0.00421471961092428,0.01986763662731957
2,EDP-PT,other,midday,59,0.0,0.3220338983050847,0.03389830508474576,0.6440677966101694,0.001359493709258866,0.06963359747972621
2,Engie,CCGT,critical,52,0.0,0.28846153846153844,0.07692307692307693,0.6346153846153846,0.0035272676480991557,0.11683177517318394
2,Engie,hydro,critical,957,0.19853709508881923,0.0,0.0,0.8014629049111808,0.03104772851242565,0.0
2,Engie,hydro,flat,261,0.2681992337164751,0.0,0.0,0.7318007662835249,0.020726528181257597,0.0
2,Engie,hydro,midday,348,0.3850574712643678,0.008620689655172414,0.0,0.6063218390804598,0.02991847340445701,0.00938513047064494
2,Engie,solar,critical,377,0.05570291777188329,0.4562334217506631,0.41644562334217505,0.07161803713527852,0.09962091309240283,0.3462695969946249
2,Engie,solar,midday,1026,0.06335282651072124,0.5253411306042886,0.23976608187134502,0.17153996101364521,0.024037455914117812,0.20948516531614125
2,Engie,thermal_nonRE,critical,183,0.1912568306010929,0.0,0.0,0.8087431693989071,0.025966265797700963,0.0
2,Engie,thermal_nonRE,midday,76,0.42105263157894735,0.0,0.0,0.5789473684210527,0.033564773739412385,0.0
2,Engie,wind,critical,11423,0.01969710233738948,0.6991158189617438,0.17919985993171672,0.10198721876914996,0.03135739351685687,0.22923469771612373
2,Engie,wind,flat,3297,0.03124052168638156,0.629663330300273,0.24658780709736125,0.09250834091598423,0.02270428173904631,0.21571798854954374
2,Engie,wind,midday,3693,0.060384511237476304,0.5599783373950717,0.30787977254264826,0.07175737882480368,0.028151056018742498,0.2193616784949745
2,GE,CCGT,critical,2380,0.3382352941176471,0.06512605042016807,0.12983193277310925,0.46680672268907564,0.07065349316059691,0.056577166986668634
2,GE,CCGT,flat,870,0.3413793103448276,0.03103448275862069,0.08045977011494253,0.5471264367816092,0.04224374044587476,0.02926119868950857
2,GE,CCGT,midday,1232,0.20941558441558442,0.030032467532467532,0.020292207792207792,0.7402597402597403,0.03684289237242528,0.008172906721367133
2,GE,hydro,critical,1212,0.2070957095709571,0.1311881188118812,0.1806930693069307,0.48102310231023104,0.07565148867764435,0.14622536712341908
2,GE,hydro,flat,320,0.103125,0.15625,0.0875,0.653125,0.055011962085558884,0.11586877899456775
2,GE,hydro,midday,344,0.29069767441860467,0.06976744186046512,0.13953488372093023,0.5,0.10196524897233755,0.09204270730100884
2,GE,other,critical,1056,0.011363636363636364,0.4734848484848485,0.0,0.5151515151515151,0.0037163151175693687,0.09743229681605571
2,GE,other,flat,326,0.049079754601226995,0.48466257668711654,0.003067484662576687,0.46319018404907975,0.020540331256551476,0.0702422101722049
2,GE,other,midday,399,0.05764411027568922,0.41604010025062654,0.0,0.5263157894736842,0.005274132426239745,0.06064052283048469
2,GN,CCGT,critical,5597,0.08611756298016794,0.2258352688940504,0.3569769519385385,0.3310702161872432,0.02184798156553813,0.11160539664287832
2,GN,CCGT,flat,1908,0.05345911949685535,0.20125786163522014,0.13522012578616352,0.610062893081761,0.005828308235936594,0.03271794761076817
2,GN,CCGT,midday,2562,0.00819672131147541,0.13856362217017953,0.06518345042935207,0.788056206088993,0.001964525848345049,0.01970606586462082
2,GN,hydro,critical,3944,0.002281947261663286,0.03676470588235294,0.1402129817444219,0.8207403651115619,0.03177333635046446,0.049594031797984515
2,GN,hydro,flat,1135,0.000881057268722467,0.018502202643171806,0.038766519823788544,0.9418502202643172,0.0021466214002804243,0.007011450396002224
2,GN,hydro,midday,1425,0.0007017543859649122,0.017543859649122806,0.030175438596491227,0.9515789473684211,0.00447255877590783,0.008490256017821664
2,GN,other,critical,821,0.0,0.6017052375152253,0.02679658952496955,0.37149817295980514,0.002430182781141583,0.11278923283875225
2,GN,other,flat,343,0.0,0.478134110787172,0.03498542274052478,0.4868804664723032,0.0010167625069166543,0.07203557403831405
2,GN,other,midday,476,0.0021008403361344537,0.3907563025210084,0.01680672268907563,0.5903361344537815,0.0014435680207699668,0.06252249922895618
2,GN,solar,critical,220,0.0,0.9772727272727273,0.0,0.022727272727272728,1.110648118875405e-17,0.4554504988663212
2,GN,solar,midday,350,0.0,0.8971428571428571,0.0,0.10285714285714286,1.351363762186071e-17,0.23859071819307393
2,GN,thermal_nonRE,midday,50,0.0,0.02,0.0,0.98,0.0,0.019300699300699296
2,GN,wind,critical,1746,0.000572737686139748,0.9581901489117984,0.022909507445589918,0.018327605956471937,0.007229807176849466,0.22590904313857776
2,GN,wind,flat,500,0.0,0.946,0.034,0.02,0.007146353363947998,0.2317827047886055
2,GN,wind,midday,595,0.0,0.9596638655462185,0.020168067226890758,0.020168067226890758,0.006977303874605888,0.23504397399429666
2,HC,CCGT,critical,443,0.38148984198645597,0.029345372460496615,0.30248306997742663,0.2866817155756208,0.06989805695818448,0.07228376231460251
2,HC,CCGT,flat,256,0.234375,0.0234375,0.17578125,0.56640625,0.03502832033913534,0.035956122172164755
2,HC,CCGT,midday,175,0.2057142857142857,0.03428571428571429,0.2057142857142857,0.5542857142857143,0.047432458569990836,0.057360826816641924
2,HC,hydro,critical,556,0.21942446043165467,0.1223021582733813,0.14568345323741008,0.512589928057554,0.057227341988250406,0.09956322622605371
2,HC,hydro,flat,71,0.22535211267605634,0.014084507042253521,0.07042253521126761,0.6901408450704225,0.016904096716945673,0.024536867728337568
2,HC,hydro,midday,129,0.24806201550387597,0.08527131782945736,0.031007751937984496,0.6356589147286822,0.05030775044026701,0.027926023176354366
2,HC,other,critical,1257,0.492442322991249,0.04375497215592681,0.2752585521081941,0.18854415274463007,0.5350904702181545,0.0799116611403394
2,HC,other,flat,364,0.4258241758241758,0.08791208791208792,0.23901098901098902,0.24725274725274726,1.9333808770105372,0.06099371550587256
2,HC,other,midday,537,0.36685288640595903,0.07262569832402235,0.19180633147113593,0.3687150837988827,0.09863723477434622,0.05511031066771168
2,HC,solar,critical,58,0.034482758620689655,0.017241379310344827,0.9482758620689655,0.0,0.3573784872475642,0.3897904113461371
2,HC,solar,midday,131,0.030534351145038167,0.22900763358778625,0.732824427480916,0.007633587786259542,0.1439931726713711,0.2151916343972795
2,HC,thermal_nonRE,critical,123,0.44715447154471544,0.0,0.0,0.5528455284552846,0.0374160451416024,0.0
2,HC,wind,critical,1576,0.04758883248730964,0.09390862944162437,0.8527918781725888,0.005710659898477157,0.10941435300657897,0.23858492149792626
2,HC,wind,flat,487,0.045174537987679675,0.25667351129363447,0.6796714579055442,0.018480492813141684,0.056440404766420184,0.2122214243516856
2,HC,wind,midday,631,0.04120443740095087,0.19809825673534073,0.7527733755942948,0.00792393026941363,0.149334119757349,0.2142014480122181
2,IB,CCGT,critical,1505,0.18803986710963455,0.07774086378737542,0.10897009966777409,0.6252491694352159,0.05771726474929568,0.0634402469101769
2,IB,CCGT,flat,527,0.08538899430740038,0.022770398481973434,0.009487666034155597,0.8823529411764706,0.005067906929257905,0.003824342549625359
2,IB,CCGT,midday,893,0.014557670772676373,0.015677491601343786,0.0167973124300112,0.9529675251959686,0.0012717531132597146,0.008374510127187
2,IB,hydro,critical,2463,0.03816483962647178,0.11611855460820138,0.1814859926918392,0.6642306130734876,0.028214109830100066,0.12636280671574848
2,IB,hydro,flat,854,0.01053864168618267,0.06323185011709602,0.06674473067915691,0.8594847775175644,0.0052728343383139946,0.03307836512810132
2,IB,hydro,midday,1003,0.005982053838484547,0.022931206380857428,0.06580259222333001,0.905284147557328,0.010788410232805795,0.026485298013242814
2,IB,other,critical,2117,0.17288615965989607,0.07746811525743977,0.7189418989135569,0.030703826169107228,0.12309456638300113,0.22269509897955236
2,IB,other,flat,480,0.11041666666666666,0.21875,0.6020833333333333,0.06875,24.37207038702152,0.20829944086707605
2,IB,other,midday,1044,0.13505747126436782,0.28735632183908044,0.4818007662835249,0.09578544061302682,0.13414583983801237,0.15882376782762073
2,IB,solar,critical,666,0.021021021021021023,0.07207207207207207,0.9069069069069069,0.0,0.37202029190570546,0.38097197387559234
2,IB,solar,midday,1425,0.06947368421052631,0.29754385964912283,0.5894736842105263,0.04350877192982456,0.13927502235084763,0.16498531279432346
2,IB,thermal_nonRE,critical,117,0.8717948717948718,0.0,0.02564102564102564,0.10256410256410256,0.09362031459416947,0.010229339789272646
2,IB,wind,critical,2762,0.02172338884866039,0.0999275887038378,0.8721940622737147,0.006154960173787111,0.09624496684474708,0.23655713879573165
2,IB,wind,flat,825,0.0036363636363636364,0.2581818181818182,0.7224242424242424,0.01575757575757576,0.07967047476704066,0.2251858000087863
2,IB,wind,midday,1031,0.01745877788554801,0.3889427740058196,0.5140640155189137,0.07953443258971872,0.06630325089390955,0.18878701274954568
2,Moeve,CCGT,critical,112,0.008928571428571428,0.6696428571428571,0.026785714285714284,0.29464285714285715,0.014485565435878214,0.27468409393192844
2,Moeve,hydro,critical,3833,0.0,0.002348030263501174,0.0,0.9976519697364988,0.0,0.0007894450605884659
2,Moeve,hydro,flat,654,0.0,0.0,0.0,1.0,0.0,0.0
2,Moeve,hydro,midday,1429,0.0,0.008397480755773267,0.0013995801259622112,0.9902029391182645,0.00022053989863646964,0.0023854313961633182
2,Moeve,other,critical,1562,0.4494238156209987,0.004481434058898848,0.034571062740076826,0.5115236875800256,0.27478557002915227,0.004175592770731031
2,Moeve,other,flat,415,0.7132530120481928,0.00963855421686747,0.05542168674698795,0.2216867469879518,0.9638795683480937,0.005474132056178791
2,Moeve,other,midday,628,0.5031847133757962,0.054140127388535034,0.020700636942675158,0.42197452229299365,0.24850503270577434,0.012219973667228243
2,Moeve,solar,midday,195,0.0,0.1282051282051282,0.0,0.8717948717948718,0.0,0.03140863913824776
2,Moeve,thermal_nonRE,critical,3094,0.038461538461538464,0.005171299288946348,0.0029088558500323207,0.9534583063994829,0.017066289171252635,0.0030470414346528843
2,Moeve,thermal_nonRE,flat,744,0.02956989247311828,0.0013440860215053765,0.0013440860215053765,0.967741935483871,0.0059790344754241855,5.7348887203409596e-05
2,Moeve,thermal_nonRE,midday,854,0.03395784543325527,0.053864168618266976,0.00234192037470726,0.9098360655737705,0.005474142138067828,0.012936550889494492
2,Repsol,other,critical,656,0.0,0.6310975609756098,0.0,0.36890243902439024,0.0,0.039402527145589256
2,Repsol,other,flat,173,0.0,0.630057803468208,0.0,0.3699421965317919,0.0,0.03574550073614278
2,Repsol,other,midday,243,0.0,0.5432098765432098,0.0,0.4567901234567901,0.0,0.0283166665972623
2,Repsol,thermal_nonRE,critical,310,0.0,0.08387096774193549,0.0,0.9161290322580645,0.0,0.028065865468809223
2,Repsol,thermal_nonRE,flat,72,0.0,0.06944444444444445,0.0,0.9305555555555556,0.0,0.026933717060177297
2,Repsol,thermal_nonRE,midday,108,0.0,0.24074074074074073,0.0,0.7592592592592593,0.0,0.07895829208275211
2,TotalEnergies,other,critical,144,0.0,0.18055555555555555,0.0,0.8194444444444444,0.0,0.05248863007253958
2,TotalEnergies,other,midday,96,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.045044195532042385
2,TotalEnergies,solar,critical,264,0.0,0.7727272727272727,0.0,0.22727272727272727,2.0191898793057546e-17,0.23623883429987277
2,TotalEnergies,solar,midday,657,0.0,0.5814307458143074,0.0,0.4185692541856925,1.0764556147198318e-17,0.10221079881640063
2,TotalEnergies,wind,critical,199,0.0,0.864321608040201,0.0,0.135678391959799,0.0,0.1600198068894942
2,TotalEnergies,wind,flat,101,0.0,0.8217821782178217,0.0,0.1782178217821782,0.0,0.16563777521997275
2,TotalEnergies,wind,midday,98,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.14180824355770758
3,EDP-PT,CCGT,critical,161,0.0,0.0,0.012422360248447204,0.9875776397515528,0.00040026800773696196,0.006759679703294371
3,EDP-PT,CCGT,midday,69,0.0,0.0,0.0,1.0,0.0,0.0
3,EDP-PT,hydro,critical,2253,0.04704837993786063,0.10164225477141589,0.3253439857967155,0.525965379494008,0.018194725259084225,0.14642980744660603
3,EDP-PT,hydro,midday,1085,0.008294930875576038,0.06912442396313365,0.06359447004608294,0.8589861751152074,0.0028665305820478153,0.016644398723808664
3,EDP-PT,other,midday,79,0.0,0.35443037974683544,0.0,0.6455696202531646,0.00012831951598953246,0.09217520638268732
3,Engie,hydro,critical,595,0.16974789915966387,0.0,0.0016806722689075631,0.8285714285714286,0.03483898143513984,0.00017691287041132238
3,Engie,hydro,midday,254,0.38976377952755903,0.007874015748031496,0.0,0.6023622047244095,0.031320932576766256,0.006967717948501971
3,Engie,solar,critical,408,0.11519607843137254,0.38480392156862747,0.4362745098039216,0.06372549019607843,0.1278970712344986,0.27859348290356495
3,Engie,solar,midday,1022,0.10078277886497064,0.45499021526418787,0.30430528375733856,0.13992172211350293,0.0277082340092701,0.21602242308518316
3,Engie,wind,critical,7481,0.019917123379227377,0.7134072984895068,0.16455019382435504,0.10212538430691084,0.03644928406369476,0.20954716908564344
3,Engie,wind,midday,2722,0.04812637766348273,0.4908155767817781,0.3600293901542983,0.10102865540044086,0.05142171459608183,0.2022725402540544
3,GE,CCGT,critical,1181,0.015241320914479255,0.32514817950889074,0.0855207451312447,0.5740897544453852,0.00875924588449405,0.14047862814182066
3,GE,CCGT,midday,883,0.010192525481313703,0.10419026047565119,0.022650056625141562,0.8629671574178935,0.0023482189648753302,0.03397091051852073
3,GE,hydro,critical,535,0.44299065420560746,0.07289719626168224,0.20747663551401868,0.2766355140186916,0.21855243086034926,0.14206177243868345
3,GE,hydro,midday,187,0.3155080213903743,0.10160427807486631,0.1711229946524064,0.4117647058823529,0.10026135273589636,0.11136832237522733
3,GE,other,critical,366,0.00273224043715847,0.8497267759562842,0.0,0.14754098360655737,0.0044196528374113525,0.12107983940084903
3,GE,other,midday,205,0.04878048780487805,0.697560975609756,0.004878048780487805,0.24878048780487805,0.026473260789971524,0.09392456475234195
3,GN,CCGT,critical,2820,0.006382978723404255,0.3620567375886525,0.4078014184397163,0.22375886524822694,0.01918329211502095,0.20000881707642487
3,GN,CCGT,midday,1920,0.0,0.17760416666666667,0.027083333333333334,0.7953125,0.0010965955989525025,0.02186830080207912
3,GN,hydro,critical,2261,0.0008845643520566122,0.04201680672268908,0.14639540026536932,0.810703228659885,0.023663835832010115,0.05596899361901759
3,GN,hydro,midday,1018,0.0,0.015717092337917484,0.021611001964636542,0.962671905697446,0.0007939402747991306,0.004314516798206498
3,GN,other,critical,749,0.0,0.6328437917222964,0.01602136181575434,0.35113484646194926,0.0006403023585131809,0.06291047429922776
3,GN,other,midday,473,0.0021141649048625794,0.4164904862579281,0.014799154334038054,0.5665961945031712,0.00039715398559204523,0.03847110261387036
