firm_class,unit_code,hour,n_obs,mean_n_tranches,mean_p_max,mean_p_med,mech_strict_rate
GN,SAGU2,10,88,1.5113636363636365,1000.0,948.3776136363635,0.9204545454545454
GN,SAGU2,11,88,1.4659090909090908,1000.0,968.7559090909091,1.0
GN,SAGU2,12,88,1.4659090909090908,1000.0,968.7559090909091,1.0
GN,SAGU2,13,88,1.4715909090909092,1000.0,965.917840909091,0.9886363636363636
GN,SAGU2,14,88,1.5198863636363635,1000.0,941.7942613636365,0.9204545454545454
GN,SAGU2,15,88,1.6392045454545454,1000.0,882.1948295454546,0.6931818181818182
GN,SAGU2,16,88,2.1107954545454546,1000.0,697.3503551136364,0.38636363636363635
GN,SAGU2,17,88,5.6789772727272725,1000.0,425.58602272727273,0.18181818181818182
GN,SAGU2,18,88,9.866477272727273,1000.0,260.2715482954546,0.625
GN,SAGU2,19,88,11.423295454545455,1000.0,199.83933238636362,0.8181818181818182
GN,SAGU2,20,88,12.346590909090908,1000.0,182.5542897727273,0.9772727272727273
GN,SAGU2,21,88,11.039772727272727,1000.0,239.7839772727273,0.8522727272727273
GN,SAGU2,22,88,7.869318181818182,1000.0,392.49818181818176,0.5227272727272727
GN,SAGU2,23,88,4.019886363636363,1000.0,681.5983096590909,0.6818181818181818
GN,SAGU3,0,83,1.5060240963855422,1000.0,897.0484337349399,1.0
GN,SAGU3,1,83,1.5060240963855422,1000.0,897.0484337349399,1.0
GN,SAGU3,2,83,1.5060240963855422,1000.0,897.0484337349399,1.0
GN,SAGU3,3,83,1.5060240963855422,1000.0,897.0484337349399,1.0
GN,SAGU3,4,83,1.5120481927710843,1000.0,894.0393975903615,0.9879518072289156
GN,SAGU3,5,83,1.5602409638554218,1000.0,885.5093975903615,0.963855421686747
GN,SAGU3,6,83,1.7981927710843373,1000.0,857.0320783132531,0.9397590361445783
GN,SAGU3,7,83,2.2680722891566263,1000.0,835.6990813253011,0.963855421686747
GN,SAGU3,8,83,2.5180722891566263,1000.0,830.7132530120482,0.9879518072289156
GN,SAGU3,9,83,2.4819277108433737,1000.0,841.5183132530121,0.8795180722891566
GN,SAGU3,10,83,2.3765060240963853,1000.0,887.4196686746989,0.9156626506024096
GN,SAGU3,11,83,2.325301204819277,1000.0,906.2829518072289,1.0
GN,SAGU3,12,83,2.325301204819277,1000.0,906.2829518072289,1.0
GN,SAGU3,13,83,2.4186746987951806,1000.0,859.6428915662651,0.8554216867469879
GN,SAGU3,14,83,2.4939759036144578,1000.0,822.0299397590361,0.8072289156626506
GN,SAGU3,15,83,2.5451807228915664,1000.0,797.00375,0.7590361445783133
GN,SAGU3,16,83,2.8072289156626504,1000.0,671.1062198795181,0.43373493975903615
GN,SAGU3,17,83,5.641566265060241,1000.0,445.85414156626507,0.26506024096385544
GN,SAGU3,18,83,9.795180722891565,1000.0,263.85802710843376,0.5903614457831325
GN,SAGU3,19,83,11.493975903614459,1000.0,184.05215361445784,0.7710843373493976
GN,SAGU3,20,83,12.5,1000.0,160.4719126506024,0.963855421686747
GN,SAGU3,21,83,11.156626506024097,1000.0,212.6706325301205,0.8433734939759037
GN,SAGU3,22,83,8.316265060240964,1000.0,359.5396536144578,0.5542168674698795
GN,SAGU3,23,83,4.608433734939759,1000.0,628.7503915662651,0.6746987951807228
GN,SBO3,0,88,1.0113636363636365,1000.0,994.9384090909091,1.0
GN,SBO3,1,88,1.0113636363636365,1000.0,994.9384090909091,1.0
GN,SBO3,2,88,1.0113636363636365,1000.0,994.9384090909091,1.0
GN,SBO3,3,88,1.0170454545454546,1000.0,992.5115625,0.9886363636363636
GN,SBO3,4,88,1.0227272727272727,1000.0,990.084715909091,0.9886363636363636
GN,SBO3,5,88,1.0227272727272727,1000.0,990.084715909091,0.9886363636363636
GN,SBO3,6,88,1.0795454545454546,1000.0,978.2241477272728,0.9659090909090909
GN,SBO3,7,88,1.1931818181818181,1000.0,974.5988636363636,0.9886363636363636
GN,SBO3,8,88,1.1931818181818181,1000.0,974.5988636363636,1.0
GN,SBO3,9,88,1.1846590909090908,1000.0,978.3430823863637,0.9772727272727273
GN,SBO3,10,88,1.1704545454545454,1000.0,984.5141477272726,1.0
GN,SBO3,11,88,1.1704545454545454,1000.0,984.5141477272726,1.0
GN,SBO3,12,88,1.1704545454545454,1000.0,984.5141477272726,1.0
GN,SBO3,13,88,1.1704545454545454,1000.0,984.5141477272726,1.0
GN,SBO3,14,88,1.2244318181818181,1000.0,973.5988494318182,0.9772727272727273
GN,SBO3,15,88,1.4034090909090908,1000.0,937.8992045454546,0.875
GN,SBO3,16,88,1.875,1000.0,759.9299147727273,0.3522727272727273
GN,SBO3,17,88,6.105113636363637,1000.0,415.2567613636364,0.18181818181818182
GN,SBO3,18,88,10.823863636363637,1000.0,214.52741477272727,0.6477272727272727
GN,SBO3,19,88,13.1875,1000.0,118.83336647727273,0.8409090909090909
GN,SBO3,20,88,14.116477272727273,1000.0,95.15549715909091,0.9772727272727273
GN,SBO3,21,88,12.8125,1000.0,158.69963068181818,0.8636363636363636
GN,SBO3,22,88,9.446022727272727,1000.0,332.61960227272726,0.5113636363636364
GN,SBO3,23,88,5.139204545454546,1000.0,668.5199715909091,0.7045454545454546
GN,SROQ1,0,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,1,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,2,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,3,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,4,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,5,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,6,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,7,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,8,85,1.0,1000.0,1000.0,1.0
GN,SROQ1,9,86,1.0,1000.0,1000.0,1.0
GN,SROQ1,10,86,1.0,1000.0,1000.0,1.0
GN,SROQ1,11,86,1.0,1000.0,1000.0,1.0
GN,SROQ1,12,86,1.0,1000.0,1000.0,1.0
GN,SROQ1,13,86,1.069767441860465,1000.0,965.1511627906976,0.7674418604651163
GN,SROQ1,14,86,1.4244186046511629,1000.0,788.0029069767442,0.5116279069767442
GN,SROQ1,15,86,1.6075581395348837,1000.0,696.5247093023256,0.27906976744186046
GN,SROQ1,16,86,1.941860465116279,1000.0,585.1564825581395,0.1511627906976744
GN,SROQ1,17,86,5.930232558139535,1000.0,333.44899709302325,0.06976744186046512
GN,SROQ1,18,86,10.575581395348838,1000.0,200.92749999999998,0.6046511627906976
GN,SROQ1,19,86,13.130813953488373,1000.0,121.151875,0.8023255813953488
GN,SROQ1,20,86,14.369186046511627,1000.0,95.44594476744186,0.9767441860465116
GN,SROQ1,21,86,13.133720930232558,1000.0,159.51085755813955,0.8604651162790697
GN,SROQ1,22,86,10.05813953488372,1000.0,324.87822674418607,0.5348837209302325
GN,SROQ1,23,86,5.6773255813953485,1000.0,641.9919186046511,0.7209302325581395
HC,SRI4R,0,91,3.32967032967033,698.989010989011,419.94450549450545,1.0
HC,SRI4R,1,91,3.32967032967033,698.989010989011,419.94450549450545,1.0
HC,SRI4R,2,91,3.340659340659341,698.989010989011,418.9642857142857,1.0
HC,SRI4R,3,91,3.3956043956043955,698.989010989011,403.5137362637363,1.0
HC,SRI4R,4,91,3.4175824175824174,698.989010989011,395.7774725274725,1.0
HC,SRI4R,5,91,4.065934065934066,698.989010989011,229.28296703296704,1.0
HC,SRI4R,6,91,4.318681318681318,698.989010989011,216.43956043956044,0.989010989010989
HC,SRI4R,7,91,5.824175824175824,698.989010989011,118.97417582417582,1.0
HC,SRI4R,8,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,9,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,10,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,11,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,12,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,13,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,14,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,15,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,16,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,17,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,18,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,19,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,20,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,21,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,22,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI4R,23,91,6.0,698.989010989011,109.06307692307692,1.0
HC,SRI5R,0,92,3.9782608695652173,699.0,345.21793478260867,0.9891304347826086
HC,SRI5R,1,92,3.9782608695652173,699.0,345.21793478260867,0.9891304347826086
HC,SRI5R,2,92,3.989130434782609,699.0,345.2125,0.9891304347826086
HC,SRI5R,3,92,4.043478260869565,699.0,323.8375,0.9891304347826086
HC,SRI5R,4,92,4.25,699.0,289.9733695652174,1.0
HC,SRI5R,5,92,4.739130434782608,699.0,181.2125,1.0
HC,SRI5R,6,92,5.804347826086956,699.0,111.9538043478261,1.0
HC,SRI5R,7,92,6.0,699.0,103.77499999999999,1.0
HC,SRI5R,8,92,6.0,699.0,103.77499999999999,1.0
HC,SRI5R,9,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,10,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,11,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,12,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,13,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,14,92,6.0,699.0,103.77499999999999,1.0
HC,SRI5R,15,92,6.0,699.0,103.77499999999999,1.0
HC,SRI5R,16,92,6.0,699.0,103.77499999999999,1.0
HC,SRI5R,17,92,6.0,699.0,103.77499999999999,1.0
HC,SRI5R,18,92,6.0,699.0,103.77499999999999,1.0
HC,SRI5R,19,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,20,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,21,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,22,92,6.0,699.0,103.76032608695652,1.0
HC,SRI5R,23,92,6.0,699.0,103.77499999999999,1.0
IB,ARCOS1,0,84,4.928571428571429,343.37642857142856,203.7182738095238,1.0
IB,ARCOS1,1,84,4.916666666666667,340.2770238095238,203.71767857142856,1.0
IB,ARCOS1,2,84,4.904761904761905,337.18690476190477,203.71708333333333,1.0
IB,ARCOS1,3,84,4.892857142857143,334.0861904761905,203.7164880952381,1.0
IB,ARCOS1,4,84,5.116071428571429,334.0861904761905,174.5197023809524,0.7023809523809523
IB,ARCOS1,5,84,5.199404761904762,334.0861904761905,163.60386904761904,0.6904761904761905
IB,ARCOS1,6,84,6.857142857142857,298.86535714285714,121.42500000000001,0.9880952380952381
IB,ARCOS1,7,84,6.892857142857143,289.3723809523809,119.82803571428572,1.0
IB,ARCOS1,8,84,6.880952380952381,289.3723809523809,120.61875,0.9880952380952381
IB,ARCOS1,9,84,6.869047619047619,298.87964285714287,122.93910714285714,1.0
IB,ARCOS1,10,84,6.875,311.40261904761905,127.71595238095237,0.9642857142857143
IB,ARCOS1,11,84,7.035714285714286,364.83976190476193,130.7764880952381,1.0
IB,ARCOS1,12,84,7.071428571428571,374.2154761904762,130.7782738095238,1.0
IB,ARCOS1,13,84,7.071428571428571,374.2154761904762,130.7782738095238,1.0
IB,ARCOS1,14,84,7.071428571428571,374.2154761904762,130.7782738095238,1.0
IB,ARCOS1,15,84,7.071428571428571,374.2154761904762,130.7782738095238,1.0
IB,ARCOS1,16,84,7.071428571428571,374.2154761904762,130.7782738095238,1.0
IB,ARCOS1,17,83,7.0602409638554215,374.18180722891566,130.99415662650603,1.0
IB,ARCOS1,18,83,7.129518072289157,374.18180722891566,126.65165662650602,0.963855421686747
IB,ARCOS1,19,83,7.0843373493975905,348.8284337349397,124.43746987951806,1.0
IB,ARCOS1,20,83,7.0843373493975905,348.8284337349397,124.43746987951806,1.0
IB,ARCOS1,21,83,7.036144578313253,336.02506024096385,124.43506024096386,1.0
IB,ARCOS1,22,83,7.024096385542169,332.8143373493976,124.43445783132529,1.0
IB,ARCOS1,23,84,6.988095238095238,327.0861904761905,125.87690476190475,1.0
IB,ARCOS2,0,68,5.955882352941177,258.1108823529412,157.51794117647057,1.0
IB,ARCOS2,1,68,5.926470588235294,250.13220588235296,157.49808823529412,0.9852941176470589
IB,ARCOS2,2,68,5.955882352941177,258.11529411764707,157.38926470588234,0.9852941176470589
IB,ARCOS2,3,68,5.897058823529412,242.17308823529413,155.3914705882353,0.9852941176470589
IB,ARCOS2,4,68,5.963235294117647,230.17720588235292,140.4055330882353,0.8529411764705882
IB,ARCOS2,5,68,5.970588235294118,222.1691176470588,135.39301470588236,0.8382352941176471
IB,ARCOS2,6,68,6.639705882352941,164.19735294117646,117.2375,0.9852941176470589
IB,ARCOS2,7,68,6.588235294117647,148.36323529411766,117.26588235294118,1.0
IB,ARCOS2,8,68,6.573529411764706,148.3569117647059,118.25110294117647,0.9852941176470589
IB,ARCOS2,9,68,6.647058823529412,172.0970588235294,119.24073529411764,1.0
IB,ARCOS2,10,68,6.735294117647059,195.84338235294118,119.24514705882353,1.0
IB,ARCOS2,11,68,6.897058823529412,243.3566176470588,121.23044117647059,1.0
IB,ARCOS2,12,68,6.911764705882353,247.26147058823528,121.23117647058822,1.0
IB,ARCOS2,13,68,6.911764705882353,247.26147058823528,121.23117647058822,1.0
IB,ARCOS2,14,68,6.926470588235294,251.1260294117647,121.23191176470588,1.0
IB,ARCOS2,15,68,6.926470588235294,251.1260294117647,121.23191176470588,1.0
IB,ARCOS2,16,68,6.9411764705882355,255.0695588235294,121.23264705882353,1.0
IB,ARCOS2,17,68,6.926470588235294,251.16544117647058,121.23191176470588,1.0
IB,ARCOS2,18,68,6.926470588235294,243.3566176470588,119.26,1.0
IB,ARCOS2,19,68,6.911764705882353,239.4070588235294,118.55823529411765,1.0
IB,ARCOS2,20,68,6.911764705882353,239.4070588235294,118.55823529411765,1.0
IB,ARCOS2,21,68,6.882352941176471,231.51014705882355,118.55676470588234,1.0
IB,ARCOS2,22,68,6.882352941176471,231.50338235294117,118.55676470588234,1.0
IB,ARCOS2,23,68,6.852941176470588,231.50338235294117,120.52720588235294,1.0
IB,ARCOS3,0,92,3.608695652173913,377.47467391304343,297.0192391304348,1.0
IB,ARCOS3,1,92,3.608695652173913,377.47467391304343,297.0192391304348,1.0
IB,ARCOS3,2,92,3.608695652173913,377.47467391304343,297.0192391304348,1.0
IB,ARCOS3,3,92,3.608695652173913,377.47467391304343,297.0192391304348,1.0
IB,ARCOS3,4,92,3.983695652173913,377.47467391304343,268.0135054347826,0.13043478260869565
IB,ARCOS3,5,92,5.146739130434782,377.47467391304343,177.52676630434783,0.08695652173913043
IB,ARCOS3,6,92,13.445652173913043,377.47467391304343,155.57,0.967391304347826
IB,ARCOS3,7,92,13.804347826086957,377.47467391304343,154.34184782608696,1.0
IB,ARCOS3,8,92,13.804347826086957,377.47467391304343,154.34184782608696,1.0
IB,ARCOS3,9,92,13.804347826086957,377.47467391304343,154.34184782608696,1.0
IB,ARCOS3,10,92,13.804347826086957,377.47467391304343,154.34184782608696,1.0
IB,ARCOS3,11,92,13.804347826086957,377.47467391304343,154.34184782608696,1.0
IB,ARCOS3,12,92,13.641304347826088,377.47467391304343,148.27135869565217,1.0
IB,ARCOS3,13,92,13.543478260869565,377.47467391304343,144.81597826086957,1.0
IB,ARCOS3,14,92,13.532608695652174,377.47467391304343,144.4029891304348,1.0
IB,ARCOS3,15,92,13.521739130434783,377.47467391304343,143.95902173913043,1.0
IB,ARCOS3,16,92,13.521739130434783,377.47467391304343,143.95902173913043,1.0
IB,ARCOS3,17,92,13.543478260869565,377.47467391304343,144.82429347826087,1.0
IB,ARCOS3,18,92,13.554347826086957,377.47467391304343,145.20625,1.0
IB,ARCOS3,19,92,13.619565217391305,377.47467391304343,147.51429347826087,1.0
IB,ARCOS3,20,92,13.728260869565217,377.47467391304343,151.3471739130435,1.0
IB,ARCOS3,21,92,13.771739130434783,377.47467391304343,152.88559782608695,1.0
IB,ARCOS3,22,92,13.804347826086957,377.47467391304343,154.34184782608696,1.0
IB,ARCOS3,23,92,13.804347826086957,377.47467391304343,154.34184782608696,1.0
IB,CTJON2,0,92,3.4456521739130435,354.88445652173914,278.61652173913046,0.9565217391304348
IB,CTJON2,1,92,3.391304347826087,340.45195652173913,278.5314673913044,1.0
IB,CTJON2,2,92,3.391304347826087,340.3467391304348,278.42625,0.9891304347826086
IB,CTJON2,3,92,3.535326086956522,340.254347826087,259.38024456521737,0.40217391304347827
IB,CTJON2,4,92,3.9755434782608696,340.2281521739131,201.50577445652175,0.391304347826087
IB,CTJON2,5,92,4.0,340.18548913043475,198.22179347826085,0.3695652173913043
IB,CTJON2,6,92,7.315217391304348,289.944347826087,120.75777173913043,0.967391304347826
IB,CTJON2,7,92,7.434782608695652,268.6708695652174,116.39874999999999,1.0
IB,CTJON2,8,92,7.445652173913044,271.5471739130435,116.39929347826087,1.0
IB,CTJON2,9,92,7.478260869565218,286.0273913043478,117.89163043478261,1.0
IB,CTJON2,10,92,7.581521739130435,312.52434782608697,118.2440081521739,0.9891304347826086
IB,CTJON2,11,92,7.641304347826087,327.9178260869565,119.28864130434783,1.0
IB,CTJON2,12,92,7.739130434782608,351.97684782608695,119.75244565217392,1.0
IB,CTJON2,13,92,7.793478260869565,356.3085869565217,119.75516304347826,1.0
IB,CTJON2,14,92,7.861413043478261,359.16119565217394,119.39702445652175,0.9891304347826086
IB,CTJON2,15,92,7.880434782608695,359.63532608695647,118.31336956521739,0.9891304347826086
IB,CTJON2,16,92,7.923913043478261,361.52510869565214,118.31554347826088,0.9891304347826086
IB,CTJON2,17,92,7.8478260869565215,351.00445652173914,116.8666847826087,1.0
IB,CTJON2,18,92,7.842391304347826,350.0419565217391,115.99551630434782,0.9891304347826086
IB,CTJON2,19,92,7.804347826086956,342.3921739130435,115.05483695652174,1.0
IB,CTJON2,20,92,7.75,332.8025,115.0521195652174,1.0
IB,CTJON2,21,92,7.728260869565218,327.0166304347826,115.05103260869565,1.0
IB,CTJON2,22,92,7.695652173913044,318.33934782608696,114.47570652173913,1.0
IB,CTJON2,23,92,7.695652173913044,318.33934782608696,114.47570652173913,1.0
IB,CTN3,0,85,4.344117647058823,377.2830588235294,248.33129411764705,0.9882352941176471
IB,CTN3,1,85,4.411764705882353,377.2830588235294,248.49858823529414,0.9882352941176471
IB,CTN3,2,85,4.423529411764706,377.2830588235294,249.54205882352943,1.0
IB,CTN3,3,85,4.423529411764706,377.2830588235294,249.48317647058823,0.9764705882352941
IB,CTN3,4,85,5.65,377.2830588235294,166.83102941176472,0.2235294117647059
IB,CTN3,5,85,5.729411764705882,377.2830588235294,160.49264705882354,0.18823529411764706
IB,CTN3,6,85,11.876470588235295,377.2830588235294,134.5155,0.9529411764705882
IB,CTN3,7,85,12.341176470588236,377.2830588235294,136.19482352941176,1.0
IB,CTN3,8,85,12.341176470588236,377.2830588235294,136.23070588235294,0.9764705882352941
IB,CTN3,9,85,12.188235294117646,377.2830588235294,131.14002941176471,0.9764705882352941
IB,CTN3,10,85,12.141176470588235,377.2830588235294,129.59529411764706,1.0
IB,CTN3,11,85,11.964705882352941,377.2830588235294,123.44982352941177,1.0
IB,CTN3,12,85,11.894117647058824,377.2830588235294,121.69023529411764,1.0
IB,CTN3,13,85,11.882352941176471,377.2830588235294,121.21247058823529,1.0
IB,CTN3,14,85,11.882352941176471,377.2830588235294,121.21247058823529,1.0
IB,CTN3,15,85,11.882352941176471,377.2830588235294,121.21247058823529,1.0
IB,CTN3,16,85,11.894117647058824,377.2830588235294,121.69023529411764,1.0
IB,CTN3,17,85,11.894117647058824,377.2830588235294,121.69023529411764,1.0
IB,CTN3,18,85,11.894117647058824,377.2830588235294,122.03611764705882,1.0
IB,CTN3,19,85,11.91764705882353,377.2830588235294,122.26176470588236,0.9882352941176471
IB,CTN3,20,85,11.952941176470588,377.2830588235294,123.65541176470589,1.0
IB,CTN3,21,85,11.988235294117647,377.2830588235294,125.03888235294119,1.0
IB,CTN3,22,85,12.058823529411764,377.2830588235294,127.21499999999999,1.0
IB,CTN3,23,85,12.08235294117647,377.2830588235294,127.50723529411765,1.0
IB,CTN4,0,91,3.208791208791209,377.41659340659345,314.7815934065934,1.0
IB,CTN4,1,92,3.2717391304347827,377.4475,313.0345108695652,1.0
IB,CTN4,2,92,3.2717391304347827,377.4475,313.0345108695652,1.0
IB,CTN4,3,92,3.2717391304347827,377.4475,313.0345108695652,1.0
IB,CTN4,4,92,4.809782608695652,377.4475,182.87923913043477,0.14130434782608695
IB,CTN4,5,92,4.9021739130434785,377.4475,175.68592391304347,0.10869565217391304
IB,CTN4,6,92,13.76086956521739,377.4475,164.58929347826088,0.967391304347826
IB,CTN4,7,92,14.195652173913043,377.4475,166.18951086956523,1.0
IB,CTN4,8,92,14.195652173913043,377.4475,166.18951086956523,1.0
IB,CTN4,9,92,14.097826086956522,377.4475,162.58304347826086,1.0
IB,CTN4,10,92,14.048913043478262,377.4475,161.00125,0.9891304347826086
IB,CTN4,11,92,13.771739130434783,377.4475,151.76065217391303,1.0
IB,CTN4,12,92,13.706521739130435,377.4475,149.78739130434784,1.0
IB,CTN4,13,92,13.684782608695652,377.4475,149.0488043478261,1.0
IB,CTN4,14,92,13.684782608695652,377.4475,149.0488043478261,1.0
IB,CTN4,15,92,13.684782608695652,377.4475,149.0488043478261,1.0
IB,CTN4,16,92,13.695652173913043,377.4475,149.4186956521739,1.0
IB,CTN4,17,91,13.692307692307692,377.4224175824176,149.4176923076923,1.0
IB,CTN4,18,91,13.719780219780219,377.4224175824176,149.85991758241758,0.989010989010989
IB,CTN4,19,91,13.758241758241759,377.4224175824176,151.02857142857144,1.0
IB,CTN4,20,91,13.846153846153847,377.4224175824176,152.17961538461537,1.0
IB,CTN4,21,91,13.945054945054945,377.4224175824176,155.66335164835164,1.0
IB,CTN4,22,91,13.989010989010989,377.4224175824176,157.23439560439562,1.0
IB,CTN4,23,91,14.010989010989011,377.4224175824176,157.76686813186814,1.0
IB,ESC6,0,83,5.936746987951807,378.11325301204823,181.60225903614457,0.963855421686747
IB,ESC6,1,83,5.927710843373494,378.11325301204823,181.63740963855423,1.0
IB,ESC6,2,83,5.927710843373494,378.11325301204823,181.5771686746988,1.0
IB,ESC6,3,83,5.927710843373494,378.11325301204823,181.5771686746988,1.0
IB,ESC6,4,83,6.5120481927710845,378.11325301204823,146.74963855421686,0.2891566265060241
IB,ESC6,5,83,6.9156626506024095,378.11325301204823,134.12915662650602,0.6987951807228916
IB,ESC6,6,83,11.885542168674698,378.11325301204823,140.04168674698795,0.963855421686747
IB,ESC6,7,83,12.024096385542169,378.11325301204823,141.64030120481928,1.0
IB,ESC6,8,83,12.036144578313253,378.11325301204823,141.77722891566265,1.0
IB,ESC6,9,83,12.012048192771084,378.11325301204823,141.5259638554217,0.9759036144578314
IB,ESC6,10,83,11.91566265060241,378.11325301204823,138.89987951807228,1.0
IB,ESC6,11,83,11.795180722891565,378.11325301204823,134.99740963855422,1.0
IB,ESC6,12,83,11.650602409638553,378.11325301204823,130.14361445783132,1.0
IB,ESC6,13,83,11.650602409638553,378.11325301204823,130.13602409638554,1.0
IB,ESC6,14,83,11.626506024096386,378.11325301204823,129.27006024096386,1.0
IB,ESC6,15,83,11.626506024096386,378.11325301204823,129.27006024096386,1.0
IB,ESC6,16,83,11.63855421686747,378.11325301204823,129.2694578313253,1.0
IB,ESC6,17,83,11.662650602409638,378.11325301204823,130.14493975903616,1.0
IB,ESC6,18,83,11.795180722891565,378.11325301204823,131.7567469879518,1.0
IB,ESC6,19,83,11.867469879518072,378.11325301204823,133.84403614457833,1.0
IB,ESC6,20,83,11.91566265060241,378.11325301204823,135.64746987951807,1.0
IB,ESC6,21,83,11.939759036144578,378.11325301204823,136.48156626506022,1.0
IB,ESC6,22,83,11.882530120481928,378.11325301204823,137.48286144578313,0.9879518072289156
IB,ESC6,23,83,11.903614457831326,378.11325301204823,138.30819277108435,1.0
IB,STC4,0,31,4.935483870967742,373.05064516129033,215.3075806451613,0.967741935483871
IB,STC4,1,31,4.935483870967742,373.05064516129033,215.19790322580647,0.967741935483871
IB,STC4,2,31,4.935483870967742,373.05064516129033,215.19790322580647,0.9354838709677419
IB,STC4,3,31,4.935483870967742,373.05064516129033,215.19790322580647,0.967741935483871
IB,STC4,4,31,5.129032258064516,373.05064516129033,190.20814516129033,0.6129032258064516
IB,STC4,5,31,5.32258064516129,373.05064516129033,165.16354838709677,0.5806451612903226
IB,STC4,6,31,7.661290322580645,373.05064516129033,114.65717741935484,0.967741935483871
IB,STC4,7,31,7.67741935483871,373.05064516129033,116.42903225806452,1.0
IB,STC4,8,31,7.67741935483871,373.05064516129033,116.42903225806452,1.0
IB,STC4,9,31,7.67741935483871,373.05064516129033,116.42903225806452,1.0
IB,STC4,10,31,7.67741935483871,373.05064516129033,116.42903225806452,1.0
IB,STC4,11,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,12,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,13,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,14,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,15,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,16,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,17,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,18,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,19,31,7.645161290322581,373.05064516129033,116.62564516129032,1.0
IB,STC4,20,31,7.669354838709677,373.05064516129033,113.39471774193548,0.967741935483871
IB,STC4,21,31,7.67741935483871,373.05064516129033,112.31774193548387,1.0
IB,STC4,22,31,7.67741935483871,373.05064516129033,112.31774193548387,1.0
IB,STC4,23,31,7.661290322580645,373.05064516129033,114.4716935483871,0.967741935483871
IB,TAPOWER,0,86,3.9186046511627906,344.63197674418603,272.1341715116279,0.9767441860465116
IB,TAPOWER,1,86,3.9186046511627906,344.6172965116279,271.99412790697676,0.9534883720930233
IB,TAPOWER,2,86,3.9186046511627906,344.46220930232556,271.6506976744186,0.8488372093023255
IB,TAPOWER,3,86,3.9186046511627906,344.26906976744186,271.4096511627907,0.9883720930232558
IB,TAPOWER,4,86,3.9186046511627906,344.26906976744186,271.4096511627907,0.9883720930232558
IB,TAPOWER,5,86,4.194767441860465,344.155,234.9869476744186,0.4186046511627907
IB,TAPOWER,6,86,7.97093023255814,297.01732558139537,124.09898255813954,0.9651162790697675
IB,TAPOWER,7,86,8.209302325581396,293.7939534883721,117.29755813953489,1.0
IB,TAPOWER,8,86,8.209302325581396,293.7939534883721,117.29755813953489,1.0
IB,TAPOWER,9,86,8.209302325581396,293.7939534883721,117.29755813953489,1.0
IB,TAPOWER,10,86,8.186046511627907,293.7939534883721,117.29639534883721,1.0
IB,TAPOWER,11,86,8.151162790697674,293.7939534883721,117.2946511627907,1.0
IB,TAPOWER,12,86,8.093023255813954,293.7939534883721,117.89302325581394,1.0
IB,TAPOWER,13,86,8.081395348837209,293.7939534883721,117.89244186046511,1.0
IB,TAPOWER,14,86,8.081395348837209,293.7939534883721,117.89244186046511,1.0
IB,TAPOWER,15,86,8.069767441860465,293.7939534883721,117.89186046511628,1.0
IB,TAPOWER,16,86,8.069767441860465,293.7939534883721,117.89186046511628,1.0
