hour,EDP-PT,Engie,GE,GN,HC,IB,Moeve,TotalEnergies
0,5.058962264150943,1.0054347826086956,1.8195329087048833,1.3239852398523986,3.6557377049180326,4.370786516853933,1.9891304347826086,1.1970588235294117
1,5.090047393364929,1.0054347826086956,1.8195329087048833,1.322509225092251,3.6557377049180326,4.373071528751753,1.9891304347826086,1.1597633136094674
2,5.457345971563981,1.0054347826086956,1.8195329087048833,1.3239852398523986,3.6666666666666665,4.3758765778401125,1.9891304347826086,1.136094674556213
3,6.023696682464455,1.1182065217391304,1.8195329087048833,1.3239852398523986,3.721311475409836,4.387447405329593,1.9891304347826086,1.1242603550295858
4,6.118483412322274,2.092391304347826,1.8195329087048833,1.3267527675276753,3.8360655737704916,4.946353436185134,1.9891304347826086,1.1242603550295858
5,6.2843601895734595,3.2160326086956523,1.821656050955414,1.3416974169741698,4.404371584699454,5.220196353436185,1.9891304347826086,1.1242603550295858
6,6.3530805687203795,4.188858695652174,1.821656050955414,1.4228782287822879,5.065573770491803,9.989481065918653,2.9782608695652173,1.1612426035502958
7,6.492890995260663,5.28125,1.821656050955414,1.6304347826086956,5.912568306010929,10.207573632538569,2.9782608695652173,1.2633136094674555
8,6.68957345971564,5.940217391304348,1.821656050955414,1.6628592483419307,6.0,10.207573632538569,2.489130434782609,1.2707100591715976
9,6.68957345971564,5.9415760869565215,1.821656050955414,1.54860088365243,6.0,10.183730715287517,2.489130434782609,1.1908284023668638
10,6.688836104513064,5.940217391304348,1.821656050955414,1.421759941089838,6.0,10.180224403927069,2.489130434782609,1.0724852071005917
11,6.688836104513064,5.350543478260869,1.839323467230444,1.385861561119293,6.0,10.14586255259467,2.489130434782609,1.0532544378698225
12,6.688836104513064,4.994565217391305,1.8456659619450317,1.374079528718704,6.0,10.102384291725105,2.489130434782609,1.046242774566474
13,6.688836104513064,4.991847826086956,1.8456659619450317,1.3994845360824741,6.0,10.091164095371669,2.489130434782609,1.046242774566474
14,6.688836104513064,4.989130434782608,1.8456659619450317,1.4799337260677468,6.0,10.097124824684432,2.489130434782609,1.046242774566474
15,6.688836104513064,5.172554347826087,1.8456659619450317,1.686119293078056,6.0,10.096774193548388,2.489130434782609,1.046242774566474
16,6.688836104513064,5.334239130434782,1.9413319238900635,2.151141384388807,6.0,10.107994389901823,2.489130434782609,1.0635838150289016
17,6.688836104513064,5.990489130434782,1.9466173361522199,5.783689248895435,6.0,10.10548523206751,2.489130434782609,1.3164739884393064
18,6.688836104513064,6.005434782608695,1.9577167019027484,10.04896907216495,6.0,10.13888888888889,2.489130434782609,1.615606936416185
19,6.6753554502369665,6.005434782608695,2.0126849894291756,12.008652430044183,6.0,10.154711673699016,2.489130434782609,1.9132947976878614
20,6.6753554502369665,6.005434782608695,2.0126849894291756,12.999815905743741,6.0,10.183895921237694,2.489130434782609,1.9421965317919074
21,6.6753554502369665,6.005434782608695,2.0063424947145876,11.75681148748159,6.0,10.19831223628692,2.489130434782609,1.7702312138728324
22,6.6753554502369665,6.005434782608695,1.9994714587737843,8.50717967599411,6.0,10.205696202531646,2.489130434782609,1.4826589595375723
23,6.635294117647059,6.005434782608695,1.9529598308668077,4.721649484536083,6.0,10.201544943820224,2.489130434782609,1.2760115606936415
