parent,year_month,critical_h18_22,flat_h3_5,other,crit_minus_flat
GN,2024-05-01,37.42089887640449,11.580757097791798,19.396224832214763,25.840141778612697
GN,2024-06-01,40.505927835051544,25.94573643410853,25.49856887298748,14.560191400943015
GN,2024-07-01,39.2457429048414,47.55488888888889,32.60854572713643,-8.30914598404749
GN,2024-08-01,38.30656634746922,55.19971830985916,29.47099424815119,-16.893151962389936
GN,2024-09-01,37.17072368421052,29.110181818181815,26.744623200677392,8.060541866028707
GN,2024-10-01,26.718798955613575,17.753015873015872,25.15673333333333,8.965783082597703
GN,2024-11-01,16.874257425742574,23.873640167364016,35.05064165844028,-6.999382741621442
GN,2024-12-01,11.557571428571428,35.82830508474576,28.109520182787513,-24.27073365617433
GN,2025-01-01,25.194462540716614,20.27546666666667,30.76208588957055,4.918995874049944
GN,2025-02-01,23.744554455445545,24.422429906542053,23.905067155067155,-0.6778754510965079
GN,2025-03-01,18.39820610687023,8.36306179775281,12.529587048334115,10.03514430911742
GN,2025-04-01,8.221532305868406,2.5456497175141246,3.8450239693192714,5.675882588354281
GN,2025-05-01,5.493398037542662,1.8108176312247646,2.0167697192513367,3.6825804063178977
GN,2025-06-01,8.137947396963124,6.258042443474811,5.116971181556196,1.879904953488313
GN,2025-07-01,7.121203977425424,3.4621019900497516,4.33818796154382,3.659101987375672
GN,2025-08-01,8.025689991636465,6.710816375968992,5.1297433514440955,1.314873615667473
GN,2025-09-01,6.99086800573888,4.175478589420655,4.277217339192968,2.815389416318225
GN,2025-10-01,4.372365364308343,4.440454391319091,3.698445549831231,-0.06808902701074793
GN,2025-11-01,7.816151100535395,3.0563544739429696,4.125158591272011,4.759796626592426
GN,2025-12-01,6.714124350259897,3.2845521419299004,6.130683165382336,3.429572208329996
HC,2024-01-01,25.820689655172412,45.9859375,71.6304932735426,-20.165247844827586
HC,2024-02-01,68.33333333333333,44.39629629629629,102.69500000000001,23.937037037037037
HC,2024-03-01,148.40454545454546,48.94117647058823,56.2677966101695,99.46336898395722
HC,2024-04-01,97.5,,37.8,
HC,2024-05-01,30.0,43.0,60.333333333333336,-13.0
HC,2024-06-01,113.4,72.48695652173913,95.97547169811321,40.913043478260875
HC,2024-07-01,135.875,98.2690909090909,126.16941176470588,37.605909090909094
HC,2024-08-01,131.7925925925926,94.07924528301886,147.79532710280375,37.713347309573734
HC,2024-09-01,115.97894736842105,67.90857142857143,98.60733944954129,48.07037593984961
HC,2024-10-01,63.16,45.426086956521736,77.49553072625699,17.73391304347826
HC,2024-11-01,14.96206896551724,45.9,71.74106666666667,-30.93793103448276
HC,2024-12-01,76.1891304347826,60.62783505154639,86.6722891566265,15.561295383236207
HC,2025-01-01,110.83928571428571,90.36351351351351,105.79809160305344,20.475772200772198
HC,2025-02-01,125.54230769230769,51.4568,89.03183962264151,74.08550769230769
HC,2025-03-01,38.8400974025974,20.366040462427748,24.19256756756757,18.474056940169653
HC,2025-04-01,11.60827067669173,6.647006651884701,6.592540494458653,4.961264024807028
HC,2025-05-01,6.553698224852071,5.0589501510574015,3.8424752663622526,1.4947480737946695
HC,2025-06-01,18.72064421669107,15.172448979591836,12.235151309846431,3.5481952370992342
HC,2025-07-01,16.4574144486692,14.065337423312885,13.843987341772152,2.3920770253563166
HC,2025-08-01,22.54939393939394,16.818986636971047,12.604811789772727,5.730407302422893
HC,2025-09-01,23.173595505617975,13.007760532150776,10.670863636363636,10.165834973467199
HC,2025-10-01,25.132657657657656,19.311273486430064,21.12726109215017,5.821384171227592
HC,2025-11-01,41.772222222222226,17.914468864468866,19.639204545454547,23.85775335775336
