parent,year_month,critical,flat,diff
IB,2024-10-01,11.242980828695114,28.68711538461538,-17.444134555920268
IB,2024-11-01,17.70889286780066,28.313198757763978,-10.604305889963317
IB,2024-12-01,-1.415488215488215,3.7588673621460518,-5.174355577634267
IB,2025-01-01,5.179866518353725,7.801729106628243,-2.621862588274518
IB,2025-02-01,11.789720234222504,18.96751361161525,-7.177793377392746
IB,2025-03-01,4.565115878843507,8.540927977839335,-3.975812098995828
IB,2025-04-01,1.8797380654389437,7.239197224975225,-5.359459159536281
IB,2025-05-01,3.6975081699346375,4.741018867924529,-1.0435106979898916
IB,2025-06-01,3.0268760094421667,4.748712121212121,-1.7218361117699539
IB,2025-07-01,3.940335747606186,12.704752367079385,-8.764416619473199
IB,2025-08-01,4.936160174207596,11.865410238429176,-6.92925006422158
IB,2025-09-01,6.255216472396566,8.640704647676165,-2.3854881752795984
IB,2025-10-01,0.5470664206642059,3.577814569536425,-3.0307481488722194
IB,2025-11-01,-1.8890434782608714,-4.344364035087718,2.455320556826847
IB,2025-12-01,5.57142703555046,4.056004709576139,1.5154223259743214
IB,2026-01-01,1.861596009975061,-7.101595744680852,8.963191754655913
Moeve,2024-01-01,14.69247631432285,-5.111744386873923,19.804220701196773
Moeve,2024-02-01,6.766690988690271,-6.446326707000867,13.213017695691137
Moeve,2024-03-01,-0.020748680211166402,-8.186889818688988,8.16614113847782
Moeve,2024-04-01,-1.9654936099277602,-8.512053571428567,6.546559961500806
Moeve,2024-05-01,4.30122860903904,-4.0299239806496185,8.331152589688658
Moeve,2024-06-01,7.0334929661777945,-3.8448562300319487,10.878349196209744
Moeve,2024-07-01,6.413497872340423,-3.35472118959108,9.768219061931502
Moeve,2024-08-01,4.496645833333324,-6.091296296296295,10.587942129629619
Moeve,2024-09-01,4.260712045169379,-6.69435483870967,10.955066883879049
Moeve,2024-10-01,11.98898184688238,-3.871418234442838,15.860400081325217
Moeve,2024-11-01,11.667741935483887,-3.1517079705291353,14.819449906013023
Moeve,2024-12-01,10.871890470297025,-4.41250822909809,15.284398699395116
Moeve,2025-01-01,10.909025702331135,-2.521880877742948,13.430906580074083
Moeve,2025-02-01,13.555664507091564,-0.9036458333333335,14.459310340424897
Moeve,2025-03-01,8.744126074498562,-1.8301507537688444,10.574276828267406
Moeve,2025-04-01,0.03921540243196388,-5.624671628721543,5.663887031153506
Moeve,2025-05-01,-1.844610705596108,-3.1914873887240356,1.3468766831279275
Moeve,2025-06-01,-1.0647731036767152,-3.5877437325905297,2.5229706289138143
Moeve,2025-07-01,-0.3400381150381149,-1.2128414264036422,0.8728033113655274
Moeve,2025-08-01,-2.445630411255407,-4.825851148060174,2.380220736804767
Moeve,2025-09-01,-2.1110425737784206,-2.9354631507775526,0.824420576999132
Moeve,2025-10-01,-1.7889899937460918,-4.394205202312138,2.6052152085660465
Moeve,2025-11-01,-1.1663261075574494,0.4354591836734687,-1.601785291230918
Moeve,2025-12-01,-2.5733335546408145,-1.0316693290734824,-1.541664225567332
Moeve,2026-01-01,-2.776896207584831,-4.451526717557253,1.6746305099724221
Repsol,2024-01-01,-1.4640360766629088,-10.369892473118279,8.90585639645537
Repsol,2024-02-01,-18.005890603085554,-15.967832167832166,-2.0380584352533884
Repsol,2024-03-01,-9.091554467564261,-14.141807909604521,5.05025344204026
Repsol,2024-04-01,-8.3,-11.64451219512195,3.3445121951219487
Repsol,2024-05-01,-1.3878326996197718,-2.895652173913044,1.5078194742932722
Repsol,2024-06-01,2.435051546391753,-2.5931034482758624,5.028154994667615
Repsol,2024-07-01,-12.514571428571434,-10.6562874251497,-1.8582840034217352
Repsol,2024-08-01,-18.666267465069858,-22.20769230769231,3.541424842622451
Repsol,2024-09-01,-10.007863501483682,-13.09503105590062,3.087167554416938
Repsol,2024-10-01,-15.748341232227489,-17.532673267326732,1.7843320350992435
Repsol,2024-11-01,-19.447495361781076,-14.185496183206105,-5.261999178574971
Repsol,2024-12-01,-10.98446153846154,-9.827737226277373,-1.156724312184167
Repsol,2025-01-01,-7.659591194968552,-7.709090909090909,0.049499714122356764
Repsol,2025-02-01,-15.6987087517934,-17.11360544217687,1.4148966903834683
Repsol,2025-03-01,-12.795165745856352,-9.829824561403509,-2.965341184452843
Repsol,2025-04-01,-7.243333333333331,-0.1539383561643838,-7.089394977168948
Repsol,2025-05-01,-5.13329732065687,0.7521276595744678,-5.885424980231337
Repsol,2025-06-01,0.8761926605504593,-3.243478260869566,4.119670921420026
Repsol,2025-07-01,4.776814882032668,-4.034591836734694,8.811406718767362
Repsol,2025-08-01,-14.8028233151184,-12.753985507246378,-2.0488378078720224
Repsol,2025-09-01,-2.7275067750677486,0.2529742765273318,-2.9804810515950804
Repsol,2025-10-01,-6.902267486548812,-7.5230327868852465,0.6207653003364344
Repsol,2025-11-01,-9.764143341815098,-7.16509900990099,-2.599044331914108
Repsol,2025-12-01,-8.958946293053124,-0.22461240310077454,-8.73433388995235
Repsol,2026-01-01,1.4575819672131147,11.497222222222222,-10.039640255009108
TotalEnergies,2024-01-01,-11.880927835051544,-17.19473684210526,5.313809007053717
TotalEnergies,2024-02-01,12.588065843621397,-0.7819587628865978,13.370024606507995
TotalEnergies,2024-03-01,-0.24420935412026695,-6.38811475409836,6.143905399978093
TotalEnergies,2024-04-01,-5.401986754966888,-11.61082251082251,6.208835755855622
TotalEnergies,2024-05-01,-5.3292811839323475,-7.87695652173913,2.5476753378067825
TotalEnergies,2024-06-01,-4.54203821656051,-6.969696969696969,2.427658753136459
TotalEnergies,2024-07-01,-0.04994686503719431,-5.137872340425531,5.087925475388337
TotalEnergies,2024-08-01,6.853757225433524,3.3183673469387758,3.5353898784947484
TotalEnergies,2024-09-01,-0.20401639344262254,-2.2436426116838484,2.0396262182412257
TotalEnergies,2024-10-01,-0.9429602888086646,2.825609756097561,-3.768570044906226
TotalEnergies,2024-11-01,7.432363315696648,4.7348754448398545,2.6974878708567935
TotalEnergies,2024-12-01,-10.723044575273343,-6.580916030534351,-4.142128544738992
TotalEnergies,2025-01-01,-9.12234309623431,-6.474744027303754,-2.647599068930556
TotalEnergies,2025-02-01,2.0060683760683755,2.3266025641025645,-0.320534188034189
TotalEnergies,2025-03-01,-0.4865384615384612,-2.6046164772727276,2.1180780157342665
TotalEnergies,2025-04-01,-3.3643246187363824,-17.50939349112426,14.145068872387878
TotalEnergies,2025-05-01,-1.7821696824854913,-13.955387931034483,12.173218248548991
TotalEnergies,2025-06-01,-1.1035314250155555,-13.943658892128278,12.840127467112723
TotalEnergies,2025-07-01,0.1554535637149015,-1.003698224852073,1.1591517885669744
TotalEnergies,2025-08-01,1.2398815319701397,4.792857142857142,-3.5529756108870023
TotalEnergies,2025-09-01,6.418653192293164,9.964967637540454,-3.5463144452472903
TotalEnergies,2025-10-01,5.607386058981235,-2.692241379310344,8.29962743829158
TotalEnergies,2025-11-01,17.590454256670903,16.331502242152467,1.2589520145184352
TotalEnergies,2025-12-01,18.142202970297028,25.02658898305085,-6.884386012753822
TotalEnergies,2026-01-01,11.938793103448276,42.88928571428572,-30.950492610837443
