tech_group,year_month,critical,flat,diff
Hybrid_RES,2025-09-01,1.0033247422680411,0.258582089552239,0.7447426527158021
Hybrid_RES,2025-10-01,0.1593480603448275,1.3301020408163264,-1.170753980471499
Hybrid_RES,2025-11-01,-0.7903867403314918,-0.5575949367088607,-0.23279180362263108
Hybrid_RES,2025-12-01,-1.8687238493723852,-1.2881048387096772,-0.580619010662708
Hybrid_RES,2026-01-01,-1.1999999999999997,-1.2838235294117648,0.08382352941176507
Hybrid_RES_storage,2024-01-01,1.757142857142857,,
Hybrid_RES_storage,2024-02-01,1.0435897435897434,,
Hybrid_RES_storage,2024-03-01,1.7558620689655176,,
Hybrid_RES_storage,2024-04-01,6.134117647058823,,
Hybrid_RES_storage,2024-05-01,3.1978873239436614,,
Hybrid_RES_storage,2024-06-01,1.4945578231292516,,
Hybrid_RES_storage,2024-07-01,1.4682119205298017,,
Hybrid_RES_storage,2024-08-01,0.7404395604395605,0.7257142857142856,0.01472527472527485
Hybrid_RES_storage,2024-09-01,0.8471215351812368,0.6688311688311688,0.178290366350068
Hybrid_RES_storage,2024-10-01,0.5388308977035492,0.31756756756756754,0.22126333013598165
Hybrid_RES_storage,2024-11-01,0.03233404710920777,0.0605633802816902,-0.028229333172482426
Hybrid_RES_storage,2024-12-01,0.418075117370892,0.45853658536585357,-0.040461467994961586
Hybrid_RES_storage,2025-01-01,0.19792746113989643,0.54,-0.3420725388601036
Hybrid_RES_storage,2025-02-01,0.34810810810810816,0.3826086956521739,-0.034500587544065764
Hybrid_RES_storage,2025-03-01,-0.308752417794971,-0.11760563380281693,-0.19114678399215407
Hybrid_RES_storage,2025-04-01,0.39407258064516104,1.7080000000000004,-1.3139274193548394
Hybrid_RES_storage,2025-05-01,0.022179125528913875,0.5196022727272728,-0.4974231471983589
Hybrid_RES_storage,2025-06-01,-0.18408190224570664,0.4921348314606742,-0.6762167337063809
Hybrid_RES_storage,2025-07-01,-0.7005791505791504,0.2900462962962963,-0.9906254468754467
Hybrid_RES_storage,2025-08-01,-0.4820073439412485,0.22260869565217398,-0.7046160395934224
Hybrid_RES_storage,2025-09-01,-0.5681937172774871,0.04772727272727265,-0.6159209900047597
Hybrid_RES_storage,2025-10-01,0.11805778491171756,-0.07204301075268812,0.1901007956644057
Hybrid_RES_storage,2025-11-01,1.1675687285223364,-0.14887640449438203,1.3164451330167184
Hybrid_RES_storage,2025-12-01,0.9020244821092277,0.1956632653061224,0.7063612168031053
Hybrid_RES_storage,2026-01-01,0.22583333333333336,-0.7000000000000001,0.9258333333333334
Hydro,2024-01-01,11.872504440497332,8.171701388888888,3.7008030516084442
Hydro,2024-02-01,2.9562477622628007,0.8951612903225818,2.061086471940219
Hydro,2024-03-01,-3.296297384660595,-17.273598130841123,13.977300746180529
Hydro,2024-04-01,18.663996674057653,11.315764705882353,7.3482319681753
Hydro,2024-05-01,9.585731707317072,12.891923076923076,-3.3061913696060046
Hydro,2024-06-01,15.39424103737605,14.392810457516342,1.0014305798597078
Hydro,2024-07-01,17.208149316508944,14.36036036036036,2.847788956148584
Hydro,2024-08-01,20.677714581178908,20.67106481481482,0.006649766364088094
Hydro,2024-09-01,15.043279961183899,10.65126582278481,4.392014138399089
Hydro,2024-10-01,13.155086848635234,10.658011049723756,2.497075798911478
Hydro,2024-11-01,19.033649876135428,10.061825726141079,8.97182414999435
Hydro,2024-12-01,12.361453744493398,-2.452967032967033,14.81442077746043
Hydro,2025-01-01,10.975596816976129,5.873214285714287,5.102382531261842
Hydro,2025-02-01,11.450357142857143,5.683741648106902,5.7666154947502415
Hydro,2025-03-01,4.4468626393383675,3.345590614886731,1.1012720244516365
Hydro,2025-04-01,-9.32120131122252,-4.951288167938932,-4.369913143283588
Hydro,2025-05-01,-8.700572935612945,-17.072985347985345,8.3724124123724
Hydro,2025-06-01,5.597457182803218,3.0725894245723167,2.5248677582309016
Hydro,2025-07-01,5.5243275792854325,12.813305709023945,-7.288978129738513
Hydro,2025-08-01,12.53483913618334,9.57447318007663,2.9603659561067097
Hydro,2025-09-01,12.449412052915237,18.333291139240504,-5.883879086325267
Hydro,2025-10-01,8.85820652173913,9.011890951276106,-0.1536844295369768
Hydro,2025-11-01,12.880386494891159,1.6491090146750527,11.231277480216106
Hydro,2025-12-01,6.461667339523616,0.7312101910828024,5.730457148440813
Hydro,2026-01-01,38.397608695652174,-21.3975,59.795108695652175
Hydro_RES,2024-01-01,-0.06114732724902234,-0.06743589743589735,0.006288570186875016
Hydro_RES,2024-02-01,0.36542346542346543,0.4013071895424837,-0.035883724119018245
Hydro_RES,2024-03-01,0.7372965322009908,0.7150417827298048,0.022254749471185997
Hydro_RES,2024-04-01,0.8061486486486485,0.744507042253521,0.0616416063951275
Hydro_RES,2024-05-01,0.5052097428958052,0.13315649867374002,0.3720532442220652
Hydro_RES,2024-06-01,-0.2495934959349594,-0.15498575498575495,-0.09460774094920443
Hydro_RES,2024-07-01,0.06789638932496073,0.2258566978193147,-0.15796030849435397
Hydro_RES,2024-08-01,0.4862334801762116,0.3710144927536231,0.11521898742258851
