"reform","outcome","tech","eff","lo","hi","p","n_pre","n_post","n_cov"
"ID15","price","ida",-34.3386074840355,-84.8958151500159,17.772106001371,0.0925925925925926,870,40,9
"ID15","price","da",-33.8858124346917,-85.1713362131985,18.6952195885715,0.0985838182017785,870,40,9
"DA15","price","da",7.83183853426231,-43.6754985957954,60.0557908194938,0.383420754911036,1066,40,9
"DA15","price","ida",1.02965139415157,-49.6305715676448,52.919503382989,0.488013170079226,1065,40,9
"PLB_ID15","price","ida",-21.7200823372731,-69.0576903280662,24.6307255704254,0.172750424448217,505,40,7
"PLB_DA15","price","da",4.41652742944324,-42.0380629052692,51.4983891716294,0.428528072837633,701,40,7
