market,reform,tech,firm,unit_code,outcome,theta,se,t,n
IDA,DA15,Hydro,IB,TAJO,slope,0.07821404081187555,0.07163195020296294,1.0918876365959997,12690
IDA,DA15,Hydro,IB,TAMEGA,slope,-0.16206935370781805,0.17219599388331414,-0.9411911976166052,3688
IDA,DA15,Hydro,GE,TEES,slope,0.5745263109305974,0.8078668301668003,0.7111646245111647,516
IDA,DA15,Hydro,HC,TEMON,slope,-0.008932234817878637,0.009664917975635318,-0.9241914768853982,14403
IDA,DA15,Hydro,GN,UFGC,slope,0.03590870212018338,0.09450027399900472,0.3799851640701229,8916
IDA,DA15,Hydro,GN,UFMI,slope,0.08744453308859246,0.0849295744525731,1.029612283497591,15179
IDA,DA15,Hydro,GN,UFTA,slope,1.1153369636462056,0.40388716042603806,2.7615063634845405,5458
IDA,DA15,Hydro,HC,ACAVADO,intercept,14.566056110222576,2.8390118732469376,5.130678123428763,21541
IDA,DA15,Hydro,HC,ADOURO,intercept,14.861798449720595,5.013984245952629,2.964069634187081,11053
IDA,DA15,Hydro,HC,ALIMA,intercept,1.1900964562694298,3.1669176609661447,0.37579014792142157,18871
IDA,DA15,Hydro,HC,DOUSUP,intercept,-6.470747518881126,16.548549175431788,-0.39101600087623933,12851
IDA,DA15,Hydro,IB,DUER,intercept,10.05838308793227,4.35726423678147,2.3084170574337213,14008
IDA,DA15,Hydro,GE,EBRFEN,intercept,50.07071397460865,29.314559097360323,1.7080493623769817,452
IDA,DA15,Hydro,GE,GDLQ,intercept,52.13333094766119,15.39840254174432,3.3856324255928674,507
IDA,DA15,Hydro,HC,GUADIA,intercept,19.286107176391965,3.937617966650506,4.897912225039316,11611
IDA,DA15,Hydro,HC,HCHI,intercept,8.49817073338113,18.679793201246955,0.45493922988472063,2531
IDA,DA15,Hydro,HC,MONDEGO,intercept,20.272918750960457,5.326796377313649,3.8058370012604597,8019
IDA,DA15,Hydro,GE,SBEU,intercept,79.99980385840115,59.98366614236206,1.333693136870525,1551
IDA,DA15,Hydro,IB,SIL,intercept,8.928612524528717,2.4613255618916416,3.6275625877247495,14718
IDA,DA15,Hydro,IB,TAJO,intercept,8.559326017164267,3.891033214916045,2.199756605611229,12690
IDA,DA15,Hydro,IB,TAMEGA,intercept,63.31368645794356,65.17381056294731,0.9714590248914912,3688
IDA,DA15,Hydro,GE,TEES,intercept,17.709445368307115,48.87229679273889,0.3623616349239855,516
IDA,DA15,Hydro,HC,TEMON,intercept,9.521178434854619,3.351734181026158,2.840672296971844,14403
IDA,DA15,Hydro,GN,UFGC,intercept,-4.076923182454948,2.1955909415902464,-1.8568682832613939,8916
IDA,DA15,Hydro,GN,UFMI,intercept,3.0664127234658736,3.9573389349353936,0.7748673474479474,15179
IDA,DA15,Hydro,GN,UFTA,intercept,-9.288132647832185,8.480319441879823,-1.095257402918456,5458
IDA,DA15,Hydro,HC,ACAVADO,gamma,0.0004346024311570997,0.00032815332107864086,1.3243883369169032,14093
IDA,DA15,Hydro,HC,ADOURO,gamma,0.0008432901062671117,0.000673399898788673,1.2522872483112055,6675
IDA,DA15,Hydro,HC,ALIMA,gamma,-5.706382621346526e-05,0.00023646663833988823,-0.2413187188437291,11154
IDA,DA15,Hydro,HC,DOUSUP,gamma,0.017458482226662502,0.011768596087312325,1.4834804506107928,9000
IDA,DA15,Hydro,IB,DUER,gamma,0.00010153817636868135,0.0002443235215859398,0.4155890342017918,12295
IDA,DA15,Hydro,HC,GUADIA,gamma,3.928705282262425e-05,4.3310571507337545e-05,0.9071007713663708,6875
IDA,DA15,Hydro,HC,HCHI,gamma,0.26369921435268706,0.40173768536417603,0.6563965093631761,1626
IDA,DA15,Hydro,HC,MONDEGO,gamma,0.001266338281321517,0.001910021030338544,0.6629970357431422,3330
IDA,DA15,Hydro,GE,SBEU,gamma,0.0,383252.7436554796,0.0,153
IDA,DA15,Hydro,IB,SIL,gamma,-0.002750736603116773,0.002233533811672419,-1.2315625529112022,10859
IDA,DA15,Hydro,IB,TAJO,gamma,0.0031282760582144915,0.003374551265050768,0.9270198650152759,8419
IDA,DA15,Hydro,IB,TAMEGA,gamma,-9.702633794520649e-05,0.00022946769509613992,-0.4228322331147983,1454
IDA,DA15,Hydro,HC,TEMON,gamma,-9.304210125761622e-05,0.00018978566912759208,-0.49024829791054675,10108
IDA,DA15,Hydro,GN,UFGC,gamma,-0.002547060658113977,0.003339236206927678,-0.7627674414974807,6505
IDA,DA15,Hydro,GN,UFMI,gamma,-0.0019920356546766216,0.0037061626522592738,-0.5374927766492597,10272
IDA,DA15,Hydro,GN,UFTA,gamma,-0.058773702075808204,0.06302678997325038,-0.9325193636032033,2529
IDA,DA15,Hydro_pump,HC,ACAVADB,slope,-0.09879519870737852,0.1288411166454409,-0.766798684144084,541
IDA,DA15,Hydro_pump,HC,ALIMAB,slope,0.019821910569043866,0.014898279232412444,1.3304832229160837,404
IDA,DA15,Hydro_pump,HC,DOUSUPB,slope,-0.09410947173723194,0.04435593398423122,-2.1216884255145745,1276
IDA,DA15,Hydro_pump,IB,DUEB,slope,0.025732497362917946,0.023233064388469445,1.1075808568622987,213
IDA,DA15,Hydro_pump,HC,GUADIAB,slope,-0.37804632574372043,0.3269948461630371,-1.1561231933154978,229
IDA,DA15,Hydro_pump,GE,IPB,slope,-0.0579833984375,2302687.681622133,-2.5180748088535164e-08,62
