"tag","eff","lo","hi","p","n_pre","n_post"
"ID15 wedge AGG (plb)",0.778710263561044,-1.48527936242586,2.9663257594185,0.251277939260299,505,40
"DA15 wedge AGG (plb)",-1.71985640455446,-3.3110758912836,-0.152991090728851,0.0157757234726688,701,92
"DA15 wedge S1 (plb)",0.715106980295725,-1.2598772847123,3.54107189197974,0.402922337870296,105,88
"DA15 wedge S2 (plb)",1.2607143830041,-0.81243000522794,4.42926937474483,0.12041204120412,106,91
"DA15 wedge S3 (plb)",-11.1226939959447,-15.1871938723683,-3.95291531001212,0.001500300060012,106,92
