window,lo,hi,n_hours,n_in_band,mcp_mean,rd_mean,rd_sd,slope_eur_mwh_per_MW,se_slope,t_slope,h_band_eur
pre_ID15,2024-06-14,2025-03-18,6672,4894,87.24799910071943,15747.78477046724,5301.12684529499,0.0026728910084117758,5.784582919151647e-05,46.207151764777116,50.0
post_ID15,2025-03-19,2025-04-27,959,857,27.305745568300313,11872.961104628548,5742.3983386690925,0.002350490407074914,9.87502279368358e-05,23.802379560869188,50.0
pre_DA15,2025-04-28,2025-09-30,3744,2085,56.937820512820515,15000.236930455636,5589.183220500939,0.0022195707693760717,0.00011020265681372659,20.14080997273749,50.0
post_DA15,2025-10-01,2026-03-06,3768,2624,60.35095475053078,15904.278709349592,6042.867088808668,0.0024844358111045396,8.083943366725036e-05,30.732969027602593,50.0
