"tag","eff","lo","hi","p"
"ID15 MIG (hp)",-0.0894807286655652,-2.24733969459369,2.68184996451811,0.432752683816083
"DA15 MIG (hp)",3.07243488403188,1.39899229956466,4.71374547422933,0.000308198068625437
