"tag","spec","eff_mwh_h","eff_gwh_d_eq","se","p","n"
"ID15 DA (hydro)","id15_pooled",-172.672007141032,-4.14412817138478,261.137554693621,0.508471770504307,21813
"DA15 DA (hydro)","da15_peryear",-417.739352955884,-10.0257444709412,93.9582717170575,8.78196421282268e-06,27765
"ID15 IDA (hydro)","id15_pooled",-183.34313415877,-4.40023521981047,67.529867272104,0.00663293745483896,21813
"DA15 IDA (hydro)","da15_peryear",-20.637500279713,-0.495300006713112,16.9991789645244,0.224746905019701,27765
"ID15 MIG (hydro)","id15_pooled",-10.671127017738,-0.256107048425711,214.554249824701,0.960333013330535,21813
"DA15 MIG (hydro)","da15_peryear",-397.10185267617,-9.53044446422808,92.024773071561,1.60037658877617e-05,27765
"ID15 DA (hydro_pump)","id15_pooled",-216.359899618595,-5.19263759084628,48.9809814303648,1.00459323178436e-05,21813
"DA15 DA (hydro_pump)","da15_peryear",109.920878753021,2.6381010900725,55.8465663246299,0.0490474314172622,27765
"ID15 IDA (hydro_pump)","id15_pooled",-35.0271773153997,-0.840652255569594,13.0739708784942,0.00738639931313743,21813
"DA15 IDA (hydro_pump)","da15_peryear",15.2434819556358,0.365843566935259,10.7556503465285,0.156420098060442,27765
"ID15 MIG (hydro_pump)","id15_pooled",181.332722303194,4.35198533527665,47.0483863621793,0.000116453859467385,21813
"DA15 MIG (hydro_pump)","da15_peryear",94.6773967973831,2.27225752313719,55.6901442113671,0.0891281248898923,27765
