spec,market,tech,outcome,regime,beta_crit,se_crit,t_crit,star_crit,beta_mid,se_mid,t_mid,star_mid,block_beta,block_se,n_curves
v2_base,IDA,Hydro,sigma_p,ID15_pre,0.10726917907981193,0.3535865111216757,0.3033746359257992,,-0.17255256387650864,0.41687454407744245,-0.4139196463971513,,,,70919
v2_base,IDA,Hydro,sigma_p,ID15_post,-1.042653029200849,0.22409675777224194,-4.652691273028308,***,-2.9912177701301896,0.3024674506774158,-9.889387315663098,***,,,291311
v2_base,IDA,Hydro,sigma_p,DA15_ID15,-0.17417556008868385,0.24739248462772417,-0.7040454779812044,,-1.4249223033152374,0.2790788247327566,-5.105805876457056,***,,,227100
v2_base,IDA,Hydro,n_eff,pre_IDA,-0.015859689538909483,0.010759681209785066,-1.4739925123884123,,0.028747566069665886,0.01239164770367664,2.3199147326579013,**,,,891116
v2_base,IDA,Hydro,n_eff,3sess,-0.20375166311756676,0.03580196048675278,-5.691075582102765,***,0.21927210131594355,0.0378445348689855,5.7940228906246185,***,,,71743
v2_base,IDA,Hydro,n_eff,ISP15_win,-0.40372669168990866,0.05258271377122294,-7.677935631972974,***,0.06183067151395222,0.044771752993545084,1.3810196693184336,,,,48399
v2_base,IDA,Hydro,n_eff,ID15_pre,-0.14513198595992305,0.04615449928763441,-3.1444818641723717,***,0.0021255299458622368,0.0650832880863796,0.03265861342225363,,,,70919
v2_base,IDA,Hydro,n_eff,ID15_post,-0.1565828680723318,0.030228412576989133,-5.179989775299277,***,-0.09408834777711023,0.052443655764737696,-1.7940844589322809,*,,,291311
v2_base,IDA,Hydro,n_eff,DA15_ID15,-0.33748996884228866,0.03604584568798043,-9.362797914735165,***,-0.07955062518463163,0.03791304621343553,-2.0982388156518184,**,,,227100
v2_block,IDA,Hydro,sigma_p,pre_IDA,1.1438495514744522,0.09327014476530775,12.263833773954989,***,-0.7696586355780104,0.09583720457364786,-8.030896132686676,***,,,891116
v2_block,IDA,Hydro,sigma_p,3sess,-0.5140258707342289,0.23302261989044118,-2.2059054652115115,**,-1.391571522458264,0.27341402425501427,-5.089612817959697,***,,,71743
v2_block,IDA,Hydro,sigma_p,ISP15_win,-1.02465400518936,0.3145657637517664,-3.2573602192702262,***,-0.44345920704762154,0.27360905830680715,-1.6207767746868806,,,,48399
v2_block,IDA,Hydro,sigma_p,ID15_pre,0.10726917907981193,0.3535865111216757,0.3033746359257992,,-0.17255256387650864,0.41687454407744245,-0.4139196463971513,,,,70919
v2_block,IDA,Hydro,sigma_p,ID15_post,-1.042653029200849,0.22409675777224194,-4.652691273028308,***,-2.9912177701301896,0.3024674506774158,-9.889387315663098,***,,,291311
