reform,market,spec,outcome,n,DiD,se,t,pre_crit,post_crit,pre_flat,post_flat
ID15,IDA,B0_noFE,p_clear,8652,-11.318433434106169,3.7194015620316176,-3.043079174253988,114.00488344988345,38.278339860748474,84.20284644194757,19.794736286919832
ID15,IDA,B1_dateFE,p_clear,8652,-11.182765991824908,3.7477476090566357,-2.983863151510296,114.00488344988345,38.278339860748474,84.20284644194757,19.794736286919832
DA15,DA,B0_noFE,p_clear,6440,26.698403326747666,2.506406209512161,10.652065585148769,79.40897233201582,86.91538290513833,85.17086956521739,65.97887681159419
DA15,DA,B1_dateFE,p_clear,6440,26.698403326691277,2.5426146037921846,10.500373625980092,79.40897233201582,86.91538290513833,85.17086956521739,65.97887681159419
DA15,DA,B0_noFE,cleared_MW,6440,-2115.0579298421508,255.11966243790272,-8.290454407280214,20515.844071146254,19214.47364130435,15642.849637681165,16456.53713768116
DA15,DA,B1_dateFE,cleared_MW,6440,-2115.0579298549565,258.80520761850613,-8.172393242460076,20515.844071146254,19214.47364130435,15642.849637681165,16456.53713768116
