"tag","response","solar_base","solar_2023","solar_2024_25","wind_base","wind_2024_25","eff","se","n_post"
"ID15_IDA","ida_price_eur",-0.0890214373724195,0.0827570134722664,-0.138138843076204,-0.179604941398614,-0.205351540159524,-22.320125428567,2.43866418194595,40
"ID15_DA","da_price_eur",-0.0900335651273144,0.0894211536666949,-0.130657127597606,-0.168162122389619,-0.2178939915542,-22.7577069308334,2.59574706353417,40
"DA15_IDA","ida_price_eur",-0.00375320158575921,0.14550201662424,-0.0899484582937212,-0.157843468199608,-0.206109395360323,-5.87183954520722,1.57286506445852,92
"DA15_DA","da_price_eur",0.00185655493190999,0.155209352222953,-0.0812523877093449,-0.145086517537121,-0.215883708152427,-4.83242663290534,1.71858064034255,92
"PLB_ID15_IDA","ida_price_eur",0.107359660735154,-0.0456068505266842,-0.64595633060647,-0.116740399903123,-0.277030308332975,10.1736506796324,5.501877761642,40
"PLB_DA15_DA","da_price_eur",0.157184673605435,-0.00422186195426866,-0.150355198993769,-0.119190967170846,-0.286984619257773,34.2104010676904,3.42579545179149,92
