"reform","side","outcome","tech","market","hour_class","eff","lo","hi","p","n_pre","n_post"
"ID15","real","mwh","hydro","ida","evening_ramp",-2008.21451294629,-7453.54929960634,3171.34189551432,0.235082674335011,242,38
"ID15","real","mwh","hydro","ida","flat",-2638.71397578268,-4512.11229782083,-658.907293891901,0.00801068090787717,242,38
"ID15","real","mwh","hydro_pump","da","morning_ramp",-1164.90702144419,-1712.70183916507,-579.608680267756,0.000666666666666667,278,40
"ID15","real","mwh","hydro_pump","da","midday",-58.8071078519642,-710.446745726572,671.82244504588,0.417687074829932,215,38
"ID15","real","mwh","hydro_pump","da","evening_ramp",-1888.92096643542,-2789.14417022126,-1053.25286353105,0.000678886625933469,278,40
"ID15","real","mwh","hydro_pump","da","flat",-614.127066561598,-1045.08645364964,-199.838116496391,0.00213371266002845,275,40
"ID15","real","mwh","hydro_pump","ida","morning_ramp",-823.753623936982,-1611.95636353392,-16.7347217870095,0.0246995994659546,238,38
"ID15","real","mwh","hydro_pump","ida","midday",-1460.66358811555,-2820.2410543956,-52.3410913245682,0.02280348759222,166,22
"ID15","real","mwh","hydro_pump","ida","evening_ramp",-2421.57948270271,-3710.34796938556,-1125.70545457823,0.00066711140760507,242,38
"ID15","real","mwh","hydro_pump","ida","flat",-676.512917709602,-1380.71777297981,80.7928222550106,0.0367156208277704,217,37
"ID15","placebo","p","ccgt","da","morning_ramp",-33.6563956462544,-47.189105959065,-18.5370598352097,0.000843170320404722,279,40
"ID15","placebo","p","ccgt","da","midday",-20.8738999387069,-37.3778407078019,-3.63569156239597,0.0105820105820106,279,40
"ID15","placebo","p","ccgt","da","evening_ramp",-30.6166858604534,-54.4977521739002,-8.45245269937732,0.00437636761487965,279,40
"ID15","placebo","p","ccgt","da","flat",-30.3249356037123,-46.1553804690967,-13.060138489503,0.00245098039215686,266,37
"ID15","placebo","p","ccgt","ida","morning_ramp",-35.877787870963,-49.6000027407875,-22.3446024387423,0.000892857142857143,271,27
"ID15","placebo","p","ccgt","ida","midday",-31.3763919676828,-47.1738064054718,-14.6207830941012,0.00111731843575419,271,26
