theta,se,t,n,n_units,tech,outcome,market,reform,h
-0.7811134085673102,0.8027951585308618,-0.972992176480947,91329,23,Hydro,slope,IDA,ID15,100
54.266531914005085,60.73997170471369,0.8934237272585651,91329,23,Hydro,intercept,IDA,ID15,100
0.1572339538419048,0.16519913297746902,0.95178437687896,69423,22,Hydro,gamma,IDA,ID15,100
0.03520044869797137,0.06639107174969307,0.5301985307705792,18158,23,Hydro_pump,slope,IDA,ID15,100
-0.7999821592006642,2.0545456047065773,-0.38937181894042927,18158,23,Hydro_pump,intercept,IDA,ID15,100
0.0008087045132210153,0.0006550465652593722,1.2345756105152625,10471,20,Hydro_pump,gamma,IDA,ID15,100
-0.23400842068832386,0.06335162029260752,-3.6938032461914827,58621,39,CCGT,slope,IDA,ID15,140
-1.8999856210941921,3.51656452781107,-0.5402959638783771,58621,39,CCGT,intercept,IDA,ID15,140
0.07609651142781915,0.06655695152480386,1.1433292794286134,48488,39,CCGT,gamma,IDA,ID15,140
-0.6129721969291265,0.6902052557867036,-0.8881013173834124,102923,23,Hydro,slope,IDA,ID15,140
51.56377120342982,50.71619551439985,1.0167121307194527,102923,23,Hydro,intercept,IDA,ID15,140
0.14589010879607292,0.14691306951355218,0.9930369658678673,80493,22,Hydro,gamma,IDA,ID15,140
0.01033500142149299,0.06318137266585647,0.16357671550048605,19833,23,Hydro_pump,slope,IDA,ID15,140
0.8725623149433259,1.9976230512067827,0.4368002834249449,19833,23,Hydro_pump,intercept,IDA,ID15,140
0.0006100027660688233,0.000601246110168135,1.0145641788821544,12276,20,Hydro_pump,gamma,IDA,ID15,140
-0.2446307045247175,0.06329086104044644,-3.865182121134118,58666,39,CCGT,slope,IDA,ID15,200
-0.4747149647321276,3.511978046673987,-0.13517025403439115,58666,39,CCGT,intercept,IDA,ID15,200
0.07607127521576257,0.0664647289466874,1.1445360030999414,48523,39,CCGT,gamma,IDA,ID15,200
-0.8620433014826434,0.7098826764960281,-1.2143461589141438,105978,23,Hydro,slope,IDA,ID15,200
56.532356339211816,49.3886303262825,1.1446431287066434,105978,23,Hydro,intercept,IDA,ID15,200
0.1541346924113187,0.1429506906509996,1.0782367801749468,83033,22,Hydro,gamma,IDA,ID15,200
-0.006863601459978622,0.06149913621398124,-0.11160484329564042,20292,23,Hydro_pump,slope,IDA,ID15,200
2.828404199559679,1.9861640361300168,1.4240536773945132,20292,23,Hydro_pump,intercept,IDA,ID15,200
0.0006951183149514824,0.0005778797174054213,1.2028771628678057,12875,20,Hydro_pump,gamma,IDA,ID15,200
