reform,market,outcome,fe_theta,fe_se,fe_t,fe_n,ts_theta,ts_se,ts_t,ts_n_days
DA15,DA,D_sigma,1.1039422598929258,0.09109258209872452,12.118904025538466,62379,1.1124355264354073,0.08983333355056511,12.38332679493902,92
DA15,DA,D_N,0.10986293943456692,0.009024334797338369,12.174076195285863,62379,0.11005851173225788,0.008975644065669664,12.26190688122463,92
ID15,IDA,D_sigma,0.3180501275153938,0.03960257755673028,8.03104613733261,23797,0.33031631541793033,0.0415209422987482,7.955414716777488,38
ID15,IDA,D_N,0.06415487611248767,0.0083249840951898,7.706306147726643,23797,0.06419546632254929,0.00825478778841562,7.776755498504537,38
