tech,firm,reform,hour_class,level_shift,tilt_std,fitted_norm,beta_PC1,beta_PC2,beta_PC3,n_pair_rows
Hydro_pump,IB,MTU15-DA,Critical,15.804399564619116,2.3341754421412206,158.9575875467729,157.48422010259654,7.395473789180945,-18.237263441229327,7929
Hydro_pump,IB,MTU15-DA,Flat,16.353396642007347,2.508887272947484,164.61798689948293,163.01928806487285,9.622021604501475,-18.616914165606403,7929
Hydro_pump,IB,MTU15-DA,Midday,7.641395320002724,2.2755955441131723,79.33067814016074,76.29009288688212,9.238065860803676,-17.015610342948307,7929
Hydro_pump,REP,ISP15,Critical,-3.9568737817117716,1.7852229282929142,43.19193480016811,-38.73309001965138,11.940299393973165,-6.402461245985081,3427
Hydro_pump,REP,ISP15,Flat,5.720168434108865,2.580006204002581,62.43636067068179,58.040025748428796,20.193994474124317,-7.047882172385518,3427
Hydro_pump,REP,ISP15,Midday,-13.902106292784548,1.9703945602875705,139.70665838037203,-138.71051477280625,-10.21955127639889,-8.836299422877424,3427
Hydro_pump,REP,MTU15-IDA,Critical,9.900716999148074,4.622528822210932,108.71892664632801,98.55693786777411,-25.171965757756965,-38.100453994623635,1707
Hydro_pump,REP,MTU15-IDA,Flat,-8.148112331149655,8.605771925070854,117.91799461384046,-82.59196882111533,-65.20461213489327,-52.560490025846654,1707
Hydro_pump,REP,MTU15-IDA,Midday,26.534375843984293,5.798942728813021,270.24504247439063,262.0332928176335,-64.04149011165086,-16.155239236782624,1707
Hydro_pump,REP,MTU15-DA,Critical,-7.05421901489,2.8748262415718933,75.79338065489185,-69.43371759193946,27.343928150768505,12.172271205321772,6160
Hydro_pump,REP,MTU15-DA,Flat,-5.568848788362091,2.5963725207218644,61.135664569105245,-54.86944682529425,22.87902639103539,13.8807418917205,6160
Hydro_pump,REP,MTU15-DA,Midday,-28.447586445861038,1.9242805183165885,283.69673064856255,-283.08943574150294,-3.6577061289061668,-18.083567743344737,6160
