unit_code,description,owner_agent,ownership_pct,unit_type,zone,technology
NXVD547,UOF SOLAR REY4,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD548,UOF HIBRIDA COSCOJAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renovable
NXVD549,UOF SOLAR MERINERO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD550,UOF SOLAR YUNCLILLOS,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD551,UOF SOLAR PINTA,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD553,UOF SOLAR PALMAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD554,UOF SOLAR VIDRERES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD556,UOF SOLAR CHUCENA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD557,UOF SOLAR AZNALCOLLAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD558,UF SOLAR CARMONA 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD559,UOF SOLAR CARMONA 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD560,UOF SOLAR CARMONA 3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD561,UOF SOLAR HUELVES,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD562,UOF SOLAR CACERES 1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD563,UOF SOLAR CASAQUEMADA SOLAR,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD564,UOF SOLAR CACERES 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD565,UOF SOLAR ALSEMUR1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD566,UOF SOLAR ALSEMUR2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD567,UOF SOLAR ALSEMUR3,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD568,UOF SOLAR BARROS1,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD569,UOF SOLAR BARROS2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
NXVD570,UOF SOLAR VALSEQUILLO,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
OENV02,UN FISICA1,"OENEO ENERGY,LDA",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
OPPRE01,REPRESENTACION FV,ESTRATEGIAS ELÉCTRICAS INTEGRALES S.A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
PALOS1,C.C. PALOS 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PALOS2,C.C. PALOS 2,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PALOS3,C.C. PALOS 3,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PBCN1,C.C. PUERTO BARCELONA 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PBCN2,C.C. PUERTO DE BARCELONA  2,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PEGO3,CICLO COMBINADO EN PORTUGAL,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
PEGO4,CICLO COMBINADO EN PORTUGAL,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
PEURE01,"ANSERALL I,II,III","PRODUCTORA ELÉCTRICA URGELENSE-1, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
PEURE02,UO SANTA LUCIA,"PRODUCTORA ELÉCTRICA URGELENSE-1, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
PGR5,C.C. PUENTES 5,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PHENV02,PH VENDA,"PH ENERGIA, LDA",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
PLGRE01,PLANA C.G. R.E.001,PLANA CAN GUITART S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
PORTV02,PORTULOGOSAUTOCONSUMO,PORTULOGOS POWER LDA,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
PTLIV02,FOTOVOLTAICOS,MEO ENERGIA COMERCIALIZACAO DE ENERGIA SA,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
PULRE01,PULSAR REPR 01,PULSAR SERVICIOS ENERGÉTICOS SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
PVENT1,C.C. PLANA DE VENT 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PVENT2,C.C. PLANA DE VENT 2,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
PWPV02,UNIDADE VENDA,"POWER PLUS II - COMERCIALIZACAO DE ENERGIA, LDA.",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
PZCPR,PZCPR,"REPSOL GENERACIÓN ELÉCTRICA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
RABID2R,COG. LA RABIDA II,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
RDQ1,RINCON DEL DUQUE 1 ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
RDQ2,RINCON DEL DUQUE 2 ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
REPPLL,REPSOL PUERTOLLANO,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPR,REPRIMALA ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
REPTV02,UN. PROPIAS AUTOCONSUMO CON EX,"REPSOL PORTUGUESA, LDA",100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
REPVD01,UD A TARIFA REPSOL,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD02,COG2 CARTAGENA,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD03,PETRONOR VENTA A TARIFA,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD04,PETRONOR1 VENTA A TARIFA,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD05,REPVD05,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD06,REPVD06,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
REPVD07,REPVD07,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
RESRE01,CABEZO,FALCK NEXT ENERGY SRL SPAIN SUCURSAL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RESRE02,CARRECASTRO,FALCK NEXT ENERGY SRL SPAIN SUCURSAL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RESRE03,DEHESILLA I,FALCK NEXT ENERGY SRL SPAIN SUCURSAL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RESRE04,DEHESILLA 2,FALCK NEXT ENERGY SRL SPAIN SUCURSAL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RESRE05,ESQUILVENT,FALCK NEXT ENERGY SRL SPAIN SUCURSAL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RESRE06,SAN LORENZO C,FALCK NEXT ENERGY SRL SPAIN SUCURSAL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RESRE07,SAN LORENZO D,FALCK NEXT ENERGY SRL SPAIN SUCURSAL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RESSECR,C.H. RESSEC,"ELÉCTRICA ANTONIO MADRID, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
RIBATE1,C.C. RIBATEJO 1,EDP GEM PORTUGAL S.A.,100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
RIBATE2,C.C. RIBATEJO 2,EDP GEM PORTUGAL S.A.,100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
RIBATE3,C.C. RIBATEJO 3,EDP GEM PORTUGAL S.A.,100.0,GENERACION,ZONA PORTUGUESA,Ciclo Combinado
RIVRE01,RIVAS VENDEDOR REG.ESPECIAL 01,AYUNTAMIENTO DE RIVAS-VACIAMADRID,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
RMU1,RIO MUERTO ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
ROFVD01,ROFEICA ENERGIA VENTA,"ROFEICA ENERGIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
ROFVD02,ROFVD02,"ROFEICA ENERGIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
RPTRTAR,REPSOL PETRÓLEO TARRAGONA,REPSOL FUELS SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
RSEVD02,VENTAS FV MENORES 1 MW,"RESPIRA ENERGIA ESPAÑA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
RSEVD03,VENTAS HIDRAULICA MENOR 1 MW,"RESPIRA ENERGIA ESPAÑA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
RSEVD04,VENTAS EOLICA MENORES 1 MW,"RESPIRA ENERGIA ESPAÑA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
RSPVD01,VENTAS TECNOLOGIA HIDRAULICA,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
RSPVD02,VENTES SOLAR FOTOVOLTAICA,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
RSPVD03,VENTAS FOTOVOLTAICAS > 1MW,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
RSPVD05,HIDRO > 1MW,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
RSPVD06,VENTA TERMICA-BIOGAS MENOR 1MW,"RESPIRA ENERGIA MEDITERRANIA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
RZABAL,VALORIZACION DE RESIDUOS DT-1,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SAGU1,C.C. SAGUNTO 1,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SAGU2,C.C. SAGUNTO 2,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SAGU3,C.C. SAGUNTO 3,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SAMPVD1,SAMPOL TARIFA,SAMPOL INGENIERIA Y OBRAS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SAMPVD2,SAMPOL TARIFA 2,SAMPOL INGENIERIA Y OBRAS,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SAN1,SANGUESA,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SBEU,UGH. SIL-BIBEY-EUME,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SBO3,C.C. SABÓN 3,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
SEDAVD1,SEDAE RE 1,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD02,GEGSAI,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD03,GEGSAII,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD04,LUBRISU,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD05,SEDAE RE1,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SEDVD06,SEDVD06,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
SEDVD07,SEDVD07,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
SERRE01,REPR SERVC 01,SERVICIOS ENERGÉTICOS AVANZADOS SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SERRE02,REPR SERVC 02,SERVICIOS ENERGÉTICOS AVANZADOS SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SESVD02,HIDRAULICA,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
SESVD03,UNIDAD DE OFERTA EOLICA,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
SESVD04,UNIDAD DE OFERTA BIOGAS ORGANO,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
SESVD05,UNIDAD DE OFERTA BIOGAS CARTAG,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
SESVD07,UNIDAD OFERTA FOTOVOLTAICA,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SESVD08,UNIDAD OFERTA BIOGAS,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
SESVD13,UNIDAD FOTOVOLTAICA 4,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SESVD25,ENERPARC AASS,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SESVD29,UNIDAD OFERTA BIOGAS GADOR 2,SHELL ESPAÑA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
SFA1,SAN FAUSTO 1,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SFA2,SAN FAUSTO 2 ,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SHEVD01,UNIDAD FOTOVOLTAICA 1,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD02,UNIDAD FOTOVOLTAICA 2,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD03,UNIDAD FOTOVOLTAICA 3,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD04,UNIDAD FOTOVOLTAICA 4,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD05,UNIDAD FOTOVOLTAICA 5,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD06,UNIDAD FOTOVOLTAICA 6,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD07,UNIDAD DE OFERTA FOTOVOLTAICA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD08,UNIDAD DE OFERTA FOTOVOLTAICA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD09,FV PUERTOLLANO,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD10,FV EL VILLAR,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD11,UNIDAD DE OFERTA DE MERIDA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD12,FV FREYA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD13,FV DON RODRIGO III,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD14,FV DON RODRIGO IV,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD15,FV DON RODRIGO V,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD16,FV BIANOR,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD17,FUENTE1,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD18,FUENTE2,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD19,FUENTE3,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD20,FUENTE4,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD21,HINOJOSAS,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD22,UO THERMISTO (TRILLO 1),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD23,TELESTO7 (TRILLO2),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD24,UO TETHYS (TRILLO 3),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD25,UO RHEA (TRILLO 4),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD26,TELESTO (TRILLO5),SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD27,BIANOR SPV,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD28,FV CANADA ALTA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD29,UNIDAD PV 29,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD30,UNIDAD PV 30,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD31,UNIDAD PV 31,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SHEVD32,UNIDAD EOLICA 32,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
SHEVD33,UNIDAD EOLICA 33,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
SHEVD34,UNIDAD OFERTA EOLICA,SHELL ENERGY EUROPE LIMITED,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
SIL,UGH. SIL,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
SIMPVD1,VENTA DE ENERGÍA,SIMPLES ENERGIA DE ESPAÑA SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SIMPV02,VENDA DE ENERGIA PT,SIMPLES ENERGIA DE ESPAÑA SL,100.0,GENERACION,ZONA PORTUGUESA,RE Tarifa CUR (uof)
SLRRE01,SOLARIA REPRESENTACION VENTA,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE02,CENTAURUS SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE03,AQUARII SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE04,MAGACELA SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE05,FUENMAYOR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE06,AURIGA SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE07,FV MEDINA,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE08,FV BELINCHON,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE09,CEPHEUS SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE10,SCORPIUS SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE11,TUCANA SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE12,HERCULES SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE13,TORDESILLAS III SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE14,BALDIO SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE15,PALACIOS SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE16,VALDELOSA SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE17,FV AGREGADA,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE18,DELPHINUS SOLAR,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE19,TELESTO SOLAR 10,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
SLRRE20,TELESTO SOLAR 4,SOLARIA REPRESENTACION EN MERCADO S.L.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
