direction,regime,n_isps,mean_total_mw,mean_n_tranches,median_price,q90_q10_spread,frac_zero_mw_pct
Subir,3-sess (partial),1056,1947.9318181818182,70.8409090909091,10.29,36.4645,4.343974251786294
Subir,ISP15 win,10368,1824.562885802469,60.905092592592595,10.0725,36.681,2.7525680935988452
Subir,DA60/ID15,18812,2274.421752073145,67.8924091005741,6.345000000000001,33.89,3.190283931675607
Subir,DA15/ID15,19968,2214.9244290865386,67.59700520833333,6.22,37.74900000000001,5.219206680584551
Bajar,3-sess (partial),1056,1989.7386363636363,68.09848484848484,6.2075,37.188500000000005,6.604957970752249
Bajar,ISP15 win,10368,1980.8171296296296,67.77276234567901,6.33,39.07650000000001,4.872814941395591
Bajar,DA60/ID15,18812,2549.4394535402935,86.71316181160961,4.890000000000001,38.223499999999966,2.3552520319073924
Bajar,DA15/ID15,19968,2493.603215144231,83.97796474358974,5.220000000000001,39.6965,5.656868895448925
