group_key,week_start,pdbc_gwh,pdbf_gwh,phf_gwh,bilat_gwh,ida_rt_gwh
CCGT,2022-12-26,0.0,0.0,27.3145,0.0,27.3145
CCGT,2023-01-02,145.17039999999997,211.09820000000002,382.6382,65.92780000000005,171.53999999999996
CCGT,2023-01-09,67.3833,89.0737,259.1223,21.690399999999997,170.0486
CCGT,2023-01-16,12.972100000000001,17.5587,182.99790000000002,4.586600000000001,165.43920000000003
CCGT,2023-01-23,28.2163,28.216300000000004,228.1508,3.552713678800501e-15,199.9345
CCGT,2023-01-30,226.2513,365.058,548.0262,138.8067,182.96820000000002
CCGT,2023-02-06,249.6455,450.3468000000001,630.8861999999999,200.7013000000001,180.53939999999983
CCGT,2023-02-13,290.8926,539.3574000000001,796.4177,248.46480000000008,257.06029999999987
CCGT,2023-02-20,374.77279999999996,598.6346,832.2447,223.86180000000002,233.6101
CCGT,2023-02-27,353.2526999999999,540.6792,777.6080999999999,187.42650000000015,236.92889999999989
CCGT,2023-03-06,88.06559999999999,135.16729999999998,280.96340000000004,47.101699999999994,145.79610000000005
CCGT,2023-03-13,29.570600000000002,50.30560000000001,267.8638,20.73500000000001,217.5582
CCGT,2023-03-20,69.4279,119.55670000000002,319.3514,50.12880000000003,199.79469999999998
CCGT,2023-03-27,34.6126,43.61060000000001,250.6729,8.998000000000012,207.0623
CCGT,2023-04-03,23.736500000000003,23.736500000000003,321.7416,0.0,298.0051
CCGT,2023-04-10,4.7331,4.7331,232.6223,0.0,227.8892
CCGT,2023-04-17,87.4342,144.4417,408.7245,57.00749999999999,264.28279999999995
CCGT,2023-04-24,210.21609999999998,302.18199999999996,604.2090000000001,91.96589999999998,302.0270000000001
CCGT,2023-05-01,122.40560000000002,168.1056,504.4323,45.69999999999999,336.32669999999996
CCGT,2023-05-08,92.90069999999999,111.61269999999999,391.7563,18.712000000000003,280.1436
CCGT,2023-05-15,44.8592,44.8592,236.45409999999998,0.0,191.5949
CCGT,2023-05-22,182.5193,233.95639999999997,444.7301,51.43709999999999,210.77370000000002
CCGT,2023-05-29,290.50730000000004,481.0262000000001,648.8559,190.51890000000003,167.82969999999995
CCGT,2023-06-05,202.68290000000002,303.7795,502.8733,101.09659999999997,199.0938
CCGT,2023-06-12,277.8497,382.2376,617.5047999999999,104.3879,235.26719999999995
CCGT,2023-06-19,332.31129999999996,459.21500000000003,660.2712,126.90370000000007,201.0562
CCGT,2023-06-26,131.669,211.1998,444.17409999999995,79.5308,232.97429999999994
CCGT,2023-07-03,282.25489999999996,403.5645,591.9297,121.30960000000005,188.36520000000002
CCGT,2023-07-10,370.01520000000005,519.4376,733.1388000000001,149.42239999999993,213.70120000000009
CCGT,2023-07-17,354.50030000000004,469.33900000000006,745.4714,114.83870000000002,276.13239999999996
CCGT,2023-07-24,158.6385,254.2162,556.1315,95.5777,301.9153
CCGT,2023-07-31,81.25240000000001,108.9894,421.6694,27.736999999999995,312.68
CCGT,2023-08-07,340.50120000000004,446.88720000000006,604.3814,106.38600000000002,157.49419999999992
CCGT,2023-08-14,414.5176,517.3896000000001,696.395,102.87200000000007,179.0053999999999
CCGT,2023-08-21,616.2346,781.0444,991.3714,164.8098,210.327
CCGT,2023-08-28,192.48630000000003,276.3912,539.4744000000001,83.9049,263.08320000000003
CCGT,2023-09-04,338.86340000000007,452.31839999999994,674.1251,113.45499999999987,221.80670000000003
CCGT,2023-09-11,353.9972,492.1711,691.0547999999999,138.1739,198.88369999999986
CCGT,2023-09-18,217.95620000000005,288.3889,510.8654,70.43269999999993,222.47650000000004
CCGT,2023-09-25,358.0251999999999,466.70429999999993,670.0577000000001,108.6791,203.35340000000014
CCGT,2023-10-02,375.3175,520.0178,689.7475,144.70029999999997,169.72969999999998
CCGT,2023-10-09,333.44120000000004,475.10189999999994,696.7224,141.6606999999999,221.62050000000005
CCGT,2023-10-16,53.2024,79.66969999999999,306.5523,26.467299999999994,226.88260000000002
CCGT,2023-10-23,52.9355,72.91649999999998,327.6966,19.980999999999987,254.7801
CCGT,2023-10-30,2.9695999999999994,6.459599999999999,195.36810000000003,3.4899999999999998,188.90850000000003
CCGT,2023-11-06,14.4961,21.691900000000004,230.2108,7.195800000000004,208.5189
CCGT,2023-11-13,50.1814,72.62639999999999,326.1954,22.444999999999993,253.56900000000002
CCGT,2023-11-20,6.8218,19.829,303.3676,13.007200000000001,283.5386
CCGT,2023-11-27,35.6909,47.091499999999996,283.8419,11.400599999999997,236.7504
CCGT,2023-12-04,53.1156,82.5416,293.9393,29.426000000000002,211.3977
CCGT,2023-12-11,24.4379,24.4379,214.4182,0.0,189.9803
CCGT,2023-12-18,67.99830000000001,91.72619999999998,268.279,23.727899999999963,176.55280000000002
CCGT,2023-12-25,62.669100000000014,82.65449999999998,333.12109999999996,19.98539999999997,250.46659999999997
CCGT,2024-01-01,12.0341,12.0341,197.1309,0.0,185.0968
CCGT,2024-01-08,321.6467,447.84620000000007,591.5043,126.19950000000006,143.65809999999988
CCGT,2024-01-15,13.9548,36.4116,205.4007,22.4568,168.9891
CCGT,2024-01-22,53.002500000000005,92.85109999999999,250.366,39.84859999999998,157.5149
CCGT,2024-01-29,39.1027,62.55109999999999,234.3758,23.448399999999992,171.8247
CCGT,2024-02-05,24.853399999999997,40.646300000000004,173.8786,15.792900000000007,133.2323
CCGT,2024-02-12,2.5154,2.5154,180.6093,0.0,178.0939
CCGT,2024-02-19,2.272,2.272,176.7286,0.0,174.4566
CCGT,2024-02-26,0.0,0.0,145.0666,0.0,145.0666
