regime,hour_class,tech_group,share_pct_cnmc
DA60/ID15 post-blk (Apr28-Sep),Midday,Hydro,3.6746898540240927
DA60/ID15 post-blk (Apr28-Sep),Midday,Hydro_RES,4.088249411680948
DA60/ID15 post-blk (Apr28-Sep),Midday,Hydro_pump,0.0
DA60/ID15 post-blk (Apr28-Sep),Midday,Nuclear,0.011692265116922647
DA60/ID15 post-blk (Apr28-Sep),Midday,Other,10.200180055192499
DA60/ID15 post-blk (Apr28-Sep),Midday,Solar PV,43.68587858765719
DA60/ID15 post-blk (Apr28-Sep),Midday,Solar Thermal,0.5707098845602243
DA60/ID15 post-blk (Apr28-Sep),Midday,Wind,22.914510533284087
DA60/ID15 post-blk (Apr28-Sep),Midday,,7.514422877546028
DA15/ID15 (Oct-Dec 2025),Critical,CCGT,9.103308596012667
DA15/ID15 (Oct-Dec 2025),Critical,Coal,0.21452848511895134
DA15/ID15 (Oct-Dec 2025),Critical,Cogen,1.3794186547253058
DA15/ID15 (Oct-Dec 2025),Critical,Fuel/Gas,0.03850596842510588
DA15/ID15 (Oct-Dec 2025),Critical,Hydro,59.10406173250171
DA15/ID15 (Oct-Dec 2025),Critical,Hydro_RES,1.1036040389908721
DA15/ID15 (Oct-Dec 2025),Critical,Hydro_pump,19.28573534541393
DA15/ID15 (Oct-Dec 2025),Critical,Nuclear,0.4620716211012706
DA15/ID15 (Oct-Dec 2025),Critical,Other,1.4765965665795113
DA15/ID15 (Oct-Dec 2025),Critical,Solar PV,2.6395006196038326
DA15/ID15 (Oct-Dec 2025),Critical,Solar Thermal,0.012960545469913688
DA15/ID15 (Oct-Dec 2025),Critical,Wind,4.421760714972814
DA15/ID15 (Oct-Dec 2025),Critical,,0.7579471110841017
DA15/ID15 (Oct-Dec 2025),Dropped,CCGT,8.736348840100753
DA15/ID15 (Oct-Dec 2025),Dropped,Coal,0.009478378881438295
DA15/ID15 (Oct-Dec 2025),Dropped,Cogen,3.4678211728479424
DA15/ID15 (Oct-Dec 2025),Dropped,Fuel/Gas,0.0
DA15/ID15 (Oct-Dec 2025),Dropped,Hydro,47.847923687599305
DA15/ID15 (Oct-Dec 2025),Dropped,Hydro_RES,1.1231032035374964
DA15/ID15 (Oct-Dec 2025),Dropped,Hydro_pump,16.166443331002874
DA15/ID15 (Oct-Dec 2025),Dropped,Nuclear,1.3866231647634584
DA15/ID15 (Oct-Dec 2025),Dropped,Other,4.5914149804318685
DA15/ID15 (Oct-Dec 2025),Dropped,Solar PV,4.848100178892096
DA15/ID15 (Oct-Dec 2025),Dropped,Solar Thermal,0.006004863939791231
DA15/ID15 (Oct-Dec 2025),Dropped,Wind,9.738660840968235
DA15/ID15 (Oct-Dec 2025),Dropped,,2.0780773570347395
DA15/ID15 (Oct-Dec 2025),Flat,CCGT,9.297443744856569
DA15/ID15 (Oct-Dec 2025),Flat,Coal,0.007973840932221135
DA15/ID15 (Oct-Dec 2025),Flat,Cogen,2.847533161439236
DA15/ID15 (Oct-Dec 2025),Flat,Fuel/Gas,0.0
DA15/ID15 (Oct-Dec 2025),Flat,Hydro,57.654563167428755
DA15/ID15 (Oct-Dec 2025),Flat,Hydro_RES,1.5315526711758434
DA15/ID15 (Oct-Dec 2025),Flat,Hydro_pump,13.253049251196543
DA15/ID15 (Oct-Dec 2025),Flat,Nuclear,0.3937007874015749
DA15/ID15 (Oct-Dec 2025),Flat,Other,3.942242609284229
DA15/ID15 (Oct-Dec 2025),Flat,Solar PV,0.0
DA15/ID15 (Oct-Dec 2025),Flat,Solar Thermal,0.0
DA15/ID15 (Oct-Dec 2025),Flat,Wind,10.027266096130651
DA15/ID15 (Oct-Dec 2025),Flat,,1.0446746701543896
DA15/ID15 (Oct-Dec 2025),Midday,CCGT,1.8887811224580588
DA15/ID15 (Oct-Dec 2025),Midday,Coal,0.03110954748506469
DA15/ID15 (Oct-Dec 2025),Midday,Cogen,9.25649857281291
DA15/ID15 (Oct-Dec 2025),Midday,Fuel/Gas,0.0
DA15/ID15 (Oct-Dec 2025),Midday,Hydro,22.800905016538582
DA15/ID15 (Oct-Dec 2025),Midday,Hydro_RES,1.51106263305792
DA15/ID15 (Oct-Dec 2025),Midday,Hydro_pump,1.8791373051462736
DA15/ID15 (Oct-Dec 2025),Midday,Nuclear,0.29895366218236175
DA15/ID15 (Oct-Dec 2025),Midday,Other,12.22653582514698
DA15/ID15 (Oct-Dec 2025),Midday,Solar PV,23.087585349787858
DA15/ID15 (Oct-Dec 2025),Midday,Solar Thermal,0.13568237531648203
DA15/ID15 (Oct-Dec 2025),Midday,Wind,21.07705962852728
DA15/ID15 (Oct-Dec 2025),Midday,,5.806688961540223
