tech_group,regime,hour_class,mw_in_band,n_tranches,frac_single_block,mw_at_mcp,n_months,n_cells_total,market
Other,ISP15-win,Dropped,3.649289721284944,0.6175874878838246,0.3353996979561012,0.13470903570196177,4,108541,IDA
Other,ISP15-win,Flat,4.476035702295213,0.6294103008840972,0.3467615758913338,0.10925016187136719,4,37699,IDA
Other,ISP15-win,Midday,3.8957891984869044,0.6489230853942354,0.3451933602053594,0.098119607762933,4,106849,IDA
Pump_load,3-sess,Critical,80.58626856033231,0.7112658302711375,0.2934178806060661,2.0837823647735374,6,3283,IDA
Pump_load,3-sess,Dropped,69.103019925127,0.6062191090484895,0.28675390464042533,2.609244923420152,6,2370,IDA
Pump_load,3-sess,Flat,156.50432801510195,1.1658305316885598,0.34230829735442353,6.7839358954517515,6,605,IDA
Pump_load,3-sess,Midday,53.10954641002299,0.5039021657446643,0.24065065978889214,1.4477957244848578,6,4177,IDA
Pump_load,DA15/ID15,Critical,56.717414246484736,0.6319316128592074,0.3367220270729427,1.4219999824844003,3,5034,IDA
Pump_load,DA15/ID15,Dropped,51.986866745822084,0.49894664268645134,0.2934460795188863,1.9424180579554473,3,4382,IDA
Pump_load,DA15/ID15,Flat,61.1943530767518,0.6698715809774104,0.3084786634463547,0.9755536414612186,3,2045,IDA
Pump_load,DA15/ID15,Midday,33.01773976603559,0.3250617463995369,0.23063966411885037,1.1547614000997173,3,5306,IDA
