tech_group,regime,hour_class,mw_in_band,n_tranches,frac_single_block,mw_at_mcp,n_months,n_cells_total,market
Solar PV,DA60/ID15 post-blk,Dropped,3.4414862254437715,0.757297257630608,0.40737272487582876,0.23851343554971574,5,1045136,IDA
Solar PV,DA60/ID15 post-blk,Flat,11.29913331596704,2.8734405202197224,0.3094023243301101,0.002853900735834326,5,10145,IDA
Solar PV,DA60/ID15 post-blk,Midday,4.512508058483482,0.7088307161151126,0.45048454718400527,0.45663727456746067,5,1411653,IDA
Solar PV,DA60/ID15 pre-blk,Critical,3.113064817007633,0.9046850858369405,0.6157206843951588,0.3105767672330606,2,547767,IDA
Solar PV,DA60/ID15 pre-blk,Dropped,4.719129954689922,0.9929675209525288,0.6966600764007189,0.6463166670013969,2,250856,IDA
Solar PV,DA60/ID15 pre-blk,Flat,6.2963911278766025,1.8108354874017705,0.4473811350007233,0.003047404063205418,2,2540,IDA
Solar PV,DA60/ID15 pre-blk,Midday,6.007217524558207,1.0116476791623596,0.7553488359020613,0.7719897203310069,2,396858,IDA
Solar PV,ISP15-win,Critical,2.517478833451744,0.5870684283843891,0.25286540829423493,0.02041308920037569,4,146176,IDA
Solar PV,ISP15-win,Dropped,1.8010953273692933,0.5802839375832683,0.2790950458778316,0.03290165304269287,4,112925,IDA
Solar PV,ISP15-win,Flat,23.225595062712436,3.311600455177996,0.2777925416927865,0.018319217276040054,4,1617,IDA
Solar PV,ISP15-win,Midday,1.4355035945368342,0.5360001610322389,0.28728197250665966,0.06692627869646922,4,195372,IDA
Solar Thermal,3-sess,Critical,5.7444048629891915,1.1138004434629118,0.36836419196965714,0.18081728908729314,6,9172,IDA
Solar Thermal,3-sess,Dropped,6.483737424949713,1.2157316076890357,0.45811727115887263,0.16279794732107708,6,3848,IDA
Solar Thermal,3-sess,Flat,8.01989833380163,1.2270732980847117,0.45362618819046663,0.1420362107699881,6,1405,IDA
Solar Thermal,3-sess,Midday,5.672583538239022,1.2672146991856852,0.4857578269732378,0.1578687427775721,6,4746,IDA
Solar Thermal,DA15/ID15,Critical,3.386507619201751,1.2685786084003963,0.31592807555464986,0.018261851354433072,3,25025,IDA
Solar Thermal,DA15/ID15,Dropped,3.797756660741707,1.635546057005496,0.30886771949066927,0.02041604524253279,3,9527,IDA
Solar Thermal,DA15/ID15,Flat,3.8981178069053706,1.3921169011082692,0.160406010230179,0.004719469309462915,3,1561,IDA
Solar Thermal,DA15/ID15,Midday,3.6585424770995623,1.6800541013528363,0.3911681756391077,0.014192704226089835,3,17036,IDA
Solar Thermal,DA60/ID15 post-blk,Critical,5.5815684610821865,1.6942537472842047,0.33723644639590356,0.10748680253138651,5,95266,IDA
Solar Thermal,DA60/ID15 post-blk,Dropped,6.341449972413502,1.6358954475161807,0.4174133861110305,0.10488636664410358,5,41640,IDA
Solar Thermal,DA60/ID15 post-blk,Flat,6.1776523772875205,1.376970759391885,0.3258092984139326,0.024836444471864963,5,13318,IDA
Solar Thermal,DA60/ID15 post-blk,Midday,7.186096286462889,1.610130865639114,0.5415125020457789,0.3355166686158672,5,39173,IDA
Solar Thermal,DA60/ID15 pre-blk,Critical,5.934693229731581,1.3824520058340768,0.5513177110133006,0.19067093733920196,2,20017,IDA
Solar Thermal,DA60/ID15 pre-blk,Dropped,9.232501914327923,1.3671963795849735,0.6388058608662173,0.20150106342526092,2,9085,IDA
Solar Thermal,DA60/ID15 pre-blk,Flat,12.17638357117995,1.354982451560506,0.552866486831419,0.15870968209769115,2,2844,IDA
Solar Thermal,DA60/ID15 pre-blk,Midday,9.257735539560336,1.387302627916714,0.7519739477320968,0.2493323414307116,2,11132,IDA
Solar Thermal,ISP15-win,Critical,5.537309549642483,1.2057755519937277,0.27602226556018994,0.1698122943702811,4,4960,IDA
Solar Thermal,ISP15-win,Dropped,4.928691087721901,1.3295600951018933,0.3277635333935438,0.1197473891392586,4,2010,IDA
Solar Thermal,ISP15-win,Flat,6.566154921461031,2.244259401208899,0.3620571628153841,0.08557940309506264,4,316,IDA
Solar Thermal,ISP15-win,Midday,3.9474686700892057,1.1239954884724197,0.3089774861462118,0.09794212251478909,4,3725,IDA
Wind,3-sess,Critical,3.1643732571968783,0.47397219094934195,0.2683964350940101,0.27631127715640585,6,413328,IDA
Wind,3-sess,Dropped,3.428001338175161,0.5200868296961983,0.31725436829511194,0.21751909648955856,6,200622,IDA
Wind,3-sess,Flat,1.4948476693116328,0.4399604062953794,0.2667958170444052,0.06817417218900902,6,88117,IDA
Wind,3-sess,Midday,6.159574924742896,0.7280733437656046,0.4818625388278898,0.5321223395453533,6,161511,IDA
Wind,DA15/ID15,Critical,2.2755624033492947,0.4986699994261648,0.20995065710421934,0.10066035861527645,3,1331092,IDA
Wind,DA15/ID15,Dropped,3.1155313280075703,0.5514523863585613,0.2841059809787592,0.2539854180622008,3,631845,IDA
Wind,DA15/ID15,Flat,2.037701920166802,0.5145217356717638,0.25741844414261167,0.10298279616831035,3,272337,IDA
Wind,DA15/ID15,Midday,6.382071147813151,0.6990000942481148,0.43438570118399783,0.7594602758590203,3,489875,IDA
Wind,DA60/ID15 post-blk,Critical,3.641276626208363,0.5561072768471209,0.32916136716691813,0.23665865170087078,5,2033346,IDA
Wind,DA60/ID15 post-blk,Dropped,4.084674138970426,0.6034637347968325,0.37803098840697374,0.26778783776662496,5,955006,IDA
Wind,DA60/ID15 post-blk,Flat,1.7522922362083027,0.4756336815739936,0.25657441487195415,0.08736895267287906,5,415023,IDA
Wind,DA60/ID15 post-blk,Midday,7.844302353167213,0.8278650510403253,0.6022497469383575,0.5230245448185002,5,745126,IDA
Wind,DA60/ID15 pre-blk,Critical,7.911185147595152,0.7880047661287565,0.5353658027841671,0.7548299363300628,2,507947,IDA
Wind,DA60/ID15 pre-blk,Dropped,10.85656470733442,0.89815527254737,0.6457073733522962,1.0899080300735935,2,245509,IDA
Wind,DA60/ID15 pre-blk,Flat,6.305094546889986,0.8606725848379256,0.6389247182640616,0.449181547754908,2,107720,IDA
Wind,DA60/ID15 pre-blk,Midday,21.554609035205523,1.0642246906011654,0.7910053735642043,1.8295067161402319,2,201492,IDA
Wind,ISP15-win,Critical,1.6781063421725722,0.4312695880820254,0.15657423025406053,0.10092690053234914,4,332355,IDA
Wind,ISP15-win,Dropped,2.1889502500796723,0.47507873402571427,0.2001091024075653,0.1872944801661926,4,162046,IDA
Wind,ISP15-win,Flat,2.2794291692643425,0.47332216795588283,0.21263737402272725,0.14017212908949644,4,70841,IDA
Wind,ISP15-win,Midday,3.407359608075785,0.5802607791459842,0.2797155778398121,0.2546993522344915,4,127793,IDA
