tech_group,regime,hour_class,share_in_band,mw_in_band,mw_total,n_tranches,frac_single_block,mw_at_mcp,n_months,share_pct
Other,ISP15-win,Dropped,0.188298291178093,2.8061211121818563,10.99779837148595,0.24358133759540232,0.18598087679323816,0.029991205089571864,4,18.8
Other,ISP15-win,Flat,0.18373638284253418,3.709271598611166,13.950432775830986,0.2667540128162557,0.18220929086976156,0.04480500971278116,4,18.4
Other,ISP15-win,Midday,0.3157047325138916,3.721175351500101,10.41206914998017,0.3715035301799377,0.3040285437723475,0.04472435022982899,4,31.6
Solar PV,3-sess,Critical,0.22020494649519654,3.963942592992368,9.531597986772828,0.28836508690625895,0.2023203497056145,0.1273533483657141,6,22.0
Solar PV,3-sess,Dropped,0.3197446588501586,6.308951798602412,14.727651275454145,0.3995270316832866,0.29654302571100144,0.26544876495508946,6,32.0
Solar PV,3-sess,Flat,0.4090935889655129,3.0164377249669028,10.014175806349604,0.4090935889655129,0.4090935889655129,0.00624048706240487,6,40.9
Solar PV,3-sess,Midday,0.42544105852814357,9.232754680336484,18.45135916539336,0.5173709308127167,0.3936320319240692,0.3680555958406489,6,42.5
Solar PV,DA15/ID15,Critical,0.18122905609567522,1.806265831236584,6.042718612713199,0.22249652734277583,0.1676864028202735,0.02796258056580384,3,18.1
Solar PV,DA15/ID15,Dropped,0.3248841323943483,3.847724413803577,9.306574981883257,0.3592905939835398,0.310617816359361,0.06886853209026556,3,32.5
Solar PV,DA15/ID15,Flat,0.7909667662006749,2.5915469839319747,2.829916634059389,1.5102207454280858,0.3301411509457513,0.0,3,79.1
Solar PV,DA15/ID15,Midday,0.4847884917402154,6.915935425350457,12.58691514338066,0.5217136510566486,0.4669735446021584,0.14972848674258507,3,48.5
Solar PV,DA60/ID15 post-blk,Critical,0.4544955533265436,6.38779515999605,10.267760700361483,0.5039317365690391,0.43395884624978703,0.248467461324498,6,45.4
