tech_group,regime,hour_class,share_in_band,mw_in_band,mw_total,n_months,share_pct
CCGT,3-sess,Critical,0.24511996828378887,104.9531724405996,461.3017539954323,6,24.5
CCGT,3-sess,Dropped,0.1759326202992646,74.87067200769229,461.4654787065003,6,17.6
CCGT,3-sess,Flat,0.10614227836270905,44.5240967882802,459.93262295024846,6,10.6
CCGT,3-sess,Midday,0.17808851316409666,75.87331776484743,462.59987375913516,6,17.8
CCGT,DA15/ID15,Critical,0.3949384392767376,239.99791222007033,547.578256995475,3,39.5
CCGT,DA15/ID15,Dropped,0.24981025413788518,152.44318271729693,532.0644864996847,3,25.0
CCGT,DA15/ID15,Flat,0.20894771829206446,131.5008407428953,509.4083087792381,3,20.9
CCGT,DA15/ID15,Midday,0.16370297908470235,83.36396735613782,507.1257556029427,3,16.4
CCGT,DA60/ID15 post-blk,Critical,0.2543400791310874,147.37004440779344,542.4598518254744,6,25.4
CCGT,DA60/ID15 post-blk,Dropped,0.1828761628207868,104.50074904074388,532.1012644994274,6,18.3
CCGT,DA60/ID15 post-blk,Flat,0.16955468726282127,109.6049120181877,501.8429349195166,6,17.0
CCGT,DA60/ID15 post-blk,Midday,0.0930871178942116,40.60557369438566,516.1000456978501,6,9.3
CCGT,DA60/ID15 pre-blk,Critical,0.17664816237445996,98.68275086492474,564.3160897455762,2,17.7
CCGT,DA60/ID15 pre-blk,Dropped,0.0886661819336719,40.38928926496725,545.7489680236893,2,8.9
CCGT,DA60/ID15 pre-blk,Flat,0.0434061570315397,19.92707773484188,480.6501311814258,2,4.3
CCGT,DA60/ID15 pre-blk,Midday,0.09373276936343364,37.764680476909334,544.7903583603775,2,9.4
CCGT,ISP15-win,Critical,0.26115552940834197,110.22221019694388,450.43921139336805,4,26.1
CCGT,ISP15-win,Dropped,0.17796618541240228,75.06891785282194,451.53627073515884,4,17.8
CCGT,ISP15-win,Flat,0.10365496809738535,44.019330449848894,451.5358723585353,4,10.4
CCGT,ISP15-win,Midday,0.19909104284455598,83.96061406018856,452.2154379694557,4,19.9
Coal,3-sess,Critical,0.33493298369855046,156.36233848254005,455.47216594969603,6,33.5
Coal,3-sess,Dropped,0.2304395350531494,104.22971814518723,455.25770003478846,6,23.0
Coal,3-sess,Flat,0.04050248948329765,18.83921745751756,455.1768545660332,6,4.1
Coal,3-sess,Midday,0.2851641902329262,122.93459084734748,455.1771813634189,6,28.5
Coal,DA15/ID15,Critical,0.1776489594347789,61.424844268108025,345.561045751634,3,17.8
Coal,DA15/ID15,Dropped,0.17508747694430152,60.378026306203914,345.5605149051491,3,17.5
Coal,DA15/ID15,Flat,0.04693105749084622,16.25222520908005,345.561045751634,3,4.7
Coal,DA15/ID15,Midday,0.3132677451943065,107.96238140417456,345.561045751634,3,31.3
Coal,DA60/ID15 post-blk,Critical,0.3354784448305363,128.54016694311971,387.9669088755373,6,33.5
Coal,DA60/ID15 post-blk,Dropped,0.3194211495569342,118.18507722201527,387.6571756717147,6,31.9
Coal,DA60/ID15 post-blk,Flat,0.1866704515133445,68.60108396970718,386.4698996860516,6,18.7
Coal,DA60/ID15 post-blk,Midday,0.4387105423270814,157.40133168688018,388.25081366454623,6,43.9
Coal,DA60/ID15 pre-blk,Critical,0.43957877310905946,137.72092074592075,340.3384138588684,2,44.0
Coal,DA60/ID15 pre-blk,Dropped,0.4648963913160803,138.0801046176046,337.00501443001446,2,46.5
Coal,DA60/ID15 pre-blk,Flat,0.3661113818547485,90.48844211344212,312.2456682206682,2,36.6
Coal,DA60/ID15 pre-blk,Midday,0.565541700681824,175.2039627039627,348.91544289044293,2,56.6
Coal,ISP15-win,Critical,0.37758989994107,132.73674845763063,351.6137026500161,4,37.8
Coal,ISP15-win,Dropped,0.32602740033101407,112.64787273918574,351.64989361877053,4,32.6
Coal,ISP15-win,Flat,0.10801725736284548,37.475962008653084,351.6809291788705,4,10.8
Coal,ISP15-win,Midday,0.40767496507283013,138.4993750296107,351.6809291788705,4,40.8
Cogen,3-sess,Critical,0.15724472282215837,1.790467423316337,11.417485870704795,6,15.7
Cogen,3-sess,Dropped,0.20213477448112324,2.2804132623512916,11.212492067998681,6,20.2
Cogen,3-sess,Flat,0.13902259512581458,1.6284136008668855,11.821175836194607,6,13.9
Cogen,3-sess,Midday,0.40481403407063526,4.524906217688901,10.99972601389747,6,40.5
Cogen,DA15/ID15,Critical,0.1181166745888743,1.2990726503920198,11.585106186166563,3,11.8
Cogen,DA15/ID15,Dropped,0.2386834127464004,2.631804059055813,11.525598536498167,3,23.9
Cogen,DA15/ID15,Flat,0.2111353022310023,2.385965211610943,12.044360974532381,3,21.1
Cogen,DA15/ID15,Midday,0.4752406154465008,5.1725987484702,11.118244394984119,3,47.5
Cogen,DA60/ID15 post-blk,Critical,0.3342851740447836,3.709052617224108,11.238985855819804,6,33.4
Cogen,DA60/ID15 post-blk,Dropped,0.43525370464506413,4.855669102832321,11.107994616625826,6,43.5
Cogen,DA60/ID15 post-blk,Flat,0.31552036011489615,3.7296308257956823,11.832725674995665,6,31.6
Cogen,DA60/ID15 post-blk,Midday,0.7420513366428828,8.240253627746513,10.922072578982606,6,74.2
Cogen,DA60/ID15 pre-blk,Critical,0.5300150754655097,5.886343588049879,11.134556824475064,2,53.0
Cogen,DA60/ID15 pre-blk,Dropped,0.6822783032002767,7.5658817850318485,10.94179013941729,2,68.2
Cogen,DA60/ID15 pre-blk,Flat,0.6768187278281241,8.012800733164113,11.780833182036321,2,67.7
Cogen,DA60/ID15 pre-blk,Midday,0.8720085312317862,9.625874100522834,10.687646736518769,2,87.2
Cogen,ISP15-win,Critical,0.10019991825674116,1.1028425426612907,11.875548669127854,4,10.0
Cogen,ISP15-win,Dropped,0.1621507729865767,1.7966698307471118,11.653509319269439,4,16.2
Cogen,ISP15-win,Flat,0.15912605066153324,1.803764203035908,12.27304546135083,4,15.9
Cogen,ISP15-win,Midday,0.2969864950322722,3.236851313498504,11.252142595132558,4,29.7
Fuel/Gas,DA15/ID15,Critical,0.16658149496434274,93.58548387096774,561.8,3,16.7
Fuel/Gas,DA15/ID15,Dropped,0.1467947956305722,82.46931618525547,561.8,3,14.7
Fuel/Gas,DA15/ID15,Flat,0.10123720138333307,56.87505973715651,561.8,3,10.1
Fuel/Gas,DA15/ID15,Midday,0.23898996249893142,134.26456093189964,561.8,3,23.9
Fuel/Gas,DA60/ID15 post-blk,Critical,0.13324183051570557,74.85526038372338,561.8,3,13.3
Fuel/Gas,DA60/ID15 post-blk,Dropped,0.1533850600840481,86.17172675521822,561.8,3,15.3
Fuel/Gas,DA60/ID15 post-blk,Flat,0.045428785886233926,25.52189191088622,561.8,3,4.5
Fuel/Gas,DA60/ID15 post-blk,Midday,0.3505628988236736,196.9462365591398,561.8,3,35.1
Hydro,3-sess,Critical,0.2667774182689207,97.83193174951312,260.0363497325611,6,26.7
Hydro,3-sess,Dropped,0.28040597070686757,92.44795660581708,268.09317599708646,6,28.0
Hydro,3-sess,Flat,0.2552002069671113,104.07425010897161,269.7830753315472,6,25.5
Hydro,3-sess,Midday,0.34535828888476255,60.11536404739721,276.98576530000327,6,34.5
Hydro,DA15/ID15,Critical,0.24255659634222862,116.03693021402363,303.0389687491358,3,24.3
Hydro,DA15/ID15,Dropped,0.2959346919999552,104.76359774527576,319.392307001666,3,29.6
Hydro,DA15/ID15,Flat,0.2793824764592742,107.00832057501798,322.70243372547725,3,27.9
Hydro,DA15/ID15,Midday,0.39927887712634424,76.30647499025439,331.7076826630627,3,39.9
Hydro,DA60/ID15 post-blk,Critical,0.3767547348728626,118.14035640755804,310.4648809711199,6,37.7
Hydro,DA60/ID15 post-blk,Dropped,0.42965331234640375,116.93052691149897,319.9337492794636,6,43.0
Hydro,DA60/ID15 post-blk,Flat,0.38913807795861527,138.469083530968,309.91096879745874,6,38.9
Hydro,DA60/ID15 post-blk,Midday,0.5311060477491528,72.01367221901602,343.45757336430967,6,53.1
Hydro,DA60/ID15 pre-blk,Critical,0.5377956042219783,133.30139477032367,300.08288464536906,2,53.8
Hydro,DA60/ID15 pre-blk,Dropped,0.637460919378831,146.46744578509126,310.70201709378773,2,63.7
Hydro,DA60/ID15 pre-blk,Flat,0.6522524303617611,159.3433776519364,308.2890774528304,2,65.2
Hydro,DA60/ID15 pre-blk,Midday,0.7016044151422236,124.82623849130525,327.4850638716259,2,70.2
Hydro,ISP15-win,Critical,0.21799322963516982,102.29541957765551,257.0766165339904,4,21.8
Hydro,ISP15-win,Dropped,0.24523084106297924,99.1479687527673,268.6263514378461,4,24.5
Hydro,ISP15-win,Flat,0.22878835857778235,94.9830041819151,275.1257682544902,4,22.9
Hydro,ISP15-win,Midday,0.31530272266738424,82.4913679870178,280.301316863249,4,31.5
Hydro_RES,3-sess,Critical,0.16194476631061885,1.1618175323964681,4.540459376456101,6,16.2
Hydro_RES,3-sess,Dropped,0.2115386974172266,1.31192820268656,4.486633023645649,6,21.2
Hydro_RES,3-sess,Flat,0.14218563226072864,1.2957015303238304,4.642923038799764,6,14.2
Hydro_RES,3-sess,Midday,0.42278251322216226,1.793148376524755,4.386130745192856,6,42.3
Hydro_RES,DA15/ID15,Critical,0.10689843185742624,0.6118574205091195,4.36427260390978,3,10.7
Hydro_RES,DA15/ID15,Dropped,0.2241698534390459,1.0318194398135148,4.249769919901429,3,22.4
Hydro_RES,DA15/ID15,Flat,0.1964457600180037,1.0409179037158554,4.360352611013586,3,19.6
Hydro_RES,DA15/ID15,Midday,0.4518636197500963,1.6458278374197437,4.059759351662015,3,45.2
Hydro_RES,DA60/ID15 post-blk,Critical,0.3322134964927463,1.9339102351642052,4.768763676374992,6,33.2
Hydro_RES,DA60/ID15 post-blk,Dropped,0.4397844228933068,2.350101502775383,4.77533831799571,6,44.0
Hydro_RES,DA60/ID15 post-blk,Flat,0.31520378127829374,2.1776792003929595,4.951697146351361,6,31.5
Hydro_RES,DA60/ID15 post-blk,Midday,0.7404084726681505,3.0719030327053987,4.531650469879035,6,74.0
Hydro_RES,DA60/ID15 pre-blk,Critical,0.5369953303867933,2.8804032633348697,5.859459989657499,2,53.7
Hydro_RES,DA60/ID15 pre-blk,Dropped,0.6954893852765219,3.6054534357447716,5.853873430288384,2,69.5
Hydro_RES,DA60/ID15 pre-blk,Flat,0.6772148830426683,3.4538991347548818,5.9885872723075515,2,67.7
Hydro_RES,DA60/ID15 pre-blk,Midday,0.8774385874241375,4.528573455442947,5.745105605860539,2,87.7
Hydro_RES,ISP15-win,Critical,0.08659161070908024,0.7582504673858024,5.671780119759245,4,8.7
Hydro_RES,ISP15-win,Dropped,0.14679724881094236,1.0309204530149967,5.567044740390807,4,14.7
Hydro_RES,ISP15-win,Flat,0.13822281204335352,1.0435522432943563,5.6844880826014075,4,13.8
Hydro_RES,ISP15-win,Midday,0.2912648215276773,1.6777105642534904,5.446210219635904,4,29.1
Hydro_pump,3-sess,Critical,0.6364184779572603,208.485574318952,278.8351883873613,6,63.6
Hydro_pump,3-sess,Dropped,0.6003571873179762,216.97716886725752,302.3496091219688,6,60.0
Hydro_pump,3-sess,Flat,0.6362150207497922,238.43003637932705,289.5551067679032,6,63.6
Hydro_pump,3-sess,Midday,0.3556380715519362,171.09976698947972,405.11713214817905,6,35.6
Hydro_pump,DA15/ID15,Critical,0.6657886126944783,283.4925254723767,374.58687756832234,3,66.6
Hydro_pump,DA15/ID15,Dropped,0.5879532935439392,289.4511290490553,426.89896600843423,3,58.8
Hydro_pump,DA15/ID15,Flat,0.6132294317272474,322.3354139475482,441.1766373281059,3,61.3
Hydro_pump,DA15/ID15,Midday,0.3022527823465717,174.1202086846677,484.51191645342095,3,30.2
Hydro_pump,DA60/ID15 post-blk,Critical,0.6530108591948924,209.8681319098591,303.6667760825724,6,65.3
Hydro_pump,DA60/ID15 post-blk,Dropped,0.659147327922137,218.91459583888005,322.2735872573617,6,65.9
Hydro_pump,DA60/ID15 post-blk,Flat,0.7914754602000817,230.01452533185054,268.778125485799,6,79.1
Hydro_pump,DA60/ID15 post-blk,Midday,0.24530739846848013,152.02439559526007,452.6956108265005,6,24.5
Hydro_pump,DA60/ID15 pre-blk,Critical,0.6527357292255165,174.84559265242564,255.86017237286293,2,65.3
Hydro_pump,DA60/ID15 pre-blk,Dropped,0.7167161447607167,219.78599889243952,279.7863938012927,2,71.7
Hydro_pump,DA60/ID15 pre-blk,Flat,0.7771234928755588,218.04160873024108,259.5742390439625,2,77.7
Hydro_pump,DA60/ID15 pre-blk,Midday,0.5025223148324306,235.72291357667402,362.04676590818644,2,50.3
Hydro_pump,ISP15-win,Critical,0.6799753359710783,219.6588538996312,288.2204125449604,4,68.0
Hydro_pump,ISP15-win,Dropped,0.648761383249934,234.97396668169813,316.0574809068703,4,64.9
Hydro_pump,ISP15-win,Flat,0.6324145178417827,241.79219725824194,336.2119885487258,4,63.2
Hydro_pump,ISP15-win,Midday,0.47247008878230085,184.70020218138697,340.13236714214094,4,47.2
Nuclear,3-sess,Critical,0.20030897502392975,118.83429947674227,481.4066871073412,6,20.0
Nuclear,3-sess,Dropped,0.2505833863430361,146.97766148777387,477.1359223251504,6,25.1
Nuclear,3-sess,Flat,0.18792827049282249,112.27624004015308,479.60267642987327,6,18.8
Nuclear,3-sess,Midday,0.49377230095907937,286.95023709602617,521.0741646988096,6,49.4
Nuclear,DA15/ID15,Critical,0.06015235222307582,53.44911075422478,561.2014047466656,3,6.0
Nuclear,DA15/ID15,Dropped,0.11619541885177272,103.34810321982951,571.1754219947513,3,11.6
