tech,n_cells,mean_d_price,mean_d_qty,share_price_any,share_price_shaped,share_qty_any,share_qty_shaped,share_uses_granularity
CCGT,73384,0.5194235513529718,0.026679453923093226,0.20534448926196447,0.04804862095279625,0.09999454922053853,0.06996075438787747,0.077578218685272
Hydro,101727,0.08609132260882846,0.0060086103050079965,0.07439519498264964,0.01183559920178517,0.09642474465972652,0.01910997080421127,0.025637244782604422
Hydro_pump,10403,0.33556059027788715,5.594259384211253e-05,0.034220897817937135,0.03143324041141978,0.0006728828222628088,0.00048063058733057774,0.03181774488128424
Hydro_RoR,270451,0.028691621048135288,0.003668909906928603,0.012863698045117231,0.007565141190086189,0.026400346088570573,0.014978683754173584,0.021541795001682375
Wind,726470,0.11425109531747783,0.05196069325530497,0.15338967885803956,0.02639475821437912,0.7819937506022272,0.30550470081352293,0.31813564221509494
Solar,972077,0.11346278816796825,0.15888870342247316,0.05679899843325169,0.02977130412508474,0.8063188409971638,0.5295701883698514,0.54459574704473
Nuclear,7249,0.0019521323491468595,0.021187441299467792,0.003586701614015726,0.0006897503103876397,0.06980273141122914,0.05435232445854601,0.05504207476893365
Other,563608,0.014128135116893864,0.015063606995165537,0.025077713588167662,0.005216391534541738,0.12064413564037416,0.06046401044697733,0.0619845708364679
