day,unit_code,firm,qw_bid_eur_mwh,total_bid_mwh,pdbf_mwh,phf_mwh,rt2_mwh,regime
2025-09-26,TAPOWER,IB,185.39733049492276,10005.6,0.0,2799.075,2799.075,post
2025-09-27,ACE4,GN,838.5359563669906,9103.20000000001,0.0,5581.85,5581.85,post
2025-09-27,ARCOS1,IB,133.04079447156545,9340.800000000003,0.0,4641.275,4641.275,post
2025-09-27,ARCOS2,IB,141.27315949892812,8956.800000000003,367.0,5231.425,4864.425,post
2025-09-27,ARCOS3,IB,230.01736124615107,19747.200000000008,0.0,0.0,0.0,post
2025-09-27,BES3,GE,504.9112132799228,9885.599999999999,2977.0,5132.950000000001,2155.9500000000007,post
2025-09-27,BES4,GN,549.9285984375,9600.0,0.0,1601.5749999999998,1601.5749999999998,post
2025-09-27,CTGN1,GN,584.2036113074206,10188.0,0.0,6261.025,6261.025,post
2025-09-27,CTGN3,GN,869.3396158279672,10063.200000000003,0.0,5422.275,5422.275,post
2025-09-27,CTJON2,IB,118.55157473387875,9093.6,0.0,3.5,3.5,post
2025-09-27,CTN3,IB,215.63014434143247,18767.999999999996,346.2,4991.075000000001,4644.875000000001,post
2025-09-27,CTN4,IB,199.30380153103778,20143.199999999993,0.0,0.0,0.0,post
2025-09-27,ESC6,IB,200.2458481996892,19574.400000000012,0.0,30.0,30.0,post
2025-09-27,PALOS1,GN,832.7559950943092,9458.399999999989,0.0,27.25,27.25,post
2025-09-27,PALOS2,GN,865.6746205131465,9494.39999999998,0.0,6036.325000000001,6036.325000000001,post
2025-09-27,PALOS3,GN,856.2605762946217,9547.199999999988,0.0,28.049999999999997,28.049999999999997,post
2025-09-27,PBCN1,GN,872.232145665625,10732.799999999976,0.0,9.475,9.475,post
2025-09-27,PBCN2,GN,869.9436209223837,10668.000000000013,0.0,734.3499999999999,734.3499999999999,post
2025-09-27,PEGO3,GE,225.03836896798833,10046.400000000005,1929.1,6678.700000000001,4749.6,post
2025-09-27,PEGO4,GE,2416.7476533882755,10046.400000000005,0.0,13.5,13.5,post
2025-09-27,PGR5,GE,1820.9769240883566,20534.400000000005,0.0,4990.35,4990.35,post
2025-09-27,SAGU1,GN,870.0788162992253,10015.200000000004,0.0,18.0,18.0,post
2025-09-27,SAGU2,GN,867.8577061487107,10070.400000000027,0.0,1065.8249999999998,1065.8249999999998,post
2025-09-27,SAGU3,GN,868.9015981844224,10046.400000000025,0.0,5079.225,5079.225,post
