tech,week_start,DA cleared_pos,DA cleared_neg,Bilaterals_pos,Bilaterals_neg,IDA1_pos,IDA1_neg,IDA2_pos,IDA2_neg,IDA3_pos,IDA3_neg,IDA other_pos,IDA other_neg,Continuous_pos,Continuous_neg,REE residual_pos,REE residual_neg,phf_pos,phf_neg,phf_net
CCGT,2024-12-23,191.66100000000006,0.0,26.260999999999996,0.0,33.67,-0.1445,58.69189999999999,-6.200900000000001,6.7061,-2.3588,0.0,0.0,21.7563,-3.5671999999999997,237.20749999999998,0.0,575.9538,-0.035,575.9188
CCGT,2024-12-30,158.67370000000003,0.0,42.05939999999997,0.0,16.792600000000004,-0.109,65.84400000000002,-3.6465000000000005,8.8029,-0.1323,0.0,0.0,20.3056,-3.6358,238.28910000000005,0.0,550.7673000000001,-0.035,550.7323
CCGT,2025-01-06,0.16,0.0,0.0,0.0,4.195099999999999,0.0,36.3387,-0.0465,5.4614,-0.0186,0.0,0.0,17.2472,-0.6947,232.99579999999997,0.0,296.3982,0.0,296.3982
CCGT,2025-01-13,330.14719999999994,0.0,77.16249999999997,0.0,22.735400000000002,-0.5266,81.30759999999995,-6.0749,12.857,-1.103,0.0,0.0,23.471899999999998,-6.9287,161.06890000000018,-0.6295000000000002,708.7505000000001,-4.3741,704.3764000000001
CCGT,2025-01-20,217.01049999999998,0.0,48.91179999999999,0.0,11.982500000000002,-0.5861999999999999,78.73890000000003,-10.617399999999998,10.7458,-0.9809999999999999,0.0,0.0,16.985699999999998,-3.4782,163.11800000000005,0.0,547.4932,-1.4238000000000002,546.0694000000001
CCGT,2025-01-27,13.1036,0.0,0.0,0.0,8.222600000000002,-0.154,32.9327,-0.7433,7.754499999999999,-0.1164,0.0,0.0,14.8217,-1.0933,213.88510000000002,0.0,290.72020000000003,0.0,290.72020000000003
CCGT,2025-02-03,149.6047,0.0,17.299999999999994,0.0,24.432299999999998,-0.335,52.7817,-3.5202999999999998,22.817200000000003,-0.6707,0.0,0.0,36.525400000000005,-6.6209999999999996,164.58739999999997,0.0,468.04869999999994,-0.32,467.72869999999995
CCGT,2025-02-10,58.4223,0.0,16.880000000000003,0.0,11.2108,0.0,70.19099999999999,-3.4739,14.625000000000002,-0.0047,0.0,0.0,18.5895,-2.8817999999999997,185.698,-1.7088000000000003,375.6166,-4.065799999999999,371.55080000000004
CCGT,2025-02-17,33.635999999999996,0.0,8.640000000000002,0.0,9.377500000000001,-0.1978,46.71569999999999,-0.4692,9.6046,-0.06699999999999999,0.0,0.0,14.890100000000002,-2.8141,189.90140000000002,0.0,312.7653,-1.1926,311.5727
CCGT,2025-02-24,31.7399,0.0,10.181000000000001,0.0,7.3973,-0.08689999999999999,55.83709999999999,-1.7326000000000001,5.465400000000001,0.0,0.0,0.0,15.7739,-1.6215000000000002,202.1587,0.0,328.55330000000004,-1.3,327.2533
CCGT,2025-03-03,4.8174,0.0,7.36,0.0,4.0482000000000005,-0.18,27.8435,-0.2233,3.6160000000000005,-0.001,0.0,0.0,14.6876,-0.41019999999999995,177.1218,-0.08049999999999999,239.49450000000002,-0.1266,239.36790000000002
CCGT,2025-03-10,8.0994,0.0,5.821000000000001,0.0,11.145900000000001,0.0,51.024,-0.28300000000000003,8.2258,-0.128,0.0,0.0,12.791700000000002,-1.0168,195.1887,0.0,292.29650000000004,0.0,292.29650000000004
CCGT,2025-03-17,0.789,0.0,0.0,0.0,4.729125,0.0,32.893325000000004,-0.613575,3.3434500000000007,-0.01875,0.0,0.0,5.947875000000001,-0.25195,172.770775,0.0,220.47355,0.0,220.47355
CCGT,2025-03-24,0.51,0.0,0.0,0.0,3.546475,0.0,25.315500000000007,-0.5454000000000001,2.320275,-0.0036499999999999987,0.0,0.0,7.153425,-1.8296499999999998,203.199875,0.0,242.04555,0.0,242.04555
CCGT,2025-03-31,4.6745,0.0,4.440892098500626e-16,0.0,4.107624999999998,0.0,16.922024999999998,-1.122425,2.30695,-0.8014,0.0,0.0,8.838325000000001,-0.6615000000000001,191.17472500000002,0.0,228.02415000000002,0.0,228.02415000000002
CCGT,2025-04-07,1.23,0.0,0.0,0.0,4.257625,-0.015,24.39775000000001,-0.1086,2.22435,-0.0283,0.0,0.0,12.375950000000003,-2.0258,238.47667499999994,0.0,282.96234999999996,0.0,282.96234999999996
CCGT,2025-04-14,7.2118,0.0,0.0,0.0,2.957274999999999,-0.153625,10.079099999999999,-0.18635,1.4881,-0.030324999999999998,0.0,0.0,11.27915,-4.341075000000001,323.09659999999997,0.0,356.11202499999996,0.0,356.11202499999996
CCGT,2025-04-21,5.7971,0.0,0.0,0.0,4.7104250000000025,0.0,15.199124999999988,-1.840725,4.1822,-0.08234999999999999,0.0,0.0,12.34025,-0.465375,263.50109999999995,0.0,305.73019999999997,0.0,305.73019999999997
CCGT,2025-04-28,1.32,0.0,0.0,0.0,4.653875000000001,0.0,3.8549499999999988,-1.36235,1.1986499999999998,-1.2467,0.0,0.0,8.110449999999998,-0.5092,505.19909999999993,0.0,524.3370249999999,0.0,524.3370249999999
CCGT,2025-05-05,7.8420000000000005,0.0,0.0,0.0,4.831775000000001,-0.08605,6.261375,-0.09125,2.2448250000000005,0.0,0.0,0.0,6.135875,-1.5219249999999998,484.09452499999986,0.0,511.4103749999999,0.0,511.4103749999999
CCGT,2025-05-12,3.8697999999999997,0.0,0.0,0.0,6.601825000000002,-0.03325,6.8108,-0.07725,2.598225,-0.104925,0.0,0.0,7.626649999999999,-1.26025,483.69134999999983,0.0,511.1986499999998,0.0,511.1986499999998
CCGT,2025-05-19,2.02,0.0,0.0,0.0,4.290524999999998,0.0,7.726275000000001,-0.15375,1.3348,-0.297825,0.0,0.0,4.3732,-0.6231750000000001,493.6944,0.0,513.4391999999999,0.0,513.4391999999999
CCGT,2025-05-26,0.0,0.0,0.0,0.0,7.739950000000002,0.0,11.290699999999994,-0.1057,3.82915,-0.47672499999999995,0.0,0.0,12.221774999999997,-3.737824999999999,485.9659499999999,0.0,521.047525,0.0,521.047525
CCGT,2025-06-02,14.001600000000002,0.0,2.220446049250313e-16,0.0,16.11222500000001,0.0,23.469300000000008,-1.0581500000000001,3.776725,-0.048225000000000004,0.0,0.0,17.117724999999997,-5.790950000000002,543.9561249999999,0.0,618.4336999999999,0.0,618.4336999999999
CCGT,2025-06-09,50.4179,0.0,11.2155,0.0,23.447025,-0.004699999999999999,27.149424999999994,-2.3461499999999997,7.018275,-1.0506499999999999,0.0,0.0,17.480974999999994,-1.591125,504.8976499999999,0.0,641.6267499999999,0.0,641.6267499999999
CCGT,2025-06-16,215.2059,0.0,34.38029999999985,0.0,24.785574999999994,-0.377575,29.24015000000003,-4.987075,6.428474999999999,-0.4675,0.0,0.0,15.973575000000002,-1.742975,424.1575250000001,0.0,750.1714999999999,0.0,750.1714999999999
CCGT,2025-06-23,151.95440000000002,0.0,10.635899999999967,0.0,23.440925000000004,-0.32780000000000004,29.58157500000001,-4.4082,9.734875,-0.23735000000000006,0.0,0.0,9.896849999999999,-1.077275,364.02642499999996,0.0,599.27095,0.0,599.27095
CCGT,2025-06-30,327.5925,0.0,27.948200000000007,0.0,31.364049999999995,-0.7435,36.906700000000015,-10.083675,10.113224999999993,-0.962925,0.0,0.0,31.25944999999996,-3.570875000000001,343.1518249999999,0.0,808.3359499999998,0.0,808.3359499999998
CCGT,2025-07-07,198.35529999999997,0.0,23.486400000000046,0.0,18.70854999999999,-0.04900000000000002,31.703949999999978,-8.42395,6.4639750000000005,-0.4671,0.0,0.0,12.976625000000004,-5.433074999999999,356.26312499999995,0.0,647.9579249999999,0.0,647.9579249999999
CCGT,2025-07-14,179.22679999999997,0.0,16.927300000000127,0.0,11.0581,-0.49439999999999984,20.880150000000008,-4.390550000000001,10.154225,-0.5894250000000002,0.0,0.0,12.189550000000002,-3.601725000000001,275.42819999999995,0.0,492.47112500000003,0.0,492.47112500000003
CCGT,2025-07-21,54.6943,0.0,6.520700000000037,0.0,6.467725000000002,-0.007599999999999999,19.379075,-1.7781499999999997,6.026025000000001,-0.21157499999999996,0.0,0.0,6.201324999999999,-0.27902499999999997,374.99734999999987,0.0,474.28649999999993,0.0,474.28649999999993
CCGT,2025-07-28,3.6042,0.0,1.1099999999999999,0.0,9.420724999999997,0.0,11.284174999999994,-0.13935,5.588175,-0.0079,0.0,0.0,11.310775000000001,-0.451,434.5216999999999,0.0,476.83974999999987,0.0,476.83974999999987
CCGT,2025-08-04,92.98320000000001,0.0,11.716999999999928,0.0,34.25104999999999,-0.197825,22.703274999999998,-2.2566000000000006,7.0158249999999995,-1.0484499999999999,0.0,0.0,12.175874999999998,-1.35975,354.46430000000004,0.0,535.3105249999999,0.0,535.3105249999999
CCGT,2025-08-11,234.4017,0.0,26.21210000000001,0.0,39.85265000000001,-0.5398,39.342975,-9.448649999999999,11.15575,-0.40469999999999995,0.0,0.0,16.764899999999997,-1.7049000000000003,325.7931000000001,0.0,693.523175,0.0,693.523175
CCGT,2025-08-18,54.90449999999999,0.0,9.629400000000048,0.0,29.662725000000005,-0.019200000000000005,21.811450000000008,-3.8533750000000007,8.560349999999996,-0.22952499999999998,0.0,0.0,14.278750000000002,-1.7446500000000003,457.4051499999997,0.0,596.2523249999998,0.0,596.2523249999998
CCGT,2025-08-25,57.39439999999999,0.0,9.468500000000063,0.0,23.232125000000007,-0.241,28.40195000000002,-1.9135499999999994,7.494199999999999,-0.9098249999999999,0.0,0.0,12.296475000000001,-2.5043749999999996,423.24894999999975,0.0,561.5365999999998,0.0,561.5365999999998
CCGT,2025-09-01,8.982,0.0,4.426600000000001,0.0,15.485199999999999,0.0,16.29054999999999,-0.9693250000000001,5.1412499999999985,-0.58445,0.0,0.0,10.455749999999998,-1.0680749999999999,387.5526249999999,0.0,448.3339749999999,0.0,448.3339749999999
CCGT,2025-09-08,22.530300000000004,0.0,6.088399999999975,0.0,34.76037499999998,-0.06800000000000002,23.555725000000002,-0.77905,5.401599999999999,-0.2136,0.0,0.0,13.477599999999997,-1.7551750000000002,394.56404999999995,0.0,500.3780499999999,0.0,500.3780499999999
CCGT,2025-09-15,172.06129999999996,0.0,15.588000000000248,0.0,54.16995000000003,-0.6447500000000003,27.735075000000016,-5.560625,6.952675000000001,-0.40842500000000004,0.0,0.0,12.122325000000002,-1.554025,398.9560749999997,0.0,687.5854,0.0,687.5854
CCGT,2025-09-22,79.7479,0.0,9.996500000000038,0.0,21.498324999999983,-2.3979,27.377750000000006,-2.0242500000000008,8.941525,-1.5900250000000002,0.0,0.0,16.046625,-5.294599999999998,408.2376750000001,0.0,571.8463000000002,0.0,571.8463000000002
CCGT,2025-09-29,182.94957500000007,0.0,15.172249999999991,0.0,24.006800000000013,-0.21535,26.966125,-3.6140250000000007,7.669499999999998,-0.29052500000000003,0.0,0.0,14.977024999999998,-1.2386000000000001,318.8349499999998,0.0,590.5762249999999,0.0,590.5762249999999
CCGT,2025-10-06,154.55355,0.0,16.522124999999953,0.0,38.48757500000002,-0.3536499999999999,41.80509999999998,-2.9589499999999997,10.0813,-0.116525,0.0,0.0,18.4167,-1.0679,429.7820999999999,0.0,709.6484499999999,0.0,709.6484499999999
CCGT,2025-10-13,574.1663000000009,0.0,27.209324999999936,0.0,31.16804999999999,-4.750099999999999,40.937449999999956,-9.881425000000004,9.201425,-1.1640000000000006,0.0,0.0,19.045225000000002,-7.06825,304.4528749999993,0.0,1006.1806500000001,0.0,1006.1806500000001
CCGT,2025-10-20,37.97412499999999,0.0,7.380599999999989,0.0,14.806224999999994,-0.032600000000000004,26.899625000000007,-3.8933000000000018,6.419,-1.13705,0.0,0.0,22.54869999999999,-7.614375,481.60437499999995,0.0,597.6326499999999,0.0,597.6326499999999
CCGT,2025-10-27,221.2883000000002,0.0,19.649350000000023,0.0,18.981949999999987,-6.389850000000001,30.401625000000013,-5.271199999999999,8.916,-1.1164000000000005,0.0,0.0,18.336299999999994,-3.831150000000001,503.1195249999996,0.0,820.6930499999999,0.0,820.6930499999999
CCGT,2025-11-03,21.349774999999987,0.0,6.464874999999998,0.0,10.383150000000008,0.0,26.95982500000001,-1.546925,4.100499999999999,-0.79085,0.0,0.0,21.944425000000006,-3.007675,479.0022499999998,0.0,570.2047999999998,0.0,570.2047999999998
CCGT,2025-11-10,20.38312499999999,0.0,2.6533749999999934,0.0,13.636200000000002,-0.148925,18.90775,-1.62725,2.3143749999999996,-0.21287499999999995,0.0,0.0,11.160824999999999,-1.2011500000000006,480.7773249999999,0.0,549.8329749999999,0.0,549.8329749999999
CCGT,2025-11-17,53.706975000000014,0.0,13.121499999999987,0.0,33.409775000000025,-0.6971,29.794850000000007,-2.3297999999999996,12.914074999999997,-0.427575,0.0,0.0,22.71195,-3.69965,544.3322499999998,0.0,709.9913749999998,0.0,709.9913749999998
CCGT,2025-11-24,70.34792500000002,0.0,8.89684999999999,0.0,20.821950000000044,-0.025924999999999997,37.60677500000001,-1.9868499999999998,11.445724999999994,-0.9333750000000001,0.0,0.0,20.215175,-5.019425000000001,549.7836499999997,0.0,719.1180499999998,0.0,719.1180499999998
CCGT,2025-12-01,26.862200000000005,0.0,5.577399999999998,0.0,36.62012500000003,-0.8507,27.381625000000003,-6.260200000000001,7.552449999999999,-6.905875000000001,0.0,0.0,17.986324999999997,-7.0078499999999995,516.9955749999999,0.0,638.9757,0.0,638.9757
CCGT,2025-12-08,133.33265000000003,0.0,29.466899999999995,0.0,38.854724999999995,-0.08932500000000003,50.05432500000001,-4.261250000000001,13.041425,-5.9713,0.0,0.0,23.60125,-11.543674999999995,484.8330749999998,0.0,773.1843499999998,0.0,773.1843499999998
CCGT,2025-12-15,105.95657499999997,0.0,22.93020000000002,0.0,53.23120000000001,-0.19999999999999998,44.96010000000002,-2.52515,17.649625000000018,-1.098525,0.0,0.0,16.560775,-3.2472000000000003,518.9151749999999,0.0,780.2036499999999,0.0,780.2036499999999
CCGT,2025-12-22,4.150424999999999,0.0,2.508275000000001,0.0,34.38950000000001,0.0,30.956349999999993,-1.178,10.883075000000003,-0.37282499999999996,0.0,0.0,20.692149999999998,-5.342299999999999,492.2879,0.0,595.867675,0.0,595.867675
CCGT,2025-12-29,59.266999999999946,0.0,17.8518,0.0,51.073100000000146,-0.0003,53.386099999999985,-2.1874499999999997,15.227650000000002,-0.590025,0.0,0.0,29.800175000000007,-8.442375,219.32859999999997,0.0,344.3755499999999,0.0,344.3755499999999
