week_start,DA cleared (PDBC),Bilaterals (PDBF$-$PDBC),"Fase I (REE post-DA, pre-IDA)",IDA other (pre-2024-06),IDA1,IDA2,IDA3,Continuous (MIC/XBID),Fase II (REE real-time)
2023-07-10,3232.295299999987,3669.930199999892,84.65180000000001,238.98440000000656,396.27319999998645,271.04319999998796,182.98389999999716,187.4929999999996,84.65180000000001
2023-07-17,3091.5286999999844,3737.2854999998763,118.8518,250.57340000000826,390.7893999999844,247.8713999999911,213.41649999999598,159.43250000000012,118.8518
2023-07-24,2878.5739999999932,3722.419599999862,180.4282,233.6459000000079,432.87339999998505,259.84529999998773,211.86089999999544,189.77299999999948,180.4282
2023-07-31,3100.9954999999836,3595.5447999999014,184.3952,226.52960000000786,394.22289999998213,282.643799999985,193.75309999999686,163.39089999999993,184.3952
2023-08-07,2846.1282999999826,3563.669699999906,101.25370000000001,225.5302000000071,352.039599999984,328.94109999998244,211.8555999999955,185.59879999999976,101.25370000000001
2023-08-14,2838.328399999991,3307.7049999999,112.0771,210.55690000000658,402.71179999998185,305.27019999998413,180.984599999998,164.4297000000002,112.0771
2023-08-21,3397.791899999979,3534.6666999999084,92.7225,252.36100000000613,422.9916999999853,321.91599999998544,230.77349999999478,230.18789999999913,92.7225
2023-08-28,2936.6170999999968,3369.298799999882,138.03019999999998,305.7327000000073,390.80089999998546,340.34259999998443,240.1791999999936,221.415999999999,138.03019999999998
2023-09-04,2812.341599999997,3403.0961999999045,144.9536,299.11400000000685,384.52919999998534,286.357399999987,273.0270999999935,171.40910000000014,144.9536
2023-09-11,2777.979599999979,3375.0710999999224,147.82150000000001,270.92190000000915,435.4237999999865,272.5073999999879,240.22819999999604,178.71119999999928,147.82150000000001
2023-09-18,2657.6063999999697,3330.4158999999026,160.0711,260.349800000007,391.7782999999881,308.43379999998626,241.27459999999581,194.69409999999988,160.0711
2023-09-25,2740.7519999999836,3146.4887999998737,142.08589999999998,209.42750000000734,345.1878999999855,236.84359999999086,224.61809999999542,160.2691,142.08589999999998
2023-10-02,2769.9593999999893,3180.4378999998908,139.30360000000002,194.7202000000065,362.01349999998433,235.4526999999913,228.75099999999566,127.7343000000001,139.30360000000002
2023-10-09,2528.5235999999923,3041.5685999999037,162.184,259.59220000000846,385.83509999998887,312.1928999999881,318.17329999998805,205.3977999999987,162.184
2023-10-16,2976.9889999999673,3366.4553999999325,198.61739999999998,283.3991000000084,373.45459999998707,314.89479999998855,237.72209999999407,217.71989999999892,198.61739999999998
2023-10-23,3129.569899999977,3305.8959999998956,224.7644,283.6359000000082,434.9946999999896,315.1901999999862,266.3515999999918,163.14780000000002,224.7644
2023-10-30,3275.034999999987,3183.9802999999424,231.6842,259.22750000000707,354.45879999998675,362.00259999998303,210.26709999999485,153.38170000000005,231.6842
2023-11-06,2881.573099999997,3751.252099999935,203.6955,294.6170000000055,353.66109999998815,315.5229999999855,242.79589999999413,153.5743999999998,203.6955
2023-11-13,2392.515000000019,3771.732099999873,202.42079999999999,233.61780000000667,360.9952999999849,268.28749999999,250.4190999999947,254.53779999999847,202.42079999999999
2023-11-20,2894.236000000013,3774.2240999998735,237.399,234.90450000000723,365.96929999998923,288.5051999999878,224.75079999999616,211.28409999999974,237.399
2023-11-27,2761.569900000003,3940.7783999998633,229.8879,285.28180000000594,381.4598999999882,284.4105999999887,287.9413999999922,197.60009999999886,229.8879
2023-12-04,2810.7911000000026,3784.709799999868,212.01319999999998,272.5971000000079,343.1499999999895,256.35209999999137,253.30129999999457,156.84819999999988,212.01319999999998
2023-12-11,2925.917700000011,3919.993499999888,123.2119,243.29670000000718,332.4556999999901,252.49469999999212,237.87529999999364,171.34739999999962,123.2119
2023-12-18,2504.3592000000103,3837.5280999998713,133.56189999999998,251.49230000000512,341.91019999998827,246.72419999999147,244.90139999999494,150.51579999999993,133.56189999999998
2023-12-25,2214.431600000018,3283.706399999841,209.4134,235.63230000000726,359.31509999998616,249.1069999999915,263.693999999992,128.23710000000017,209.4134
2024-01-01,2680.0787999999934,3667.253699999878,162.3851,262.4480000000086,329.74619999998856,265.800099999989,234.6915999999939,147.9977000000003,162.3851
2024-01-08,2763.7437999999825,4423.001999999847,112.6247,303.2074000000073,339.2885999999893,271.45789999999096,316.0039999999879,257.1079999999983,112.6247
2024-01-15,2898.6783999999984,4238.014299999861,152.4299,287.7232000000079,348.2485999999897,334.9559999999854,286.5219999999926,210.72019999999947,152.4299
2024-01-22,2476.5068000000047,4116.636599999854,150.4573,272.5115000000068,304.13099999998815,255.3919999999908,275.114999999991,213.93349999999944,150.4573
2024-01-29,2398.6778000000036,4050.501299999798,164.0093,226.1795000000077,306.72559999998913,251.53099999999063,263.7923999999911,166.24099999999987,164.0093
2024-02-05,2884.789700000007,3928.073499999821,157.2791,277.4814000000074,331.64009999998945,352.0318999999926,304.875099999996,195.8152999999996,157.2791
2024-02-12,3182.9589999999776,3618.782499999863,170.0497,319.39620000000866,321.4565999999907,277.6475999999911,278.63289999999233,184.33599999999944,170.0497
2024-02-19,4052.2911999999815,3131.48499999988,166.92249999999999,264.0976000000055,373.690299999988,299.90799999998774,219.34879999999396,144.23950000000008,166.92249999999999
2024-02-26,4396.064199999968,2927.1141999998936,238.5513,253.45080000000763,479.37809999999035,311.5685999999857,212.12009999999515,136.48469999999986,238.5529
2024-03-04,3798.9491000000053,3277.9787999998925,314.9944,280.033800000007,563.3423999999972,349.20939999999,212.95129999999526,120.19810000000024,315.0056
2024-03-11,3307.336100000006,3364.8989999998626,314.56759999999997,253.00680000000847,488.49519999999114,276.7426999999898,227.18219999999593,159.25599999999963,314.5756
2024-03-18,3240.4230000000016,3251.123699999829,323.278,270.68660000000705,436.74939999998935,290.23299999998846,237.4111999999946,196.16009999999926,323.2836
2024-03-25,3563.8926999999903,2841.4334999999046,447.70459999999997,284.828000000007,714.1816000000084,331.30079999998526,242.0478999999937,167.60219999999975,447.71
2024-04-01,3880.891799999972,2554.859299999932,488.888,265.86570000000654,768.588100000015,329.431499999985,253.5120999999918,206.89809999999946,488.8892
2024-04-08,3268.4148999999816,2972.0324999999143,328.24080000000004,225.42070000000695,569.6392999999997,324.87689999998724,206.56489999999783,237.7148999999996,328.2452
2024-04-15,3472.9937999999975,3068.805199999887,486.1336,262.91960000000887,613.5123000000026,343.0551999999857,210.31039999999467,205.41699999999955,486.1424
2024-04-22,3543.385200000005,3028.9598999998657,472.5516,252.29000000000826,497.4538999999924,334.7172999999837,216.28369999999498,246.86389999999946,472.5568
2024-04-29,3520.4831999999965,2954.3248999998477,379.902,277.2145000000097,443.4267999999888,310.7007999999853,231.65339999999426,249.12059999999897,379.90880000000004
2024-05-06,3403.6640000000034,2886.1310999998277,355.116,216.80790000000746,444.1461999999873,294.773999999986,213.65269999999484,219.71099999999888,355.1164
2024-05-13,3322.511399999992,2913.171599999852,395.8216,290.75660000000846,457.92379999999025,312.75699999998443,220.64489999999648,211.0379999999993,395.8256
2024-05-20,3138.604600000008,3015.77459999985,293.898,229.69670000000878,336.1942999999884,279.3964999999863,216.94259999999346,164.4593999999999,293.9076
2024-05-27,3551.260399999974,2904.597599999879,368.2672,245.93190000000868,455.1955999999935,339.9385999999818,216.91159999999414,212.45489999999978,368.2732
2024-06-03,3304.7715999999728,3178.4361999998882,238.3268,309.3651000000084,400.18859999998097,326.9319999999839,253.14869999999004,176.68899999999982,238.3284
2024-06-10,3211.636499999987,3160.9057999999204,301.7972,146.13610000000537,346.238499999988,381.87719999998757,172.77019999999942,184.7360999999995,301.8016
2024-06-17,3196.104699999997,3231.515399999868,256.4048,0.0,469.1731999999937,398.26759999997927,120.54650000000217,235.57599999999857,256.40999999999997
2024-06-24,3143.406699999985,3302.660199999908,166.0128,0.0,407.75219999998507,429.8253999999781,122.1279000000012,263.47570000000013,166.0232
2024-07-01,3422.7406999999853,3334.632399999895,173.8212,0.0,428.8243999999865,429.12789999998097,97.38090000000251,225.25839999999926,173.8264
2024-07-08,3482.167299999994,3338.072999999887,118.8584,0.0,361.4498999999838,398.03739999998055,119.10160000000235,242.72629999999822,118.862
2024-07-15,3533.5443000000078,3434.228099999883,125.564,0.0,470.17959999998595,368.1442999999773,115.33940000000098,265.5502999999982,125.56880000000001
2024-07-22,3570.374300000004,3490.438799999903,111.1916,0.0,325.83839999998247,403.3716999999796,105.63070000000316,226.3474999999974,111.1952
2024-07-29,3608.5840000000076,3508.858599999855,133.6984,0.0,421.3120999999849,380.5698999999742,116.02330000000181,232.62019999999836,133.6952
2024-08-05,3264.48459999999,3550.5986999998963,145.1628,0.0,335.90559999998527,332.31299999997833,127.48190000000176,217.13079999999786,145.16
2024-08-12,3214.8787000000016,3412.6455999999157,217.728,0.0,354.70979999998315,414.2140999999728,121.65840000000209,234.96409999999736,217.7304
2024-08-19,3173.907199999999,3448.226399999901,154.3576,0.0,407.9930999999855,408.9023999999693,124.25410000000262,271.767299999998,154.3604
2024-08-26,3112.299399999989,3426.948199999883,139.32999999999998,0.0,350.30449999998484,433.0315999999802,141.74000000000174,252.90609999999873,139.32920000000001
2024-09-02,3175.694599999973,3488.346399999958,215.0736,0.0,387.61779999998475,409.88649999997136,125.86960000000262,206.96859999999919,215.074
2024-09-09,3433.223599999975,3321.7111999999393,175.8696,0.0,371.3898999999842,415.5793999999741,106.64920000000308,195.49979999999945,175.87079999999997
2024-09-16,3158.7224999999908,3287.2384999998876,176.5848,0.0,346.611299999984,310.6725999999815,173.17649999999927,242.7918999999985,176.582
2024-09-23,3360.456599999982,3089.9899999998834,191.106,0.0,357.44909999998515,502.0619999999865,127.24830000000148,229.88089999999872,191.1088
2024-09-30,3163.6127999999735,3330.025399999892,167.0468,0.0,385.04579999997935,509.9387999999812,144.95350000000124,224.34889999999902,167.05200000000002
2024-10-07,3170.8335999999763,3362.9390999998895,201.994,0.0,339.56039999998535,461.153299999972,146.42150000000123,261.0857999999982,202.0
2024-10-14,3052.3204999999816,3313.247599999905,202.1804,0.0,280.0385999999876,420.22079999998357,189.26739999999893,261.35349999999846,202.1876
2024-10-21,2974.3995999999856,3404.972699999928,219.8692,0.0,353.47549999998296,434.35819999997153,123.0079000000029,240.49829999999906,219.87359999999998
2024-10-28,2704.2787999999805,3608.430699999929,251.3544,0.0,280.563199999987,431.3101999999791,141.10610000000148,214.70479999999935,251.356
2024-11-04,2673.8724999999804,3591.134099999864,217.92239999999998,0.0,316.50639999998526,488.14139999997786,123.96470000000276,214.2398999999991,217.93040000000002
2024-11-11,2733.5136999999972,3852.372799999831,170.3956,0.0,389.68149999998343,472.3375999999757,125.71180000000246,203.9502999999994,170.398
2024-11-18,3077.0959999999977,3694.2555999998485,138.3392,0.0,455.0211999999818,501.27779999997625,128.76810000000214,219.60449999999898,138.34199999999998
2024-11-25,2801.3679999999854,3546.3386999998265,152.9644,0.0,416.18029999998004,490.23539999997865,112.83450000000241,239.78509999999855,152.96640000000002
2024-12-02,3404.9048999999955,3389.7340999998214,162.1012,0.0,418.08709999998104,532.2457999999809,135.18390000000176,213.35189999999864,162.1056
2024-12-09,3632.446999999985,3644.3516999997946,107.1688,0.0,343.332999999981,524.9719999999726,128.58120000000292,219.4109999999985,107.168
2024-12-16,3108.011300000028,3935.3359999997765,155.9384,0.0,406.1259999999832,435.0825999999763,135.95100000000207,201.75989999999894,155.938
2024-12-23,3288.255800000002,3194.1601999998334,195.1012,0.0,456.7362999999784,363.71059999997277,110.05520000000242,178.59039999999968,195.1028
2024-12-30,2980.086999999984,3537.7622999998057,218.0416,0.0,394.6576999999778,413.7269999999741,127.80020000000195,180.5321999999996,218.04639999999998
2025-01-06,3604.028699999967,4007.492799999884,162.40120000000002,0.0,377.9946999999813,427.3432999999692,149.9892000000006,204.43699999999936,162.40120000000002
2025-01-13,3398.472599999984,4373.0014999998975,111.504,0.0,403.6544999999781,447.4644999999749,128.33880000000266,188.8906999999997,111.5004
2025-01-20,3421.9821999999813,4353.915699999832,130.42,0.0,468.80829999998366,513.244899999983,121.59590000000134,247.60609999999855,130.41840000000002
2025-01-27,3857.2695999999837,4413.42269999985,145.3528,0.0,363.47619999998597,537.3238999999821,162.95430000000118,212.18569999999906,145.3572
2025-02-03,3318.8644999999738,4452.014799999837,179.56,0.0,413.02769999998105,387.62569999997584,170.98809999999932,238.61369999999863,179.56279999999998
2025-02-10,3241.9476999999742,4446.099699999906,204.5752,0.0,383.43689999997514,456.74049999997595,138.92010000000144,175.59509999999995,204.5736
2025-02-17,3136.963699999987,4136.3672999998125,219.996,0.0,390.61829999997707,406.73589999997114,136.2496000000027,164.31130000000016,220.0
2025-02-24,3258.689099999967,4259.528599999835,197.9784,0.0,387.95419999997773,417.1297999999756,153.48740000000095,167.52019999999968,197.978
2025-03-03,3365.981399999975,4189.007599999854,212.54160000000002,0.0,391.09509999998704,458.62059999997797,169.85110000000032,202.3295999999995,212.5464
2025-03-10,3286.6700999999575,4466.032199999878,197.20159999999998,0.0,322.7594999999813,475.7274999999773,167.48979999999986,206.93019999999956,197.2048
2025-03-17,3858.227999999972,4014.3581000002487,351.04999999999995,0.0,442.46010000004236,475.10455000003446,130.47802499999858,119.69222499999985,351.04999999999995
2025-03-24,3756.734899999984,3978.474100000413,301.6416,0.0,439.23730000006526,499.11565000004975,136.4973749999936,127.46602499999959,301.6424
2025-03-31,3324.198399999979,3783.4905000005247,293.69759999999997,0.0,473.643225000048,438.9643250000489,155.58535000000052,116.28747499999992,293.702
2025-04-07,3356.85769999997,3674.7776000006083,336.7656,0.0,458.151525000079,423.8222250000864,150.82797499999862,139.22094999999914,336.7676
2025-04-14,3598.023199999956,3269.6438000004473,441.0096,0.0,455.99105000003107,488.5973250000656,149.77387499999915,141.91772499999928,441.014
2025-04-21,3342.844999999987,3564.9472000002916,349.3028,0.0,546.0376250000322,417.1085250000838,141.8993499999957,175.53889999999814,349.304
2025-04-28,3091.1736999999766,3238.0906000002783,603.4256,0.0,471.6829500000422,337.76610000003643,164.68690000000794,172.8550000000028,603.4295999999999
2025-05-05,3271.4425999999776,3292.0426000005573,511.3692,0.0,516.196325000054,470.44682500004234,154.28215000000165,157.75932499999914,511.3716
2025-05-12,3206.863299999992,3496.9109000003787,551.9852,0.0,523.5827500000589,394.941425000051,126.92467499999414,143.92974999999979,551.9892
2025-05-19,3519.965999999988,3346.5086000003985,608.8124,0.0,502.09707500008284,440.9419000000328,122.2450999999939,113.3415249999988,608.8199999999999
2025-05-26,3446.414999999971,3349.707000000566,499.8144,0.0,515.9959250001065,394.04647500008895,127.4721749999911,142.97759999999846,499.826
2025-06-02,3300.044899999976,3534.237900000711,487.2536,0.0,452.44090000008754,505.2832000000588,139.47564999999483,124.3120499999979,487.262
2025-06-09,3272.7510999999736,3670.11070000069,471.1344,0.0,572.7726500000609,436.39395000007426,171.23069999999987,152.74825000000206,471.14
2025-06-16,3455.4871999999564,3835.0655000010006,354.562,0.0,560.5618000000791,460.52325000010035,157.91124999999911,159.4464249999985,354.5688
2025-06-23,3620.2391999999545,3840.034700000896,285.442,0.0,495.61732500010544,431.115575000116,144.44672499999743,140.86532499999868,285.4508
2025-06-30,3829.163799999951,4074.541800000524,181.7024,0.0,439.7161000001016,546.1907500000532,150.23039999999614,199.75332500000573,181.7112
2025-07-07,3759.603299999947,3947.2939000006622,131.178,0.0,401.0943750000772,501.7144500000885,134.5290749999919,170.62017500000627,131.1776
2025-07-14,3637.2042999999417,4034.219200000782,105.1472,0.0,418.4541500000729,356.82582500008454,164.50745000000143,173.5815500000018,105.14519999999999
2025-07-21,3848.679399999952,3817.7062000005294,120.0112,0.0,362.2408750000669,497.39615000005875,126.53074999999065,129.28719999999817,120.01
2025-07-28,4020.175899999954,3670.7480000005417,139.152,0.0,567.433525000063,391.5615500000776,112.28857499998945,125.66289999999756,139.1552
2025-08-04,3504.2707999999825,3718.214900000636,200.9184,0.0,592.9022750000637,397.4791500001039,127.2120999999866,151.04937500000162,200.92079999999999
2025-08-11,3443.709999999971,3711.905000000732,159.06959999999998,0.0,571.9428500000861,416.9681250001043,142.67479999999048,167.23040000000452,159.0708
2025-08-18,3453.2283999999927,3705.9473000004955,289.8116,0.0,462.60167500009715,444.8729000000889,127.39642499998915,147.3422499999999,289.822
2025-08-25,3428.827599999974,3697.8397000006844,267.2452,0.0,531.6199000001117,422.5604000000963,151.5176249999988,152.8422500000003,267.2532
2025-09-01,3469.3878999999783,3581.3919000006504,309.8356,0.0,570.5672000000732,416.3444750001035,144.51859999999434,134.76192500000087,309.8412
2025-09-08,3236.1611999999923,3710.745600000769,278.3628,0.0,566.8647750000941,415.00745000009204,136.4696499999967,141.5067499999988,278.3696
2025-09-15,3481.2400999999822,3568.866900000804,287.9748,0.0,554.4160000001085,389.0758000000993,127.88734999999208,129.15739999999678,287.9852
2025-09-22,3555.80679999998,3310.9655000006233,299.66159999999996,0.0,524.1895500001243,405.4364750001022,141.63232499999037,142.85277499999904,299.6644
2025-09-29,3330.662075000037,3364.3760750006522,335.05719999999997,0.0,531.8224500000663,401.02425000010544,123.28817499999138,158.78622500000313,335.0661
2025-10-06,3343.6235249999413,3411.2629000006955,365.8952,0.0,428.6937000000744,434.71727500010155,135.52539999998916,159.0214000000013,365.9378
2025-10-13,3376.555800000056,3212.7274250007217,234.5404,0.0,420.792050000073,449.60007500009306,142.4382249999892,165.54687500000313,234.5298
2025-10-20,3528.2677500000727,3343.2908500003923,585.7128,0.0,562.314175000051,480.83675000010186,169.4515249999996,230.81782500001242,585.7778
2025-10-27,3286.301775000113,3366.141850000382,497.897,0.0,356.879450000048,533.5623000000945,146.25779999999463,185.89257500000198,497.9085
2025-11-03,3564.087725000053,3485.2248000004474,512.1007,0.0,490.3538500000773,419.45257500008836,131.02102499999086,205.1486000000058,512.0982
2025-11-10,3673.2627750000706,3519.0601750003834,538.1276,0.0,362.7617000000746,446.5497000000854,143.8634749999908,205.6653250000049,538.1344
2025-11-17,3699.14160000006,3850.661525000389,539.5829,0.0,474.48812500007796,415.52215000009903,161.0473999999957,214.30105000000881,539.5907
2025-11-24,3741.9770750000025,4017.1545500005777,561.327,0.0,365.8978750000591,476.4631000000703,142.5023749999924,158.56867499999979,561.3902
2025-12-01,3805.7240249999973,4018.1770750006604,600.8733,0.0,524.8034000000719,384.946725000093,159.39259999999453,216.1951000000116,600.8806
2025-12-08,3027.267150000027,4118.553025000689,559.3054,0.0,426.42495000005425,456.20247500007025,148.11154999999334,187.0705500000047,559.3245
2025-12-15,3107.726075000034,4262.797850000651,567.7981,0.0,550.2130500000751,425.80930000007675,169.2583249999942,171.08897499999918,567.8042
2025-12-22,3447.8056999999135,3736.453775001023,526.005,0.0,514.896250000093,382.28990000009696,148.59504999999157,213.26757500001207,526.008
2025-12-29,2974.4369500000885,4070.6612250007443,526.1543,0.0,409.52947500006894,450.48490000011736,156.25334999998967,205.31015000001207,526.1671
2026-01-05,2951.760225000035,3217.6520250002445,449.8079,0.0,418.7383750000539,329.3092000000862,138.15002500000006,140.44962500000673,449.8141
2026-01-12,0.0,0.0,540.3967,0.0,0.0,0.0,0.0,0.0,540.4013
2026-01-19,0.0,0.0,514.3441,0.0,0.0,0.0,0.0,0.0,514.3487
2026-01-26,0.0,0.0,619.151,0.0,0.0,0.0,0.0,0.0,619.1617
2026-02-02,0.0,0.0,727.9334,0.0,0.0,0.0,0.0,0.0,727.9440999999999
2026-02-09,0.0,0.0,917.154,0.0,0.0,0.0,0.0,0.0,917.1611
2026-02-16,0.0,0.0,916.948,0.0,0.0,0.0,0.0,0.0,916.9535999999999
2026-02-23,0.0,0.0,778.2585,0.0,0.0,0.0,0.0,0.0,778.2646
2026-03-02,0.0,0.0,685.6564,0.0,0.0,0.0,0.0,0.0,685.66
2026-03-09,0.0,0.0,689.029,0.0,0.0,0.0,0.0,0.0,689.035
2026-03-16,0.0,0.0,577.2273,0.0,0.0,0.0,0.0,0.0,577.2337
2026-03-23,0.0,0.0,715.2171,0.0,0.0,0.0,0.0,0.0,715.2239999999999
2026-03-30,0.0,0.0,752.037,0.0,0.0,0.0,0.0,0.0,752.0443
2026-04-06,0.0,0.0,561.5974,0.0,0.0,0.0,0.0,0.0,561.6073
2026-04-13,0.0,0.0,406.998,0.0,0.0,0.0,0.0,0.0,407.0023
2026-04-20,0.0,0.0,358.22769999999997,0.0,0.0,0.0,0.0,0.0,358.2338
2026-04-27,0.0,0.0,406.7523,0.0,0.0,0.0,0.0,0.0,406.7589
2026-05-04,0.0,0.0,412.4705,0.0,0.0,0.0,0.0,0.0,412.4753
2026-05-11,0.0,0.0,364.8633,0.0,0.0,0.0,0.0,0.0,364.8648
2026-05-18,0.0,0.0,23.597,0.0,0.0,0.0,0.0,0.0,23.597
