firm,tech,hour_class,regime,gwh,gwh_sa
OTH,CCGT,Flat,MTU15IDA_pre,0.102475,
OTH,CCGT,Flat,preIDA,0.06543108108108107,
OTH,CCGT,Midday,3sess,0.11864923076923077,
OTH,CCGT,Midday,DA15_ID15,0.15159375000000003,
OTH,CCGT,Midday,ISP15win,0.1602714285714286,
OTH,CCGT,Midday,MTU15IDA_post,0.08526029411764706,
OTH,CCGT,Midday,MTU15IDA_pre,0.021541666666666664,
OTH,CCGT,Midday,preIDA,0.06553878787878788,
OTH,Hydro,Critical,3sess,0.0023842105263157895,
OTH,Hydro,Critical,DA15_ID15,0.0019229452054794522,
OTH,Hydro,Critical,ISP15win,0.002969565217391304,
OTH,Hydro,Critical,MTU15IDA_post,0.0007073529411764706,
OTH,Hydro,Critical,MTU15IDA_pre,0.004385,
OTH,Hydro,Critical,preIDA,0.010195774647887323,
OTH,Hydro,Flat,3sess,0.0009173913043478262,
OTH,Hydro,Flat,DA15_ID15,0.00034571428571428573,
OTH,Hydro,Flat,ISP15win,0.0005714285714285715,
OTH,Hydro,Flat,MTU15IDA_post,0.00030576923076923077,
OTH,Hydro,Flat,MTU15IDA_pre,0.014425,
OTH,Hydro,Flat,preIDA,0.01158148148148148,
OTH,Hydro,Midday,3sess,0.0004580645161290323,
OTH,Hydro,Midday,DA15_ID15,0.0004389423076923077,
OTH,Hydro,Midday,ISP15win,0.0004411764705882353,
OTH,Hydro,Midday,MTU15IDA_post,0.001269642857142857,
OTH,Hydro,Midday,MTU15IDA_pre,0.0004,
OTH,Hydro,Midday,preIDA,0.017545454545454545,
OTH,Hydro_pump,Critical,DA15_ID15,0.0026000000000000003,
OTH,Hydro_pump,Flat,ISP15win,0.0005,
OTH,Hydro_pump,Flat,preIDA,0.02,
OTH,Hydro_pump,Midday,DA15_ID15,0.005925,
OTH,Nuclear,Critical,3sess,0.39,
OTH,Nuclear,Critical,DA15_ID15,1.2989583333333332,
OTH,Nuclear,Critical,ISP15win,0.049800000000000004,
OTH,Nuclear,Critical,MTU15IDA_post,0.36813750000000006,
OTH,Nuclear,Critical,preIDA,0.24108000000000002,
OTH,Nuclear,Flat,DA15_ID15,0.7807375000000001,
OTH,Nuclear,Flat,preIDA,0.08751666666666667,
OTH,Nuclear,Midday,3sess,0.20124999999999998,
OTH,Nuclear,Midday,DA15_ID15,0.130875,
OTH,Nuclear,Midday,ISP15win,0.31534999999999996,
OTH,Nuclear,Midday,MTU15IDA_post,0.014225,
OTH,Nuclear,Midday,preIDA,0.0891,
OTH,Other,Critical,3sess,4.094270000000001,
OTH,Other,Critical,DA15_ID15,2.7325420833333336,
OTH,Other,Critical,ISP15win,3.3185685185185188,
OTH,Other,Critical,MTU15IDA_post,2.376086129032259,
OTH,Other,Critical,MTU15IDA_pre,1.835841875000001,
OTH,Other,Critical,preIDA,3.66499687150838,
OTH,Other,Flat,3sess,0.8445505882352942,
OTH,Other,Flat,DA15_ID15,0.38224812500000027,
OTH,Other,Flat,ISP15win,0.5545092592592593,
OTH,Other,Flat,MTU15IDA_post,0.314755806451613,
OTH,Other,Flat,MTU15IDA_pre,0.27565999999999996,
OTH,Other,Flat,preIDA,0.7049091620111732,
OTH,Other,Midday,3sess,1.3341658823529414,
OTH,Other,Midday,DA15_ID15,0.8807120833333336,
OTH,Other,Midday,ISP15win,1.0873435185185185,
OTH,Other,Midday,MTU15IDA_post,0.9182954838709679,
OTH,Other,Midday,MTU15IDA_pre,0.6658862500000002,
OTH,Other,Midday,preIDA,1.2043559776536312,
OTH,Solar_PV,Critical,3sess,0.5286917647058823,
OTH,Solar_PV,Critical,DA15_ID15,0.20602291666666667,
OTH,Solar_PV,Critical,ISP15win,0.23874166666666666,
OTH,Solar_PV,Critical,MTU15IDA_post,0.46702403225806466,
OTH,Solar_PV,Critical,MTU15IDA_pre,0.302760625,
OTH,Solar_PV,Critical,preIDA,0.629000782122905,
OTH,Solar_PV,Flat,3sess,0.03757761194029851,
OTH,Solar_PV,Flat,DA15_ID15,0.009900806451612903,
OTH,Solar_PV,Flat,ISP15win,0.03447727272727273,
OTH,Solar_PV,Flat,MTU15IDA_post,0.015369375,
OTH,Solar_PV,Flat,MTU15IDA_pre,0.005228125000000001,
OTH,Solar_PV,Flat,preIDA,0.09554967320261437,
OTH,Solar_PV,Midday,3sess,0.5142864705882353,
OTH,Solar_PV,Midday,DA15_ID15,0.36776208333333354,
OTH,Solar_PV,Midday,ISP15win,0.429924074074074,
OTH,Solar_PV,Midday,MTU15IDA_post,0.3418245161290323,
OTH,Solar_PV,Midday,MTU15IDA_pre,0.30205312500000014,
OTH,Solar_PV,Midday,preIDA,0.4636149888143176,
OTH,Wind,Critical,3sess,1.0766099999999998,
OTH,Wind,Critical,DA15_ID15,0.9359043750000005,
OTH,Wind,Critical,ISP15win,0.7851249999999999,
OTH,Wind,Critical,MTU15IDA_post,0.5184659677419354,
OTH,Wind,Critical,MTU15IDA_pre,0.30973124999999996,
OTH,Wind,Critical,preIDA,0.682812625698324,
OTH,Wind,Flat,3sess,0.15049294117647058,
OTH,Wind,Flat,DA15_ID15,0.12995604166666666,
OTH,Wind,Flat,ISP15win,0.1317611111111111,
OTH,Wind,Flat,MTU15IDA_post,0.08098161290322581,
OTH,Wind,Flat,MTU15IDA_pre,0.04172105263157895,
OTH,Wind,Flat,preIDA,0.12273269876819709,
OTH,Wind,Midday,3sess,0.35680882352941173,
OTH,Wind,Midday,DA15_ID15,0.26563000000000003,
OTH,Wind,Midday,ISP15win,0.2650435185185185,
OTH,Wind,Midday,MTU15IDA_post,0.16324241935483869,
OTH,Wind,Midday,MTU15IDA_pre,0.16056499999999999,
OTH,Wind,Midday,preIDA,0.29129754189944135,
REP,CCGT,Critical,3sess,0.23540555555555556,0.2920254780101628
REP,CCGT,Critical,DA15_ID15,0.08515344827586209,0.06970911231417827
REP,CCGT,Critical,ISP15win,0.19322307692307694,0.2148807284163173
REP,CCGT,Critical,MTU15IDA_post,0.10913947368421055,0.0807276542202122
REP,CCGT,Critical,MTU15IDA_pre,0.045660714285714284,0.04594231265557845
REP,CCGT,Critical,preIDA,0.15039026845637582,
REP,CCGT,Flat,3sess,0.2715416666666667,
REP,CCGT,Flat,DA15_ID15,0.12884166666666666,
REP,CCGT,Flat,ISP15win,0.27433749999999996,
REP,CCGT,Flat,MTU15IDA_post,0.12744999999999995,
REP,CCGT,Flat,MTU15IDA_pre,0.12007500000000006,
REP,CCGT,Flat,preIDA,0.12633827160493827,
REP,CCGT,Midday,3sess,0.1939681818181818,
REP,CCGT,Midday,DA15_ID15,0.014025000000000003,
REP,CCGT,Midday,ISP15win,0.15689999999999998,
REP,CCGT,Midday,MTU15IDA_post,0.07675,
REP,CCGT,Midday,MTU15IDA_pre,0.011587499999999997,
REP,CCGT,Midday,preIDA,0.10078163265306123,
REP,Hydro,Critical,3sess,0.07846530612244898,0.10512217499345765
REP,Hydro,Critical,DA15_ID15,0.04560394736842105,0.06742294552690192
REP,Hydro,Critical,ISP15win,0.06745454545454545,0.059975691533343735
REP,Hydro,Critical,MTU15IDA_post,0.03769711538461539,0.027248778170156834
REP,Hydro,Critical,MTU15IDA_pre,0.06592499999999998,0.05180424630068998
REP,Hydro,Critical,preIDA,0.03785077720207254,
REP,Hydro,Flat,3sess,0.0341,
REP,Hydro,Flat,DA15_ID15,0.019362499999999998,
REP,Hydro,Flat,ISP15win,0.011144444444444445,
REP,Hydro,Flat,MTU15IDA_post,0.008816666666666667,
REP,Hydro,Flat,MTU15IDA_pre,0.02279375,
REP,Hydro,Flat,preIDA,0.0219375,
REP,Hydro,Midday,3sess,0.04425454545454546,
REP,Hydro,Midday,DA15_ID15,0.022087500000000006,
REP,Hydro,Midday,ISP15win,0.09172857142857142,
REP,Hydro,Midday,MTU15IDA_post,0.021400000000000002,
REP,Hydro,Midday,preIDA,0.02608918918918919,
REP,Hydro_pump,Critical,3sess,0.1218,0.1548675228755168
REP,Hydro_pump,Critical,DA15_ID15,0.10608560606060607,0.14841485868046167
REP,Hydro_pump,Critical,ISP15win,0.14945666666666665,0.08477215187711161
REP,Hydro_pump,Critical,MTU15IDA_post,0.06587602040816329,0.05263706203046001
REP,Hydro_pump,Critical,MTU15IDA_pre,0.09498823529411766,0.08632103005607589
REP,Hydro_pump,Critical,preIDA,0.10763494318181817,
REP,Hydro_pump,Flat,3sess,0.10074705882352941,
REP,Hydro_pump,Flat,DA15_ID15,0.151825,
REP,Hydro_pump,Flat,ISP15win,0.10536999999999999,
REP,Hydro_pump,Flat,MTU15IDA_post,0.06268500000000006,
REP,Hydro_pump,Flat,MTU15IDA_pre,0.043584375,
REP,Hydro_pump,Flat,preIDA,0.06730631578947369,
REP,Hydro_pump,Midday,3sess,0.1800076923076923,0.18136033246828895
REP,Hydro_pump,Midday,DA15_ID15,0.06709749999999999,0.2098876589631083
REP,Hydro_pump,Midday,ISP15win,0.15953157894736839,0.12923365817826676
REP,Hydro_pump,Midday,MTU15IDA_post,0.05871250000000001,0.06260530131906246
REP,Hydro_pump,Midday,MTU15IDA_pre,0.0728142857142857,0.051112668257402565
REP,Hydro_pump,Midday,preIDA,0.14212825112107622,
REP,Other,Critical,3sess,0.09488095238095237,
REP,Other,Critical,DA15_ID15,0.132346875,
REP,Other,Critical,ISP15win,0.03336,
REP,Other,Critical,MTU15IDA_post,0.047249999999999986,
REP,Other,Critical,preIDA,0.1053329355608592,
REP,Other,Flat,3sess,0.020499999999999997,
REP,Other,Flat,DA15_ID15,0.0620625,
REP,Other,Flat,ISP15win,0.0023,
REP,Other,Flat,preIDA,0.03410697674418604,
REP,Other,Midday,3sess,0.04351428571428572,
REP,Other,Midday,DA15_ID15,0.25381250000000016,
REP,Other,Midday,ISP15win,0.027200000000000002,
REP,Other,Midday,MTU15IDA_post,0.16367500000000001,
REP,Other,Midday,preIDA,0.040756765676567656,
REP,Solar_PV,Critical,3sess,0.062445454545454554,
REP,Solar_PV,Critical,MTU15IDA_post,0.0844625,
REP,Solar_PV,Critical,preIDA,0.031747058823529406,
REP,Solar_PV,Flat,3sess,0.038,
REP,Solar_PV,Midday,3sess,0.06276999999999999,
REP,Solar_PV,Midday,DA15_ID15,0.036875000000000005,
REP,Solar_PV,Midday,ISP15win,0.04,
REP,Solar_PV,Midday,MTU15IDA_post,0.08975000000000001,
REP,Solar_PV,Midday,MTU15IDA_pre,0.000675,
REP,Solar_PV,Midday,preIDA,0.0394076923076923,
REP,Wind,Critical,3sess,0.08265555555555557,
REP,Wind,Critical,DA15_ID15,0.11897142857142858,
REP,Wind,Critical,ISP15win,0.02854,
REP,Wind,Critical,MTU15IDA_post,0.061700000000000005,
REP,Wind,Critical,MTU15IDA_pre,0.056074999999999986,
REP,Wind,Critical,preIDA,0.04166162790697674,
REP,Wind,Flat,3sess,0.036899999999999995,
REP,Wind,Flat,DA15_ID15,0.025462499999999996,
REP,Wind,Flat,ISP15win,0.03,
REP,Wind,Flat,preIDA,0.0220875,
REP,Wind,Midday,3sess,0.0475,
REP,Wind,Midday,DA15_ID15,0.086025,
REP,Wind,Midday,ISP15win,0.05825,
REP,Wind,Midday,MTU15IDA_post,0.046825,
REP,Wind,Midday,preIDA,0.037631578947368426,
