firm,pre-IDA,3-sess,ISP15-win,DA60/ID15,DA15/ID15
GE,50.02324074074074,375.0,204.9546296296296,-90.59799465240643,50.99459459459459
IB,715.0780028261894,827.2177514792899,931.2907407407407,360.8253865979381,518.4960176991151
GN,806.8106946983547,1155.0005917159763,1252.0972222222222,760.9485677083334,1558.1988839285714
HC,82.76786279683378,395.7678787878788,398.381,298.40797297297297,426.4422330097088
