term,coef,se,t,p
Big4,46.9816824943185,0.3088582963356183,152.11403757555615,0.0
Big4×3-sess,-20.63091839103155,0.7783859731864661,-26.50474070925905,8.546449750280607e-155
Big4×ISP15-win,-32.757373924417536,0.9024722664563235,-36.297374603037596,1.7798176239767538e-288
Big4×DA60/ID15,-30.297864415556,0.8681834223496221,-34.897999242555095,7.972546752369463e-267
Big4×DA15/ID15,-25.50826095612546,1.0079923130498947,-25.306007422759805,2.74314100205324e-141
vre_GWh,-0.08758159366536344,0.0016334618078756688,-53.61716646394326,0.0
q1_DA_GWh,-0.2394800081346357,0.00913333280644565,-26.220440359474026,1.5539853497846525e-151
q1_bilat_GWh,0.10934595739139383,0.003977814592876898,27.48895274988443,2.379687576803663e-166
