firm,pre-IDA,3-sess,DA60/ID15
GE,112.89908514879681,124.25160243407709,94.85255360848514
IB,285.55700472555435,213.82417247386758,100.89475124970245
GN,529.1534515493462,221.96566336633666,244.22847642079807
HC,91.0998911900185,73.64624885635865,73.32986282578875
