spec,n,n_clusters,pre_mean,post_mean,beta_pp,se_pp,p,rsq
A_IDA_reform_piece,6829,1071,0.867320368930363,0.5584170180707394,-31.582793958917648,0.5193757617708828,0.0,0.15422281658964976
B_reforzada_incremental,1716,262,0.5584170180707394,0.5218423790478044,1.840876807455748,0.9639416531744615,0.056166848398256905,0.30121997465006334
