regime_cat,p_da_mean,p_ida_mean,p_ida_last_mean,wedge_mean_sess,wedge_last_sess,wedge_median_mean_sess,n
pre-IDA,80.93581804997966,79.95643402661102,79.84369877792122,0.9793840233686456,1.0921192720584334,0.41166666666666174,56543
3-sess,79.2751629502573,78.33232786081842,78.12120803724578,0.9428350894388631,1.1539549130115168,0.6633333333333411,4081
ISP15-win,99.80698302469136,99.31720871913579,98.69336033950617,0.4897743055555555,1.1136226851851851,0.8641666666666623,2592
DA60/ID15,50.99266552389115,49.7435168916506,49.59084101135633,1.2491486322405543,1.401824512534819,0.8858333333333333,4667
DA15/ID15,55.79972562285223,54.368388011884306,54.010067117697595,1.4313376109679266,1.7896585051546392,0.6816666666666678,4656
