firm_group,month,units_in_month,within_unit_tpp_unweighted,within_unit_tpp_weighted,firm_total_rows,sum_unit_active_cells
HC,2022-06-01,9,5.330680538097798,5.472248895717303,28494.0,5207.0
HC,2022-07-01,9,5.588470728793309,5.53363836637858,32654.0,5901.0
HC,2022-08-01,8,5.469422043010753,5.451736111111111,31402.0,5760.0
HC,2022-09-01,9,5.32881906987894,5.326678445229682,30149.0,5660.0
HC,2022-10-01,8,5.367470016620899,5.407247936849659,30140.0,5574.0
HC,2022-11-01,8,5.408680555555555,5.3999295278365045,30650.0,5676.0
HC,2022-12-01,8,5.273833907332934,5.262415054887611,30201.0,5739.0
HC,2023-01-01,9,5.2012985820429165,5.207700851536468,28132.0,5402.0
HC,2023-02-01,8,5.4343377976190474,5.410658914728682,27919.0,5160.0
HC,2023-03-01,8,5.279609690444145,5.273744911804613,31094.0,5896.0
HC,2023-04-01,9,5.362500000000001,5.3134669479606185,30223.0,5688.0
HC,2023-05-01,8,4.866070350241546,5.505731922398589,24974.0,4536.0
HC,2023-06-01,8,5.639583333333333,5.63655462184874,32196.0,5712.0
HC,2023-07-01,8,5.707847968936679,5.7634297520661155,33474.0,5808.0
HC,2023-08-01,8,5.564660965888024,6.196317829457365,31973.0,5160.0
HC,2023-09-01,7,6.222167487684729,6.237838915470494,31289.0,5016.0
HC,2023-10-01,7,6.098684732935207,6.1635485817742905,30639.0,4971.0
HC,2023-11-01,8,5.443278769841269,5.66007326007326,30904.0,5460.0
HC,2023-12-01,9,5.394718361162107,5.344182941078284,32017.0,5991.0
HC,2024-01-01,8,5.61760752688172,5.61760752688172,33436.0,5952.0
HC,2024-02-01,6,6.7430555555555545,6.750481695568401,28028.0,4152.0
HC,2024-03-01,6,6.738447734410049,6.758875057630244,29320.0,4338.0
HC,2024-04-01,6,6.754166666666667,6.754166666666666,29178.0,4320.0
HC,2024-05-01,6,6.743055555555556,6.763581952117864,29381.0,4344.0
HC,2024-06-01,6,6.7625,6.779829545454546,28638.0,4224.0
HC,2024-07-01,7,6.655289565281789,6.761280284507668,30419.0,4499.0
HC,2024-08-01,6,6.763888888888889,6.763888888888889,30194.0,4464.0
HC,2024-09-01,6,6.763888888888889,6.772471910112359,28932.0,4272.0
HC,2024-10-01,7,6.622768907256686,6.76039741219963,29259.0,4328.0
HC,2024-11-01,6,6.763888888888889,6.785714285714286,28500.0,4200.0
HC,2024-12-01,7,6.464285714285714,6.597933302019728,28094.0,4258.0
HC,2025-01-01,6,6.430555555555556,6.454007285974499,28346.0,4392.0
HC,2025-02-01,7,6.3690476190476195,6.58008658008658,24320.0,3696.0
HC,2025-03-01,6,5.9612075274604,5.9699863574351975,26256.0,4398.0
HC,2025-04-01,6,5.631473499361431,5.929089026915114,22910.0,3864.0
HC,2025-05-01,6,5.765951623202736,5.969785575048733,24500.0,4104.0
HC,2025-06-01,7,5.793009031198686,5.942,23768.0,4000.0
HC,2025-07-01,6,6.618364540847856,6.70184630738523,26861.0,4008.0
HC,2025-08-01,5,6.165967741935484,6.174242424242424,22820.0,3696.0
HC,2025-09-01,5,6.2854709854573745,6.208692528735632,17285.0,2784.0
HC,2025-10-01,5,6.286510124564953,6.464479025710419,76436.0,11824.0
HC,2025-11-01,4,4.632142857142857,4.656779661016949,52752.0,11328.0
HC,2025-12-01,4,5.6035058243727605,5.49890350877193,60180.0,10944.0
HC,2026-01-01,4,6.677083333333333,6.553571428571429,22020.0,3360.0
IB,2018-01-01,21,4.2776497695852544,4.485095957533687,65904.0,14694.0
IB,2018-02-01,21,4.163188993546136,4.337227589305774,57915.0,13353.0
IB,2018-03-01,21,4.495039620207858,4.859916281755196,67339.0,13856.0
IB,2018-04-01,19,4.743984815512781,4.843760077394389,60082.0,12404.0
IB,2018-05-01,19,4.437789946685909,4.768523122824465,57537.0,12066.0
IB,2018-06-01,20,4.597708333333333,4.827961195431075,61711.0,12782.0
IB,2018-07-01,21,4.571966205837174,4.734953703703703,69547.0,14688.0
IB,2018-08-01,21,3.8711064174773857,3.8716615305598356,60305.0,15576.0
IB,2018-09-01,21,4.240847230594066,4.2582995951417,63108.0,14820.0
IB,2018-10-01,21,4.28154952829161,4.330529007941849,64343.0,14858.0
IB,2018-11-01,21,4.365796454351464,4.636535838763449,61193.0,13198.0
IB,2018-12-01,20,4.674924516908213,4.775925925925926,67054.0,14040.0
IB,2019-01-01,22,4.366826153989843,4.741046446558478,67778.0,14296.0
IB,2019-02-01,20,4.725468964593011,4.741889763779527,60222.0,12700.0
IB,2019-03-01,21,4.064594552385673,4.354691588785046,58244.0,13375.0
IB,2019-04-01,21,3.789189480556507,3.915983606557377,55419.0,14152.0
IB,2019-05-01,20,3.8566546162402675,3.882975719932242,55014.0,14168.0
IB,2019-06-01,22,3.756419615175804,3.7987585102122545,56913.0,14982.0
IB,2019-07-01,21,3.9415545405193493,3.9489509118243022,60415.0,15299.0
IB,2019-08-01,22,3.932032013685239,3.937088,61517.0,15625.0
IB,2019-09-01,21,3.959522459639589,3.9639397201291713,58920.0,14864.0
IB,2019-10-01,21,4.00763131809323,4.028236083165661,60061.0,14910.0
IB,2019-11-01,22,4.21233208039474,4.5872754373578095,58474.0,12747.0
IB,2019-12-01,23,3.8510861444942184,4.30414681983749,61446.0,14276.0
IB,2020-01-01,20,4.0632057290730685,4.144926486564786,57229.0,13807.0
IB,2020-02-01,22,3.8239662182966914,4.337850689491203,54735.0,12618.0
IB,2020-03-01,22,4.063113624648604,4.448838896952105,61305.0,13780.0
IB,2020-04-01,22,4.235732323232323,4.415794735088304,66259.0,15005.0
IB,2020-05-01,22,4.290482748720954,4.548951525054466,66815.0,14688.0
IB,2020-06-01,22,4.208840560780216,4.552048646300854,62882.0,13814.0
IB,2020-07-01,18,4.264146707808228,4.313714902807775,55923.0,12964.0
IB,2020-08-01,18,4.177510839261901,4.20544496026438,53447.0,12709.0
IB,2020-09-01,18,3.6059430026799455,3.6027042344749414,44497.0,12351.0
IB,2020-10-01,19,3.5825258856534554,3.9845049130763415,42172.0,10584.0
IB,2020-11-01,18,3.9799016385115524,4.269821699544765,45021.0,10544.0
IB,2020-12-01,18,4.306039675428116,4.537571780147662,55313.0,12190.0
IB,2021-01-01,18,4.173615394310761,4.496408690967858,50081.0,11138.0
IB,2021-02-01,17,3.934902691674707,4.389060338405875,41244.0,9397.0
IB,2021-03-01,18,3.774248088596387,3.939737421511865,48313.0,12263.0
IB,2021-04-01,18,3.935721215247077,4.059349391606655,49041.0,12081.0
IB,2021-05-01,17,4.5497534074856585,4.897189280044822,52444.0,10709.0
IB,2021-06-01,18,6.533516731209947,6.667207298530157,65772.0,9865.0
IB,2021-07-01,18,6.13405183494913,6.054725597956498,78221.0,12919.0
IB,2021-08-01,18,7.204460094055199,7.190037039836723,95117.0,13229.0
IB,2021-09-01,18,6.986309523809524,6.967195273631841,89626.0,12864.0
IB,2021-10-01,18,6.3047640852275695,6.122817955112219,68747.0,11228.0
IB,2021-11-01,18,6.468507697752537,6.646416550365323,80960.0,12181.0
IB,2021-12-01,18,6.779833020424419,7.049141221374046,88650.0,12576.0
IB,2022-01-01,18,6.826223829436195,7.109015910430171,84448.0,11879.0
IB,2022-02-01,19,6.2614320889944155,6.5324629808113555,74555.0,11413.0
IB,2022-03-01,19,6.016313096537429,6.353094411114619,80481.0,12668.0
IB,2022-04-01,20,5.833885416666667,5.87727442905279,78491.0,13355.0
IB,2022-05-01,20,5.75397207949927,5.726994625878462,69268.0,12095.0
IB,2022-06-01,18,6.275937321850579,6.2274870155813025,77937.0,12515.0
IB,2022-07-01,18,6.046892426893775,6.039921663151552,80186.0,13276.0
IB,2022-08-01,18,6.308014735165273,6.301651651651651,83938.0,13320.0
IB,2022-09-01,18,6.114359833971903,5.848559266535691,71446.0,12216.0
IB,2022-10-01,18,6.002564822439685,6.105091900448509,69421.0,11371.0
IB,2022-11-01,17,6.369422021976325,6.645408163265306,75545.0,11368.0
IB,2022-12-01,18,6.2899704817166695,6.311856078617848,79643.0,12618.0
IB,2023-01-01,20,6.038239247311828,6.665306430892466,88202.0,13233.0
IB,2023-02-01,19,6.547305764411028,7.0233692860811505,82047.0,11682.0
IB,2023-03-01,20,6.172918846080655,6.751936218678815,88923.0,13170.0
IB,2023-04-01,21,6.179805800481704,6.61059385024646,84490.0,12781.0
IB,2023-05-01,20,6.364594788611926,6.733001793575738,82587.0,12266.0
IB,2023-06-01,18,6.133764532859928,6.273884791008078,71447.0,11388.0
IB,2023-07-01,19,6.495095446432458,6.740751970891449,88924.0,13192.0
IB,2023-08-01,19,6.17877376119561,6.394691199758691,84800.0,13261.0
IB,2023-09-01,18,5.62950069145597,5.7833614489922756,65138.0,11263.0
IB,2023-10-01,20,6.042315856633567,6.064579097193981,74564.0,12295.0
IB,2023-11-01,18,5.861597692474316,5.980418522564921,71161.0,11899.0
IB,2023-12-01,19,5.8400063423296835,6.029478976234004,79155.0,13128.0
IB,2024-01-01,19,5.988416741508985,6.190718024845691,79235.0,12799.0
IB,2024-02-01,20,5.536204568433376,5.743001889060622,66883.0,11646.0
IB,2024-03-01,20,5.496700204124368,5.715053373030281,78702.0,13771.0
IB,2024-04-01,21,5.716247529906772,5.680265256442541,67669.0,11913.0
IB,2024-05-01,18,6.357852164576007,6.802290076335878,80199.0,11790.0
IB,2024-06-01,19,6.4345337817994475,6.805675129579197,77469.0,11383.0
IB,2024-07-01,20,7.3267821905504205,7.987831442950499,106342.0,13313.0
IB,2024-08-01,19,7.468024900962082,7.800952097590003,104876.0,13444.0
IB,2024-09-01,19,7.428124023586819,7.773383907674925,96320.0,12391.0
IB,2024-10-01,19,6.942033993902153,7.3328375185930526,83807.0,11429.0
IB,2024-11-01,17,7.454643610765185,7.915501053841732,82622.0,10438.0
IB,2024-12-01,18,7.616260087470262,8.165799799251756,89489.0,10959.0
IB,2025-01-01,18,7.116481628840268,7.516386554621849,89445.0,11900.0
IB,2025-02-01,18,6.617655423280423,6.883858626343597,75571.0,10978.0
IB,2025-03-01,19,6.958907020230899,7.588561556646663,83459.0,10998.0
IB,2025-04-01,19,7.023844397163944,7.644946808510638,86235.0,11280.0
IB,2025-05-01,16,7.47059811827957,8.09590050667895,87881.0,10855.0
IB,2025-06-01,20,7.55016984680362,8.45805431547619,90941.0,10752.0
IB,2025-07-01,21,7.489704271714071,8.151767770748046,109519.0,13435.0
IB,2025-08-01,21,7.589512197352059,8.191867491291676,115235.0,14067.0
IB,2025-09-01,21,7.447775372775373,8.065551014112748,104586.0,12967.0
IB,2025-10-01,19,7.885485051183342,8.81478322376633,423709.0,48068.0
IB,2025-11-01,18,8.380976696234049,9.389468242909157,417775.0,44494.0
IB,2025-12-01,20,8.135276736795124,8.840969129745641,468536.0,52996.0
IB,2026-01-01,20,8.458275462962963,9.089299363057325,142702.0,15700.0
