year_out,cos_1,cos_2,cos_3,cos_4,sin_1,sin_2,sin_3,sin_4
2022,0.637884718925297,-0.5035133276296767,-0.02443234288031084,0.13730237075055707,1.0219668244160909,-0.4359182740166235,-0.6989072543111736,0.273682784344127
2023,1.8849266811534862,-1.1074744048589416,-0.15080285740372634,-0.09163383082145021,-1.2832657406721404,-0.3329847894894125,-0.09694853408831695,-0.27242959758846597
2024,0.6673804268699044,-0.391622817370472,0.278028209142121,0.11833205348148079,0.38985227055342453,-0.5155067829403325,-0.16938590255088315,0.26831749229307966
