year_out,cos_1,cos_2,cos_3,cos_4,sin_1,sin_2,sin_3,sin_4
2022,-0.1455499270967418,0.29641234995132804,0.10572004482389322,-0.17744014529766983,-0.05550787965776137,-0.0273101870340193,0.24859355034747743,-0.13468228318904293
2023,-0.7456533812281869,0.6330195773890896,0.3800994659372514,-0.030545880805938452,1.9114588728471031,0.036314884314559676,0.23319617999120312,0.10173826256485664
2024,-0.10198390252808365,0.026151636593224503,-0.02578191673789651,-0.06761208113420938,0.3980833109675447,0.15351554942145657,0.05389055796843169,-0.1261530195302826
