year_out,cos_1,cos_2,cos_3,cos_4,sin_1,sin_2,sin_3,sin_4
2022,0.07131894761991352,-0.12196127613215096,-0.055644950425356506,0.1672258797756153,-0.5029771956280384,0.3311056248629344,0.15409492263426186,0.04086092948495658
2023,0.38749049617834547,-0.053993321657818553,-0.15351978686437492,-0.06371380969375796,-0.6112933510790562,0.08424503149767734,-0.24436556065079,0.06044760702425795
2024,0.14178061353909555,0.24383342604222383,-0.03006016699026319,-0.006157570629935244,0.18886562122697106,0.19654749116468023,0.03608587701165265,0.040876089609534504
