label,transform,n_pre,n_da15,R2,lb_p_lag5,lb_p_lag10,lb_p_lag20,lb_p_lag30,amp_1,amp_2,amp_3,amp_4,obs_lvl_mean,yhat_seasonal_lvl,yhat_full_lvl,resid_seasonal_lvl,resid_full_lvl,n_oob_full
DA price (EUR/MWh),log,894,194,0.5699782940945003,6.767836439351189e-197,4.1825964866831976e-256,3.170964685510056e-269,4.876427226256958e-265,0.24975157044989738,0.14155490438258692,0.18533620749252838,0.17951126931381362,55.78875013446885,67.99881096403506,984.5538013276224,-12.21006082956621,-928.7650511931536,0
