year_out,cos_1,cos_2,cos_3,cos_4,sin_1,sin_2,sin_3,sin_4
2022,1.431227918021667,-0.01827468608374641,-0.05753931439563738,-0.09399884286002717,2.134109134045589,-1.0663736626915474,-1.053655798195139,0.6038930226635294
2023,1.7924181547811395,-0.3037435026441626,0.12497481855840373,0.04849619798157845,-0.17886196461121545,0.4285463922402647,0.10186955644160454,-0.2240818472409383
2024,0.8959335878709991,-0.3568296521932306,0.4308965004661308,0.4601794529934824,-0.5792705175477437,-0.5455405515342351,-0.3595027562857727,0.5395187859910213
