parent,tech_group,ym,hc,q1_mean_mwh,n_cells,share_cleared
Moeve,Retailer,2026-01-01,critical,-54.05965909090909,176,0.0
TotalEnergies,Solar PV,2026-01-01,critical,2.4817982456140353,228,0.19736842105263158
HC,Wind,2026-01-01,critical,185.46079545454543,352,0.9431818181818182
GN,Wind,2026-01-01,critical,57.56717289719627,428,0.7873831775700935
IB,Hydro,2026-01-01,critical,127.21600877192982,114,0.7192982456140351
HC,Hydro_RES,2026-01-01,critical,1.3139784946236557,93,0.0
GN,Cogen,2024-01-01,critical,26.77149028077753,463,1.0
GE,Hydro_pump,2024-01-01,critical,125.44092953523234,667,1.0
GN,Hydro,2024-01-01,flat,119.86083916083915,143,0.986013986013986
IB,Direct_consumer,2024-02-01,critical,-5.409259259259259,216,0.0
IB,Wind,2024-03-01,flat,798.5090909090909,44,0.9772727272727273
Engie,Hydro_RES,2024-03-01,flat,45.63548387096775,93,1.0
IB,Pump_load,2024-03-01,flat,-540.6395683453237,139,0.0
IB,Hydro_RES,2024-03-01,flat,15.403703703703703,108,0.35185185185185186
Engie,Retailer,2024-04-01,critical,-36.42870662460568,317,0.0
IB,Hydro,2024-04-01,flat,355.02762645914396,257,0.8638132295719845
IB,Solar PV,2024-04-01,critical,96.08449848024317,329,0.6778115501519757
TotalEnergies,Retailer,2024-04-01,flat,-173.15370370370377,270,0.0
TotalEnergies,Solar PV,2024-04-01,critical,1.6402597402597403,154,0.0
Engie,Cogen,2024-05-01,flat,9.925806451612905,279,0.6666666666666666
GE,Solar PV,2024-05-01,critical,0.15341614906832296,161,0.0
HC,Hydro,2024-05-01,flat,2.090322580645161,93,0.07526881720430108
HC,Retailer,2024-05-01,critical,-872.526099706745,341,0.0
Repsol,Cogen,2024-05-01,flat,49.5349593495935,369,1.0
GE,Hydro,2024-06-01,flat,123.96941176470584,510,0.7901960784313725
IB,Solar PV,2024-06-01,critical,56.64733333333332,300,0.7033333333333334
Engie,Generic,2024-06-01,flat,-132.05444444444444,90,0.0
IB,Wind,2024-06-01,critical,599.7,169,0.9171597633136095
IB,Direct_consumer,2024-06-01,critical,-6.67645259938838,327,0.0
Repsol,Cogen,2024-06-01,flat,48.42777777777778,360,1.0
GE,Nuclear,2024-06-01,flat,934.3348717948719,195,1.0
GE,Solar PV,2024-07-01,critical,0.4053719008264463,242,0.0
GE,Retailer,2024-07-01,flat,-1401.1326164874552,279,0.0
TotalEnergies,CCGT,2024-07-01,critical,345.5066176470588,136,1.0
IB,Retailer,2024-07-01,flat,-693.1440677966101,177,0.0
TotalEnergies,Retailer,2024-08-01,critical,-249.50381231671557,1023,0.0
Engie,Hydro_RES,2024-08-01,flat,7.556666666666667,90,0.9333333333333333
HC,Cogen,2024-09-01,critical,9.62694300518134,193,0.9844559585492227
IB,Wind,2024-09-01,critical,326.5958536585366,410,0.8707317073170732
Engie,Cogen,2024-09-01,flat,8.712970711297075,239,0.799163179916318
Engie,Generic,2024-09-01,flat,-154.73000000000002,90,0.0
IB,Retailer,2024-09-01,flat,-222.8764285714286,140,0.0
HC,Retailer,2024-10-01,flat,-754.5709677419355,93,0.0
Moeve,Hydro_RES,2024-10-01,flat,5.165591397849464,279,0.3978494623655914
Engie,Retailer,2024-10-01,critical,-61.361682242990646,321,0.0
IB,Cogen,2024-10-01,critical,37.126666666666665,135,0.8296296296296296
IB,Wind,2024-11-01,critical,244.7467048710602,349,0.8481375358166189
IB,Nuclear,2024-11-01,flat,67.76056910569106,246,1.0
HC,Cogen,2024-11-01,critical,9.597986577181203,149,0.9395973154362416
Engie,Hydro,2024-11-01,critical,0.10000000000000006,120,0.0
GE,Pump_load,2024-11-01,critical,-126.36326530612246,49,0.0
HC,Direct_consumer,2024-11-01,flat,-1.801923076923077,156,0.0
IB,Wind,2024-12-01,critical,518.24388185654,237,0.7679324894514767
GN,Pump_load,2024-12-01,critical,-74.66666666666667,39,0.0
TotalEnergies,Wind,2024-12-01,critical,12.024539877300615,326,0.7024539877300614
IB,Pump_load,2024-12-01,critical,-569.6743055555556,144,0.0
IB,Direct_consumer,2025-01-01,critical,-11.20615835777126,341,0.0
GE,Retailer,2025-01-01,flat,-1326.3838709677418,279,0.0
IB,Pump_load,2025-01-01,critical,-562.6757709251102,227,0.0
GN,Hydro_RES,2025-02-01,critical,4.536363636363635,121,0.05785123966942149
GN,Generic,2025-02-01,critical,-1338.5551948051948,308,0.0
GE,Solar PV,2025-02-01,critical,0.528448275862069,116,0.0
IB,Hydro_pump,2025-02-01,critical,796.823913043478,184,1.0
GE,Nuclear,2025-02-01,flat,768.8815261044174,249,1.0
TotalEnergies,Solar PV,2025-03-01,critical,2.2296573875803,934,0.12205567451820129
GE,Nuclear,2025-03-01,flat,748.3866379310343,232,1.0
GE,Pump_load,2025-04-01,critical,-91.00923076923077,130,0.0
Engie,Cogen,2025-04-01,critical,10.464126149802874,761,0.6925098554533509
Repsol,Direct_consumer,2025-04-01,flat,-175.86333333333337,180,0.0
IB,Hybrid_RES,2025-05-01,flat,19.693103448275863,58,0.7241379310344828
Moeve,Solar PV,2025-06-01,critical,0.6373626373626371,455,0.0
HC,Retailer,2025-06-01,flat,-846.9888888888889,90,0.0
HC,Cogen,2025-06-01,critical,4.951363636363638,220,0.03636363636363636
HC,Direct_consumer,2025-06-01,flat,-3.213793103448276,174,0.0
GN,Generic,2025-06-01,critical,-1495.7524242424242,330,0.0
TotalEnergies,CCGT,2025-06-01,flat,381.68181818181824,88,1.0
Engie,Generic,2025-07-01,critical,-81.3614705882353,340,0.12941176470588237
GE,Hydro_pump,2025-07-01,flat,86.8644951140065,307,1.0
IB,CCGT,2025-07-01,flat,239.52597402597402,77,1.0
TotalEnergies,Wind,2025-07-01,critical,19.538338658146966,313,0.8498402555910544
HC,Direct_consumer,2025-07-01,critical,-3.0507836990595614,638,0.0
GE,Pump_load,2025-07-01,critical,-168.32672672672675,333,0.0
Engie,Retailer,2025-07-01,flat,-30.542777777777772,180,0.0
IB,Hydro_pump,2025-07-01,critical,848.8095541401273,157,1.0
IB,Hybrid_RES,2025-08-01,flat,1.1,10,0.0
GE,Solar PV,2025-09-01,critical,0.15238095238095242,105,0.0
Repsol,Retailer,2025-09-01,flat,-166.9044444444444,90,0.0
Engie,Retailer,2025-09-01,flat,-25.031213872832367,173,0.0
GE,Nuclear,2025-09-01,flat,856.1724137931035,261,1.0
IB,Retailer,2025-10-01,flat,-221.47377049180326,244,0.0
IB,Nuclear,2025-10-01,critical,236.6685914552736,749,1.0
Moeve,Retailer,2025-10-01,flat,-56.412365591397844,186,0.0
Repsol,Retailer,2025-10-01,flat,-141.19919354838711,93,0.0
Engie,CCGT,2025-10-01,critical,279.1666666666667,6,1.0
IB,Wind,2025-11-01,flat,127.65032327586212,464,0.8125
IB,Direct_consumer,2025-11-01,flat,-13.733333333333333,90,0.0
HC,Retailer,2025-11-01,critical,-958.8084090909092,330,0.0
TotalEnergies,Wind,2025-11-01,critical,20.8703231292517,294,0.9183673469387755
Repsol,Retailer,2025-11-01,flat,-164.995,90,0.0
TotalEnergies,CCGT,2025-11-01,critical,381.93304597701155,87,1.0
GE,Hydro_pump,2025-12-01,critical,99.36984083424808,911,0.9989023051591658
IB,Direct_consumer,2026-01-01,critical,-12.387784090909092,88,0.0
TotalEnergies,CCGT,2026-01-01,critical,370.3462962962963,27,1.0
Engie,Generic,2026-01-01,critical,-146.6409090909091,88,0.0
Moeve,Wind,2026-01-01,critical,1.7698795180722888,83,0.0
HC,Hydro,2024-01-01,flat,0.324390243902439,82,0.0
Moeve,Biomass,2024-02-01,flat,1.6095785440613029,261,0.01532567049808429
GN,Retailer,2024-02-01,flat,-42.112621359223304,103,0.0
Repsol,Retailer,2024-03-01,critical,-200.19970674486805,341,0.0
TotalEnergies,CCGT,2024-03-01,critical,366.74,10,1.0
Engie,Retailer,2024-03-01,flat,-34.774712643678164,87,0.0
Engie,Hydro,2024-04-01,critical,0.10000000000000006,116,0.0
IB,Wind,2024-04-01,critical,1166.1398936170215,188,0.9893617021276596
IB,Hydro_pump,2024-04-01,flat,657.4119047619048,42,0.8571428571428571
Engie,Hydro_RES,2024-05-01,flat,32.14193548387097,93,1.0
IB,Nuclear,2024-06-01,flat,126.08758169934644,306,0.8856209150326797
IB,Hybrid_RES_storage,2024-06-01,critical,8.991693290734826,313,0.5431309904153354
IB,Wind,2024-07-01,critical,207.28532608695647,184,0.8097826086956522
Moeve,Hydro_RES,2024-09-01,flat,3.4306201550387594,258,0.20930232558139536
IB,Hydro_RES,2024-09-01,critical,21.48181818181818,55,0.9636363636363636
IB,Hybrid_RES,2024-09-01,critical,24.128877005347597,187,0.732620320855615
Repsol,Retailer,2024-09-01,flat,-142.33222222222219,90,0.0
IB,Hydro_pump,2024-10-01,flat,460.04999999999995,12,1.0
GE,Solar PV,2024-10-01,critical,0.7150000000000002,160,0.0
GE,Pump_load,2024-10-01,critical,-108.73027027027027,185,0.0
GE,CCGT,2024-11-01,critical,343.27161458333336,384,1.0
Engie,Generic,2024-11-01,flat,-154.92555555555552,90,0.0
HC,Hybrid_RES,2024-11-01,flat,13.412280701754385,171,0.6140350877192983
GN,CCGT,2024-11-01,flat,385.55555555555554,27,1.0
TotalEnergies,CCGT,2024-12-01,flat,343.1372549019607,102,1.0
TotalEnergies,Retailer,2024-12-01,flat,-238.18958333333333,192,0.0
Engie,CCGT,2025-01-01,critical,338.8181818181818,11,1.0
IB,Pump_load,2025-02-01,critical,-490.196103896104,77,0.0
IB,Hydro_RES,2025-02-01,flat,7.630000000000002,140,0.45714285714285713
TotalEnergies,Solar PV,2025-02-01,critical,2.2476038338658144,313,0.14696485623003194
IB,Wind,2025-02-01,flat,478.90909090909093,154,0.7402597402597403
Repsol,Direct_consumer,2025-03-01,flat,-140.57204301075268,186,0.0
Engie,Hydro,2025-03-01,critical,0.10000000000000003,72,0.0
TotalEnergies,Wind,2025-04-01,flat,17.326666666666668,90,0.9333333333333333
IB,Cogen,2025-04-01,critical,34.903000000000006,100,0.56
IB,Hydro_RES,2025-05-01,critical,14.07380952380952,42,0.47619047619047616
HC,Direct_consumer,2025-05-01,flat,-3.387356321839081,174,0.0
GE,Pump_load,2025-05-01,critical,-91.33174603174604,126,0.0
GE,Nuclear,2025-07-01,flat,658.4526515151515,264,1.0
HC,Hybrid_RES,2025-08-01,flat,15.103225806451615,186,0.7473118279569892
IB,Direct_consumer,2025-09-01,flat,-17.675555555555555,90,0.0
GE,CCGT,2025-09-01,critical,361.9657534246575,146,1.0
HC,Hydro_RES,2025-10-01,flat,1.573026315789474,114,0.0
IB,Hybrid_RES,2025-10-01,critical,17.088144329896906,97,0.4020618556701031
GN,Hydro,2025-10-01,critical,66.09585798816569,169,0.8461538461538461
HC,Hybrid_RES,2025-10-01,flat,12.648489010989008,182,0.5934065934065934
HC,Hydro_RES,2025-11-01,flat,1.3733333333333335,90,0.0
GE,Pump_load,2025-11-01,flat,-94.51136363636364,88,0.0
IB,Hybrid_RES_storage,2025-12-01,flat,10.19326923076923,26,0.46153846153846156
IB,Hybrid_RES,2026-01-01,critical,5.827000000000001,25,0.2
IB,Cogen,2026-01-01,critical,76.47386363636365,22,1.0
HC,Cogen,2026-01-01,critical,8.40649350649351,77,0.7012987012987013
Engie,Generic,2024-01-01,flat,-160.21182795698925,93,0.0
IB,Direct_consumer,2024-03-01,flat,-3.269230769230769,65,0.0
IB,Hybrid_RES,2024-04-01,flat,32.73,60,0.9166666666666666
Engie,Hydro,2024-06-01,critical,0.10000000000000003,117,0.0
IB,CCGT,2024-08-01,critical,316.3041666666667,216,1.0
IB,Wind,2024-08-01,critical,127.59132420091325,219,0.7625570776255708
TotalEnergies,CCGT,2024-09-01,flat,357.67555555555555,45,1.0
IB,CCGT,2024-09-01,flat,191.5708737864078,103,1.0
HC,Hydro,2024-09-01,flat,0.6011111111111109,90,0.0
HC,Retailer,2024-11-01,critical,-743.0351515151515,330,0.0
IB,Hybrid_RES_storage,2024-12-01,flat,12.1,33,0.48484848484848486
IB,Cogen,2025-01-01,flat,60.253846153846155,39,0.8974358974358975
Moeve,Retailer,2025-01-01,flat,-60.737634408602126,186,0.0
TotalEnergies,CCGT,2025-02-01,critical,378.33124999999995,48,1.0
HC,Hybrid_RES,2025-02-01,flat,8.994610778443114,167,0.5808383233532934
Engie,Generic,2025-03-01,flat,-138.64301075268818,93,0.0
HC,Solar PV,2025-05-01,critical,23.773991031390135,223,0.7713004484304933
Repsol,Retailer,2025-05-01,flat,-116.25053763440859,93,0.0
Engie,Hydro_RES,2025-07-01,flat,5.506451612903226,93,0.5806451612903226
Repsol,Cogen,2025-07-01,flat,43.05430711610487,534,0.848314606741573
GN,Retailer,2025-09-01,flat,-66.39888888888889,90,0.0
Moeve,CCGT,2025-10-01,critical,55.90909090909091,11,1.0
IB,Hybrid_RES,2025-11-01,critical,11.981818181818179,143,0.25874125874125875
IB,Retailer,2025-11-01,flat,-245.75246478873242,213,0.0
HC,Storage_sell,2025-12-01,critical,0.2,4,0.0
GE,Nuclear,2026-01-01,flat,926.4763888888889,72,1.0
HC,Coal,2024-01-01,flat,170.5,22,1.0
GN,Pump_load,2024-04-01,flat,-11.87857142857143,14,0.0
Repsol,Direct_consumer,2024-04-01,flat,-158.89611111111114,180,0.0
HC,Cogen,2024-05-01,flat,9.9,15,1.0
GN,Pump_load,2024-06-01,critical,-69.2109375,64,0.0
IB,Hydro_pump,2024-06-01,critical,819.3962406015038,133,0.8796992481203008
GN,Generic,2024-08-01,flat,-964.5129032258066,93,0.0
IB,Direct_consumer,2024-08-01,flat,-16.976344086021506,93,0.0
IB,Cogen,2024-11-01,flat,49.825,4,0.75
TotalEnergies,CCGT,2025-01-01,flat,305.8740740740741,54,1.0
GN,Generic,2025-03-01,flat,-903.0172043010754,93,0.0
IB,Hybrid_RES_storage,2025-03-01,flat,16.198765432098764,81,0.7901234567901234
GN,CCGT,2025-04-01,critical,163.65531914893614,47,0.9787234042553191
Engie,Hydro,2025-07-01,flat,0.8000000000000003,93,0.0
IB,Hybrid_RES,2025-09-01,critical,21.911864406779664,59,0.4915254237288136
GE,Pump_load,2025-10-01,flat,-185.8452380952381,21,0.0
HC,CCGT,2024-01-01,critical,360.3703703703704,54,1.0
IB,Hydro_RES,2024-02-01,flat,8.749999999999998,158,0.43037974683544306
HC,Solar PV,2024-03-01,critical,1.2331081081081081,148,0.0
GE,Hydro_pump,2024-03-01,flat,85.69059829059833,117,1.0
TotalEnergies,CCGT,2024-08-01,flat,353.01052631578943,57,1.0
GE,CCGT,2024-09-01,flat,313.62307692307695,65,1.0
IB,Hydro_pump,2024-09-01,critical,653.3041379310345,145,1.0
HC,Direct_consumer,2024-10-01,flat,-1.3288461538461538,156,0.0
Repsol,Retailer,2024-11-01,flat,-117.82111111111111,90,0.0
HC,Solar PV,2024-12-01,critical,5.785294117647059,68,0.4264705882352941
GE,Pump_load,2025-03-01,flat,-117.575,24,0.0
GN,Hydro_pump,2025-03-01,critical,48.43943661971831,71,1.0
IB,Hybrid_RES_storage,2025-06-01,flat,0.6307692307692307,13,0.0
GN,Cogen,2026-01-01,flat,21.25,48,1.0
IB,Storage_sell,2024-02-01,critical,4.5,20,0.35
IB,Hybrid_RES_storage,2024-04-01,flat,9.805882352941177,51,0.5882352941176471
HC,Retailer,2024-09-01,flat,-785.1377777777778,90,0.0
GN,Hydro,2024-12-01,flat,156.0,2,1.0
GE,Pump_load,2025-02-01,flat,-193.9090909090909,11,0.0
HC,Hybrid_RES,2025-09-01,flat,14.994252873563218,174,0.7816091954022989
IB,Hydro,2025-11-01,flat,74.74594594594595,37,0.918918918918919
IB,Hydro_RES,2024-06-01,critical,32.61428571428572,42,0.9523809523809523
GN,Hydro,2024-08-01,critical,96.89024390243902,41,0.9512195121951219
Engie,Hydro_RES,2024-10-01,flat,32.932258064516134,93,1.0
HC,CCGT,2024-11-01,flat,325.76190476190476,21,1.0
IB,Cogen,2024-12-01,flat,0.9485714285714286,35,0.0
HC,Cogen,2025-04-01,critical,9.611538461538462,52,0.9423076923076923
IB,Direct_consumer,2025-08-01,flat,-18.062365591397853,93,0.0
IB,Hydro,2025-09-01,flat,55.02258064516129,31,1.0
HC,Solar PV,2024-04-01,critical,1.5069767441860467,129,0.06976744186046512
GN,Generic,2024-06-01,flat,-817.2655555555555,90,0.0
IB,Hybrid_RES,2024-11-01,flat,24.8047619047619,63,0.7936507936507936
GN,Pump_load,2025-01-01,flat,-57.77777777777778,9,0.0
GN,Pump_load,2025-10-01,critical,-72.20443548387097,124,0.0
HC,Hybrid_RES,2026-01-01,flat,21.985869565217392,46,0.8260869565217391
IB,CCGT,2024-11-01,flat,124.73333333333333,75,1.0
Engie,Generic,2025-02-01,flat,-138.76543209876544,81,0.0
GN,Hydro,2025-07-01,flat,0.10000000000000002,3,0.0
GN,Solar PV,2024-11-01,critical,3.4596153846153848,52,0.1346153846153846
GN,Hydro_pump,2024-12-01,critical,45.0,12,1.0
GE,CCGT,2024-04-01,critical,299.26666666666665,6,1.0
IB,CCGT,2025-01-01,flat,153.47,30,1.0
GN,Hydro,2025-01-01,flat,26.566666666666666,15,0.5333333333333333
GE,Hydro_pump,2025-01-01,flat,41.343589743589746,39,1.0
Repsol,Retailer,2025-06-01,flat,-155.81,90,0.0
Repsol,Retailer,2026-01-01,flat,-244.77812500000002,24,0.0
HC,Direct_consumer,2026-01-01,critical,-5.0,88,0.0
GN,CCGT,2024-10-01,flat,248.82857142857142,7,1.0
GN,Hydro_pump,2025-04-01,critical,53.906666666666666,60,1.0
IB,CCGT,2025-05-01,critical,211.75714285714284,7,1.0
IB,Hybrid_RES_storage,2025-09-01,flat,0.49411764705882344,17,0.0
GN,Pump_load,2025-09-01,critical,-101.07058823529412,51,0.0
GN,Pump_load,2024-07-01,flat,-52.0,3,0.0
IB,Cogen,2024-08-01,flat,38.34,5,0.6
HC,CCGT,2025-12-01,critical,295.4918181818182,55,1.0
GN,Pump_load,2024-11-01,flat,-86.41,20,0.0
GN,Hydro_RES,2024-07-01,critical,4.5625,8,0.625
HC,CCGT,2024-07-01,flat,371.0,3,1.0
Engie,Retailer,2026-01-01,flat,-27.236170212765956,47,0.0
IB,Cogen,2025-11-01,flat,0.025,2,0.0
IB,Hydro_pump,2025-11-01,flat,677.0111111111112,9,1.0
GE,CCGT,2024-06-01,critical,278.9,20,1.0
GE,CCGT,2025-03-01,critical,333.43157894736845,19,1.0
GN,Pump_load,2025-08-01,flat,-52.0,1,0.0
Engie,Hydro_RES,2026-01-01,flat,23.7375,24,1.0
GE,Pump_load,2024-08-01,flat,-146.0,3,0.0
GE,CCGT,2024-10-01,flat,167.0,2,1.0
GN,Retailer,2026-01-01,flat,-77.77291666666666,24,0.0
IB,CCGT,2024-05-01,critical,240.36666666666667,15,1.0
Moeve,CCGT,2025-05-01,critical,126.32121212121213,33,1.0
HC,Coal,2025-02-01,flat,163.77777777777777,18,1.0
GN,CCGT,2024-02-01,critical,272.84838709677416,31,1.0
HC,Retailer,2026-01-01,flat,-796.9447916666667,24,0.0
GN,Hydro,2025-08-01,flat,0.1,2,0.0
Engie,CCGT,2024-03-01,critical,361.42857142857144,7,1.0
GN,CCGT,2025-01-01,flat,254.1,10,1.0
IB,Hydro_pump,2025-10-01,flat,636.5041666666666,6,1.0
GN,Pump_load,2024-02-01,critical,-17.849999999999998,6,0.0
IB,Hybrid_RES_storage,2025-10-01,flat,0.5687500000000001,16,0.0
IB,Cogen,2025-08-01,flat,0.10000000000000002,6,0.0
HC,CCGT,2026-01-01,flat,154.45000000000002,3,1.0
Engie,CCGT,2024-08-01,flat,39.5,18,0.5
GN,CCGT,2024-05-01,critical,150.3,1,1.0
Engie,CCGT,2024-06-01,flat,106.66666666666667,9,1.0
GN,Hydro,2024-06-01,flat,0.375,4,0.0
HC,CCGT,2024-10-01,flat,169.0,4,1.0
GN,Hydro_RES,2024-02-01,critical,0.8,1,0.0
GE,CCGT,2025-12-01,flat,375.0,3,1.0
GN,Hydro_pump,2024-11-01,critical,45.0,3,1.0
IB,CCGT,2024-02-01,flat,20.0,1,1.0
IB,Hydro_pump,2026-01-01,flat,338.375,1,1.0
IB,Cogen,2025-10-01,flat,0.025,1,0.0
Engie,Wind,2024-01-01,flat,9.040690846286703,2895,0.4867012089810017
Engie,Cogen,2024-01-01,critical,8.60531335149862,734,0.8937329700272479
IB,Hydro_RES,2024-01-01,critical,3.5299134734239823,809,0.2373300370828183
IB,Hydro_pump,2024-01-01,critical,965.5983050847458,118,1.0
HC,Wind,2024-01-01,flat,148.69704301075274,372,0.9139784946236559
HC,Hydro,2024-01-01,critical,14.900000000000004,331,0.23564954682779457
GN,Hydro,2024-01-01,critical,105.69390862944162,197,0.9796954314720813
Engie,Solar PV,2024-01-01,critical,2.740924092409241,909,0.17271727172717272
GN,Wind,2024-01-01,critical,48.63828067597357,1361,0.8861131520940485
Engie,Generic,2024-01-01,critical,-149.74076246334312,341,0.0
Engie,Wind,2024-02-01,critical,12.643100131618908,9877,0.612635415612028
HC,Wind,2024-02-01,critical,192.03824451410654,1276,0.908307210031348
Moeve,Biomass,2024-02-01,critical,1.8454314720812195,788,0.01649746192893401
IB,Pump_load,2024-02-01,critical,-518.2493288590604,298,0.0
GE,Hydro,2024-02-01,critical,105.65642760487145,1478,0.9181326116373477
Moeve,Retailer,2024-02-01,critical,-133.96489028213165,638,0.0
IB,Retailer,2024-02-01,flat,-688.2095238095237,126,0.0
GE,Retailer,2024-02-01,flat,-1781.8235632183907,174,0.0
Repsol,Retailer,2024-02-01,flat,-140.75172413793106,87,0.0
IB,Hybrid_RES_storage,2024-02-01,critical,10.184895833333336,192,0.7708333333333334
Moeve,Direct_consumer,2024-02-01,flat,-9.518773946360156,522,0.0
GN,Generic,2024-02-01,critical,-986.8498432601882,319,0.0
GE,Nuclear,2024-03-01,flat,766.4937931034482,145,1.0
Engie,Wind,2024-03-01,critical,11.606992401654312,10397,0.6208521688948735
IB,Direct_consumer,2024-03-01,critical,-3.1970588235294115,238,0.0
Engie,Solar PV,2024-03-01,critical,3.2897594077729786,1621,0.19802590993214064
Engie,Generic,2024-03-01,critical,-103.21466275659819,341,0.008797653958944282
GE,Hydro_pump,2024-03-01,critical,138.20789779326378,861,1.0
Moeve,Biomass,2024-03-01,flat,1.4428571428571435,273,0.0
GN,Retailer,2024-03-01,flat,-37.15481481481482,135,0.0
Engie,Hydro_RES,2024-03-01,critical,45.635483870967725,341,1.0
GE,Hydro,2024-03-01,critical,192.31448149840122,2189,0.9095477386934674
TotalEnergies,Retailer,2024-03-01,critical,-269.06422287390035,1023,0.0
Moeve,Retailer,2024-03-01,flat,-93.73655913978494,186,0.0
IB,Hydro_RES,2024-03-01,critical,12.216507177033506,418,0.2703349282296651
Moeve,Cogen,2024-04-01,flat,4.729223248234665,1841,0.35578489951113523
GE,Hydro,2024-04-01,flat,203.04797101449273,690,0.8913043478260869
IB,Hydro,2024-04-01,critical,410.9011015911872,817,0.7686658506731946
TotalEnergies,Retailer,2024-04-01,critical,-239.01040404040415,990,0.0
HC,Direct_consumer,2024-04-01,critical,-1.3071212121212121,660,0.0
Repsol,Direct_consumer,2024-04-01,critical,-157.89348484848495,660,0.0
GE,Retailer,2024-04-01,critical,-2849.9783333333335,660,0.0
GN,Wind,2024-04-01,flat,72.75305555555553,360,0.9027777777777778
Moeve,Hydro_RES,2024-04-01,flat,6.653256704980844,261,0.367816091954023
HC,Hybrid_RES,2024-04-01,flat,9.543333333333333,90,0.7444444444444445
Engie,Solar PV,2024-04-01,critical,5.907462686567162,1876,0.3523454157782516
IB,Hybrid_RES_storage,2024-04-01,critical,10.6015923566879,314,0.5732484076433121
IB,Hydro_RES,2024-04-01,critical,8.727118644067797,295,0.21016949152542372
Moeve,Biomass,2024-04-01,critical,1.5686926605504596,872,0.0389908256880734
GE,Hydro_pump,2024-04-01,critical,118.33450363196128,826,1.0
Repsol,Cogen,2024-04-01,flat,38.38347338935574,357,0.9915966386554622
IB,Wind,2024-04-01,flat,897.0277777777778,36,1.0
Moeve,Cogen,2024-05-01,critical,5.2945296311644965,9652,0.37463738085370907
GE,Retailer,2024-05-01,critical,-2729.0142228739,682,0.0
HC,Direct_consumer,2024-05-01,critical,-1.5028315946348734,671,0.0
Repsol,Cogen,2024-05-01,critical,49.41477941176471,1360,1.0
IB,Hydro,2024-05-01,critical,151.2542857142858,315,0.40634920634920635
Engie,Wind,2024-05-01,flat,7.555287633482606,2903,0.4726145366861867
IB,Hydro_RES,2024-05-01,critical,18.097041420118344,169,0.40236686390532544
HC,Solar PV,2024-05-01,critical,2.5350467289719623,214,0.19158878504672897
Engie,Hydro_RES,2024-05-01,critical,32.14193548387095,341,1.0
Engie,Cogen,2024-05-01,critical,9.910263929618754,1023,0.6666666666666666
IB,Retailer,2024-05-01,flat,-452.64823529411757,170,0.0
Repsol,Retailer,2024-05-01,critical,-160.8780058651026,341,0.0
GE,Hydro_pump,2024-05-01,flat,85.82213438735178,253,0.9960474308300395
TotalEnergies,Retailer,2024-05-01,critical,-233.0922776148583,1023,0.0
GN,Retailer,2024-05-01,flat,-46.10101010101009,99,0.0
HC,Retailer,2024-05-01,flat,-853.5688172043011,93,0.0
Engie,Wind,2024-06-01,flat,8.013206214689264,2832,0.4692796610169492
GE,Nuclear,2024-06-01,critical,940.2878164556961,632,0.9984177215189873
Engie,Generic,2024-06-01,critical,-87.28575757575756,330,0.012121212121212121
Engie,Solar PV,2024-06-01,critical,6.028030954428199,2326,0.35081685296646603
TotalEnergies,Retailer,2024-06-01,critical,-248.21484848484855,990,0.0
Repsol,Cogen,2024-06-01,critical,48.189413556740284,1313,1.0
GE,Hydro,2024-06-01,critical,112.75467266366825,2001,0.736631684157921
IB,Hybrid_RES,2024-06-01,critical,23.115060240963857,166,0.7710843373493976
Engie,Retailer,2024-06-01,flat,-43.158426966292126,89,0.0
Repsol,Direct_consumer,2024-06-01,flat,-144.10999999999999,180,0.0
IB,Direct_consumer,2024-06-01,flat,-6.927777777777778,90,0.0
Moeve,Direct_consumer,2024-07-01,flat,-4.65752688172043,558,0.0
Moeve,Biomass,2024-07-01,flat,1.492561983471074,363,0.0
Engie,Wind,2024-07-01,critical,7.710712938513776,10604,0.4784043757072803
Repsol,Direct_consumer,2024-07-01,critical,-133.75067064083458,671,0.0
IB,Solar PV,2024-07-01,critical,48.28016194331981,247,0.2834008097165992
IB,Wind,2024-07-01,flat,175.15686274509804,51,0.9215686274509803
IB,Hybrid_RES_storage,2024-07-01,flat,3.8590909090909093,22,0.22727272727272727
IB,Retailer,2024-07-01,critical,-804.4093846153846,650,0.0
HC,Hydro,2024-07-01,critical,1.2965299684542595,317,0.022082018927444796
GN,Solar PV,2024-07-01,critical,0.836199095022624,221,0.027149321266968326
HC,Wind,2024-07-01,critical,116.37267311988084,1343,0.9538346984363366
Repsol,Cogen,2024-07-01,critical,47.19145427286355,1334,0.9917541229385307
GE,Hydro,2024-07-01,critical,76.52435105067984,1618,0.7737948084054388
GN,Generic,2024-07-01,flat,-906.578494623656,93,0.0
Engie,Hydro_RES,2024-07-01,critical,10.935483870967738,341,0.967741935483871
GE,Retailer,2024-07-01,critical,-1687.0663734115353,1023,0.0
GE,Nuclear,2024-07-01,flat,979.6917562724014,279,1.0
GE,CCGT,2024-07-01,flat,334.70873786407765,103,1.0
HC,Hydro_RES,2024-07-01,flat,2.112903225806452,124,0.24193548387096775
HC,Hybrid_RES,2024-07-01,critical,17.223893805309732,339,0.8967551622418879
Engie,Wind,2024-08-01,flat,7.173420479302833,2754,0.46949891067538124
Moeve,Hydro_RES,2024-08-01,critical,3.0313782991202354,1023,0.20625610948191594
Moeve,Biomass,2024-08-01,critical,1.8302073940486947,1109,0.07844905320108206
