parent,tech_group,ym,hc,q1_mean_mwh,n_cells,share_cleared
GN,Wind,2024-08-01,critical,15.998513011152422,1345,0.7754646840148699
HC,Hydro,2024-08-01,flat,0.6860215053763439,93,0.0
Moeve,Direct_consumer,2024-08-01,flat,-4.0616942909760585,543,0.0
TotalEnergies,Retailer,2024-08-01,flat,-189.55125448028673,279,0.0
GE,Pump_load,2024-08-01,critical,-150.38318181818184,220,0.0
IB,Direct_consumer,2024-08-01,critical,-17.134897360703814,341,0.0
Repsol,Cogen,2024-08-01,flat,47.66048387096773,372,1.0
IB,Hybrid_RES,2024-08-01,critical,16.37837837837838,111,0.6216216216216216
Engie,Hydro_RES,2024-08-01,critical,7.5566666666666675,330,0.9333333333333333
Engie,Wind,2024-09-01,flat,7.263639639639645,2775,0.43891891891891893
GE,CCGT,2024-09-01,critical,300.80830324909743,277,1.0
Moeve,Hydro_RES,2024-09-01,critical,3.9560335781741855,953,0.2528856243441763
TotalEnergies,Wind,2024-09-01,flat,13.657777777777778,90,0.7333333333333333
HC,Hydro,2024-09-01,critical,4.1740131578947315,304,0.07894736842105263
Moeve,Direct_consumer,2024-09-01,flat,-4.552777777777776,540,0.0
IB,Wind,2024-09-01,flat,232.52845528455288,123,0.991869918699187
Engie,Cogen,2024-09-01,critical,8.463378684807239,882,0.800453514739229
IB,Retailer,2024-09-01,critical,-466.33861940298516,536,0.0
HC,Retailer,2024-09-01,critical,-808.8945454545453,330,0.0
GN,CCGT,2024-09-01,critical,292.11629213483144,178,0.9662921348314607
IB,Hybrid_RES,2024-09-01,flat,23.857142857142858,63,0.6984126984126984
Repsol,Retailer,2024-09-01,critical,-182.9221212121212,330,0.0
GE,Hydro_pump,2024-09-01,flat,55.987735849056605,106,1.0
Engie,Generic,2024-09-01,critical,-121.84545454545454,330,0.0
GN,Wind,2024-10-01,flat,47.35268817204301,372,0.9381720430107527
IB,Direct_consumer,2024-10-01,critical,-12.352492668621704,341,0.0
IB,Nuclear,2024-10-01,flat,119.29852941176468,204,1.0
Repsol,Direct_consumer,2024-10-01,flat,-112.94946236559142,186,0.0
Moeve,Hydro_RES,2024-10-01,critical,5.948875855327464,1023,0.3978494623655914
GE,Hydro,2024-10-01,critical,121.99946344735083,1491,0.8618376928236083
Repsol,Cogen,2024-10-01,critical,45.85541666666666,1200,0.925
Moeve,Biomass,2024-10-01,critical,1.5570277529095786,1117,0.0
IB,Hydro_pump,2024-10-01,critical,524.08375,160,1.0
GE,Hydro_pump,2024-10-01,critical,73.17659863945573,735,0.998639455782313
GE,Retailer,2024-10-01,flat,-1372.9326164874553,279,0.0
HC,Retailer,2024-10-01,critical,-776.4727272727273,341,0.0
IB,Hybrid_RES_storage,2024-10-01,critical,11.198783454987836,411,0.6618004866180048
IB,Hydro,2024-10-01,flat,159.74578313253014,83,0.8313253012048193
Moeve,Cogen,2024-11-01,critical,5.558897145091881,10228,0.41014861165428235
HC,Solar PV,2024-11-01,critical,4.825510204081633,98,0.336734693877551
GN,Wind,2024-11-01,critical,30.595377503852088,1298,0.8482280431432974
IB,Nuclear,2024-11-01,critical,60.26117775354418,917,0.9945474372955289
Repsol,Retailer,2024-11-01,critical,-184.45333333333332,330,0.0
GN,CCGT,2024-11-01,critical,345.01831896551727,464,1.0
GE,Retailer,2024-11-01,critical,-1373.4906026557712,979,0.0
Engie,Generic,2024-11-01,critical,-139.60606060606062,330,0.0
GE,Hydro,2024-11-01,flat,103.83770491803281,305,0.9147540983606557
HC,Direct_consumer,2024-11-01,critical,-1.8845070422535204,568,0.0
GE,Nuclear,2024-11-01,critical,793.982261640798,451,1.0
TotalEnergies,Retailer,2024-11-01,critical,-255.58998988877664,989,0.0
TotalEnergies,Wind,2024-11-01,critical,14.110032362459547,309,0.6343042071197411
IB,Solar PV,2024-11-01,critical,8.533333333333339,432,0.3263888888888889
IB,CCGT,2024-11-01,critical,313.8350348027843,431,0.9976798143851509
Moeve,Hydro_RES,2024-11-01,flat,5.995736434108528,258,0.3953488372093023
HC,Hybrid_RES,2024-11-01,critical,13.149606299212596,635,0.5858267716535434
IB,Wind,2024-11-01,flat,347.1098360655738,122,0.9016393442622951
GN,Wind,2024-12-01,flat,30.638842975206604,363,0.7823691460055097
Engie,Wind,2024-12-01,critical,9.116955396256467,10044,0.4654520111509359
IB,Hydro,2024-12-01,critical,674.3377873563218,696,0.9913793103448276
Engie,Solar PV,2024-12-01,critical,2.19017608897127,1079,0.10843373493975904
TotalEnergies,Retailer,2024-12-01,critical,-377.05994318181826,704,0.0
Repsol,Direct_consumer,2024-12-01,flat,-129.8478494623656,186,0.0
TotalEnergies,CCGT,2024-12-01,critical,389.72004830917905,414,1.0
IB,Wind,2024-12-01,flat,573.3296875000001,64,0.859375
IB,Direct_consumer,2024-12-01,critical,-15.861876832844574,341,0.0
GE,Nuclear,2024-12-01,flat,793.4273885350318,157,1.0
Moeve,Biomass,2024-12-01,flat,2.1093333333333333,225,0.0
GN,Generic,2024-12-01,flat,-1048.8311827956989,93,0.0
HC,Hydro_RES,2024-12-01,flat,0.8612903225806453,93,0.0
GN,Cogen,2024-12-01,critical,21.06165048543689,618,1.0
HC,Direct_consumer,2024-12-01,critical,-2.259049360146252,547,0.0
GE,Hydro,2025-01-01,flat,64.77974025974027,385,0.9532467532467532
GN,Wind,2025-01-01,flat,85.68333333333332,372,0.9704301075268817
Engie,Solar PV,2025-01-01,critical,2.4329670329670336,1092,0.1346153846153846
Moeve,Cogen,2025-01-01,critical,5.485443548387087,9920,0.44929435483870966
GE,Pump_load,2025-01-01,flat,-131.75175438596492,114,0.0
Moeve,Retailer,2025-01-01,critical,-63.511143695014674,682,0.0
TotalEnergies,Retailer,2025-01-01,critical,-295.0654936461388,1023,0.0
GE,Hydro_pump,2025-01-01,critical,84.68021015761815,571,1.0
GE,Nuclear,2025-01-01,critical,884.3055718475085,1023,1.0
GN,Generic,2025-01-01,critical,-1558.514369501466,341,0.0
IB,CCGT,2025-01-01,critical,299.37298136645967,322,1.0
GE,Retailer,2025-01-01,critical,-1685.456833824975,1017,0.0
IB,Hybrid_RES_storage,2025-01-01,critical,13.504474272930647,447,0.7293064876957495
GN,Hydro,2025-01-01,critical,167.40553633217993,289,0.9238754325259516
HC,Hydro_RES,2025-01-01,flat,0.8103448275862069,87,0.0
Engie,Cogen,2025-01-01,flat,11.306329113924054,237,0.9113924050632911
HC,Hybrid_RES,2025-01-01,flat,13.97967032967033,182,0.6538461538461539
GN,CCGT,2025-01-01,critical,341.7710526315789,190,0.9947368421052631
TotalEnergies,CCGT,2025-01-01,critical,387.52489082969436,229,1.0
IB,Cogen,2025-01-01,critical,54.3685950413223,121,0.9008264462809917
GN,Solar PV,2025-01-01,critical,15.184162895927605,221,0.5158371040723982
Engie,Wind,2025-02-01,flat,7.131382364266455,2597,0.4123989218328841
GE,Hydro,2025-02-01,flat,78.4004651162791,430,0.827906976744186
IB,Hydro,2025-02-01,flat,421.2260115606935,346,1.0
IB,Pump_load,2025-02-01,flat,-540.7583333333333,24,0.0
Moeve,Cogen,2025-02-01,critical,5.410422930446969,9978,0.41862096612547606
IB,Hydro_RES,2025-02-01,critical,7.623246492985966,499,0.4589178356713427
HC,Hybrid_RES,2025-02-01,critical,10.606821963394344,601,0.5923460898502496
GE,Nuclear,2025-02-01,critical,758.0248913043481,920,1.0
IB,Nuclear,2025-02-01,critical,38.247077922078006,924,1.0
IB,Wind,2025-02-01,critical,499.26608391608386,572,0.7622377622377622
Moeve,Direct_consumer,2025-02-01,critical,-18.989001623376673,2464,0.0
Repsol,Retailer,2025-02-01,flat,-146.23690476190478,84,0.0
GN,Cogen,2025-02-01,flat,19.566875000000003,160,1.0
GN,Wind,2025-02-01,flat,45.39136904761905,336,0.9523809523809523
GN,Hydro_pump,2025-02-01,critical,53.93921568627451,102,1.0
Moeve,Cogen,2025-03-01,flat,5.611523625843789,2074,0.44310511089681776
IB,Nuclear,2025-03-01,flat,322.470652173913,276,1.0
Engie,Wind,2025-03-01,critical,11.234732533790208,10506,0.6455358842566152
IB,Hybrid_RES_storage,2025-03-01,critical,12.088969258589508,553,0.7124773960216998
GE,Hydro,2025-03-01,flat,163.568905950096,521,0.8790786948176583
Repsol,Direct_consumer,2025-03-01,critical,-136.4268328445748,682,0.0
GE,Nuclear,2025-03-01,critical,707.9605586592181,895,1.0
TotalEnergies,Retailer,2025-03-01,flat,-197.73584229390687,279,0.0
Moeve,Biomass,2025-03-01,critical,1.5019400352733696,1134,0.0
Engie,Generic,2025-03-01,critical,-111.50498533724335,341,0.03812316715542522
IB,Direct_consumer,2025-03-01,critical,-10.763049853372433,341,0.0
Moeve,Direct_consumer,2025-04-01,critical,-18.609283819628693,2639,0.0
GN,Generic,2025-04-01,critical,-1210.9739393939396,330,0.0
Moeve,Biomass,2025-04-01,critical,1.8065610859728518,884,0.0
GE,Nuclear,2025-04-01,critical,799.9819032761303,641,1.0
Moeve,Hydro_RES,2025-04-01,flat,9.956549520766771,313,0.2971246006389776
Repsol,Cogen,2025-04-01,critical,38.9356490872211,1972,0.8311359026369168
Repsol,Direct_consumer,2025-04-01,critical,-168.0628787878788,660,0.0
GE,Retailer,2025-04-01,flat,-1476.0666666666668,270,0.0
IB,Cogen,2025-04-01,flat,34.35405405405405,37,0.5675675675675675
HC,Hybrid_RES,2025-04-01,critical,16.001703577512778,587,0.7342419080068143
IB,Solar PV,2025-04-01,critical,15.712054794520535,730,0.4589041095890411
Moeve,Retailer,2025-04-01,critical,-61.858484848484856,660,0.0
GE,Solar PV,2025-04-01,critical,1.3397321428571427,224,0.0
TotalEnergies,Wind,2025-04-01,critical,13.58087774294671,319,0.8181818181818182
HC,Wind,2025-04-01,critical,123.34262036306234,1267,0.7679558011049724
IB,CCGT,2025-04-01,critical,346.855,20,1.0
Repsol,Cogen,2025-05-01,critical,41.13190082644633,1815,0.896969696969697
Moeve,Biomass,2025-05-01,critical,1.4777674418604654,1075,0.0
Moeve,Retailer,2025-05-01,critical,-72.0381231671554,682,0.0
GN,Wind,2025-05-01,critical,16.895339805825248,1030,0.7970873786407767
Moeve,Solar PV,2025-05-01,critical,0.5132450331125828,302,0.0
Repsol,Direct_consumer,2025-05-01,critical,-147.44472140762468,682,0.0
TotalEnergies,Retailer,2025-05-01,critical,-244.31691104594321,1023,0.0
Moeve,Hydro_RES,2025-05-01,critical,8.7475685234306,1131,0.40671971706454463
HC,Direct_consumer,2025-05-01,critical,-3.3921383647798744,636,0.0
GE,Nuclear,2025-05-01,flat,922.4212962962963,108,1.0
GE,Hydro,2025-05-01,flat,234.2960051546392,776,0.8801546391752577
GE,Retailer,2025-05-01,critical,-1650.2818181818177,1023,0.0
HC,Hybrid_RES,2025-05-01,critical,11.536431226765794,538,0.6858736059479554
TotalEnergies,Wind,2025-05-01,flat,13.215116279069768,86,0.8372093023255814
Engie,Cogen,2025-05-01,flat,9.967054263565895,258,0.7403100775193798
Repsol,Retailer,2025-05-01,critical,-162.9043988269795,341,0.0
HC,Wind,2025-06-01,flat,109.67759103641457,357,0.7366946778711485
Repsol,Direct_consumer,2025-06-01,flat,-171.48555555555555,180,0.0
HC,Direct_consumer,2025-06-01,critical,-3.24903536977492,622,0.0
Moeve,Direct_consumer,2025-06-01,critical,-17.79844696969701,2640,0.0
IB,Retailer,2025-06-01,flat,-407.7615894039736,151,0.0
IB,Nuclear,2025-06-01,critical,178.4759200841219,951,1.0
GE,Solar PV,2025-06-01,critical,0.13865030674846626,163,0.0
GN,Retailer,2025-06-01,critical,-66.78725701943843,463,0.0
IB,Solar PV,2025-06-01,critical,21.61117578579744,859,0.48661233993015135
TotalEnergies,Solar PV,2025-06-01,critical,6.830616621983915,1865,0.4005361930294906
Repsol,Retailer,2025-06-01,critical,-208.09606060606055,330,0.0
TotalEnergies,CCGT,2025-06-01,critical,367.00057142857145,175,1.0
IB,Hydro,2025-06-01,flat,502.41553398058255,206,0.9902912621359223
HC,Retailer,2025-06-01,critical,-929.1790909090909,330,0.0
Engie,Generic,2025-07-01,flat,-143.58709677419355,93,0.03225806451612903
IB,Direct_consumer,2025-07-01,critical,-16.101173020527863,341,0.0
Repsol,Cogen,2025-07-01,critical,42.70229826353419,1958,0.848314606741573
GE,Retailer,2025-07-01,critical,-1534.7252199413495,1023,0.0
Engie,Solar PV,2025-07-01,critical,6.12646301067353,2717,0.33235185866764816
GE,Hydro_pump,2025-07-01,critical,117.03188585607941,806,1.0
Engie,Retailer,2025-07-01,critical,-31.071493902439045,656,0.0
GE,Nuclear,2025-07-01,critical,694.1035787321064,978,1.0
IB,Nuclear,2025-07-01,flat,90.53727598566309,279,1.0
HC,Direct_consumer,2025-07-01,flat,-2.9614942528735635,174,0.0
IB,Wind,2025-07-01,flat,21.597340425531915,376,0.6542553191489362
GN,Cogen,2025-07-01,critical,15.534717607973418,602,1.0
GE,CCGT,2025-07-01,flat,335.5638888888888,108,1.0
IB,CCGT,2025-07-01,critical,307.2185328185329,259,0.9961389961389961
TotalEnergies,Retailer,2025-07-01,critical,-303.519843597263,1023,0.0
GN,Solar PV,2025-07-01,critical,1.1868181818181809,220,0.013636363636363636
GE,Retailer,2025-08-01,flat,-1294.4405017921147,279,0.0
GE,Hydro,2025-08-01,flat,92.8504021447721,373,0.9892761394101877
HC,Hybrid_RES,2025-08-01,critical,23.63746268656717,670,0.7895522388059701
GN,Generic,2025-08-01,flat,-1270.4225806451611,93,0.0
IB,Nuclear,2025-08-01,critical,142.64063079777367,1078,0.9925788497217068
Engie,Hydro_RES,2025-08-01,critical,5.709677419354837,341,0.6129032258064516
Engie,Generic,2025-08-01,flat,-159.27311827956987,93,0.0
GE,Hydro_pump,2025-08-01,critical,117.53852760736198,815,1.0
IB,Direct_consumer,2025-08-01,critical,-17.207331378299116,341,0.0
IB,Wind,2025-08-01,flat,9.848167539267015,382,0.4790575916230366
IB,Solar PV,2025-08-01,critical,29.056714876033098,968,0.5175619834710744
GE,Solar PV,2025-08-01,critical,0.1610294117647059,136,0.0
Engie,CCGT,2025-08-01,critical,326.0,6,1.0
HC,Direct_consumer,2025-08-01,flat,-4.198198198198198,111,0.0
Moeve,Direct_consumer,2025-08-01,flat,-16.905668016194316,741,0.0
Engie,Wind,2025-09-01,flat,8.880916775032514,3076,0.5094278283485045
GE,Hydro,2025-09-01,flat,74.2141176470588,425,0.6941176470588235
Engie,Hydro_RES,2025-09-01,critical,7.416969696969698,330,1.0
TotalEnergies,Retailer,2025-09-01,critical,-267.2064646464649,990,0.0
IB,Solar PV,2025-09-01,critical,25.701209677419357,744,0.47043010752688175
GE,Nuclear,2025-09-01,critical,850.5157187176836,967,1.0
Engie,Retailer,2025-09-01,critical,-26.66608280254777,628,0.0
Moeve,Cogen,2025-09-01,flat,5.176443941109848,2649,0.39939599848999624
Engie,Cogen,2025-09-01,flat,10.27607843137255,255,0.7176470588235294
GN,Retailer,2025-09-01,critical,-60.554945054945044,364,0.0
GN,Solar PV,2025-09-01,critical,0.6631578947368426,76,0.013157894736842105
HC,Hybrid_RES,2025-09-01,critical,20.77776,625,0.7648
GN,Wind,2025-09-01,flat,20.644722222222217,360,0.7944444444444444
IB,Nuclear,2025-09-01,flat,289.3699029126214,309,1.0
Engie,Hydro,2025-09-01,flat,0.8000000000000003,90,0.0
IB,Direct_consumer,2025-09-01,critical,-16.434545454545454,330,0.0
Engie,Generic,2025-09-01,flat,-156.01444444444445,90,0.0
TotalEnergies,Wind,2025-09-01,critical,20.88823529411765,289,0.8858131487889274
IB,Nuclear,2025-10-01,flat,264.34186893203884,206,0.9951456310679612
TotalEnergies,Retailer,2025-10-01,flat,-174.19883512544797,279,0.0
Engie,Wind,2025-10-01,flat,9.435402947632493,3189,0.4891815616180621
Moeve,Biomass,2025-10-01,critical,1.4227097767513461,1299,0.0
Engie,Solar PV,2025-10-01,critical,3.679794520547944,1752,0.20833333333333334
HC,Direct_consumer,2025-10-01,critical,-3.2588003502626974,571,0.0
IB,Retailer,2025-10-01,critical,-330.0136192017258,927,0.0
TotalEnergies,Solar PV,2025-10-01,critical,7.466712816455695,1264,0.3829113924050633
GE,Hydro,2025-10-01,critical,93.04179075235113,1276,0.9067398119122257
HC,Hybrid_RES,2025-10-01,critical,17.4062030075188,665,0.6526315789473685
Engie,Hydro,2025-10-01,flat,0.7956521739130437,92,0.0
Moeve,Retailer,2025-10-01,critical,-70.9541055718475,682,0.0
GE,Pump_load,2025-10-01,critical,-145.6735668789809,157,0.0
HC,Hydro_RES,2025-10-01,critical,1.5496943765281164,409,0.0
HC,Wind,2025-10-01,flat,132.22293388429753,363,0.8071625344352618
GN,Retailer,2025-10-01,flat,-63.47263157894737,95,0.0
GN,Cogen,2025-10-01,critical,20.057164869029272,649,0.9815100154083205
Engie,Retailer,2025-10-01,flat,-30.173655913978497,186,0.0
IB,Hydro_pump,2025-10-01,critical,943.7115207373272,217,0.9907834101382489
GE,Hydro_pump,2025-11-01,flat,72.84543010752688,93,1.0
Engie,Wind,2025-11-01,flat,13.447685185185197,3078,0.6624431448992852
IB,Nuclear,2025-11-01,critical,301.8385258358663,987,0.9979736575481256
IB,Wind,2025-11-01,critical,82.7817168674699,1660,0.8198795180722892
Repsol,Cogen,2025-11-01,critical,36.77524204702628,2169,0.8132780082987552
IB,Hydro,2025-11-01,critical,173.50805412371128,388,0.9329896907216495
GE,Pump_load,2025-11-01,critical,-78.92853535353535,99,0.0
Moeve,Direct_consumer,2025-11-01,critical,-17.032007575757596,2640,0.0
Moeve,Biomass,2025-11-01,flat,1.6954415954415958,351,0.008547008547008548
GE,Hydro,2025-11-01,flat,116.1561986863711,609,0.8949096880131363
Repsol,Retailer,2025-11-01,critical,-259.8636363636364,330,0.0
IB,Hydro_pump,2025-11-01,critical,933.5089207048459,227,0.9911894273127754
IB,Direct_consumer,2025-11-01,critical,-13.178484848484848,330,0.0
IB,Retailer,2025-11-01,critical,-255.3976290516207,833,0.0
HC,Hydro_RES,2025-11-01,critical,1.3731818181818185,330,0.0
Engie,Cogen,2025-12-01,flat,11.14051724137931,232,0.8405172413793104
IB,Nuclear,2025-12-01,flat,373.8746323529412,340,0.9970588235294118
Moeve,Direct_consumer,2025-12-01,flat,-18.964381720430094,744,0.0
Repsol,Cogen,2025-12-01,critical,39.94346885813152,2312,0.777681660899654
GE,CCGT,2025-12-01,critical,360.1418719211822,203,1.0
Moeve,Biomass,2025-12-01,critical,1.4569707740916282,1266,0.0
GN,Hydro,2025-12-01,critical,116.67880434782609,230,0.9608695652173913
GN,Pump_load,2025-12-01,flat,-92.13647540983607,61,0.0
TotalEnergies,Solar PV,2025-12-01,critical,2.3025000000000007,750,0.17466666666666666
Moeve,Retailer,2026-01-01,flat,-56.88125,48,0.0
Moeve,Direct_consumer,2026-01-01,flat,-17.501562500000006,192,0.0
Engie,Retailer,2026-01-01,critical,-24.865680473372784,169,0.0
Engie,Wind,2026-01-01,critical,13.670522979397772,3155,0.6240887480190175
GN,Cogen,2026-01-01,critical,21.21590909090909,176,0.9943181818181818
HC,Retailer,2026-01-01,critical,-826.4988636363637,88,0.0
Engie,Retailer,2024-01-01,critical,-45.11085526315789,304,0.0
Moeve,Hydro_RES,2024-01-01,flat,2.893181818181818,264,0.2727272727272727
IB,Hybrid_RES_storage,2024-01-01,critical,14.43939393939394,66,0.9393939393939394
IB,Hydro_RES,2024-02-01,critical,7.969732441471577,598,0.391304347826087
IB,CCGT,2024-02-01,critical,305.7551724137931,29,1.0
GN,Retailer,2024-02-01,critical,-39.101072386058995,373,0.0
GE,Nuclear,2024-02-01,flat,547.1027777777776,252,0.7182539682539683
Moeve,Hydro_RES,2024-02-01,flat,2.104,225,0.04888888888888889
Engie,Generic,2024-02-01,critical,-126.74577922077921,308,0.00974025974025974
HC,Hydro_RES,2024-02-01,flat,1.346428571428571,84,0.0
IB,Hydro_pump,2024-03-01,critical,671.830588235294,170,0.7823529411764706
IB,Pump_load,2024-03-01,critical,-592.8751336898396,374,0.0
Moeve,Solar PV,2024-03-01,critical,0.7763888888888891,216,0.0
GN,Wind,2024-03-01,flat,100.0989010989011,364,0.9148351648351648
IB,Cogen,2024-03-01,flat,41.724999999999994,148,0.918918918918919
IB,Hydro,2024-03-01,flat,204.9297872340426,188,0.7180851063829787
IB,Hybrid_RES_storage,2024-03-01,critical,11.943999999999999,175,0.5885714285714285
IB,Wind,2024-03-01,critical,1398.3715686274509,204,0.9901960784313726
GN,Cogen,2024-04-01,flat,23.4990990990991,111,1.0
IB,Hybrid_RES,2024-04-01,critical,27.796744186046507,215,0.7953488372093023
Engie,Generic,2024-04-01,critical,-86.69404388714734,319,0.05956112852664577
GE,Nuclear,2024-04-01,flat,891.1739130434783,92,1.0
IB,CCGT,2024-04-01,critical,482.1125,24,1.0
HC,Hydro,2024-05-01,critical,6.907220216606499,277,0.12274368231046931
IB,Direct_consumer,2024-05-01,flat,-3.3811111111111107,90,0.0
GE,Solar PV,2024-06-01,critical,0.14638554216867472,166,0.0
IB,Hybrid_RES_storage,2024-06-01,flat,7.675555555555556,45,0.4444444444444444
IB,Hydro_RES,2024-06-01,flat,17.321739130434782,23,0.4782608695652174
GE,Retailer,2024-06-01,critical,-1919.5532828282824,792,0.0
IB,Nuclear,2024-06-01,critical,154.828264925373,1072,0.8675373134328358
IB,Cogen,2024-06-01,critical,9.506273062730624,271,0.6236162361623616
Engie,Cogen,2024-06-01,flat,9.945185185185188,270,0.6814814814814815
GN,Generic,2024-06-01,critical,-1035.02,330,0.0
GE,Hydro_pump,2024-07-01,flat,57.861616161616176,198,0.9949494949494949
Engie,CCGT,2024-08-01,critical,47.540983606557376,61,0.5901639344262295
GN,Generic,2024-08-01,critical,-1209.7879765395896,341,0.0
IB,CCGT,2024-08-01,flat,197.372131147541,183,1.0
TotalEnergies,Wind,2024-08-01,flat,14.258620689655173,87,0.8850574712643678
Repsol,Direct_consumer,2024-08-01,flat,-120.13064516129033,186,0.0
TotalEnergies,CCGT,2024-08-01,critical,354.2369047619048,168,1.0
GN,Solar PV,2024-09-01,critical,6.300000000000001,142,0.08450704225352113
HC,Hybrid_RES,2024-09-01,flat,10.228888888888891,90,0.7777777777777778
IB,Pump_load,2024-10-01,flat,-363.6594339622642,106,0.0
TotalEnergies,Solar PV,2024-10-01,critical,1.2290836653386452,251,0.0
Engie,Hydro_RES,2024-10-01,critical,32.932258064516134,341,1.0
GN,CCGT,2024-10-01,critical,270.8385185185185,135,0.9777777777777777
Engie,Generic,2024-10-01,critical,-137.89090909090908,341,0.0
Engie,Retailer,2024-10-01,flat,-56.94367816091953,87,0.0
Engie,Cogen,2024-11-01,flat,9.683720930232562,258,0.7790697674418605
IB,Direct_consumer,2024-11-01,critical,-15.162424242424244,330,0.0
HC,Hybrid_RES,2024-12-01,flat,15.559763313609468,169,0.6863905325443787
IB,Pump_load,2024-12-01,flat,-577.3692307692309,78,0.0
TotalEnergies,Wind,2024-12-01,flat,11.437777777777779,90,0.6
GN,Hydro,2024-12-01,critical,144.80588235294124,374,0.9331550802139037
IB,Hybrid_RES_storage,2024-12-01,critical,9.970552147239268,163,0.50920245398773
Engie,Generic,2024-12-01,flat,-142.17634408602152,93,0.0
Engie,Hydro_RES,2025-01-01,critical,40.4258064516129,341,0.967741935483871
IB,Pump_load,2025-01-01,flat,-546.1158620689654,145,0.0
GN,Retailer,2025-02-01,flat,-67.1452380952381,84,0.0
Moeve,Retailer,2025-03-01,flat,-72.96612021857923,183,0.0
IB,Retailer,2025-03-01,flat,-412.3061946902655,113,0.0
HC,Hydro,2025-03-01,critical,20.656591639871397,311,0.2572347266881029
GN,Generic,2025-03-01,critical,-1363.5806451612902,341,0.0
GN,Retailer,2025-03-01,critical,-67.1049132947977,346,0.0
GN,Cogen,2025-04-01,flat,22.133103448275865,145,1.0
IB,Direct_consumer,2025-04-01,flat,-15.276666666666667,90,0.0
IB,Hydro_RES,2025-05-01,flat,13.00357142857143,28,0.5
HC,Hydro_RES,2025-05-01,critical,1.597523219814242,323,0.0
GN,Pump_load,2025-05-01,critical,-45.80786516853933,89,0.0
GN,Generic,2025-06-01,flat,-1210.3044444444445,90,0.0
HC,Hydro,2025-06-01,flat,35.59666666666667,90,0.8777777777777778
Engie,Hydro_RES,2025-06-01,flat,25.55333333333333,90,1.0
HC,Cogen,2025-06-01,flat,4.950793650793651,63,0.047619047619047616
Moeve,Retailer,2025-07-01,critical,-104.04882697947217,682,0.0
GN,CCGT,2025-07-01,critical,293.3289124668435,377,0.9761273209549072
Engie,CCGT,2025-07-01,critical,304.4,5,1.0
GN,Hydro,2025-07-01,critical,91.45686274509804,51,0.6470588235294118
IB,Hydro_pump,2025-07-01,flat,749.0,45,1.0
Engie,Hydro,2025-07-01,critical,0.7999999999999987,332,0.0
GN,Cogen,2025-08-01,flat,21.25,186,1.0
Repsol,Direct_consumer,2025-08-01,flat,-164.8247311827957,186,0.0
IB,Hybrid_RES,2025-08-01,critical,18.928125,64,0.421875
IB,Hybrid_RES_storage,2025-09-01,critical,3.044843049327354,223,0.14349775784753363
GE,Pump_load,2025-09-01,critical,-191.43788819875778,161,0.0
Moeve,Biomass,2025-09-01,flat,1.559663865546218,357,0.0
IB,Hydro,2025-09-01,critical,71.3625,216,0.9259259259259259
GE,Retailer,2025-10-01,flat,-1270.3478494623655,279,0.0
IB,Hybrid_RES_storage,2025-10-01,critical,2.896972656250001,256,0.14453125
Repsol,Retailer,2025-10-01,critical,-212.73416422287391,341,0.0
Engie,Generic,2025-11-01,critical,-132.76083333333332,330,0.0
GE,Nuclear,2025-11-01,critical,911.7973297213622,646,1.0
Repsol,Direct_consumer,2025-11-01,flat,-173.1183333333333,180,0.0
IB,Wind,2025-12-01,flat,87.46868250539957,463,0.6760259179265659
HC,Direct_consumer,2025-12-01,flat,-3.504166666666667,114,0.0
Engie,Retailer,2025-12-01,flat,-31.375,186,0.0
IB,Hydro,2025-12-01,flat,29.324342105263153,38,0.631578947368421
HC,Hybrid_RES,2026-01-01,critical,25.016477272727276,176,0.8011363636363636
GE,Nuclear,2026-01-01,critical,926.4863636363635,264,1.0
Moeve,Wind,2026-01-01,flat,1.8400000000000003,20,0.0
GN,Retailer,2026-01-01,critical,-88.8778409090909,88,0.0
GE,CCGT,2026-01-01,critical,341.8208333333333,18,1.0
Repsol,Retailer,2026-01-01,critical,-356.32670454545456,88,0.0
TotalEnergies,Retailer,2024-01-01,flat,-317.0408602150538,186,0.0
IB,Retailer,2024-01-01,flat,-228.972,125,0.0
GN,Cogen,2024-01-01,flat,26.292682926829272,123,1.0
HC,Solar PV,2024-02-01,critical,1.0131868131868131,91,0.0
GE,CCGT,2024-03-01,critical,286.153125,64,1.0
IB,Retailer,2024-03-01,flat,-604.0419999999999,150,0.0
GN,Solar PV,2024-04-01,critical,13.117073170731707,205,0.3024390243902439
IB,Cogen,2024-04-01,critical,31.194652406417106,374,0.732620320855615
HC,Wind,2024-04-01,flat,145.48083333333332,360,0.8972222222222223
Moeve,Biomass,2024-05-01,flat,1.7195652173913039,276,0.010869565217391304
IB,Wind,2024-06-01,flat,599.3538461538462,52,0.9615384615384616
GN,Hydro,2024-06-01,critical,40.5775,40,0.5
Moeve,Solar PV,2024-06-01,critical,1.132462686567164,268,0.0
Engie,CCGT,2024-06-01,critical,115.75757575757575,33,1.0
HC,Retailer,2024-06-01,flat,-864.4744444444445,90,0.0
IB,Storage_buy,2024-07-01,critical,-5.0249999999999995,8,0.0
IB,CCGT,2024-07-01,flat,245.10877192982457,57,1.0
Engie,Cogen,2024-08-01,flat,13.976870748299323,147,0.8979591836734694
HC,Hydro_RES,2024-09-01,flat,1.6615384615384616,117,0.07692307692307693
IB,CCGT,2024-09-01,critical,329.4173333333334,150,1.0
