tech,pdbc_gwh,pdbf_gwh,phf_gwh,ym,gap_vs_pdbc,gap_vs_pdbf
Solar PV,59.77180000000016,471.4365999999996,471.5305499999985,2025-04-01,411.7587499999984,0.09394999999892661
Wind,841.7238999999998,1212.9899000000064,1270.4234000000029,2025-04-01,428.699500000003,57.43349999999646
CCGT,1.6622999999999999,1.6623,2147.0601749999955,2025-05-01,2145.3978749999956,2145.3978749999956
Coal,0.0,0.0,55.0163,2025-05-01,55.0163,55.0163
Cogen,24.48179999999995,94.01619999999947,81.87259999999996,2025-05-01,57.39080000000001,-12.143599999999509
Direct_consumer,0.0,-18.001700000000017,-17.74994999999999,2025-05-01,-17.74994999999999,0.2517500000000261
Generic,0.0,7.602807272633072e-16,0.6347999999999702,2025-05-01,0.6347999999999702,0.6347999999999694
Hybrid_RES,17.402800000000003,20.83049999999999,30.488824999999967,2025-05-01,13.086024999999964,9.658324999999977
Hybrid_RES_storage,2.6951000000000023,28.979699999999983,25.24780000000001,2025-05-01,22.552700000000005,-3.7318999999999747
Hydro,1237.6778000000008,4992.065599999966,4468.295200000041,2025-05-01,3230.6174000000406,-523.7703999999248
Hydro_RES,2.3868999999999976,87.48459999999902,86.62332499999992,2025-05-01,84.23642499999993,-0.8612749999990967
Hydro_pump,276.29640000000035,438.7733000000019,405.19690000000173,2025-05-01,128.9005000000014,-33.57640000000015
Nuclear,2089.4712,2610.080499999996,3070.201049999983,2025-05-01,980.7298499999829,460.1205499999869
Other,0.0,67.58470000000004,52.92297500000001,2025-05-01,52.92297500000001,-14.661725000000033
Pump_load,0.0,-798.2913000000003,-1308.9975749999978,2025-05-01,-1308.9975749999978,-510.7062749999975
Retailer,0.0,-12710.480699999898,-11242.450249999983,2025-05-01,-11242.450249999983,1468.0304499999147
Solar PV,25.793600000000012,593.9166999999956,591.8140749999955,2025-05-01,566.0204749999955,-2.1026250000001028
Wind,457.9804000000004,859.9284999999996,927.5428499999991,2025-05-01,469.56244999999876,67.61434999999949
CCGT,374.9331,435.89959999999934,2616.8547749999984,2025-06-01,2241.9216749999982,2180.955174999999
Coal,0.0,0.0,35.303324999999994,2025-06-01,35.303324999999994,35.303324999999994
Cogen,22.113200000000024,122.58020000000009,123.94787499999933,2025-06-01,101.83467499999931,1.3676749999992381
Direct_consumer,0.0,-18.80530000000001,-18.059124999999977,2025-06-01,-18.059124999999977,0.7461750000000329
Generic,0.0,8.526512829121202e-16,-0.94762500000002,2025-06-01,-0.94762500000002,-0.9476250000000209
Hybrid_RES,32.54550000000001,44.24680000000009,49.391074999999994,2025-06-01,16.845574999999982,5.144274999999901
Hybrid_RES_storage,1.4349999999999996,26.927899999999962,16.89307500000003,2025-06-01,15.458075000000033,-10.03482499999993
Hydro,1192.6361999999988,3480.590700000101,2869.759549999983,2025-06-01,1677.1233499999842,-610.8311500001182
Hydro_RES,1.0239999999999974,77.24469999999987,76.58250000000054,2025-06-01,75.55850000000054,-0.6621999999993307
Hydro_pump,360.6381,360.6380999999996,349.63010000000014,2025-06-01,-11.007999999999868,-11.00799999999947
Nuclear,1150.5821000000028,4157.4266999999045,4120.091375000032,2025-06-01,2969.509275000029,-37.33532499987268
Other,0.0,69.5958999999998,56.206499999999956,2025-06-01,56.206499999999956,-13.389399999999846
Pump_load,0.0,-908.5806999999999,-1155.0039000000004,2025-06-01,-1155.0039000000004,-246.42320000000052
Retailer,0.0,-13702.165700000094,-12320.524000000007,2025-06-01,-12320.524000000007,1381.6417000000874
Solar PV,77.39160000000014,623.2087999999957,601.346749999997,2025-06-01,523.9551499999968,-21.862049999998703
Wind,330.96259999999984,864.3765999999965,899.376299999998,2025-06-01,568.4136999999981,34.99970000000144
CCGT,577.0463000000001,648.3041000000003,2330.124075000007,2025-07-01,1753.077775000007,1681.8199750000067
Coal,0.0,0.0,5.471925000000001,2025-07-01,5.471925000000001,5.471925000000001
Cogen,22.687099999999983,114.95639999999904,107.45964999999907,2025-07-01,84.77254999999909,-7.496749999999963
Direct_consumer,0.0,-17.33700000000001,-16.652025,2025-07-01,-16.652025,0.6849750000000121
Generic,0.0,8.384404281969182e-16,-1.2079999999999782,2025-07-01,-1.2079999999999782,-1.207999999999979
Hybrid_RES,48.83419999999999,71.12900000000016,69.13405000000004,2025-07-01,20.299850000000056,-1.9949500000001166
Hybrid_RES_storage,2.852300000000001,30.479199999999974,18.036350000000027,2025-07-01,15.184050000000026,-12.442849999999947
Hydro,613.7059000000006,2656.090200000065,2252.5971500000114,2025-07-01,1638.8912500000108,-403.4930500000537
Hydro_RES,1.8550000000000022,50.05819999999928,49.93544999999941,2025-07-01,48.08044999999941,-0.12274999999986846
Hydro_pump,387.1708999999999,387.7707999999993,384.6770499999997,2025-07-01,-2.4938500000001795,-3.093749999999602
Nuclear,1819.5552000000018,5024.27200000003,4877.657449999966,2025-07-01,3058.1022499999644,-146.6145500000639
Other,0.0,72.3617000000001,52.55880000000002,2025-07-01,52.55880000000002,-19.80290000000008
Pump_load,0.0,-1019.0807999999992,-1080.5477,2025-07-01,-1080.5477,-61.46690000000092
Retailer,0.0,-15261.08170000008,-13283.537900000045,2025-07-01,-13283.537900000045,1977.5438000000358
Solar PV,125.45489999999988,755.2582999999872,562.2812749999993,2025-07-01,436.82637499999936,-192.97702499998798
Wind,587.1511,1419.9752999999978,1378.0153000000012,2025-07-01,790.8642000000011,-41.959999999996626
CCGT,360.18279999999993,417.20980000000003,2349.2964499999957,2025-08-01,1989.1136499999957,1932.0866499999956
Cogen,30.960699999999896,113.24049999999862,112.08587499999872,2025-08-01,81.12517499999882,-1.1546249999998963
Direct_consumer,0.0,-17.71349999999998,-17.09939999999998,2025-08-01,-17.09939999999998,0.614099999999997
Generic,0.0,3.765876499528531e-16,-6.235450000000009,2025-08-01,-6.235450000000009,-6.235450000000009
Hybrid_RES,40.98490000000002,57.23649999999993,59.104799999999955,2025-08-01,18.119899999999937,1.8683000000000263
Hybrid_RES_storage,2.2997,27.1033,23.44125000000004,2025-08-01,21.141550000000038,-3.6620499999999616
Hydro,424.2756999999996,2609.9296000000277,2364.238974999993,2025-08-01,1939.9632749999932,-245.69062500003474
Hydro_RES,3.163200000000002,35.35759999999976,37.03584999999999,2025-08-01,33.872649999999986,1.6782500000002258
Hydro_pump,406.24429999999995,411.0441000000003,418.7715749999999,2025-08-01,12.527274999999975,7.727474999999629
Nuclear,2243.1171999999983,5069.457099999976,5076.356250000015,2025-08-01,2833.239050000017,6.899150000039299
Other,0.0,67.06259999999997,50.86089999999996,2025-08-01,50.86089999999996,-16.201700000000017
Pump_load,0.0,-983.003299999999,-1112.9757750000006,2025-08-01,-1112.9757750000006,-129.97247500000162
Retailer,0.0,-14278.715100000134,-12682.509450000076,2025-08-01,-12682.509450000076,1596.205650000058
Solar PV,136.02039999999988,704.1390999999921,587.7419749999985,2025-08-01,451.72157499999867,-116.3971249999936
Wind,449.4353000000003,1135.380700000001,1118.8971000000006,2025-08-01,669.4618000000003,-16.48360000000048
CCGT,252.72639999999996,291.6149000000002,2190.6322750000013,2025-09-01,1937.9058750000013,1899.017375000001
Coal,6.27,6.27,3.02625,2025-09-01,-3.2437499999999995,-3.2437499999999995
Cogen,27.585399999999957,122.29359999999902,118.45874999999884,2025-09-01,90.87334999999888,-3.8348500000001735
Direct_consumer,0.0,-16.837999999999987,-16.624174999999987,2025-09-01,-16.624174999999987,0.21382499999999993
Generic,0.0,9.627854069549358e-16,0.2709000000000342,2025-09-01,0.2709000000000342,0.2709000000000333
Hybrid_RES,34.6196,50.45160000000004,54.70067500000001,2025-09-01,20.081075000000013,4.249074999999969
Hybrid_RES_storage,2.0117000000000007,25.61439999999995,24.627724999999973,2025-09-01,22.616024999999972,-0.9866749999999769
Hydro,302.298799999999,2716.86240000004,2490.5183499999935,2025-09-01,2188.2195499999943,-226.34405000004654
Hydro_RES,3.0195000000000043,36.7524999999996,39.06157499999981,2025-09-01,36.04207499999981,2.309075000000213
Hydro_pump,266.20849999999996,284.97240000000016,297.23114999999996,2025-09-01,31.02265,12.258749999999793
Nuclear,2437.303200000002,4475.459899999964,4520.247550000009,2025-09-01,2082.944350000007,44.78765000004478
Other,0.0,44.61819999999997,34.013149999999975,2025-09-01,34.013149999999975,-10.605049999999999
Pump_load,0.0,-889.9602000000003,-1087.2811750000005,2025-09-01,-1087.2811750000005,-197.3209750000002
Retailer,0.0,-13375.291100000057,-11849.169199999997,2025-09-01,-11849.169199999997,1526.1219000000601
Solar PV,95.76660000000004,517.3594999999985,520.8834999999999,2025-09-01,425.1168999999999,3.524000000001365
Storage_buy,0.0,-0.04349999999999999,-0.046150000000000004,2025-09-01,-0.046150000000000004,-0.0026500000000000135
Storage_sell,0.0473,0.04729999999999998,0.028075,2025-09-01,-0.019225000000000003,-0.01922499999999998
Wind,451.5372000000003,1206.7654000000034,1218.6117750000005,2025-09-01,767.0745750000002,11.846374999997124
CCGT,1001.4023749999993,1082.650799999997,3102.249750000013,2025-10-01,2100.847375000014,2019.5989500000162
Coal,0.0,0.0,14.05,2025-10-01,14.05,14.05
Cogen,32.14352500000014,136.0393749999989,128.5413999999986,2025-10-01,96.39787499999845,-7.497975000000309
Direct_consumer,0.0,-16.879799999999996,-17.02524999999999,2025-10-01,-17.02524999999999,-0.1454499999999932
Generic,0.0,-1.1333156635373598e-15,-1.240525000000005,2025-10-01,-1.240525000000005,-1.2405250000000039
Hybrid_RES,34.02254999999995,50.12574999999996,50.942149999999955,2025-10-01,16.919600000000003,0.8163999999999945
Hybrid_RES_storage,2.217399999999998,23.33419999999998,20.744474999999994,2025-10-01,18.527074999999996,-2.589724999999987
Hydro,465.2814500000009,2862.0481249999875,2483.413899999998,2025-10-01,2018.1324499999973,-378.6342249999893
Hydro_RES,4.385799999999997,53.624474999999855,53.98472499999953,2025-10-01,49.59892499999953,0.3602499999996738
Hydro_pump,338.4927249999998,338.4927249999998,328.91137499999996,2025-10-01,-9.581349999999816,-9.581349999999816
Nuclear,1854.0557250000024,3583.7451250000295,3701.113399999991,2025-10-01,1847.0576749999886,117.36827499996161
Other,0.0,27.850625000000004,16.019775000000006,2025-10-01,16.019775000000006,-11.830849999999998
Pump_load,0.0,-868.7253749999999,-1072.1532000000007,2025-10-01,-1072.1532000000007,-203.42782500000078
Retailer,0.0,-13278.788625000008,-13230.593224999939,2025-10-01,-13230.593224999939,48.19540000006964
Solar PV,89.79215000000036,455.2078499999961,422.25485,2025-10-01,332.4626999999996,-32.95299999999611
Storage_buy,0.0,-0.015674999999999998,-0.015475000000000001,2025-10-01,-0.015475000000000001,0.00019999999999999706
Storage_sell,0.034800000000000005,0.034800000000000005,0.008924999999999999,2025-10-01,-0.025875000000000006,-0.025875000000000006
Wind,544.0599,1464.6318999999987,1422.3727750000007,2025-10-01,878.3128750000008,-42.259124999997994
CCGT,130.10235000000006,163.13517499999995,2520.2521749999983,2025-11-01,2390.149824999998,2357.1169999999984
Coal,0.0,0.0,4.801475,2025-11-01,4.801475,4.801475
Cogen,29.004924999999982,114.90805000000027,109.23067499999938,2025-11-01,80.2257499999994,-5.677375000000893
Direct_consumer,0.0,-13.321525000000015,-12.235050000000014,2025-11-01,-12.235050000000014,1.0864750000000019
Generic,0.0,1.0658141036401502e-15,-5.728100000000064,2025-11-01,-5.728100000000064,-5.728100000000065
Hybrid_RES,49.64830000000002,62.51805000000002,61.26892500000003,2025-11-01,11.620625000000011,-1.2491249999999852
Hybrid_RES_storage,3.886200000000001,22.160424999999975,21.96134999999998,2025-11-01,18.07514999999998,-0.19907499999999345
Hydro,611.1839750000031,3175.6529500000515,2679.2313750000094,2025-11-01,2068.0474000000063,-496.42157500004214
Hydro_RES,2.827449999999972,62.43084999999954,63.16972499999928,2025-11-01,60.34227499999931,0.7388749999997444
Hydro_pump,340.8856500000002,341.93560000000025,334.79965000000027,2025-11-01,-6.085999999999956,-7.13594999999998
Nuclear,1909.4453500000063,3647.827375000035,3683.0416750000227,2025-11-01,1773.5963250000163,35.214299999987816
Other,0.0,17.662000000000003,10.93159999999999,2025-11-01,10.93159999999999,-6.730400000000012
Pump_load,0.0,-758.4286,-1069.4132499999994,2025-11-01,-1069.4132499999994,-310.9846499999994
Retailer,0.0,-13469.232974999974,-13363.044599999941,2025-11-01,-13363.044599999941,106.18837500003247
Solar PV,100.18107500000039,359.5946000000001,352.14547500000003,2025-11-01,251.96439999999964,-7.449125000000095
Storage_buy,0.0,-0.014575000000000001,-0.014700000000000001,2025-11-01,-0.014700000000000001,-0.0001250000000000001
Storage_sell,0.0,0.0,0.003375,2025-11-01,0.003375,0.003375
Wind,1081.3276250000026,2272.550575000001,2196.9759500000027,2025-11-01,1115.648325,-75.57462499999838
CCGT,243.65990000000002,316.90985000000046,2659.6253750000046,2025-12-01,2415.9654750000045,2342.715525000004
Coal,0.0,0.0,44.73895,2025-12-01,44.73895,44.73895
Cogen,35.00137500000035,137.41494999999796,134.39804999999825,2025-12-01,99.3966749999979,-3.0168999999997084
Direct_consumer,0.0,-14.721199999999975,-14.756274999999984,2025-12-01,-14.756274999999984,-0.03507500000000974
Generic,0.0,1.8758328224066646e-15,1.2247999999999983,2025-12-01,1.2247999999999983,1.2247999999999966
Hybrid_RES,35.544224999999926,50.90559999999991,46.779524999999964,2025-12-01,11.235300000000038,-4.126074999999943
Hybrid_RES_storage,1.5963000000000003,18.866299999999992,19.137874999999987,2025-12-01,17.541574999999987,0.271574999999995
Hydro,639.554324999996,4355.00207500006,4083.101475000006,2025-12-01,3443.54715000001,-271.9006000000545
Hydro_RES,1.9116250000000192,86.12944999999922,86.46922499999908,2025-12-01,84.55759999999907,0.33977499999986094
Hydro_pump,247.2961749999993,247.29617499999915,251.03212499999924,2025-12-01,3.7359499999999457,3.735950000000088
Nuclear,2586.919100000029,4776.569725000108,4800.2838250000195,2025-12-01,2213.3647249999904,23.714099999911923
Other,0.0,18.187850000000005,6.66045,2025-12-01,6.66045,-11.527400000000004
Pump_load,0.0,-513.911325,-790.9236500000001,2025-12-01,-790.9236500000001,-277.01232500000003
Retailer,0.0,-14734.898000000105,-14634.383025000006,2025-12-01,-14634.383025000006,100.51497500009827
Solar PV,34.42499999999968,322.10080000000016,317.08782499999995,2025-12-01,282.6628250000003,-5.0129750000002105
Storage_buy,0.0,-0.0010000000000000002,-0.0046250000000000015,2025-12-01,-0.0046250000000000015,-0.0036250000000000015
Storage_sell,0.0012000000000000003,0.0012000000000000003,0.0059250000000000014,2025-12-01,0.004725000000000001,0.004725000000000001
Wind,695.9128749999957,1858.1049250000133,1803.3747999999998,2025-12-01,1107.4619250000042,-54.73012500001346
CCGT,18.103250000000006,342.0689249999997,1675.6797499999966,2026-01-01,1657.5764999999965,1333.610824999997
Coal,0.0,0.0,2.52875,2026-01-01,2.52875,2.52875
Cogen,13.090274999999991,147.11940000000013,95.7524499999996,2026-01-01,82.6621749999996,-51.36695000000053
Direct_consumer,0.0,-11.195275000000048,-8.861450000000001,2026-01-01,-8.861450000000001,2.333825000000047
Generic,0.0,1.3585590985520922e-15,-1.2513999999999832,2026-01-01,-1.2513999999999832,-1.2513999999999845
Hybrid_RES,10.287600000000005,69.54717499999992,34.731875,2026-01-01,24.444274999999998,-34.81529999999992
Hybrid_RES_storage,0.151125,18.836975000000027,12.433600000000006,2026-01-01,12.282475000000005,-6.403375000000022
Hydro,131.15660000000005,4846.294650000083,2777.179074999992,2026-01-01,2646.0224749999916,-2069.1155750000908
Hydro_RES,0.28849999999999887,68.12832499999904,44.36474999999995,2026-01-01,44.07624999999995,-23.763574999999086
Hydro_pump,63.10545000000004,222.53462499999947,142.12987499999969,2026-01-01,79.02442499999964,-80.40474999999978
Nuclear,739.4420249999997,4877.546550000043,3353.319800000019,2026-01-01,2613.877775000019,-1524.226750000024
Other,0.0,14.858299999999984,5.5965,2026-01-01,5.5965,-9.261799999999983
Pump_load,0.0,-637.4867500000001,-470.1215250000003,2026-01-01,-470.1215250000003,167.36522499999984
Retailer,0.0,-15684.033800000145,-9865.610775,2026-01-01,-9865.610775,5818.423025000146
Solar PV,7.398149999999987,303.0417000000008,208.2366000000009,2026-01-01,200.8384500000009,-94.8050999999999
Storage_buy,0.0,-0.0007500000000000001,-0.00015,2026-01-01,-0.00015,0.0006000000000000002
Storage_sell,0.0,0.0007,0.0,2026-01-01,0.0,-0.0007
Wind,218.23355000000035,2799.9926250000053,1416.9514250000009,2026-01-01,1198.7178750000005,-1383.0412000000044
CCGT,0.0,0.1885,1029.1341249999994,2026-02-01,1029.1341249999994,1028.9456249999994
Cogen,0.0,2.4777250000000004,20.915200000000002,2026-02-01,20.915200000000002,18.437475000000003
Direct_consumer,0.0,-0.45892499999999975,-4.1211999999999955,2026-02-01,-4.1211999999999955,-3.6622749999999957
Generic,0.0,-2.842170943040401e-17,8.984549999999992,2026-02-01,8.984549999999992,8.984549999999992
Hybrid_RES,0.0,0.9924250000000002,26.528549999999992,2026-02-01,26.528549999999992,25.53612499999999
Hybrid_RES_storage,0.0,0.30015,4.875325,2026-02-01,4.875325,4.575175
Hydro,0.0,225.13277499999955,2522.5375750000126,2026-02-01,2522.5375750000126,2297.404800000013
Hydro_RES,0.0,2.338399999999998,29.63370000000004,2026-02-01,29.63370000000004,27.295300000000044
Hydro_pump,0.0,18.85215000000001,182.8891999999998,2026-02-01,182.8891999999998,164.0370499999998
Nuclear,0.0,103.6690500000002,1968.479424999998,2026-02-01,1968.479424999998,1864.8103749999977
Other,0.0,0.22009999999999996,3.0059,2026-02-01,3.0059,2.7858
Pump_load,0.0,-29.734175,-574.36285,2026-02-01,-574.36285,-544.6286749999999
Retailer,0.0,-425.19047500000084,-6264.737174999995,2026-02-01,-6264.737174999995,-5839.5466999999935
Solar PV,0.0,5.333700000000006,74.76122499999994,2026-02-01,74.76122499999994,69.42752499999993
Storage_buy,0.0,0.0,-0.007250000000000003,2026-02-01,-0.007250000000000003,-0.007250000000000003
Storage_sell,0.0,0.0,0.0034000000000000002,2026-02-01,0.0034000000000000002,0.0034000000000000002
Wind,0.0,44.063150000000036,914.9186249999998,2026-02-01,914.9186249999998,870.8554749999997
