term,coef,se,p
critical,3.7799327480490503,1.3771325700224235,0.0060550562395180274
R_3-sess,-50.65990509578686,11.841201447264973,1.8834802984231885e-05
R_ISP15-win,-33.30695338771329,18.647912873571016,0.07408379561847768
R_DA60/ID15,-31.977440889382784,22.002794880467896,0.1461306506564406
R_DA15/ID15,-12.071814997309389,24.50865214795345,0.6223283243151722
crit×R_3-sess,-13.410059226492699,5.719466555721273,0.019045734241104922
crit×R_ISP15-win,-1.8362901122997957,7.453556920407114,0.8054002620833486
crit×R_DA60/ID15,-31.22827553356992,4.116917849180789,3.315828295549434e-14
crit×R_DA15/ID15,79.42327212139429,6.712401348965698,2.6569914379174844e-32
