month,firm,bilateral_abs_mwh,bilateral_sell_mwh,bilateral_buy_mwh,bilateral_abs_GWh,bilateral_sell_GWh,bilateral_buy_GWh,window
2019-02-01,GE,1284192.5000000016,1284192.5000000016,0.0,1284.1925000000017,1284.1925000000017,0.0,
2019-02-01,GN,3425328.0,3425328.0,0.0,3425.328,3425.328,0.0,
2019-02-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-02-01,IB,5161945.500000009,5161945.500000009,0.0,5161.945500000009,5161.945500000009,0.0,
2019-03-01,GE,1159850.699999996,1159850.699999996,0.0,1159.850699999996,1159.850699999996,0.0,
2019-03-01,GN,3773043.0,3773043.0,0.0,3773.043,3773.043,0.0,
2019-03-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-03-01,IB,5452117.199999999,5452117.199999999,0.0,5452.1172,5452.1172,0.0,
2019-04-01,GE,1065481.4999999998,1065481.4999999998,0.0,1065.4814999999999,1065.4814999999999,0.0,
2019-04-01,GN,3658248.0,3658248.0,0.0,3658.248,3658.248,0.0,
2019-04-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-04-01,IB,4257554.699999982,4257554.699999982,0.0,4257.5546999999815,4257.5546999999815,0.0,
2019-05-01,GE,1254480.8000000007,1254480.8000000007,0.0,1254.4808000000007,1254.4808000000007,0.0,
2019-05-01,GN,3755016.0,3755016.0,0.0,3755.016,3755.016,0.0,
2019-05-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-05-01,IB,3036655.1999999993,3036655.1999999993,0.0,3036.6551999999992,3036.6551999999992,0.0,
2019-06-01,GE,1223111.8000000012,1223111.8000000012,0.0,1223.1118000000013,1223.1118000000013,0.0,
2019-06-01,GN,3619728.0,3619728.0,0.0,3619.728,3619.728,0.0,
2019-06-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-06-01,IB,4020701.6999999858,4020701.6999999858,0.0,4020.701699999986,4020.701699999986,0.0,
2019-07-01,GE,1277310.3999999962,1277310.3999999962,0.0,1277.3103999999962,1277.3103999999962,0.0,
2019-07-01,GN,3719448.0,3719448.0,0.0,3719.448,3719.448,0.0,
2019-07-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-07-01,IB,5304866.200000002,5304866.200000002,0.0,5304.866200000002,5304.866200000002,0.0,
2019-08-01,GE,1148835.400000003,1148835.400000003,0.0,1148.835400000003,1148.835400000003,0.0,
2019-08-01,GN,3718368.0,3718368.0,0.0,3718.368,3718.368,0.0,
2019-08-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-08-01,IB,5255312.500000001,5255312.500000001,0.0,5255.312500000001,5255.312500000001,0.0,
2019-09-01,GE,1094633.5,1094633.5,0.0,1094.6335,1094.6335,0.0,
2019-09-01,GN,3593448.0,3593448.0,0.0,3593.448,3593.448,0.0,
2019-09-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-09-01,IB,5329164.6,5329164.6,0.0,5329.1646,5329.1646,0.0,
2019-10-01,GE,1302637.9,1302637.9,0.0,1302.6379,1302.6379,0.0,
2019-10-01,GN,2104431.0,2104431.0,0.0,2104.431,2104.431,0.0,
2019-10-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-10-01,IB,5217630.299999995,5217630.299999995,0.0,5217.630299999995,5217.630299999995,0.0,
2019-11-01,GE,1336249.6999999993,1336249.6999999993,0.0,1336.2496999999992,1336.2496999999992,0.0,
2019-11-01,GN,2333301.0,2333301.0,0.0,2333.301,2333.301,0.0,
2019-11-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-11-01,IB,3497918.1999999946,3497918.1999999946,0.0,3497.9181999999946,3497.9181999999946,0.0,
2019-12-01,GE,1244467.6000000024,1244467.6000000024,0.0,1244.4676000000024,1244.4676000000024,0.0,
2019-12-01,GN,2839279.8,2839279.8,0.0,2839.2798,2839.2798,0.0,
2019-12-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2019-12-01,IB,4098022.100000005,4098022.100000005,0.0,4098.022100000006,4098.022100000006,0.0,
2020-01-01,GE,1475826.2999999947,1475826.2999999947,0.0,1475.8262999999947,1475.8262999999947,0.0,
2020-01-01,GN,3793248.0,3793248.0,0.0,3793.248,3793.248,0.0,
2020-01-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-01-01,IB,6414178.699999988,6414178.699999988,0.0,6414.178699999988,6414.178699999988,0.0,
2020-02-01,GE,1323057.2000000002,1323057.2000000002,0.0,1323.0572000000002,1323.0572000000002,0.0,
2020-02-01,GN,3465072.0,3465072.0,0.0,3465.072,3465.072,0.0,
2020-02-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-01,IB,5632375.099999997,5632375.099999997,0.0,5632.375099999997,5632.375099999997,0.0,
2020-03-01,GE,1082494.5999999999,1082494.5999999999,0.0,1082.4945999999998,1082.4945999999998,0.0,
2020-03-01,GN,1828440.0,1828440.0,0.0,1828.44,1828.44,0.0,
2020-03-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-03-01,IB,2865189.7999999966,2865189.7999999966,0.0,2865.1897999999965,2865.1897999999965,0.0,
2020-04-01,GE,1148476.1000000008,1148476.1000000008,0.0,1148.4761000000008,1148.4761000000008,0.0,
2020-04-01,GN,1236528.0,1236528.0,0.0,1236.528,1236.528,0.0,
2020-04-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-04-01,IB,4202665.700000005,4202665.700000005,0.0,4202.665700000005,4202.665700000005,0.0,
2020-05-01,GE,806199.6000000023,806199.6000000023,0.0,806.1996000000023,806.1996000000023,0.0,
2020-05-01,GN,1469664.0,1469664.0,0.0,1469.664,1469.664,0.0,
2020-05-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-05-01,IB,4871066.699999993,4871066.699999993,0.0,4871.066699999993,4871.066699999993,0.0,
2020-06-01,GE,1055175.7999999989,1055175.7999999989,0.0,1055.1757999999988,1055.1757999999988,0.0,
2020-06-01,GN,1519632.0,1519632.0,0.0,1519.632,1519.632,0.0,
2020-06-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-06-01,IB,3541731.6999999755,3541731.6999999755,0.0,3541.7316999999757,3541.7316999999757,0.0,
2020-07-01,GE,1264971.0999999982,1264971.0999999982,0.0,1264.9710999999982,1264.9710999999982,0.0,
2020-07-01,GN,3640248.0,3640248.0,0.0,3640.248,3640.248,0.0,
2020-07-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-07-01,IB,5367746.6,5367746.6,0.0,5367.7465999999995,5367.7465999999995,0.0,
2020-08-01,GE,1096324.9000000013,1096324.9000000013,0.0,1096.3249000000012,1096.3249000000012,0.0,
2020-08-01,GN,3711240.0,3711240.0,0.0,3711.24,3711.24,0.0,
2020-08-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-08-01,IB,5841667.700000005,5841667.700000005,0.0,5841.6677000000045,5841.6677000000045,0.0,
2020-09-01,GE,711767.1000000023,711767.1000000023,0.0,711.7671000000023,711.7671000000023,0.0,
2020-09-01,GN,3293352.0,3293352.0,0.0,3293.352,3293.352,0.0,
2020-09-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-09-01,IB,4711213.1,4711213.1,0.0,4711.2131,4711.2131,0.0,
2020-10-01,GE,1121195.999999998,1121195.999999998,0.0,1121.1959999999979,1121.1959999999979,0.0,
2020-10-01,GN,3785301.0,3785301.0,0.0,3785.301,3785.301,0.0,
2020-10-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-10-01,IB,4269138.69999999,4269138.69999999,0.0,4269.1386999999895,4269.1386999999895,0.0,
2020-11-01,GE,1146589.699999999,1146589.699999999,0.0,1146.589699999999,1146.589699999999,0.0,
2020-11-01,GN,3667680.0,3667680.0,0.0,3667.68,3667.68,0.0,
2020-11-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-11-01,IB,4818667.300000004,4818667.300000004,0.0,4818.667300000004,4818.667300000004,0.0,
2020-12-01,GE,1206855.6999999974,1206855.6999999974,0.0,1206.8556999999973,1206.8556999999973,0.0,
2020-12-01,GN,3717072.0,3717072.0,0.0,3717.072,3717.072,0.0,
2020-12-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2020-12-01,IB,5597438.200000006,5597438.200000006,0.0,5597.438200000006,5597.438200000006,0.0,
2021-01-01,GE,1245071.7000000004,1245071.7000000004,0.0,1245.0717000000004,1245.0717000000004,0.0,
2021-01-01,GN,3691368.0,3691368.0,0.0,3691.368,3691.368,0.0,
2021-01-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-01-01,IB,5880435.099999981,5880435.099999981,0.0,5880.435099999981,5880.435099999981,0.0,
2021-02-01,GE,1179451.5999999992,1179451.5999999992,0.0,1179.4515999999992,1179.4515999999992,0.0,
2021-02-01,GN,3095784.0,3095784.0,0.0,3095.784,3095.784,0.0,
2021-02-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-02-01,IB,5438986.399999982,5438986.399999982,0.0,5438.986399999982,5438.986399999982,0.0,
2021-03-01,GE,1302549.4999999995,1302549.4999999995,0.0,1302.5494999999996,1302.5494999999996,0.0,
2021-03-01,GN,2395226.3999999994,2395226.3999999994,0.0,2395.2263999999996,2395.2263999999996,0.0,
2021-03-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-03-01,IB,6443690.499999991,6443690.499999991,0.0,6443.690499999991,6443.690499999991,0.0,
2021-04-01,GE,1025358.7000000007,1025358.7000000007,0.0,1025.3587000000007,1025.3587000000007,0.0,
2021-04-01,GN,2006604.0,2006604.0,0.0,2006.604,2006.604,0.0,
2021-04-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-04-01,IB,5368674.6999999825,5368674.6999999825,0.0,5368.674699999982,5368.674699999982,0.0,
2021-05-01,GE,1228011.4999999995,1228011.4999999995,0.0,1228.0114999999996,1228.0114999999996,0.0,
2021-05-01,GN,3705907.499999999,3705907.499999999,0.0,3705.907499999999,3705.907499999999,0.0,
2021-05-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-05-01,IB,3842899.8999999925,3842899.8999999925,0.0,3842.8998999999926,3842.8998999999926,0.0,
2021-06-01,GE,938514.3000000048,938514.3000000048,0.0,938.5143000000048,938.5143000000048,0.0,
2021-06-01,GN,3294625.8,3294625.8,0.0,3294.6258,3294.6258,0.0,
2021-06-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-06-01,IB,2288765.3000000003,2288765.3000000003,0.0,2288.7653000000005,2288.7653000000005,0.0,
2021-07-01,GE,1038489.1999999993,1038489.1999999993,0.0,1038.4891999999993,1038.4891999999993,0.0,
2021-07-01,GN,3600432.0,3600432.0,0.0,3600.432,3600.432,0.0,
2021-07-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-01,IB,5861177.999999983,5861177.999999983,0.0,5861.1779999999835,5861.1779999999835,0.0,
2021-08-01,GE,1005336.4000000001,1005336.4000000001,0.0,1005.3364000000001,1005.3364000000001,0.0,
2021-08-01,GN,3731400.0,3731400.0,0.0,3731.4,3731.4,0.0,
2021-08-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-01,IB,5591614.199999967,5591614.199999967,0.0,5591.614199999966,5591.614199999966,0.0,
2021-09-01,GE,939343.0999999992,939343.0999999992,0.0,939.3430999999991,939.3430999999991,0.0,
2021-09-01,GN,3624336.0,3624336.0,0.0,3624.336,3624.336,0.0,
2021-09-01,HC,0.0,0.0,0.0,0.0,0.0,0.0,
2021-09-01,IB,5110552.699999991,5110552.699999991,0.0,5110.552699999991,5110.552699999991,0.0,
2021-10-01,GE,611238.6999999988,611238.6999999988,0.0,611.2386999999987,611.2386999999987,0.0,
2021-10-01,GN,3765711.5999999978,3765711.5999999978,0.0,3765.711599999998,3765.711599999998,0.0,
2021-10-01,HC,1930.0,1930.0,0.0,1.93,1.93,0.0,
2021-10-01,IB,5315900.7999999905,5315900.7999999905,0.0,5315.90079999999,5315.90079999999,0.0,
2021-11-01,GE,214304.9,214304.9,0.0,214.3049,214.3049,0.0,
2021-11-01,GN,2981464.8000000007,2981464.8000000007,0.0,2981.4648000000007,2981.4648000000007,0.0,
2021-11-01,HC,51656.8,51656.8,0.0,51.656800000000004,51.656800000000004,0.0,
2021-11-01,IB,4632709.69999999,4632709.69999999,0.0,4632.70969999999,4632.70969999999,0.0,
2021-12-01,GE,1142854.5999999987,1142854.5999999987,0.0,1142.8545999999988,1142.8545999999988,0.0,
2021-12-01,GN,1916951.2999999998,1916951.2999999998,0.0,1916.9512999999997,1916.9512999999997,0.0,
2021-12-01,HC,292701.0,292701.0,0.0,292.701,292.701,0.0,
2021-12-01,IB,5111749.200000005,5111749.200000005,0.0,5111.749200000005,5111.749200000005,0.0,
2022-01-01,GE,1189236.1999999986,1189236.1999999986,0.0,1189.2361999999985,1189.2361999999985,0.0,
2022-01-01,GN,3102132.099999999,3102132.099999999,0.0,3102.1320999999994,3102.1320999999994,0.0,
2022-01-01,HC,559769.0,559769.0,0.0,559.769,559.769,0.0,
2022-01-01,IB,5809197.700000002,5809197.700000002,0.0,5809.197700000002,5809.197700000002,0.0,
2022-02-01,GE,868425.9000000035,868425.9000000035,0.0,868.4259000000035,868.4259000000035,0.0,
2022-02-01,GN,3474929.599999997,3474929.599999997,0.0,3474.9295999999968,3474.9295999999968,0.0,
2022-02-01,HC,412561.0,412561.0,0.0,412.561,412.561,0.0,
2022-02-01,IB,5150895.699999996,5150895.699999996,0.0,5150.895699999996,5150.895699999996,0.0,
2022-03-01,GE,976518.8000000037,976518.8000000037,0.0,976.5188000000037,976.5188000000037,0.0,
2022-03-01,GN,3880774.5000000135,3880774.5000000135,0.0,3880.7745000000136,3880.7745000000136,0.0,
2022-03-01,HC,530603.0,530603.0,0.0,530.603,530.603,0.0,
2022-03-01,IB,5328420.999999968,5328420.999999968,0.0,5328.420999999968,5328.420999999968,0.0,
2022-04-01,GE,1178036.8999999994,1178036.8999999994,0.0,1178.0368999999994,1178.0368999999994,0.0,
2022-04-01,GN,4079083.299999992,4079083.299999992,0.0,4079.083299999992,4079.083299999992,0.0,
2022-04-01,HC,280250.0,280250.0,0.0,280.25,280.25,0.0,
2022-04-01,IB,5281762.399999978,5281762.399999978,0.0,5281.762399999978,5281.762399999978,0.0,
2022-05-01,GE,1337095.4999999981,1337095.4999999981,0.0,1337.095499999998,1337.095499999998,0.0,
2022-05-01,GN,4310415.300000043,4310415.300000043,0.0,4310.415300000042,4310.415300000042,0.0,
2022-05-01,HC,64930.09999999995,64930.09999999995,0.0,64.93009999999995,64.93009999999995,0.0,
2022-05-01,IB,3593576.599999993,3593576.599999993,0.0,3593.576599999993,3593.576599999993,0.0,
2022-06-01,GE,989019.7000000046,989019.7000000046,0.0,989.0197000000046,989.0197000000046,0.0,
2022-06-01,GN,4087177.7000000123,4087177.7000000123,0.0,4087.1777000000125,4087.1777000000125,0.0,
2022-06-01,HC,32611.09999999996,32611.09999999996,0.0,32.61109999999996,32.61109999999996,0.0,
2022-06-01,IB,4113381.3999999953,4113381.3999999953,0.0,4113.381399999996,4113.381399999996,0.0,
2022-07-01,GE,923157.3000000007,923157.3000000007,0.0,923.1573000000008,923.1573000000008,0.0,
2022-07-01,GN,4246375.699999998,4246375.699999998,0.0,4246.375699999999,4246.375699999999,0.0,
2022-07-01,HC,18349.6,18349.6,0.0,18.3496,18.3496,0.0,
2022-07-01,IB,6603126.999999931,6603126.999999931,0.0,6603.126999999931,6603.126999999931,0.0,
2022-08-01,GE,949670.0000000033,949670.0000000033,0.0,949.6700000000033,949.6700000000033,0.0,
2022-08-01,GN,4231740.900000001,4231740.900000001,0.0,4231.740900000002,4231.740900000002,0.0,
2022-08-01,HC,16897.0,16897.0,0.0,16.897,16.897,0.0,
2022-08-01,IB,6656870.100000007,6656870.100000007,0.0,6656.870100000007,6656.870100000007,0.0,
2022-09-01,GE,883877.600000005,883877.600000005,0.0,883.877600000005,883.877600000005,0.0,
2022-09-01,GN,3688196.0999999996,3688196.0999999996,0.0,3688.1960999999997,3688.1960999999997,0.0,
2022-09-01,HC,13349.0,13349.0,0.0,13.349,13.349,0.0,
2022-09-01,IB,6670955.900000019,6670955.900000019,0.0,6670.955900000019,6670.955900000019,0.0,
2022-10-01,GE,885745.0999999995,885745.0999999995,0.0,885.7450999999995,885.7450999999995,0.0,
2022-10-01,GN,2177535.699999988,2177535.699999988,0.0,2177.535699999988,2177.535699999988,0.0,
2022-10-01,HC,15169.0,15169.0,0.0,15.169,15.169,0.0,
2022-10-01,IB,5694238.39999996,5694238.39999996,0.0,5694.23839999996,5694.23839999996,0.0,
2022-11-01,GE,900870.5999999982,900870.5999999982,0.0,900.8705999999983,900.8705999999983,0.0,
2022-11-01,GN,3810246.8000000212,3810246.8000000212,0.0,3810.2468000000213,3810.2468000000213,0.0,
2022-11-01,HC,49410.0,49410.0,0.0,49.41,49.41,0.0,
2022-11-01,IB,4994469.000000018,4994469.000000018,0.0,4994.469000000017,4994.469000000017,0.0,
2022-12-01,GE,927202.699999999,927202.699999999,0.0,927.202699999999,927.202699999999,0.0,
2022-12-01,GN,4282789.300000001,4282789.300000001,0.0,4282.7893,4282.7893,0.0,
2022-12-01,HC,55580.3,55580.3,0.0,55.5803,55.5803,0.0,
2022-12-01,IB,6643953.499999997,6643953.499999997,0.0,6643.953499999997,6643.953499999997,0.0,
2023-01-01,GE,1154087.1000000052,1154087.1000000052,0.0,1154.0871000000052,1154.0871000000052,0.0,
2023-01-01,GN,4156465.600000036,4156465.600000036,0.0,4156.465600000036,4156.465600000036,0.0,
2023-01-01,HC,150643.0,150643.0,0.0,150.643,150.643,0.0,
2023-01-01,IB,6780210.199999958,6780210.199999958,0.0,6780.210199999959,6780.210199999959,0.0,
2023-02-01,GE,900573.1000000018,900573.1000000018,0.0,900.5731000000019,900.5731000000019,0.0,
2023-02-01,GN,4275061.900000047,4275061.900000047,0.0,4275.061900000047,4275.061900000047,0.0,
2023-02-01,HC,77030.0,77030.0,0.0,77.03,77.03,0.0,
2023-02-01,IB,6584561.999999976,6584561.999999976,0.0,6584.561999999975,6584.561999999975,0.0,
2023-03-01,GE,861016.4000000036,861016.4000000036,0.0,861.0164000000036,861.0164000000036,0.0,
2023-03-01,GN,4397975.5999999745,4397975.5999999745,0.0,4397.975599999974,4397.975599999974,0.0,
2023-03-01,HC,69389.0,69389.0,0.0,69.389,69.389,0.0,
2023-03-01,IB,6038912.2999999635,6038912.2999999635,0.0,6038.912299999964,6038.912299999964,0.0,
2023-04-01,GE,881936.4000000034,881936.4000000034,0.0,881.9364000000033,881.9364000000033,0.0,
2023-04-01,GN,3142535.5,3142535.5,0.0,3142.5355,3142.5355,0.0,
2023-04-01,HC,35900.0,35900.0,0.0,35.9,35.9,0.0,
2023-04-01,IB,5111654.700000011,5111654.700000011,0.0,5111.654700000011,5111.654700000011,0.0,
2023-05-01,GE,265142.69999999914,265142.69999999914,0.0,265.14269999999914,265.14269999999914,0.0,
2023-05-01,GN,2776005.3999999957,2776005.3999999957,0.0,2776.005399999996,2776.005399999996,0.0,
2023-05-01,HC,24811.800000000003,24811.800000000003,0.0,24.8118,24.8118,0.0,
2023-05-01,IB,6203639.899999997,6203639.899999997,0.0,6203.6398999999965,6203.6398999999965,0.0,
2023-06-01,GE,489184.6000000038,489184.6000000038,0.0,489.1846000000038,489.1846000000038,0.0,
2023-06-01,GN,4165756.100000025,4165756.100000025,0.0,4165.756100000025,4165.756100000025,0.0,
2023-06-01,HC,30572.59999999999,30572.59999999999,0.0,30.57259999999999,30.57259999999999,0.0,
2023-06-01,IB,4400288.299999998,4400288.299999998,0.0,4400.288299999998,4400.288299999998,0.0,
2023-07-01,GE,972566.0000000049,972566.0000000049,0.0,972.5660000000049,972.5660000000049,0.0,
2023-07-01,GN,4399167.699999992,4399167.699999992,0.0,4399.167699999992,4399.167699999992,0.0,
2023-07-01,HC,20088.0,20088.0,0.0,20.088,20.088,0.0,
2023-07-01,IB,6809017.8999999985,6809017.8999999985,0.0,6809.017899999999,6809.017899999999,0.0,
2023-08-01,GE,963997.4000000032,963997.4000000032,0.0,963.9974000000032,963.9974000000032,0.0,
2023-08-01,GN,4351675.699999976,4351675.699999976,0.0,4351.675699999976,4351.675699999976,0.0,
2023-08-01,HC,20542.0,20542.0,0.0,20.542,20.542,0.0,
2023-08-01,IB,6644678.100000069,6644678.100000069,0.0,6644.678100000068,6644.678100000068,0.0,
2023-09-01,GE,749851.8000000028,749851.8000000028,0.0,749.8518000000029,749.8518000000029,0.0,
2023-09-01,GN,4208072.900000022,4208072.900000022,0.0,4208.072900000022,4208.072900000022,0.0,
2023-09-01,HC,24008.0,24008.0,0.0,24.008,24.008,0.0,
2023-09-01,IB,6204454.999999962,6204454.999999962,0.0,6204.454999999962,6204.454999999962,0.0,
2023-10-01,GE,750200.1000000035,750200.1000000035,0.0,750.2001000000034,750.2001000000034,0.0,
2023-10-01,GN,4174061.999999998,4174061.999999998,0.0,4174.061999999998,4174.061999999998,0.0,
2023-10-01,HC,39163.299999999996,39163.299999999996,0.0,39.16329999999999,39.16329999999999,0.0,
2023-10-01,IB,5063249.699999981,5063249.699999981,0.0,5063.24969999998,5063.24969999998,0.0,
2023-11-01,GE,1128517.3000000038,1128517.3000000038,0.0,1128.5173000000038,1128.5173000000038,0.0,
2023-11-01,GN,3818017.8999999743,3818017.8999999743,0.0,3818.0178999999744,3818.0178999999744,0.0,
2023-11-01,HC,115593.0,115593.0,0.0,115.593,115.593,0.0,
2023-11-01,IB,5317658.200000014,5317658.200000014,0.0,5317.658200000014,5317.658200000014,0.0,
2023-12-01,GE,1182147.7999999968,1182147.7999999968,0.0,1182.1477999999968,1182.1477999999968,0.0,
2023-12-01,GN,4810146.199999987,4810146.199999987,0.0,4810.146199999987,4810.146199999987,0.0,
2023-12-01,HC,101684.0,101684.0,0.0,101.684,101.684,0.0,
2023-12-01,IB,7116781.700000003,7116781.700000003,0.0,7116.781700000003,7116.781700000003,0.0,
2024-01-01,GE,1282627.6999999979,1282627.6999999979,0.0,1282.627699999998,1282.627699999998,0.0,
2024-01-01,GN,4917497.700000042,4917497.700000042,0.0,4917.497700000042,4917.497700000042,0.0,
2024-01-01,HC,88785.0,88785.0,0.0,88.785,88.785,0.0,
2024-01-01,IB,7993469.600000014,7993469.600000014,0.0,7993.469600000014,7993.469600000014,0.0,
2024-02-01,GE,581143.6000000047,581143.6000000047,0.0,581.1436000000048,581.1436000000048,0.0,
2024-02-01,GN,3518503.7000000244,3518503.7000000244,0.0,3518.5037000000243,3518.5037000000243,0.0,
2024-02-01,HC,66438.0,66438.0,0.0,66.438,66.438,0.0,
2024-02-01,IB,5548008.599999987,5548008.599999987,0.0,5548.0085999999865,5548.0085999999865,0.0,
