period,n,alpha_gwh,beta_wind,gamma_solar,r_squared
pre-IDA-early (2018-01 → 2020-06),906,10.720468610163746,-0.040864959283234456,-0.5950648050270928,0.003404358946638819
pre-IDA-mid (2020-07 → 2022-12),910,0.7676815936158574,0.06441371543466409,0.15220673644066401,0.33399079632609563
pre-IDA-late (2023-01 → 2024-06),530,2.9637433591945777,-0.0030400361229427544,0.013841302737144796,0.022909101104177876
3-sess,170,3.630569170100794,0.026457309771581686,-0.02678503225375883,0.05561136120736421
ISP15 window,108,8.64351858058578,0.005096696005388653,-0.06217183118071275,0.001032886920238285
DA60/ID15,196,2.9679127893811046,0.06382460464966451,0.13936311665324908,0.3053203890274211
DA15/ID15,198,5.555613598823022,-0.00336549636419553,-0.002188659493276331,0.004547096879802925
