year,ib_q4_pct,fringe_q4_pct,ge_q4_pct,ib_total_gwh,ib_minus_fringe_pp
2018,54.873667005041796,36.27900080890362,44.12008745257992,5881.539499999996,18.594666196138178
2019,61.34740515105125,41.2974335273285,38.98437711228061,1640.7640999999992,20.049971623722747
2020,60.67464851154044,39.66367944224155,45.359003937328815,3273.286700000003,21.010969069298888
2021,44.20636427191649,37.85434240399609,39.66347086484788,6344.226099999996,6.352021867920399
2022,58.088646329005776,42.01536162084967,44.29002598438721,3134.1264000000024,16.07328470815611
2023,62.93030633592801,39.626195657192916,52.4492623484088,3520.628499999981,23.304110678735093
2024,58.41971661207652,40.420543465446634,27.628475794706013,6536.778199999981,17.999173146629886
2025,58.672174108827754,41.6022410482419,26.98128505115153,6681.377475000001,17.069933060585853
2026,84.54592176972177,52.76175832444751,40.08347525306038,229.20665,31.78416344527426
