month,tech_group,auction_GWh,bilat_GWh,total_GWh,bilat_share
2020-01-01,Nuclear,2409.1819000000028,9580.739499999994,11989.921399999997,0.799066080616675
2020-02-01,CCGT,684.3038000000004,0.0,684.3038000000004,0.0
2020-02-01,Hydro,688.363800000004,1588.4153999999999,2276.7792000000036,0.6976589561253886
2020-02-01,Nuclear,2337.3324999999963,8751.071899999999,11088.404399999996,0.7892093022869912
2020-03-01,CCGT,163.4192,0.0,163.4192,0.0
2020-03-01,Hydro,1637.5090999999986,796.6536000000041,2434.1627000000026,0.32728034161397807
2020-03-01,Nuclear,6762.253300000056,4979.470800000001,11741.724100000058,0.4240834444406658
2020-04-01,CCGT,6.69,0.0,6.69,0.0
2020-04-01,Hydro,1117.853600000001,1275.9160999999965,2393.7696999999976,0.5330153940874086
2020-04-01,Nuclear,4049.588599999956,5311.7537,9361.342299999957,0.5674136816896467
2020-05-01,CCGT,265.78100000000006,0.0,265.78100000000006,0.0
2020-05-01,Hydro,839.1004000000053,1518.1069999999982,2357.2074000000034,0.6440277592883833
2020-05-01,Nuclear,1294.7292000000086,5628.8233,6923.552500000009,0.8129964061079905
2020-06-01,CCGT,1363.3691999999992,9.667,1373.036199999999,0.007040600968860112
2020-06-01,Hydro,718.9278999999983,842.6384000000078,1561.566300000006,0.5396110302841477
2020-06-01,Nuclear,2099.1404000000034,5227.449099999999,7326.589500000002,0.7134901034103245
2020-07-01,CCGT,3256.941200000001,0.0,3256.941200000001,0.0
2020-07-01,Hydro,378.258799999999,950.5545999999975,1328.8133999999966,0.7153409199515899
2020-07-01,Nuclear,2424.630299999974,9322.411099999998,11747.041399999971,0.7935965135868186
2020-08-01,CCGT,2578.983199999997,0.0,2578.983199999997,0.0
2020-08-01,Hydro,414.7084999999998,1205.9717000000016,1620.6802000000014,0.7441145390682262
2020-08-01,Nuclear,2284.6487000000134,9443.2609,11727.909600000014,0.805195573813085
2020-09-01,CCGT,2085.994800000002,0.0,2085.994800000002,0.0
2020-09-01,Hydro,586.2101000000009,848.1532000000044,1434.3633000000054,0.5913098864144121
2020-09-01,Nuclear,3444.896399999979,7868.178999999999,11313.075399999978,0.6954942596776129
2020-10-01,CCGT,976.5349999999996,4.9,981.4349999999996,0.0049926892764166775
2020-10-01,Hydro,542.8674999999993,937.884599999999,1480.7520999999983,0.6333839404988857
2020-10-01,Nuclear,2278.6188000000016,8228.531099999998,10507.1499,0.7831363574626453
2020-11-01,CCGT,1318.3044,0.0,1318.3044,0.0
2020-11-01,Hydro,817.1370000000012,1237.0370999999984,2054.1740999999997,0.6022065510416077
2020-11-01,Nuclear,2330.2033999999862,8391.579899999999,10721.783299999985,0.7826664338571374
2020-12-01,CCGT,883.6837000000002,29.727,913.4107000000001,0.03254505339164518
2020-12-01,Hydro,1429.3571000000002,1175.4959999999987,2604.853099999999,0.4512715131613369
2020-12-01,Nuclear,2660.7620999999863,9316.142899999999,11976.904999999984,0.7778422639237775
2021-01-01,CCGT,628.5615999999999,0.0,628.5615999999999,0.0
2021-01-01,Hydro,2081.415100000001,1455.2238000000018,3536.6389000000026,0.41147084594924316
2021-01-01,Nuclear,2486.2776999999937,9361.65099999999,11847.928699999984,0.7901508556512501
2021-02-01,CCGT,41.6156,0.0,41.6156,0.0
2021-02-01,Hydro,1755.8252000000027,2187.068300000001,3942.8935000000038,0.5546861207384878
2021-02-01,Nuclear,2212.2845,7527.153699999999,9739.438199999999,0.772852965995513
2021-03-01,CCGT,289.28850000000006,0.0,289.28850000000006,0.0
2021-03-01,Hydro,1222.5584000000053,2017.5029000000018,3240.061300000007,0.6226742994029147
2021-03-01,Nuclear,2504.328599999996,8123.963499999997,10628.292099999993,0.7643714929513465
2021-04-01,CCGT,1031.7110999999998,1.92,1033.6310999999998,0.0018575292481040869
2021-04-01,Hydro,1450.3023000000037,957.1884000000024,2407.490700000006,0.397587579466039
2021-04-01,Nuclear,2119.6723999999867,7441.528999999999,9561.201399999985,0.7783048059211481
2021-05-01,CCGT,369.55210000000005,0.0,369.55210000000005,0.0
2021-05-01,Hydro,1114.407099999997,817.2742000000023,1931.6812999999993,0.4230895645156386
2021-05-01,Nuclear,1607.9770999999946,7959.5447,9567.521799999995,0.831933792928489
2021-06-01,CCGT,1224.4209999999998,1.6,1226.0209999999997,0.001305034742471785
2021-06-01,Hydro,1002.220700000005,715.9659000000046,1718.1866000000095,0.4166985704579471
2021-06-01,Nuclear,2127.5988000000034,5804.339500000001,7931.938300000004,0.7317681101982346
2021-07-01,CCGT,1075.4972999999993,19.014,1094.5112999999992,0.017372136770081783
2021-07-01,Hydro,610.8201999999981,1149.1827000000033,1760.0029000000013,0.652943640036049
2021-07-01,Nuclear,2309.2379000000124,9331.902499999998,11641.140400000011,0.8016312989404363
2021-08-01,CCGT,916.2758999999999,31.321,947.5968999999999,0.03305308406981915
2021-08-01,Hydro,749.8360999999977,846.7311000000062,1596.567200000004,0.5303447922517788
2021-08-01,Nuclear,2255.259899999998,9450.2985,11705.558399999998,0.8073342746297351
2021-09-01,CCGT,1865.0369999999994,16.607,1881.6439999999993,0.008825792764199819
2021-09-01,Hydro,721.2979000000033,596.1087000000005,1317.406600000004,0.45248649885312453
2021-09-01,Nuclear,2234.450199999984,9061.516100000003,11295.966299999985,0.8021904332345622
2021-10-01,CCGT,1363.7026999999985,3.0,1366.7026999999985,0.002195064076481303
2021-10-01,Hydro,488.02020000000095,388.5616000000001,876.5818000000011,0.4432690708385682
2021-10-01,Nuclear,2192.8489999999956,9209.6695,11402.518499999995,0.8076873104832063
2021-11-01,CCGT,2509.4231,0.0,2509.4231,0.0
2021-11-01,Hydro,484.35139999999853,426.1934,910.5447999999985,0.4680641743272826
2021-11-01,Nuclear,2121.3111999999946,7429.792800000001,9551.103999999996,0.7778988481331587
2021-12-01,CCGT,1876.5030000000024,0.0,1876.5030000000024,0.0
2021-12-01,Hydro,749.1581000000024,1162.0097999999994,1911.1679000000017,0.608010316623672
2021-12-01,Nuclear,2195.252200000003,7006.7812999999915,9202.033499999994,0.7614383603363317
2022-01-01,CCGT,2401.497100000004,0.0,2401.497100000004,0.0
2022-01-01,Hydro,672.5124000000022,838.383100000001,1510.8955000000033,0.5548915196318999
2022-01-01,Nuclear,2118.555899999972,9172.634899999986,11291.190799999958,0.8123709059986853
2022-02-01,CCGT,1328.3276000000003,0.0,1328.3276000000003,0.0
2022-02-01,Hydro,561.6238999999997,431.45710000000173,993.0810000000015,0.4344631505385775
2022-02-01,Nuclear,1731.0293000000222,9092.943099999973,10823.972399999995,0.8400744905816627
2022-03-01,CCGT,1185.0119000000002,7.36,1192.3719,0.006172570822911878
2022-03-01,Hydro,601.9627000000012,608.7723999999984,1210.7350999999994,0.5028122171398175
2022-03-01,Nuclear,1928.8886000000073,9571.62489999997,11500.513499999977,0.8322780456716119
2022-04-01,CCGT,848.2942,0.0,848.2942,0.0
2022-04-01,Hydro,452.4732999999987,924.3673000000007,1376.8405999999993,0.671368421297281
2022-04-01,Nuclear,1189.999199999989,9553.61509999993,10743.61429999992,0.8892366044823483
2022-05-01,CCGT,1137.3952000000002,0.0,1137.3952000000002,0.0
2022-05-01,Hydro,449.461399999999,995.3004000000032,1444.761800000002,0.6889027658400172
2022-05-01,Nuclear,533.4485000000017,8192.45790000001,8725.906400000013,0.9388661216902348
2022-06-01,CCGT,3287.3835,0.0,3287.3835,0.0
2022-06-01,Hydro,314.89279999999934,561.6881999999994,876.5809999999988,0.6407715887065772
2022-06-01,Nuclear,858.9217000000071,8652.983700000032,9511.90540000004,0.909700352991315
2022-07-01,CCGT,4530.884300000002,0.0,4530.884300000002,0.0
2022-07-01,Hydro,282.07309999999933,555.8192000000028,837.892300000002,0.6633539895282501
2022-07-01,Nuclear,405.56919999999906,11235.190400000178,11640.759600000178,0.9651595588315394
2022-08-01,CCGT,4808.4036000000015,0.0,4808.4036000000015,0.0
2022-08-01,Hydro,330.3250999999993,643.4236000000044,973.7487000000037,0.6607696626449945
2022-08-01,Nuclear,437.79650000000265,11211.75439999999,11649.550899999993,0.962419452581644
2022-09-01,CCGT,4294.9891000000025,0.0,4294.9891000000025,0.0
2022-09-01,Hydro,342.6851999999996,911.3424999999999,1254.0276999999994,0.7267323520844079
2022-09-01,Nuclear,591.0854000000006,10345.036100000083,10936.121500000083,0.9459510942704874
2022-10-01,CCGT,3789.1979000000015,0.0,3789.1979000000015,0.0
2022-10-01,Hydro,452.23299999999824,420.4602000000001,872.6931999999983,0.4817961226236218
2022-10-01,Nuclear,395.50350000000145,8352.227999999981,8747.731499999982,0.9547878784345403
2022-11-01,CCGT,2490.309499999999,0.002,2490.311499999999,8.031123817241341e-07
2022-11-01,Hydro,306.30949999999956,892.5139999999988,1198.8234999999984,0.7444915786185372
2022-11-01,Nuclear,903.5543000000055,8862.480400000071,9766.034700000077,0.9074799212007717
2022-12-01,CCGT,1497.143999999999,0.0,1497.143999999999,0.0
2022-12-01,Hydro,689.8851000000017,2006.742599999997,2696.6276999999986,0.7441674651639891
2022-12-01,Nuclear,1925.6270999999952,9902.7831999999,11828.410299999894,0.8372032207912156
2023-01-01,CCGT,427.12590000000034,0.0,427.12590000000034,0.0
2023-01-01,Hydro,735.0336999999992,3093.9861999999866,3829.0198999999857,0.8080360721029416
2023-01-01,Nuclear,2372.0301000000013,9141.695900000013,11513.726000000015,0.7939824084748934
2023-02-01,CCGT,1490.8771999999997,0.0,1490.8771999999997,0.0
2023-02-01,Hydro,638.3002000000016,1805.3678999999952,2443.6680999999967,0.7387942331448357
2023-02-01,Nuclear,596.0908000000022,10010.803399999924,10606.894199999926,0.9438015701146518
2023-03-01,CCGT,737.8517000000004,0.0,737.8517000000004,0.0
2023-03-01,Hydro,548.5223999999988,1427.382,1975.904399999999,0.7223942615847208
2023-03-01,Nuclear,1836.6464999999778,9924.08299999996,11760.729499999938,0.8438322639764831
2023-04-01,CCGT,432.1258000000001,0.0,432.1258000000001,0.0
2023-04-01,Hydro,644.2247000000034,1074.505600000003,1718.7303000000063,0.6251740601768637
2023-04-01,Nuclear,2176.281299999989,8079.117600000046,10255.398900000035,0.787791647967981
2023-05-01,CCGT,733.8357000000003,0.0,733.8357000000003,0.0
2023-05-01,Hydro,416.7764999999999,976.3379000000053,1393.1144000000052,0.70083110188223
2023-05-01,Nuclear,563.6037000000027,8259.739900000006,8823.34360000001,0.9361235688475282
2023-06-01,CCGT,1430.2237000000002,0.0,1430.2237000000002,0.0
2023-06-01,Hydro,417.8742999999999,1153.915299999997,1571.7895999999969,0.7341410707896269
2023-06-01,Nuclear,989.9177999999973,7895.792800000032,8885.71060000003,0.8885944135970404
2023-07-01,CCGT,1609.0617999999995,0.0,1609.0617999999995,0.0
2023-07-01,Hydro,286.2845999999997,850.4415000000047,1136.7261000000044,0.7481498841277607
2023-07-01,Nuclear,345.33309999999915,11306.158600000032,11651.491700000031,0.970361468823773
2023-08-01,CCGT,1879.2676,0.0,1879.2676,0.0
2023-08-01,Hydro,339.9036999999993,728.7204000000053,1068.6241000000045,0.6819239805652916
2023-08-01,Nuclear,347.31479999999794,11219.744100000149,11567.058900000147,0.9699738020699459
2023-09-01,CCGT,1679.1856000000005,0.0,1679.1856000000005,0.0
2023-09-01,Hydro,339.9589999999997,754.8795999999995,1094.8385999999991,0.6894893914043587
2023-09-01,Nuclear,414.6690000000004,10401.351399999876,10816.020399999876,0.9616615922802804
2023-10-01,CCGT,1092.023,0.0,1092.023,0.0
2023-10-01,Hydro,540.5771000000003,1029.106400000003,1569.6835000000033,0.6556139502007895
2023-10-01,Nuclear,1185.4550000000056,8974.383,10159.838000000005,0.8833194978108898
2023-11-01,CCGT,129.84980000000002,0.0,129.84980000000002,0.0
2023-11-01,Hydro,733.6108000000015,2565.432600000005,3299.043400000007,0.7776292364022855
2023-11-01,Nuclear,1478.9743000000115,7809.165500000074,9288.139800000085,0.8407674376305149
2023-12-01,CCGT,271.58099999999985,0.0,271.58099999999985,0.0
2023-12-01,Hydro,849.3300000000033,2863.573600000004,3712.903600000007,0.7712491108037383
2023-12-01,Nuclear,1126.2292000000011,10341.720799999908,11467.94999999991,0.9017933283629584
2024-01-01,CCGT,591.3262000000005,3.575,594.9012000000006,0.006009401224942893
2024-01-01,Hydro,774.6396000000008,2985.7841999999764,3760.4237999999773,0.7940020483861405
2024-01-01,Nuclear,655.1158999999967,11286.845899999922,11941.96179999992,0.9451416851793981
2024-02-01,CCGT,52.70369999999999,0.0,52.70369999999999,0.0
2024-02-01,Hydro,918.2972000000009,2252.1472999999933,3170.444499999994,0.7103569546793824
2024-02-01,Nuclear,3044.785900000009,7453.415900000049,10498.201800000057,0.7099707208905061
2024-03-01,CCGT,80.5425,0.0,80.5425,0.0
2024-03-01,Hydro,1778.6361999999947,3148.0138999999704,4926.650099999965,0.6389765532567439
2024-03-01,Nuclear,4720.720000000011,2047.372699999995,6768.0927000000065,0.3025036433085488
2024-04-01,CCGT,23.8353,0.0,23.8353,0.0
2024-04-01,Hydro,2178.816699999993,1857.8619999999848,4036.6786999999777,0.46024520108573297
2024-04-01,Nuclear,2245.2187,2887.703699999989,5132.922399999989,0.5625847178207868
2024-05-01,CCGT,6.1638,0.0,6.1638,0.0
2024-05-01,Hydro,1397.1216,1511.5101999999927,2908.631799999993,0.5196636439167022
2024-05-01,Nuclear,2071.8839999999987,3849.1836000000003,5921.0675999999985,0.6500826979242732
2024-06-01,CCGT,53.0485,0.0,53.0485,0.0
2024-06-01,Hydro,1095.7065000000007,1371.5768000000003,2467.283300000001,0.5559056797409522
2024-06-01,Nuclear,3152.7315999999923,5528.407799999969,8681.139399999962,0.6368297461045256
2024-07-01,CCGT,486.39339999999993,3.765,490.1583999999999,0.007681190407019447
2024-07-01,Hydro,1030.853300000004,1079.0755999999985,2109.9289000000026,0.5114274703758962
2024-07-01,Nuclear,4169.0981000000365,7400.1068999999425,11569.20499999998,0.6396383243273808
2024-08-01,CCGT,531.5897999999999,98.628,630.2177999999999,0.15649827726224175
2024-08-01,Hydro,672.1722000000016,1230.5033999999987,1902.6756000000003,0.6467226467822463
2024-08-01,Nuclear,3409.1332000000484,8180.027599999927,11589.160799999976,0.7058343344411913
2024-09-01,CCGT,317.9528000000001,87.413,405.3658000000001,0.21563979990418525
2024-09-01,Hydro,651.3750999999986,1129.036200000004,1780.4113000000027,0.6341434701071614
2024-09-01,Nuclear,3817.794000000005,7520.034800000453,11337.828800000458,0.6632693906967575
2024-10-01,CCGT,112.77890000000001,23.703,136.4819,0.17367138060065107
2024-10-01,Hydro,863.335799999999,1911.3247999999933,2774.6605999999924,0.6888499443859903
2024-10-01,Nuclear,3684.926000000012,6381.012299999955,10065.938299999967,0.6339212609717642
2024-11-01,CCGT,637.3230000000005,91.87339999999999,729.1964000000005,0.12599266809325982
2024-11-01,Hydro,822.9741999999998,1692.7563999999977,2515.7305999999976,0.6728687085970172
2024-11-01,Nuclear,2011.1778000000027,7232.102799999982,9243.280599999985,0.7824173162069746
2024-12-01,CCGT,1444.5616000000014,113.639,1558.2006000000013,0.0729296343487481
2024-12-01,Hydro,1337.0716000000093,1040.4712999999929,2377.542900000002,0.437624616573687
2024-12-01,Nuclear,2554.332999999996,7953.994199999912,10508.327199999909,0.7569229667686767
2025-01-01,CCGT,416.39209999999997,83.0873,499.47939999999994,0.1663478013307456
2025-01-01,Hydro,792.1189000000012,2100.6741999999886,2892.79309999999,0.7261750589767363
2025-01-01,Nuclear,3913.9899999999425,8037.760799999876,11951.75079999982,0.6725174356881669
2025-02-01,CCGT,246.1703,53.001,299.1713,0.17715937324201889
2025-02-01,Hydro,1174.5102000000036,2870.671899999979,4045.1820999999827,0.7096520821646054
2025-02-01,Nuclear,2824.693399999948,7954.37360000032,10779.067000000268,0.737946391835223
2025-03-01,CCGT,20.2382,7.36,27.5982,0.266684059105304
2025-03-01,Hydro,1456.319700000015,2838.783300000062,4295.103000000077,0.6609348600021957
2025-03-01,Nuclear,4148.880800000102,5958.303099999437,10107.183899999538,0.5895116937567257
2025-04-01,CCGT,17.569,0.0,17.569,0.0
2025-04-01,Hydro,1623.1174999999982,2670.8779000000636,4293.995400000062,0.6220029718709119
2025-04-01,Nuclear,3745.556600000166,1382.3661000000166,5127.922700000183,0.26957623600682734
2025-05-01,CCGT,1.6622999999999999,0.0,1.6622999999999999,0.0
2025-05-01,Hydro,1723.8476999999798,2410.8014000000785,4134.649100000059,0.583072793287354
2025-05-01,Nuclear,4610.915499999934,882.6998999999844,5493.615399999918,0.1606774110906995
2025-06-01,CCGT,435.8996000000001,0.0,435.8996000000001,0.0
2025-06-01,Hydro,1732.7867000000108,1141.8147999999846,2874.601499999995,0.3972080304000351
2025-06-01,Nuclear,2469.6387999999747,7243.904899998443,9713.543699998418,0.745753056116855
2025-07-01,CCGT,640.6441,0.0,640.6441,0.0
2025-07-01,Hydro,1141.6274000000103,1084.520799999981,2226.1481999999914,0.48717367513986043
2025-07-01,Nuclear,3254.5928000000426,8221.019199999906,11475.611999999948,0.7163904809608361
2025-08-01,CCGT,417.20980000000003,0.0,417.20980000000003,0.0
2025-08-01,Hydro,989.5329999999941,1188.6962999999887,2178.2292999999827,0.5457167893205725
2025-08-01,Nuclear,4153.80060000001,7464.061499999978,11617.862099999988,0.6424642878141914
2025-09-01,CCGT,291.61490000000026,0.0,291.61490000000026,0.0
2025-09-01,Hydro,756.892099999994,1368.0232999999998,2124.915399999994,0.6438013014541679
2025-09-01,Nuclear,4893.58399999992,5727.054899999886,10620.638899999805,0.5392382656000094
2025-10-01,CCGT,1082.6507999999976,0.0,1082.6507999999976,0.0
2025-10-01,Hydro,981.5263499999946,1286.835300000018,2268.3616500000126,0.5672972385157414
2025-10-01,Nuclear,3655.276674999979,5058.360975000058,8713.637650000037,0.5805108243168726
2025-11-01,CCGT,163.13517499999995,0.0,163.13517499999995,0.0
2025-11-01,Hydro,1116.395824999996,1252.2914999999953,2368.6873249999912,0.5286858619045466
2025-11-01,Nuclear,3834.576800000092,4833.0030250000045,8667.579825000097,0.5575954444699851
2025-12-01,CCGT,310.39682500000066,0.0,310.39682500000066,0.0
2025-12-01,Hydro,1026.0787749999952,2107.0042250000024,3133.082999999998,0.672501885522983
2025-12-01,Nuclear,5251.159800000286,5751.269150000047,11002.428950000332,0.5227272247006761
2026-01-01,CCGT,299.24557500000026,0.0,299.24557500000026,0.0
2026-01-01,Hydro,971.0624749999994,2301.3180750000292,3272.3805500000285,0.7032550279031603
2026-01-01,Nuclear,5578.998975000169,5730.204099999975,11309.203075000143,0.5066850477437291
2026-02-01,CCGT,0.1885,0.0,0.1885,0.0
2026-02-01,Hydro,57.1780250000001,116.4641000000001,173.6421250000002,0.670713399758267
2026-02-01,Nuclear,153.28607500000004,100.44120000000036,253.72727500000042,0.3958628413125873
