unit,year,IB_share,cf_pct,actual_twh,nameplate_twh,planned_outage_twh,forced_outage_twh,unaccounted_twh,planned_outage_pct_of_nameplate,forced_outage_pct,unaccounted_pct
ALZ1,2018,0.53,82.537792050007,7.309844,8.85636,0.8737632,0.83416725,-0.16141444999999954,9.865940408926466,9.418849843502297,-1.8225823024357584
ALZ1,2019,0.53,89.40990948877416,7.91846346,8.85636,0.0,0.007917549999999999,0.9299789900000005,0.0,0.08939959531907013,10.500690915906766
ALZ1,2020,0.53,64.7251003983504,5.7479928000000005,8.880624,1.8921422999999997,0.0,1.240488899999999,21.306411576483814,0.0,13.96848802516579
ALZ1,2021,0.53,79.99253417882741,7.0844268,8.85636,1.8698936999999998,0.9718593,-1.0698197999999994,21.113569231603048,10.973574922428627,-12.07967833285909
ALZ1,2022,0.53,86.75259926199928,7.6831225,8.85636,0.0,0.19757431,0.9756631900000008,0.0,2.2308748741017754,11.016525863898947
ALZ1,2023,0.53,78.73312060485344,6.972888599999999,8.85636,0.8980343999999999,0.8219340749999999,0.1635029250000014,10.139994309174421,9.280721142771972,1.8461639432001569
ALZ1,2024,0.53,68.43674048129952,6.0776096,8.880624,0.8262321,0.0,1.9767822999999995,9.303761762686948,0.0,22.259497756013538
ALZ1,2025,0.53,69.85818073113559,6.186891975,8.85636,0.1698984,0.0,2.4995696250000004,1.9183773017357015,0.0,28.22344196712871
ALZ1,2026,0.53,0.0,0.0,2.766096,0.9212942999999999,1.0669215,0.7778802,33.30666397695524,38.57138363961338,28.121952383431374
ALZ2,2018,0.53,83.49642328676343,7.358172399999999,8.81256,0.8207327999999999,0.7964594933333333,-0.1628046933333328,9.313216590865764,9.037776688423493,-1.8474165660526887
ALZ2,2019,0.53,79.67298083644255,7.02122924,8.81256,0.9182953999999999,0.0,0.8730353599999994,10.42030238659368,0.0,9.906716776963782
ALZ2,2020,0.53,80.48451436191596,7.1121783,8.836704,0.0,0.0,1.7245256999999992,0.0,0.0,19.51548563808406
ALZ2,2021,0.53,78.52826760895812,6.9203507,8.81256,0.9162838,1.0147348566666665,-0.03880935666666718,10.397475875341557,11.514643380205825,-0.4403868645055147
ALZ2,2022,0.53,78.72155764045863,6.9373845,8.81256,0.9665737999999999,0.0,0.9086016999999993,10.968138656644607,0.0,10.310303702896768
ALZ2,2023,0.53,88.035463020961,7.758178,8.81256,0.0,0.021540883333333333,1.0328411166666662,0.0,0.24443389132480614,11.720103087714199
ALZ2,2024,0.53,71.81689123003329,6.346246100000001,8.836704,0.8207327999999999,0.0,1.6697250999999982,9.287770643896186,0.0,18.895338126070516
ALZ2,2025,0.53,65.06031845456938,5.7334796,8.81256,0.8217386,0.0,2.2573418,9.324629846491826,0.0,25.615051698938785
ALZ2,2026,0.53,0.0,0.0,2.752416,0.0,0.0,2.752416,0.0,0.0,100.0
ASC1,2018,0.0,78.55506995327599,7.101629699999999,9.04032,0.836472,1.0686479,0.03357040000000011,9.252681321015185,11.820907888216347,0.37134083749247937
ASC1,2019,0.0,89.854843302007,8.123165369999999,9.04032,0.0,0.0,0.9171546300000006,0.0,0.0,10.145156697992999
ASC1,2020,0.0,72.72031005104421,6.592160100000001,9.065088,1.0515648,0.0,1.4213630999999984,11.60016096920405,0.0,15.679528979751753
ASC1,2021,0.0,73.57080833421826,6.6510365,9.04032,0.861367,0.06974933333333332,1.4581671666666662,9.528058741283495,0.7715361108161362,16.129596813682106
ASC1,2022,0.0,89.56022795653251,8.0965312,9.04032,0.0,0.0,0.9437888000000001,0.0,0.0,10.439772043467489
ASC1,2023,0.0,70.48733341297653,6.3722805,9.04032,1.0037664,1.28275695,0.38151614999999994,11.103217585218223,14.18928699426569,4.220162007539556
ASC1,2024,0.0,70.59979450833794,6.3999335,9.065088,1.1232624,0.0,1.541892099999999,12.391081035286145,0.0,17.009124456375922
