firm,ISP15-win,DA60/ID15,DA15/ID15
GE,,25.576706107487464,31.438464577910004
IB,,25.848348211747314,35.76965793513721
GN,,57.8022075461025,75.81690902311708
HC,,18.713485490923546,24.832283406754772
