spec,n,r2,controls,3-sess_beta,3-sess_se,3-sess_t,3-sess_p,ISP15 win_beta,ISP15 win_se,ISP15 win_t,ISP15 win_p,DA60/ID15_beta,DA60/ID15_se,DA60/ID15_t,DA60/ID15_p,DA15/ID15_beta,DA15/ID15_se,DA15/ID15_t,DA15/ID15_p,vre_beta,vre_se,vre_p
Spec 1: regime only (sparse),2891,0.14116469158579625,,6.5803117672338,0.5820835120855363,11.304755469979423,1.2429994165785594e-29,8.05812933259327,0.8802127514836247,9.154751869944004,5.448287248662609e-20,4.808838328319694,1.4423922431714256,3.333932466072041,0.0008562744509868326,3.107037833814216,0.855864070065069,3.630293574046164,0.00028309903955155065,,,
Spec 2: + cal-month FE,2891,0.1584217598285984,cal_month,6.581946616858677,0.5625024029145191,11.70118844427213,1.2568087246598594e-31,7.730480272122684,1.2812538544940528,6.033527427065053,1.6041874802776373e-09,4.82449228097891,1.2848214051327569,3.7549905860109862,0.00017334799365753374,3.2204621662200346,0.6768011024977296,4.758358333541334,1.9517379743708837e-06,,,
Spec 3: + cal-month FE + DOW FE,2891,0.16419447187753022,"cal_month,dow",6.5898140557943155,0.5589192106314018,11.790280116423107,4.3808153107818754e-32,7.723727750920628,1.2835806345245093,6.017329603746953,1.7731780456956423e-09,4.829538797813332,1.2863520797995815,3.7544455158542536,0.00017372562739667057,3.2215302641463985,0.673588253620214,4.782640206138123,1.730076328767083e-06,,,
Spec 4: + cal-month + DOW + VRE (daily GWh),2891,0.19067678098689644,"cal_month,dow,vre",5.631856285660845,0.6405399179643729,8.792358021274937,1.4645320359317525e-18,7.165924595098867,1.3267479662083028,5.401119713473748,6.622620939885264e-08,3.736835374307985,1.3383740267047615,2.7920710502044974,0.005237185494382632,2.4310509124541824,0.714943492878219,3.400339938289751,0.0006730212583655898,0.012592301280203853,0.0027861652458500597,6.1961952085730335e-06
Spec 5: + cal-month + DOW + VRE + year FE,2891,0.3474835349839428,"cal_month,dow,vre,year",-0.6974596182779207,0.9469024931507838,-0.7365696292098134,0.4613841098366003,-1.3109196417020392,1.1086079027054891,-1.1824916983748905,0.23701065757543738,-5.389349596286094,2.4488460357588084,-2.200771105079348,0.02775223213398091,-7.639256911712023,2.053131932717194,-3.7207822790043186,0.00019860660936978013,-0.001960095031820469,0.0019578306046328115,0.3167511047962016
