unit,tech,n_isps,mean_mp,transfer_eur_M
TAMEGA,Hydro-Reservoir,15211,2.131329958582605,202.622875
SIL,Hydro-Reservoir,15212,1.0857540099921112,103.2280625
DUER,Hydro-Reservoir,15201,0.970158542201171,92.171125
TAJO,Hydro-Reservoir,15224,0.9464575669994746,90.0554375
JUCA,Hydro-Reservoir,15207,0.5060537910172946,48.09725
EBRA,Hydro-Reservoir,15202,0.13581633995526907,12.904250000000001
MUEL,Hydro-Reservoir,15232,-0.2013478203781513,-19.1683125
