firm,pre-IDA,3-sess,ISP15-win,DA60/ID15,DA15/ID15
GE,31.02327502257476,32.131640123298226,22.370375048581423,25.576706107487464,31.438464577910004
IB,68.06190538896054,47.29238016070934,27.707274070945946,25.848348211747314,35.76965793513721
GN,127.30243554663208,57.251516868076536,58.6690858136838,57.8022075461025,75.81690902311708
HC,23.343622352920082,20.634145658263304,22.268973214285715,18.713485490923546,24.832283406754772
