firm,tech,regime,clock_hour,in_band_share
IB,CCGT,ISP15win,18,0.42078158833438356
IB,CCGT,ISP15win,19,0.4529957199896553
IB,CCGT,ISP15win,20,0.43672994019897754
IB,CCGT,ISP15win,21,0.4577413187460583
IB,CCGT,ISP15win,22,0.43422472305126836
IB,CCGT,ISP15win,23,0.397001195751051
IB,CCGT,MTU15IDA_post,0,0.2717595516667198
IB,CCGT,MTU15IDA_post,1,0.26363451689453454
IB,CCGT,MTU15IDA_post,2,0.25857558861022206
IB,CCGT,MTU15IDA_post,3,0.255388133050765
IB,CCGT,MTU15IDA_post,4,0.25719284527041386
IB,CCGT,MTU15IDA_post,5,0.3206475031982419
IB,CCGT,MTU15IDA_post,6,0.5090461638488901
IB,CCGT,MTU15IDA_post,7,0.5363283954665938
IB,CCGT,MTU15IDA_post,8,0.46310935791358415
IB,CCGT,MTU15IDA_post,9,0.2529962586818121
IB,CCGT,MTU15IDA_post,10,0.12775721742254467
IB,CCGT,MTU15IDA_post,11,0.0745051985004519
IB,CCGT,MTU15IDA_post,12,0.04763008276379197
IB,CCGT,MTU15IDA_post,13,0.04093947100534729
IB,CCGT,MTU15IDA_post,14,0.03844680124081158
IB,CCGT,MTU15IDA_post,15,0.04242142270382072
IB,CCGT,MTU15IDA_post,16,0.05003086222368353
IB,CCGT,MTU15IDA_post,17,0.0918504935720418
IB,CCGT,MTU15IDA_post,18,0.18129680964644737
IB,CCGT,MTU15IDA_post,19,0.3773985344724753
IB,CCGT,MTU15IDA_post,20,0.5224179304726125
IB,CCGT,MTU15IDA_post,21,0.5888237125702769
IB,CCGT,MTU15IDA_post,22,0.6125632614018429
IB,CCGT,MTU15IDA_post,23,0.5618246585896872
IB,CCGT,MTU15IDA_pre,0,0.06465167917831367
IB,CCGT,MTU15IDA_pre,1,0.02266444915128043
IB,CCGT,MTU15IDA_pre,2,0.018563692027927525
IB,CCGT,MTU15IDA_pre,3,0.015578898380328166
IB,CCGT,MTU15IDA_pre,4,0.01709743773498016
IB,CCGT,MTU15IDA_pre,5,0.01348034354787511
IB,CCGT,MTU15IDA_pre,6,0.11587435082304884
IB,CCGT,MTU15IDA_pre,7,0.2539823617844244
IB,CCGT,MTU15IDA_pre,8,0.16311416921265964
IB,CCGT,MTU15IDA_pre,9,0.037759179409193856
IB,CCGT,MTU15IDA_pre,10,0.01045590244535423
IB,CCGT,MTU15IDA_pre,11,0.0
IB,CCGT,MTU15IDA_pre,12,0.0
IB,CCGT,MTU15IDA_pre,13,0.0
IB,CCGT,MTU15IDA_pre,14,0.0
IB,CCGT,MTU15IDA_pre,15,0.0
IB,CCGT,MTU15IDA_pre,16,0.0
IB,CCGT,MTU15IDA_pre,17,0.0
IB,CCGT,MTU15IDA_pre,18,0.0
IB,CCGT,MTU15IDA_pre,19,0.11459661151226426
IB,CCGT,MTU15IDA_pre,20,0.30402252124792806
IB,CCGT,MTU15IDA_pre,21,0.33243234579057174
IB,CCGT,MTU15IDA_pre,22,0.2979700172964451
IB,CCGT,MTU15IDA_pre,23,0.1559423912312631
IB,Hydro,3sess,0,0.27965043475010415
IB,Hydro,3sess,1,0.2729989308057272
IB,Hydro,3sess,2,0.2751435027454644
IB,Hydro,3sess,3,0.2742403783596952
IB,Hydro,3sess,4,0.2634724037333326
IB,Hydro,3sess,5,0.26065462248248483
IB,Hydro,3sess,6,0.26086459303102777
IB,Hydro,3sess,7,0.2592015245770732
IB,Hydro,3sess,8,0.2520053230640098
IB,Hydro,3sess,9,0.24382445382601495
IB,Hydro,3sess,10,0.2038425911575282
IB,Hydro,3sess,11,0.17396548012849025
IB,Hydro,3sess,12,0.15742842908480165
IB,Hydro,3sess,13,0.14891854972514493
IB,Hydro,3sess,14,0.1452646615789854
IB,Hydro,3sess,15,0.14238869909555577
IB,Hydro,3sess,16,0.14998190813520307
IB,Hydro,3sess,17,0.17706448498345112
IB,Hydro,3sess,18,0.2099772248837954
IB,Hydro,3sess,19,0.2532457048472745
IB,Hydro,3sess,20,0.24963599732668906
IB,Hydro,3sess,21,0.2514566112637359
IB,Hydro,3sess,22,0.2636261761569585
IB,Hydro,3sess,23,0.26816456154898677
IB,Hydro,DA15_ID15,0,0.24557899933681113
IB,Hydro,DA15_ID15,1,0.21486172097948925
IB,Hydro,DA15_ID15,2,0.20426641069685259
IB,Hydro,DA15_ID15,3,0.19391935142302813
IB,Hydro,DA15_ID15,4,0.19163401244970196
IB,Hydro,DA15_ID15,5,0.19450204395131893
IB,Hydro,DA15_ID15,6,0.22395704941012926
IB,Hydro,DA15_ID15,7,0.2454112929314903
IB,Hydro,DA15_ID15,8,0.2429029123565334
IB,Hydro,DA15_ID15,9,0.21169504770438294
IB,Hydro,DA15_ID15,10,0.1714360446396795
IB,Hydro,DA15_ID15,11,0.1397807998212305
IB,Hydro,DA15_ID15,12,0.12995088729228207
IB,Hydro,DA15_ID15,13,0.11853988080845103
IB,Hydro,DA15_ID15,14,0.11655065880564348
IB,Hydro,DA15_ID15,15,0.1340024059806603
IB,Hydro,DA15_ID15,16,0.18160331491909112
IB,Hydro,DA15_ID15,17,0.23228747415390924
IB,Hydro,DA15_ID15,18,0.2558151523730317
IB,Hydro,DA15_ID15,19,0.2590814938037547
IB,Hydro,DA15_ID15,20,0.24646502970189738
IB,Hydro,DA15_ID15,21,0.24994378496987074
IB,Hydro,DA15_ID15,22,0.2672621402675636
IB,Hydro,DA15_ID15,23,0.25397451032685886
IB,Hydro,ISP15win,0,0.20341871578375206
IB,Hydro,ISP15win,1,0.18982464962178813
IB,Hydro,ISP15win,2,0.1781640586859477
IB,Hydro,ISP15win,3,0.17710227918797805
IB,Hydro,ISP15win,4,0.173279822107417
IB,Hydro,ISP15win,5,0.17848510939928747
IB,Hydro,ISP15win,6,0.19171427438972466
IB,Hydro,ISP15win,7,0.20232728361499497
IB,Hydro,ISP15win,8,0.19591913276617384
IB,Hydro,ISP15win,9,0.1960133349591577
IB,Hydro,ISP15win,10,0.17845811997555525
IB,Hydro,ISP15win,11,0.15926425256769672
IB,Hydro,ISP15win,12,0.15475611324387684
IB,Hydro,ISP15win,13,0.14875367443230725
IB,Hydro,ISP15win,14,0.14594988646090232
IB,Hydro,ISP15win,15,0.15678265715603606
IB,Hydro,ISP15win,16,0.17772083911472633
IB,Hydro,ISP15win,17,0.21527873169659076
IB,Hydro,ISP15win,18,0.20849245359000973
IB,Hydro,ISP15win,19,0.1973743972425603
IB,Hydro,ISP15win,20,0.20154139860173653
IB,Hydro,ISP15win,21,0.21391301601719412
IB,Hydro,ISP15win,22,0.2195764643969056
IB,Hydro,ISP15win,23,0.2075127275393869
IB,Hydro,MTU15IDA_post,0,0.2500223601474659
IB,Hydro,MTU15IDA_post,1,0.24863929341756077
IB,Hydro,MTU15IDA_post,2,0.24733908045202513
IB,Hydro,MTU15IDA_post,3,0.2433051174571139
IB,Hydro,MTU15IDA_post,4,0.2422864194181523
IB,Hydro,MTU15IDA_post,5,0.24525999409100957
IB,Hydro,MTU15IDA_post,6,0.25054687228851336
IB,Hydro,MTU15IDA_post,7,0.24899446852685816
IB,Hydro,MTU15IDA_post,8,0.22680280189500543
IB,Hydro,MTU15IDA_post,9,0.16128223642853523
IB,Hydro,MTU15IDA_post,10,0.10669725503715036
IB,Hydro,MTU15IDA_post,11,0.07385197725393118
IB,Hydro,MTU15IDA_post,12,0.061821275494346954
IB,Hydro,MTU15IDA_post,13,0.051026973767770635
IB,Hydro,MTU15IDA_post,14,0.04941728973739651
IB,Hydro,MTU15IDA_post,15,0.05206623424964937
IB,Hydro,MTU15IDA_post,16,0.0642526761246197
IB,Hydro,MTU15IDA_post,17,0.09190076806483895
IB,Hydro,MTU15IDA_post,18,0.13906992182431996
IB,Hydro,MTU15IDA_post,19,0.2166361270904544
IB,Hydro,MTU15IDA_post,20,0.23876495485583085
IB,Hydro,MTU15IDA_post,21,0.22363156737177067
IB,Hydro,MTU15IDA_post,22,0.23972771138455817
IB,Hydro,MTU15IDA_post,23,0.2580845138024892
IB,Hydro,MTU15IDA_pre,0,0.22853870178977873
IB,Hydro,MTU15IDA_pre,1,0.2230696792313727
IB,Hydro,MTU15IDA_pre,2,0.22093666847404744
IB,Hydro,MTU15IDA_pre,3,0.2209616636339627
IB,Hydro,MTU15IDA_pre,4,0.21990929142639296
IB,Hydro,MTU15IDA_pre,5,0.21375247903872552
IB,Hydro,MTU15IDA_pre,6,0.2087884698970284
IB,Hydro,MTU15IDA_pre,7,0.18616824048831473
IB,Hydro,MTU15IDA_pre,8,0.19820652588638332
IB,Hydro,MTU15IDA_pre,9,0.18625859405235462
IB,Hydro,MTU15IDA_pre,10,0.16594201175053416
IB,Hydro,MTU15IDA_pre,11,0.1362339641620829
IB,Hydro,MTU15IDA_pre,12,0.12923285875184842
IB,Hydro,MTU15IDA_pre,13,0.1256215290626461
IB,Hydro,MTU15IDA_pre,14,0.12397255631765086
IB,Hydro,MTU15IDA_pre,15,0.12137647872505627
IB,Hydro,MTU15IDA_pre,16,0.12673497237256467
IB,Hydro,MTU15IDA_pre,17,0.13981785893072038
IB,Hydro,MTU15IDA_pre,18,0.16681395372284002
IB,Hydro,MTU15IDA_pre,19,0.19002679448849244
IB,Hydro,MTU15IDA_pre,20,0.18113273075358746
IB,Hydro,MTU15IDA_pre,21,0.18366641364304184
IB,Hydro,MTU15IDA_pre,22,0.20891099106799993
IB,Hydro,MTU15IDA_pre,23,0.2157066975292997
IB,Hydro_pump,3sess,0,0.8839210336001199
IB,Hydro_pump,3sess,1,0.8534820927953095
IB,Hydro_pump,3sess,2,0.8288605918225795
IB,Hydro_pump,3sess,3,0.8045984833267177
IB,Hydro_pump,3sess,4,0.7957747957620308
IB,Hydro_pump,3sess,5,0.8278546805846426
IB,Hydro_pump,3sess,6,0.858079107423544
IB,Hydro_pump,3sess,7,0.8781053265600899
IB,Hydro_pump,3sess,8,0.8408898517536864
IB,Hydro_pump,3sess,9,0.7496848663740471
IB,Hydro_pump,3sess,10,0.6207898992113576
IB,Hydro_pump,3sess,11,0.5101148408635264
IB,Hydro_pump,3sess,12,0.4398447459412593
IB,Hydro_pump,3sess,13,0.41852604018571893
IB,Hydro_pump,3sess,14,0.3950370937018245
IB,Hydro_pump,3sess,15,0.3828099765197445
IB,Hydro_pump,3sess,16,0.40658487853708086
IB,Hydro_pump,3sess,17,0.5133631848376584
IB,Hydro_pump,3sess,18,0.6641805340375293
IB,Hydro_pump,3sess,19,0.7995845474551848
IB,Hydro_pump,3sess,20,0.8536869310957074
IB,Hydro_pump,3sess,21,0.8655861089212226
IB,Hydro_pump,3sess,22,0.9092062588461961
IB,Hydro_pump,3sess,23,0.8993989866564088
IB,Hydro_pump,DA15_ID15,0,0.8759390357307201
IB,Hydro_pump,DA15_ID15,1,0.8227706192759543
IB,Hydro_pump,DA15_ID15,2,0.7731441072455741
IB,Hydro_pump,DA15_ID15,3,0.7177147221713385
IB,Hydro_pump,DA15_ID15,4,0.6867019958390448
IB,Hydro_pump,DA15_ID15,5,0.7284479310425909
IB,Hydro_pump,DA15_ID15,6,0.8169804116882498
IB,Hydro_pump,DA15_ID15,7,0.8487526737173632
IB,Hydro_pump,DA15_ID15,8,0.8309139279435143
IB,Hydro_pump,DA15_ID15,9,0.7563612273580012
IB,Hydro_pump,DA15_ID15,10,0.5966463259240627
IB,Hydro_pump,DA15_ID15,11,0.44888001709910846
IB,Hydro_pump,DA15_ID15,12,0.4225567754279021
IB,Hydro_pump,DA15_ID15,13,0.40064953713499984
IB,Hydro_pump,DA15_ID15,14,0.3852822646665443
IB,Hydro_pump,DA15_ID15,15,0.4525637205198866
IB,Hydro_pump,DA15_ID15,16,0.6164942804922403
IB,Hydro_pump,DA15_ID15,17,0.7878671530493251
IB,Hydro_pump,DA15_ID15,18,0.8770686978129858
IB,Hydro_pump,DA15_ID15,19,0.865124549958656
IB,Hydro_pump,DA15_ID15,20,0.8045892312472688
IB,Hydro_pump,DA15_ID15,21,0.8603570043228785
IB,Hydro_pump,DA15_ID15,22,0.9181406198431216
IB,Hydro_pump,DA15_ID15,23,0.8953595734367161
IB,Hydro_pump,ISP15win,0,0.8920237898937717
IB,Hydro_pump,ISP15win,1,0.8268349270302388
IB,Hydro_pump,ISP15win,2,0.7625457977872179
IB,Hydro_pump,ISP15win,3,0.7012921219383534
IB,Hydro_pump,ISP15win,4,0.6900300324084814
IB,Hydro_pump,ISP15win,5,0.7350933259647867
IB,Hydro_pump,ISP15win,6,0.8005639770602256
IB,Hydro_pump,ISP15win,7,0.8605682043342409
IB,Hydro_pump,ISP15win,8,0.7784999376650522
IB,Hydro_pump,ISP15win,9,0.8345350860697383
IB,Hydro_pump,ISP15win,10,0.7416030092996805
IB,Hydro_pump,ISP15win,11,0.6316815763911362
IB,Hydro_pump,ISP15win,12,0.5806115870885037
IB,Hydro_pump,ISP15win,13,0.5558814824775197
IB,Hydro_pump,ISP15win,14,0.521415647304052
IB,Hydro_pump,ISP15win,15,0.5448080356386664
IB,Hydro_pump,ISP15win,16,0.6389185624955562
IB,Hydro_pump,ISP15win,17,0.8684189521434527
IB,Hydro_pump,ISP15win,18,0.8639911999539577
IB,Hydro_pump,ISP15win,19,0.7406118363577261
IB,Hydro_pump,ISP15win,20,0.7646247206072457
IB,Hydro_pump,ISP15win,21,0.8677379129506821
IB,Hydro_pump,ISP15win,22,0.9068184662179183
IB,Hydro_pump,ISP15win,23,0.9305675552748645
IB,Hydro_pump,MTU15IDA_post,0,0.9112691843670502
IB,Hydro_pump,MTU15IDA_post,1,0.910011609675544
IB,Hydro_pump,MTU15IDA_post,2,0.9198608372481636
IB,Hydro_pump,MTU15IDA_post,3,0.8919849831198184
IB,Hydro_pump,MTU15IDA_post,4,0.8905618465914659
IB,Hydro_pump,MTU15IDA_post,5,0.909173937938403
IB,Hydro_pump,MTU15IDA_post,6,0.9091864499244878
IB,Hydro_pump,MTU15IDA_post,7,0.8807673813919826
IB,Hydro_pump,MTU15IDA_post,8,0.8394921117507144
IB,Hydro_pump,MTU15IDA_post,9,0.651065764738398
IB,Hydro_pump,MTU15IDA_post,10,0.44936618909439774
IB,Hydro_pump,MTU15IDA_post,11,0.35293855871425955
IB,Hydro_pump,MTU15IDA_post,12,0.3132235336090786
IB,Hydro_pump,MTU15IDA_post,13,0.2986620327547435
IB,Hydro_pump,MTU15IDA_post,14,0.29897502991413066
IB,Hydro_pump,MTU15IDA_post,15,0.30167771843597246
IB,Hydro_pump,MTU15IDA_post,16,0.3197979133730873
IB,Hydro_pump,MTU15IDA_post,17,0.41880739252141497
IB,Hydro_pump,MTU15IDA_post,18,0.5934585400350529
IB,Hydro_pump,MTU15IDA_post,19,0.8314778916629115
IB,Hydro_pump,MTU15IDA_post,20,0.8730567707731257
IB,Hydro_pump,MTU15IDA_post,21,0.6959169852688701
IB,Hydro_pump,MTU15IDA_post,22,0.7777764433024975
IB,Hydro_pump,MTU15IDA_post,23,0.9102973136049243
IB,Hydro_pump,MTU15IDA_pre,0,0.8842275008242945
IB,Hydro_pump,MTU15IDA_pre,1,0.9155590882342789
IB,Hydro_pump,MTU15IDA_pre,2,0.9159394006073542
IB,Hydro_pump,MTU15IDA_pre,3,0.9175267578975959
IB,Hydro_pump,MTU15IDA_pre,4,0.9176647996762037
IB,Hydro_pump,MTU15IDA_pre,5,0.9165672995051748
IB,Hydro_pump,MTU15IDA_pre,6,0.8727229294535042
IB,Hydro_pump,MTU15IDA_pre,7,0.6817141315008917
IB,Hydro_pump,MTU15IDA_pre,8,0.7625619290483987
IB,Hydro_pump,MTU15IDA_pre,9,0.9151706715980513
IB,Hydro_pump,MTU15IDA_pre,10,0.919157011862703
IB,Hydro_pump,MTU15IDA_pre,11,0.8748829996558285
IB,Hydro_pump,MTU15IDA_pre,12,0.8710522897297123
IB,Hydro_pump,MTU15IDA_pre,13,0.8495055502501107
IB,Hydro_pump,MTU15IDA_pre,14,0.8495055502501107
IB,Hydro_pump,MTU15IDA_pre,15,0.849270059320222
IB,Hydro_pump,MTU15IDA_pre,16,0.8504246581460537
IB,Hydro_pump,MTU15IDA_pre,17,0.851155464442231
IB,Hydro_pump,MTU15IDA_pre,18,0.8658314328744565
IB,Hydro_pump,MTU15IDA_pre,19,0.7738802149525326
IB,Hydro_pump,MTU15IDA_pre,20,0.5595719427345508
IB,Hydro_pump,MTU15IDA_pre,21,0.432940099883223
IB,Hydro_pump,MTU15IDA_pre,22,0.6263427937170707
IB,Hydro_pump,MTU15IDA_pre,23,0.8130746757728277
REP,CCGT,3sess,0,0.06935844086974308
REP,CCGT,3sess,1,0.06809964581667431
REP,CCGT,3sess,2,0.07209550754716164
REP,CCGT,3sess,3,0.07003148815073112
REP,CCGT,3sess,4,0.0745009245743378
REP,CCGT,3sess,5,0.07431357089977401
REP,CCGT,3sess,6,0.06219453255257637
REP,CCGT,3sess,7,0.04790923527629285
REP,CCGT,3sess,8,0.05747045841957911
REP,CCGT,3sess,9,0.07389435354199167
REP,CCGT,3sess,10,0.08053419312385662
REP,CCGT,3sess,11,0.09723367958405091
REP,CCGT,3sess,12,0.09832165010737456
REP,CCGT,3sess,13,0.0944540798858381
REP,CCGT,3sess,14,0.09584331192607555
REP,CCGT,3sess,15,0.09745128430271714
REP,CCGT,3sess,16,0.09577764552652449
REP,CCGT,3sess,17,0.10307507756035314
REP,CCGT,3sess,18,0.10770930916263338
REP,CCGT,3sess,19,0.09058487979828359
REP,CCGT,3sess,20,0.10581259927110184
REP,CCGT,3sess,21,0.14649190949509902
REP,CCGT,3sess,22,0.07982867058651483
REP,CCGT,3sess,23,0.07870958701200771
REP,CCGT,DA15_ID15,0,0.7458882569620309
REP,CCGT,DA15_ID15,1,0.6944354278113315
REP,CCGT,DA15_ID15,2,0.6397039658701623
REP,CCGT,DA15_ID15,3,0.6123404326373658
REP,CCGT,DA15_ID15,4,0.5972573586917558
REP,CCGT,DA15_ID15,5,0.6139958723527925
REP,CCGT,DA15_ID15,6,0.6963767027976178
REP,CCGT,DA15_ID15,7,0.7564278837304347
REP,CCGT,DA15_ID15,8,0.7395193368250637
REP,CCGT,DA15_ID15,9,0.6677669969186817
REP,CCGT,DA15_ID15,10,0.5362570682551523
REP,CCGT,DA15_ID15,11,0.413046970664373
REP,CCGT,DA15_ID15,12,0.38035340236484555
REP,CCGT,DA15_ID15,13,0.35677874586472325
REP,CCGT,DA15_ID15,14,0.36880145261613057
REP,CCGT,DA15_ID15,15,0.41896775946748693
REP,CCGT,DA15_ID15,16,0.5368320368668396
REP,CCGT,DA15_ID15,17,0.7261519047190431
REP,CCGT,DA15_ID15,18,0.8335451561132257
REP,CCGT,DA15_ID15,19,0.8651518332569738
REP,CCGT,DA15_ID15,20,0.8257622814853359
REP,CCGT,DA15_ID15,21,0.842035788908009
REP,CCGT,DA15_ID15,22,0.8545671881048794
REP,CCGT,DA15_ID15,23,0.7870447509125774
REP,CCGT,ISP15win,0,0.0707229412231928
REP,CCGT,ISP15win,1,0.10657930775730783
REP,CCGT,ISP15win,2,0.11391427108249119
REP,CCGT,ISP15win,3,0.1181374317848695
REP,CCGT,ISP15win,4,0.12158264183154653
REP,CCGT,ISP15win,5,0.11938114072216699
REP,CCGT,ISP15win,6,0.08382853992055651
REP,CCGT,ISP15win,7,0.05722413197228007
REP,CCGT,ISP15win,8,0.050497895404821906
REP,CCGT,ISP15win,9,0.061895703782049796
REP,CCGT,ISP15win,10,0.0720980855607197
REP,CCGT,ISP15win,11,0.08663585070973179
REP,CCGT,ISP15win,12,0.091922310763918
REP,CCGT,ISP15win,13,0.09172612234078312
REP,CCGT,ISP15win,14,0.09205652609416975
REP,CCGT,ISP15win,15,0.09489578301726337
REP,CCGT,ISP15win,16,0.08652539307100082
REP,CCGT,ISP15win,17,0.06298902271140874
REP,CCGT,ISP15win,18,0.04661699507276776
REP,CCGT,ISP15win,19,0.04031269668780712
REP,CCGT,ISP15win,20,0.036093420988293226
REP,CCGT,ISP15win,21,0.044792868628489205
REP,CCGT,ISP15win,22,0.05767861501056811
REP,CCGT,ISP15win,23,0.07646416741294311
REP,CCGT,MTU15IDA_post,0,0.6873505240045976
REP,CCGT,MTU15IDA_post,1,0.6439557237326997
REP,CCGT,MTU15IDA_post,2,0.6259778176373163
REP,CCGT,MTU15IDA_post,3,0.608866265097672
REP,CCGT,MTU15IDA_post,4,0.6051091344664299
REP,CCGT,MTU15IDA_post,5,0.6090548519894253
REP,CCGT,MTU15IDA_post,6,0.6429903918014578
REP,CCGT,MTU15IDA_post,7,0.6875984180384632
REP,CCGT,MTU15IDA_post,8,0.5968011089364523
REP,CCGT,MTU15IDA_post,9,0.3557699532823899
REP,CCGT,MTU15IDA_post,10,0.20622998946499388
REP,CCGT,MTU15IDA_post,11,0.1304374492440266
REP,CCGT,MTU15IDA_post,12,0.09415088411347539
REP,CCGT,MTU15IDA_post,13,0.056542189960340855
REP,CCGT,MTU15IDA_post,14,0.0608226653815478
REP,CCGT,MTU15IDA_post,15,0.06381440578464294
REP,CCGT,MTU15IDA_post,16,0.08872595433357787
REP,CCGT,MTU15IDA_post,17,0.14275747315372947
REP,CCGT,MTU15IDA_post,18,0.2820053691875651
REP,CCGT,MTU15IDA_post,19,0.5219943242291972
REP,CCGT,MTU15IDA_post,20,0.6596398721452967
REP,CCGT,MTU15IDA_post,21,0.7105670983468579
REP,CCGT,MTU15IDA_post,22,0.7409740914395547
REP,CCGT,MTU15IDA_post,23,0.7000185429480802
REP,CCGT,MTU15IDA_pre,0,0.1475273380944251
REP,CCGT,MTU15IDA_pre,1,0.12037186546014887
REP,CCGT,MTU15IDA_pre,2,0.09192849018854493
REP,CCGT,MTU15IDA_pre,3,0.07823967713775429
REP,CCGT,MTU15IDA_pre,4,0.07991049203450945
REP,CCGT,MTU15IDA_pre,5,0.0938767621003853
REP,CCGT,MTU15IDA_pre,6,0.14520385845131156
REP,CCGT,MTU15IDA_pre,7,0.25388317595133525
REP,CCGT,MTU15IDA_pre,8,0.22033831069551665
REP,CCGT,MTU15IDA_pre,9,0.05264575409355446
REP,CCGT,MTU15IDA_pre,10,0.026286278142369966
REP,CCGT,MTU15IDA_pre,11,0.0
REP,CCGT,MTU15IDA_pre,12,0.0
REP,CCGT,MTU15IDA_pre,13,0.0
REP,CCGT,MTU15IDA_pre,14,0.0
REP,CCGT,MTU15IDA_pre,15,0.0
REP,CCGT,MTU15IDA_pre,16,0.0
REP,CCGT,MTU15IDA_pre,17,0.0
REP,CCGT,MTU15IDA_pre,18,0.0
REP,CCGT,MTU15IDA_pre,19,0.19301336045824763
REP,CCGT,MTU15IDA_pre,20,0.39073550991777606
REP,CCGT,MTU15IDA_pre,21,0.4916828608850233
REP,CCGT,MTU15IDA_pre,22,0.37543290242692606
REP,CCGT,MTU15IDA_pre,23,0.1976682294248823
REP,Hydro,3sess,0,0.7657037511873758
REP,Hydro,3sess,1,0.7794903230778433
REP,Hydro,3sess,2,0.785356125305195
REP,Hydro,3sess,3,0.7806310329801173
REP,Hydro,3sess,4,0.7804381814563305
REP,Hydro,3sess,5,0.7764182100414261
REP,Hydro,3sess,6,0.7746671241770164
REP,Hydro,3sess,7,0.7220114209900602
REP,Hydro,3sess,8,0.6978543618290515
REP,Hydro,3sess,9,0.7363288522127877
REP,Hydro,3sess,10,0.6586791633614555
REP,Hydro,3sess,11,0.5898366102483008
REP,Hydro,3sess,12,0.5773585819927105
REP,Hydro,3sess,13,0.5575068983931837
REP,Hydro,3sess,14,0.5369895277641905
REP,Hydro,3sess,15,0.5280363512860774
REP,Hydro,3sess,16,0.5424052715239566
REP,Hydro,3sess,17,0.5908422445559193
REP,Hydro,3sess,18,0.6531872887949293
REP,Hydro,3sess,19,0.680755895212963
REP,Hydro,3sess,20,0.6652041852922009
REP,Hydro,3sess,21,0.6297742876419506
REP,Hydro,3sess,22,0.689054870026749
REP,Hydro,3sess,23,0.7384911745914863
REP,Hydro,DA15_ID15,0,0.5625084782004214
REP,Hydro,DA15_ID15,1,0.6069791693712993
REP,Hydro,DA15_ID15,2,0.6415390241745205
REP,Hydro,DA15_ID15,3,0.6543982078692034
REP,Hydro,DA15_ID15,4,0.669358750324217
REP,Hydro,DA15_ID15,5,0.6630942625873798
REP,Hydro,DA15_ID15,6,0.6141173517414377
REP,Hydro,DA15_ID15,7,0.503795446585362
REP,Hydro,DA15_ID15,8,0.44453917015318833
REP,Hydro,DA15_ID15,9,0.5246054970661509
REP,Hydro,DA15_ID15,10,0.5772299553289751
REP,Hydro,DA15_ID15,11,0.5291946804210965
REP,Hydro,DA15_ID15,12,0.4758035376912947
REP,Hydro,DA15_ID15,13,0.46217243701288385
REP,Hydro,DA15_ID15,14,0.4630391442366417
REP,Hydro,DA15_ID15,15,0.48228965293333265
REP,Hydro,DA15_ID15,16,0.4738562925238691
REP,Hydro,DA15_ID15,17,0.4427595875515249
REP,Hydro,DA15_ID15,18,0.42194812088408806
REP,Hydro,DA15_ID15,19,0.3693643068493309
REP,Hydro,DA15_ID15,20,0.34817965106059423
REP,Hydro,DA15_ID15,21,0.3838817684492732
REP,Hydro,DA15_ID15,22,0.44705242461776135
REP,Hydro,DA15_ID15,23,0.5131969092095465
REP,Hydro,ISP15win,0,0.46015192120693177
REP,Hydro,ISP15win,1,0.5175205484576924
REP,Hydro,ISP15win,2,0.5355614509384022
REP,Hydro,ISP15win,3,0.5672476073377657
REP,Hydro,ISP15win,4,0.5793016856829218
REP,Hydro,ISP15win,5,0.5570660499185701
REP,Hydro,ISP15win,6,0.5004569880588373
REP,Hydro,ISP15win,7,0.4006528748791506
REP,Hydro,ISP15win,8,0.3445430277823213
REP,Hydro,ISP15win,9,0.4192713030974083
REP,Hydro,ISP15win,10,0.5368179978043275
REP,Hydro,ISP15win,11,0.6005216625701378
REP,Hydro,ISP15win,12,0.6427098396752332
REP,Hydro,ISP15win,13,0.6499367745864676
REP,Hydro,ISP15win,14,0.6417965305985612
REP,Hydro,ISP15win,15,0.6398539613689456
REP,Hydro,ISP15win,16,0.6053835738835303
REP,Hydro,ISP15win,17,0.488798087565027
REP,Hydro,ISP15win,18,0.3534712933334658
REP,Hydro,ISP15win,19,0.31972496157223457
REP,Hydro,ISP15win,20,0.32175042307286283
REP,Hydro,ISP15win,21,0.35074325169718346
REP,Hydro,ISP15win,22,0.38595914247269403
REP,Hydro,ISP15win,23,0.4492874945033553
REP,Hydro,MTU15IDA_post,0,0.4576541093200244
REP,Hydro,MTU15IDA_post,1,0.5318410731410068
REP,Hydro,MTU15IDA_post,2,0.5607914203396845
REP,Hydro,MTU15IDA_post,3,0.5743545659757852
REP,Hydro,MTU15IDA_post,4,0.5786079427319072
REP,Hydro,MTU15IDA_post,5,0.5595022663761529
REP,Hydro,MTU15IDA_post,6,0.5118185487475202
REP,Hydro,MTU15IDA_post,7,0.4207699451783258
REP,Hydro,MTU15IDA_post,8,0.500471771028678
REP,Hydro,MTU15IDA_post,9,0.6666891946245942
REP,Hydro,MTU15IDA_post,10,0.45121264740667943
REP,Hydro,MTU15IDA_post,11,0.39237026685863424
REP,Hydro,MTU15IDA_post,12,0.38423527080373443
REP,Hydro,MTU15IDA_post,13,0.37227887598519205
REP,Hydro,MTU15IDA_post,14,0.37064226537782113
REP,Hydro,MTU15IDA_post,15,0.37615437474436564
REP,Hydro,MTU15IDA_post,16,0.379217633637189
REP,Hydro,MTU15IDA_post,17,0.4015094506482117
REP,Hydro,MTU15IDA_post,18,0.5688395739770612
REP,Hydro,MTU15IDA_post,19,0.5809190843327949
REP,Hydro,MTU15IDA_post,20,0.3835573323870726
REP,Hydro,MTU15IDA_post,21,0.2593790667012509
REP,Hydro,MTU15IDA_post,22,0.2870578747536454
REP,Hydro,MTU15IDA_post,23,0.41229097231635503
