regime,day_type,hour_class,tech,share_pct_q_at,n_obs
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Critical,_unmapped_,4.056443948597165,290
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Flat,Cogen,0.05549000595787432,1
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Flat,Hybrid_RES,0.6571184916064063,5
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Flat,Hydro,2.666440812607329,4
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Flat,Hydro_pump,12.10850340533405,14
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Flat,Nuclear,10.481770072779522,2
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Flat,Wind,73.72051728367659,27
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Flat,_unmapped_,0.31015992803822384,5
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Biomass,1.1518915959440414,183
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Cogen,4.053742354856159,659
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Hybrid_RES,1.6451372739906278,52
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Hydro,5.7696364560187225,46
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Hydro_RES,1.6016324962631039,552
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Other,0.0019700276706803243,4
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Solar PV,42.77750917909768,2361
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Solar Thermal,0.04350477772752383,3
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,Wind,37.13953623906943,1437
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Midday,_unmapped_,5.81543959936204,523
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Biomass,0.5780742686909124,47
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Cogen,2.105753037458092,173
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Hybrid_RES,1.1304667241524224,22
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Hydro,4.681094138631985,21
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Hydro_RES,1.0109295571210222,139
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Hydro_pump,3.696780278857798,17
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Import,0.15564735290546916,1
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Nuclear,2.7938699846531714,2
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Solar PV,27.884378920367702,785
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Solar Thermal,0.048561974106506374,2
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,Wind,50.99162928536075,514
DA60/ID15 pre-blk (Mar19-Apr27),weekday,Dropped,_unmapped_,4.922814477694179,242
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Biomass,1.3062156328346601,67
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Cogen,2.0412970989372154,136
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Hybrid_RES,0.9775549252181976,25
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Hydro,2.6662504141776107,22
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Hydro_RES,1.7068905747540313,196
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Hydro_pump,1.7013362854062006,8
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Import,0.34474899400328285,1
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Nuclear,12.579507736742007,8
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Solar PV,11.03407460751285,494
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Solar Thermal,2.3119250592297926,26
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,Wind,60.91063531493779,515
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Critical,_unmapped_,2.419563356246374,108
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Flat,Cogen,0.09992847225144105,1
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Flat,Hybrid_RES,0.926705095300206,4
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Flat,Hydro_pump,8.314048891319898,6
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Flat,Nuclear,18.87596246896958,2
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Flat,Solar PV,0.04207514621113308,1
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Flat,Wind,65.82867000462824,21
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Flat,_unmapped_,5.9126099213194765,15
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Biomass,2.1589534916421673,81
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Cogen,2.9165341657634976,143
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Hybrid_RES,1.5028306519477093,19
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Hydro,3.8796264448006648,40
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Hydro_RES,2.1009775862553837,209
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Nuclear,15.227328284237693,9
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Solar PV,19.681089254771656,529
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Solar Thermal,4.6415336790254855,52
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,Wind,45.770679334834654,593
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Midday,_unmapped_,2.120447106721095,134
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Biomass,1.3112752224225153,51
