regime,hour,tech,share_pct_q_at,n_obs
3-sess (Jun-Nov 2024),20,Nuclear,26.799996343793133,3
3-sess (Jun-Nov 2024),20,Solar PV,0.5749385300220287,8
3-sess (Jun-Nov 2024),20,Wind,0.8491540451358738,9
3-sess (Jun-Nov 2024),20,_unmapped_,0.29249654945476816,1
3-sess (Jun-Nov 2024),21,Biomass,0.009198954998712145,1
3-sess (Jun-Nov 2024),21,CCGT,14.463516944475105,12
3-sess (Jun-Nov 2024),21,Hydro,38.40747691062295,28
3-sess (Jun-Nov 2024),21,Hydro_RES,2.7946425286087497,5
3-sess (Jun-Nov 2024),21,Hydro_pump,32.44287448945799,27
3-sess (Jun-Nov 2024),21,Nuclear,9.051771718732752,1
3-sess (Jun-Nov 2024),21,Solar PV,0.13430474298119732,4
3-sess (Jun-Nov 2024),21,Wind,2.5729477131397878,4
3-sess (Jun-Nov 2024),21,_unmapped_,0.12326599698274275,1
3-sess (Jun-Nov 2024),22,CCGT,32.38605093310652,21
3-sess (Jun-Nov 2024),22,Cogen,0.06879471656576776,1
3-sess (Jun-Nov 2024),22,Hydro,18.60709461149747,20
3-sess (Jun-Nov 2024),22,Hydro_RES,6.212788312403062,6
3-sess (Jun-Nov 2024),22,Hydro_pump,42.68149297043078,30
3-sess (Jun-Nov 2024),22,Wind,0.04377845599639767,2
3-sess (Jun-Nov 2024),23,CCGT,26.082103328954265,22
3-sess (Jun-Nov 2024),23,Coal,0.7727776203601144,1
3-sess (Jun-Nov 2024),23,Cogen,0.16056601667482376,2
3-sess (Jun-Nov 2024),23,Hydro,18.896130101405596,16
3-sess (Jun-Nov 2024),23,Hydro_RES,0.992589921262547,5
3-sess (Jun-Nov 2024),23,Hydro_pump,51.19050685625478,41
3-sess (Jun-Nov 2024),23,Solar PV,0.19577033049122897,6
3-sess (Jun-Nov 2024),23,Wind,1.4588324188798159,9
3-sess (Jun-Nov 2024),23,_unmapped_,0.25072340571683716,5
ISP15-win (Dec24-Mar25),0,CCGT,33.97273384444648,9
ISP15-win (Dec24-Mar25),0,Cogen,0.1700316645794516,1
ISP15-win (Dec24-Mar25),0,Hybrid_RES,0.2575928810694686,1
ISP15-win (Dec24-Mar25),0,Hydro,16.012502927191825,13
ISP15-win (Dec24-Mar25),0,Hydro_RES,0.025453842002911918,1
ISP15-win (Dec24-Mar25),0,Hydro_pump,7.737967968885223,6
ISP15-win (Dec24-Mar25),0,Import,3.665353248419316,1
ISP15-win (Dec24-Mar25),0,Wind,38.158363623405315,6
ISP15-win (Dec24-Mar25),1,CCGT,14.301320885887375,5
ISP15-win (Dec24-Mar25),1,Hydro,17.35897308570861,11
ISP15-win (Dec24-Mar25),1,Hydro_pump,7.451087496275697,5
ISP15-win (Dec24-Mar25),1,Nuclear,12.476412752011122,1
ISP15-win (Dec24-Mar25),1,Wind,48.41220578011719,7
ISP15-win (Dec24-Mar25),2,CCGT,8.578987506237468,8
ISP15-win (Dec24-Mar25),2,Cogen,0.016947078041294382,1
ISP15-win (Dec24-Mar25),2,Hybrid_RES,0.1977159104817678,1
ISP15-win (Dec24-Mar25),2,Hydro,8.47353902064719,7
ISP15-win (Dec24-Mar25),2,Hydro_RES,0.03766017342509863,1
ISP15-win (Dec24-Mar25),2,Hydro_pump,1.4122565034411985,1
ISP15-win (Dec24-Mar25),2,Import,2.9186634404451435,1
ISP15-win (Dec24-Mar25),2,Nuclear,9.46211857305603,1
ISP15-win (Dec24-Mar25),2,Solar PV,0.07720335552145217,2
ISP15-win (Dec24-Mar25),2,Wind,67.99167710167306,12
ISP15-win (Dec24-Mar25),2,_unmapped_,0.833231337030307,6
ISP15-win (Dec24-Mar25),3,CCGT,10.470964093000502,7
ISP15-win (Dec24-Mar25),3,Cogen,0.1368104067625613,3
ISP15-win (Dec24-Mar25),3,Hybrid_RES,0.3729803268163682,2
ISP15-win (Dec24-Mar25),3,Hydro,8.084807166113817,10
ISP15-win (Dec24-Mar25),3,Hydro_RES,0.03133646188416209,1
ISP15-win (Dec24-Mar25),3,Hydro_pump,0.6114431587153577,1
ISP15-win (Dec24-Mar25),3,Import,5.044406059401702,2
