regime,hour_class,tech,share_pct_q_at,share_pct_q_marg,share_pct_cells,n_obs
3-sess (Jun-Nov 2024),Midday,Hydro_pump,0.035153230735699995,0.049974873486614335,0.010217635639113109,1
3-sess (Jun-Nov 2024),Midday,Import,0.043941538419625,0.0012980486619899828,0.010217635639113109,1
3-sess (Jun-Nov 2024),Midday,Nuclear,6.999271888708387,7.101067923177771,0.29631143353428013,29
3-sess (Jun-Nov 2024),Midday,Solar PV,35.24603526484225,34.07507542589903,32.972310207418005,3227
3-sess (Jun-Nov 2024),Midday,Solar Thermal,0.17348119368067952,0.22382067643170134,0.1123939920302442,11
3-sess (Jun-Nov 2024),Midday,Wind,40.93303705018695,40.89650658017953,27.41391641974047,2683
3-sess (Jun-Nov 2024),Midday,_unmapped_,4.800349423113513,5.416386195437915,8.54194339429856,836
3-sess (Jun-Nov 2024),Dropped,Biomass,0.9422918651996879,0.9452488005005871,4.707233065442021,287
3-sess (Jun-Nov 2024),Dropped,CCGT,6.19823702676947,5.917987690028458,1.1809086435952107,72
3-sess (Jun-Nov 2024),Dropped,Coal,0.0974616650784025,0.07787381276729553,0.03280301787764474,2
3-sess (Jun-Nov 2024),Dropped,Cogen,3.2949081694533486,3.224271304766236,11.169427587338035,681
3-sess (Jun-Nov 2024),Dropped,Hybrid_RES,1.332300961621762,1.2399663602012054,1.4761358044940134,90
3-sess (Jun-Nov 2024),Dropped,Hydro,9.539764359351988,9.221715608634497,2.033787108413974,124
3-sess (Jun-Nov 2024),Dropped,Hydro_RES,1.603406826648185,1.5859666746510186,11.431851730359192,697
3-sess (Jun-Nov 2024),Dropped,Hydro_pump,8.387496751277828,7.767015902929976,1.9189765458422177,117
3-sess (Jun-Nov 2024),Dropped,Import,0.46294290912241187,0.31339461235618926,0.06560603575528948,4
3-sess (Jun-Nov 2024),Dropped,Nuclear,9.989712379797279,9.833943063479817,0.6068558307364277,37
3-sess (Jun-Nov 2024),Dropped,Solar PV,21.37913670622888,19.64023986822653,29.145481384287354,1777
3-sess (Jun-Nov 2024),Dropped,Solar Thermal,0.11365113055531492,0.11322303671992967,0.09840905363293423,6
3-sess (Jun-Nov 2024),Dropped,Wind,32.94198865113056,36.62010769378497,27.37411841889454,1669
3-sess (Jun-Nov 2024),Dropped,_unmapped_,3.7167005977648793,3.499045570953278,8.758405773331146,534
