firm,tech_group,pdbf_mwh,phf_mwh,month,intervention_mwh
GE,Solar PV,77.20000000000044,74.90000000000039,2025-07-01,-2.300000000000054
GN,CCGT,243144.3,1055569.3999999934,2025-07-01,812425.0999999933
GN,Hydro,115575.90000000116,98825.07500000004,2025-07-01,-16750.825000001118
GN,Hydro_pump,1179.0,1576.35,2025-07-01,397.3499999999999
GN,Solar PV,136610.80000000048,99506.94999999998,2025-07-01,-37103.8500000005
GN,Wind,284899.0999999994,266675.825,2025-07-01,-18223.274999999383
HC,CCGT,6572.0,60821.6,2025-07-01,54249.6
HC,Hydro,38895.50000000006,24243.07500000004,2025-07-01,-14652.425000000017
HC,Solar PV,22089.699999999997,21424.425000000003,2025-07-01,-665.2749999999942
HC,Wind,371426.6000000001,332983.50000000047,2025-07-01,-38443.09999999963
IB,CCGT,136143.20000000013,334021.22500000003,2025-07-01,197878.0249999999
IB,Hydro,979796.3999999947,981214.8750000028,2025-07-01,1418.4750000081258
IB,Hydro_pump,223569.20000000004,239307.67500000002,2025-07-01,15738.474999999977
IB,Nuclear,2956351.100000029,2852954.1749999877,2025-07-01,-103396.92500004126
IB,Solar PV,596480.5999999966,441274.9999999997,2025-07-01,-155205.5999999969
IB,Wind,763649.5999999987,778355.9749999986,2025-07-01,14706.374999999884
GE,CCGT,215983.69999999995,624376.2250000002,2025-08-01,408392.52500000026
GE,Hydro,562255.699999994,425955.39999999775,2025-08-01,-136300.29999999626
GE,Hydro_pump,157042.0999999991,150634.79999999952,2025-08-01,-6407.299999999581
GE,Nuclear,2164510.6000000015,2170953.5,2025-08-01,6442.89999999851
GE,Solar PV,59.90000000000034,59.90000000000036,2025-08-01,2.1316282072803006e-14
GN,CCGT,123970.19999999997,978268.9749999947,2025-08-01,854298.7749999948
GN,Hydro,98908.29999999967,88064.10000000044,2025-08-01,-10844.199999999226
GN,Hydro_pump,3843.3,12122.250000000002,2025-08-01,8278.95
GN,Solar PV,113133.90000000004,100513.72500000003,2025-08-01,-12620.175000000003
GN,Wind,223927.79999999993,220784.22499999986,2025-08-01,-3143.57500000007
HC,CCGT,0.0,93166.65,2025-08-01,93166.65
HC,Hydro,38232.19999999993,28666.67500000006,2025-08-01,-9565.52499999987
HC,Solar PV,28087.800000000007,28778.075000000008,2025-08-01,690.2750000000015
HC,Wind,304563.499999999,283280.34999999986,2025-08-01,-21283.14999999915
IB,CCGT,77255.89999999998,395651.97500000015,2025-08-01,318396.0750000002
IB,Hydro,1067788.9999999925,1101157.24999999,2025-08-01,33368.24999999744
IB,Hydro_pump,250158.69999999998,256014.52499999994,2025-08-01,5855.824999999953
IB,Nuclear,2904946.4999999874,2905402.7500000084,2025-08-01,456.25000002095476
IB,Solar PV,562857.4999999984,458390.275,2025-08-01,-104467.22499999835
IB,Wind,606889.3999999999,614832.5249999997,2025-08-01,7943.124999999767
GE,CCGT,127446.5,581979.0499999995,2025-09-01,454532.54999999946
GE,Hydro,430581.1000000029,343928.30000000127,2025-09-01,-86652.80000000162
GE,Hydro_pump,71157.29999999999,68573.57500000004,2025-09-01,-2583.7249999999476
GE,Nuclear,2064210.8,2112880.4,2025-09-01,48669.59999999986
GE,Solar PV,52.20000000000025,52.20000000000026,2025-09-01,7.105427357601002e-15
GN,CCGT,115944.39999999997,890200.2249999971,2025-09-01,774255.8249999972
GN,Hydro,103142.90000000183,94952.94999999952,2025-09-01,-8189.950000002311
GN,Hydro_pump,14090.0,22553.725,2025-09-01,8463.724999999999
GN,Solar PV,93769.20000000001,87041.52500000002,2025-09-01,-6727.674999999988
GN,Wind,242406.39999999982,247411.62500000012,2025-09-01,5005.225000000297
HC,CCGT,6041.6,76708.65,2025-09-01,70667.04999999999
HC,Hydro,37817.799999999974,30228.7750000001,2025-09-01,-7589.024999999874
HC,Solar PV,21707.30000000001,22368.250000000007,2025-09-01,660.9499999999971
HC,Wind,306830.09999999887,294794.4249999995,2025-09-01,-12035.674999999348
IB,CCGT,42182.399999999994,383326.3999999998,2025-09-01,341143.99999999977
IB,Hydro,1268401.1999999946,1265819.3499999945,2025-09-01,-2581.850000000093
IB,Hydro_pump,199725.1000000001,206103.85000000006,2025-09-01,6378.749999999971
IB,Nuclear,2411249.1000000136,2407367.150000003,2025-09-01,-3881.950000010431
IB,Solar PV,401830.7999999996,411421.5250000001,2025-09-01,9590.7250000005
IB,Wind,657528.8999999975,676405.7249999992,2025-09-01,18876.8250000017
GE,CCGT,264305.925,602818.9250000011,2025-10-01,338513.0000000011
GE,Hydro,453110.95000000007,288384.00000000023,2025-10-01,-164726.94999999984
GE,Hydro_pump,89326.725,87962.57499999998,2025-10-01,-1364.1500000000233
GE,Nuclear,1873607.3249999986,2008058.3249999979,2025-10-01,134450.9999999993
GE,Solar PV,14.149999999999999,14.149999999999977,2025-10-01,-2.1316282072803006e-14
GN,CCGT,563387.1000000003,1640868.3249999895,2025-10-01,1077481.2249999892
GN,Hydro,147001.84999999945,131995.42500000107,2025-10-01,-15006.424999998388
GN,Hydro_pump,243.925,1471.9499999999998,2025-10-01,1228.0249999999999
GN,Solar PV,69186.69999999987,63507.84999999991,2025-10-01,-5678.849999999955
GN,Wind,264458.42500000016,266311.3500000001,2025-10-01,1852.9249999999302
HC,CCGT,18473.700000000004,124650.84999999996,2025-10-01,106177.14999999997
HC,Hydro,39294.449999999866,39930.39999999995,2025-10-01,635.9500000000844
HC,Solar PV,17081.524999999998,17486.924999999996,2025-10-01,405.3999999999978
HC,Wind,340762.3999999999,318404.82500000007,2025-10-01,-22357.574999999837
IB,CCGT,236484.0750000004,477169.65000000014,2025-10-01,240685.57499999975
IB,Hydro,1290461.6750000014,1273122.6250000002,2025-10-01,-17339.05000000121
IB,Hydro_pump,248922.07499999995,239476.84999999977,2025-10-01,-9445.22500000018
IB,Nuclear,1710137.8000000047,1693055.074999995,2025-10-01,-17082.72500000964
IB,Solar PV,368925.4749999995,341245.9250000002,2025-10-01,-27679.54999999929
IB,Wind,859411.0749999991,837656.5999999985,2025-10-01,-21754.475000000675
GE,CCGT,88062.09999999999,548783.7749999999,2025-11-01,460721.67499999993
GE,Hydro,734072.4999999995,396742.3750000007,2025-11-01,-337330.12499999884
GE,Hydro_pump,94706.7249999998,79373.82499999997,2025-11-01,-15332.899999999834
GE,Nuclear,1341849.199999998,1403786.4499999995,2025-11-01,61937.2500000014
GE,Solar PV,42.62500000000017,42.62500000000017,2025-11-01,0.0
GN,CCGT,33768.525,1250763.3999999913,2025-11-01,1216994.8749999914
GN,Hydro,173708.25000000081,162840.62500000055,2025-11-01,-10867.625000000262
GN,Solar PV,58347.2749999998,55757.44999999984,2025-11-01,-2589.8249999999607
GN,Wind,384703.82499999844,385718.9249999999,2025-11-01,1015.1000000014319
HC,CCGT,0.0,66383.775,2025-11-01,66383.775
HC,Hydro,49335.92499999993,49864.674999999625,2025-11-01,528.7499999996944
HC,Solar PV,12114.775000000001,12542.3,2025-11-01,427.5249999999978
HC,Wind,516295.52500000014,475432.8999999998,2025-11-01,-40862.62500000035
IB,CCGT,41304.55000000002,398721.22500000015,2025-11-01,357416.67500000016
IB,Hydro,1069635.0499999956,1072641.9749999992,2025-11-01,3006.925000003539
IB,Hydro_pump,247228.87499999983,255425.82499999984,2025-11-01,8196.950000000012
IB,Nuclear,2305978.174999992,2279255.2250000057,2025-11-01,-26722.949999986216
IB,Solar PV,289089.9250000002,283803.1000000003,2025-11-01,-5286.824999999895
IB,Wind,1371551.225,1335824.1249999995,2025-11-01,-35727.10000000056
GE,CCGT,163526.4499999999,743462.375,2025-12-01,579935.925
GE,Hydro,874962.6749999875,569166.4749999966,2025-12-01,-305796.1999999909
GE,Hydro_pump,113066.82499999972,89900.35000000003,2025-12-01,-23166.474999999686
GE,Nuclear,1765409.5999999861,1785470.3249999895,2025-12-01,20060.725000003353
GE,Solar PV,31.325000000000113,31.325000000000095,2025-12-01,-1.7763568394002505e-14
GN,CCGT,76061.87499999996,1119364.0249999966,2025-12-01,1043302.1499999966
GN,Hydro,356379.875,357923.8500000004,2025-12-01,1543.9750000003842
GN,Hydro_pump,0.0,182.3,2025-12-01,182.3
GN,Solar PV,55535.574999999764,55708.99999999981,2025-12-01,173.42500000004657
GN,Wind,376330.32499999943,378408.8750000001,2025-12-01,2078.550000000687
HC,CCGT,29345.475000000042,102150.89999999997,2025-12-01,72805.42499999993
HC,Hydro,74666.00000000058,75098.92499999981,2025-12-01,432.92499999923166
HC,Solar PV,9374.975000000002,9269.849999999999,2025-12-01,-105.12500000000364
HC,Wind,377775.025,348196.8500000004,2025-12-01,-29578.17499999964
IB,CCGT,41463.02499999997,553940.1500000006,2025-12-01,512477.12500000064
IB,Hydro,1579778.2750000027,1619375.2000000062,2025-12-01,39596.92500000354
IB,Hydro_pump,134229.35000000006,160949.475,2025-12-01,26720.12499999994
IB,Nuclear,3011160.125000011,3014813.500000006,2025-12-01,3653.3749999948777
IB,Solar PV,257158.9250000005,252077.65000000008,2025-12-01,-5081.275000000431
IB,Wind,1103999.5750000004,1076769.0749999983,2025-12-01,-27230.500000002095
GE,CCGT,159531.92499999993,492843.14999999973,2026-01-01,333311.2249999998
GE,Hydro,723883.049999977,260532.75000000003,2026-01-01,-463350.299999977
GE,Hydro_pump,49693.400000000125,33600.125000000065,2026-01-01,-16093.27500000006
GE,Nuclear,1918497.0499999875,1453017.7499999972,2026-01-01,-465479.29999999027
GE,Solar PV,32.8250000000001,23.075000000000017,2026-01-01,-9.750000000000085
GN,CCGT,41851.62499999999,546231.3750000007,2026-01-01,504379.7500000007
GN,Hydro,441703.7250000016,217886.62499999904,2026-01-01,-223817.10000000257
GN,Hydro_pump,1220.2,572.625,2026-01-01,-647.575
GN,Solar PV,54230.32499999981,39534.449999999924,2026-01-01,-14695.874999999884
GN,Wind,643197.2499999985,322647.2499999999,2026-01-01,-320549.9999999986
HC,CCGT,22981.025000000012,111565.77499999997,2026-01-01,88584.74999999996
HC,Hydro,85302.32500000052,46865.500000000015,2026-01-01,-38436.82500000051
HC,Solar PV,4074.374999999999,3540.4749999999985,2026-01-01,-533.9000000000005
HC,Wind,582054.6500000004,287191.65,2026-01-01,-294863.00000000035
IB,CCGT,74880.99999999997,414061.1000000002,2026-01-01,339180.1000000002
IB,Hydro,1798956.8250000048,1167233.5249999997,2026-01-01,-631723.3000000052
IB,Hydro_pump,171621.02499999994,107957.12499999997,2026-01-01,-63663.899999999965
IB,Nuclear,2959049.499999986,1900302.050000012,2026-01-01,-1058747.449999974
IB,Solar PV,244704.17500000045,165138.6,2026-01-01,-79565.57500000045
IB,Wind,1574740.725000002,807112.5249999992,2026-01-01,-767628.2000000027
GE,CCGT,188.5,283159.475,2026-02-01,282970.975
GE,Hydro,32647.449999999946,351104.5999999989,2026-02-01,318457.149999999
GE,Hydro_pump,6356.799999999998,25749.875,2026-02-01,19393.075
GE,Nuclear,15889.549999999992,945495.6499999985,2026-02-01,929606.0999999985
GE,Solar PV,1.7750000000000001,73.89999999999999,2026-02-01,72.12499999999999
GN,CCGT,0.0,245768.02500000005,2026-02-01,245768.02500000005
GN,Hydro,26218.800000000003,341615.14999999997,2026-02-01,315396.35
GN,Hydro_pump,168.75,6089.7,2026-02-01,5920.95
GN,Solar PV,919.5499999999993,14939.025000000012,2026-02-01,14019.475000000013
GN,Wind,15736.94999999999,293583.0749999999,2026-02-01,277846.1249999999
HC,CCGT,0.0,529.0,2026-02-01,529.0
HC,Hydro,4099.075000000002,69097.09999999999,2026-02-01,64998.02499999999
HC,Solar PV,36.27499999999999,231.575,2026-02-01,195.3
HC,Wind,13724.55,250078.72500000012,2026-02-01,236354.17500000013
IB,CCGT,0.0,210515.125,2026-02-01,210515.125
IB,Hydro,91824.64999999998,1238864.999999999,2026-02-01,1147040.3499999992
IB,Hydro_pump,12326.600000000004,151049.62499999994,2026-02-01,138723.02499999994
IB,Nuclear,87779.50000000015,1022983.7750000001,2026-02-01,935204.275
IB,Solar PV,4376.100000000004,59516.724999999926,2026-02-01,55140.62499999992
IB,Wind,14601.649999999996,371256.8250000002,2026-02-01,356655.17500000016
