regime,tech,firm,hour_class,n_cells,pct_flagged_d,pct_flagged_dw,median_dw,p99_dw
da15_id15,CCGT,IB,critical,2051,60.653339834227204,58.99561189663579,22.612632442399942,9530.689112911656
da15_id15,CCGT,IB,flat,643,43.07931570762053,33.592534992223946,0.0,1482.6455228916575
da15_id15,CCGT,GE,critical,3294,78.02064359441408,74.62052216150576,103.14134600977826,4447.81826823136
da15_id15,CCGT,GE,flat,1055,76.87203791469194,73.74407582938389,43.77353604892005,3215.6287476976563
da15_id15,CCGT,GN,critical,6522,75.66697332106716,71.64980067463969,399.9899882098224,11681.802856841268
da15_id15,CCGT,GN,flat,2134,46.06373008434864,42.36176194939081,0.0,2270.4112570369152
da15_id15,CCGT,HC,critical,608,80.42763157894737,79.11184210526315,808.7517112955566,8851.554262750216
da15_id15,CCGT,HC,flat,304,67.10526315789474,64.47368421052632,157.3723049322666,4930.2046614205165
da15_id15,Hydro,IB,critical,2974,41.425689307330195,39.30733019502354,0.0,19233.62580035022
da15_id15,Hydro,IB,flat,929,16.469321851453174,15.823466092572659,0.0,7613.179116187893
da15_id15,Hydro,GE,critical,1467,59.37286980231765,58.35037491479209,1.8140826341733343,2207.550375680978
da15_id15,Hydro,GE,flat,316,28.48101265822785,28.48101265822785,0.0,2133.4250818669657
da15_id15,Hydro,GN,critical,3179,27.27272727272727,24.473104749921358,0.0,9342.408603787946
da15_id15,Hydro,GN,flat,864,9.143518518518519,7.291666666666667,0.0,2198.5178396143497
da15_id15,Hydro,HC,critical,788,70.43147208121827,68.65482233502537,25.919872783027998,6325.840238248869
da15_id15,Hydro,HC,flat,127,51.181102362204726,50.39370078740157,0.4275030703146655,313.6921489267406
da15_id15,Hydro_pump,IB,critical,431,55.4524361948956,54.988399071925755,66.2,28261.008285901302
da15_id15,Hydro_pump,IB,flat,116,12.931034482758621,11.206896551724139,0.0,4745.657391266302
da15_id15,Hydro_pump,GE,critical,372,94.35483870967742,94.35483870967742,291.9669293088775,5282.853568694805
da15_id15,Hydro_pump,GE,flat,54,96.29629629629629,96.29629629629629,110.78074022077331,1452.3343440390402
da15_id15,Hydro_pump,GN,critical,1040,1.153846153846154,0.8653846153846154,0.0,0.0
da15_id15,Hydro_pump,GN,flat,267,0.37453183520599254,0.0,0.0,0.0
da15_id15,Nuclear,IB,critical,892,100.0,100.0,5.21395289106464,6021.725345392653
da15_id15,Nuclear,IB,flat,10,70.0,70.0,72.48231287057658,1293.3847953180048
da15_id15,Nuclear,GE,critical,189,95.76719576719577,91.53439153439153,37.31814253980853,4908.184032848341
da15_id15,Nuclear,GE,flat,68,97.05882352941177,85.29411764705883,30.864196168444984,877.8637650338645
